,ndev,rexp,age,lt,fix,sexp,ns,la,nuc,entrophy,ld
0,0.0002638888888888889,0.02283234126984128,0.18071130952380957,0.06316666666666668,3.968253968253967e-05,0.04883134920634922,0.004943452380952382,0.16772321428571427,0.025777777777777774,0.013237103174603176,0.06712797619047618
1,0.0001524879614767255,0.050660781166399174,0.08146869983948633,0.054439539860888175,0.010197966827180311,0.04640716960941682,0.001706795077581593,0.18491974317817014,0.07232209737827722,0.014012841091492772,0.10493445692883897
2,0.002290764790764791,0.024944985569985565,0.056873196248196256,0.0510146103896104,0.013825757575757575,0.04144570707070707,0.0027759740259740277,0.20286796536796536,0.04598304473304471,0.020473484848484845,0.16083603896103918
3,0.0006021594684385373,0.04066168327796238,0.04921165559246953,0.06863995016611295,0.005572397563676626,0.05553502214839425,0.0014936323366555929,0.14539105758582507,0.07999169435215946,0.004127214839424143,0.13349806201550396
4,0.0024233058608058595,0.034356684981684975,0.07533424908424907,0.07530448717948714,0.004650869963369963,0.08171359890109889,0.0023031135531135522,0.15294184981684975,0.057937271062271055,0.009511217948717942,0.11708104395604396
5,0.009550264550264542,0.0201111111111111,0.06826719576719574,0.08346164021164018,0.002783068783068782,0.08611904761904758,0.003585978835978836,0.191559523809524,0.08335714285714284,0.017519841269841265,0.08320634920634921
6,0.010192478860703163,0.013282710280373826,0.02327436582109479,0.0987867156208279,0.013149755229194466,0.06572263017356475,0.0015314864263462381,0.2011570983533598,0.04674844236760124,0.009730752113929682,0.14769414775255887
7,0.0037761904761904686,0.04860899470899473,0.09001534391534395,0.06671058201058198,0.005129100529100523,0.04195925925925925,0.003510052910052908,0.14709576719576717,0.133836507936508,0.01875555555555555,0.11484285714285722
8,0.0016521486643437842,0.04506097560975612,0.022848432055749116,0.07147648083623695,0.0038037166085946573,0.01698751451800232,0.0016826364692218343,0.2508463995354238,0.02824332171893147,0.008195412311265964,0.16143873403019743
9,0.0028877187022252416,0.016519449634788515,0.04710945020100788,0.0870208368722043,0.0029231074118113345,0.06122954532585924,0.0013376932223543392,0.1729587792310741,0.0845790159107638,0.011020044165109565,0.10203272747862525
10,0.011660052910052907,0.03252810846560844,0.04128472222222222,0.07101025132275134,0.012519841269841271,0.09174272486772489,0.0006828703703703704,0.16741071428571433,0.044723875661375666,0.006856812169312171,0.1597652116402116
11,0.0032667233560090656,0.011841931216931218,0.05549839380196526,0.07396636432350721,0.0016217876039304631,0.056852796674225284,0.001784297052154196,0.122009164777022,0.09313917233560093,0.010185657596371876,0.1839068405139834
12,0.00708639186900056,0.040412196499153,0.10516892527762085,0.03967861848296629,0.00783643892339543,0.06479484283832108,0.0010191981931112375,0.1816784302653868,0.11569028797289656,0.006102955015998487,0.06802277432712223
13,0.009579311454311448,0.023305984555984562,0.0851029601029601,0.04031772844272843,0.0015765765765765778,0.08112290862290862,0.0005115830115830101,0.2051648970398972,0.07388191763191762,0.006002252252252249,0.1159274453024453
14,0.004667697531987138,0.026938568223359907,0.03922347254346525,0.06036333671179953,0.0009010759115361627,0.06406879943172461,0.0006107660455486544,0.2849043850758422,0.05508262082347949,0.009272828469208306,0.07122499718461152
15,0.007796688988095229,0.031563430059523834,0.033707217261904794,0.07460751488095246,0.004077845982142855,0.04313662574404765,0.00227957589285714,0.14606910342261914,0.079711681547619,0.022280040922619076,0.11944103422619054
16,0.004965659340659332,0.03483058608058608,0.05198088369963368,0.10133642399267395,0.00453811813186813,0.03687213827838829,0.0022893772893772886,0.12702896062271077,0.07464743589743589,0.02007612179487179,0.10702838827838816
17,0.006114001892147581,0.04867865026805425,0.06208372753074746,0.06965074109113847,0.0024314096499526952,0.022075055187637974,0.0016280353200883017,0.1601379690949227,0.09725323241879529,0.016591769157994315,0.11731315042573323
18,0.007901138716356101,0.020390786749482387,0.04746463077984817,0.05865165631469977,0.003477398205659076,0.04969116632160112,0.0016045548654244298,0.10301759834368526,0.09899068322981372,0.01571083505866114,0.09843426501035192
19,0.006072889278410748,0.024078293894244814,0.044577125328659074,0.047808209173239885,0.00855243938066023,0.0443631317557698,0.00048787613204791,0.11382705229330996,0.0640819456617002,0.02260955302366345,0.16985319894829115
20,0.011947687728937716,0.031122367216117212,0.05866586538461538,0.08707131410256413,0.008790636446886444,0.04479052197802205,0.0026345009157509136,0.14572973901098904,0.0703348214285714,0.021312385531135538,0.10032566391941397
21,0.005591517857142851,0.015385664682539687,0.035735367063492056,0.04601624503968255,0.02472656250000001,0.0530636160714286,0.0011321924603174618,0.0840445188492064,0.09189174107142856,0.017390873015873044,0.08510478670634923
22,0.009282238442822385,0.021770072992700732,0.04231317344456029,0.04993482794577684,0.012321863051790045,0.020702989224887038,0.0007759819256169609,0.07708116093152587,0.17819429961765715,0.04878606187000348,0.07227493917274935
23,0.018926108374384236,0.014137931034482755,0.037131362889983595,0.07642036124794749,0.002092775041050902,0.03916995073891624,0.001810344827586208,0.09348604269293931,0.10069540229885059,0.021995073891625624,0.0818702791461412
24,0.017127145274353404,0.021602006284747417,0.053729755861735486,0.0749915397631134,0.009060913705583757,0.09174341310128109,0.003692893401015228,0.11633007009910559,0.10645939086294418,0.03214104423495287,0.07575416968817991
25,0.01702690166975882,0.03248067408781692,0.05206091527520101,0.08891852195423625,0.014697742733457012,0.12707946815089674,0.0026747062461348176,0.12628169449598028,0.11261982065553497,0.01917285095856525,0.07929189857761293
26,0.019663908246225322,0.02719657375145181,0.03726263066202089,0.06726988966318233,0.004068670150987219,0.08766986062717769,0.003206300813008133,0.08588632404181189,0.10069468641114983,0.02290505226480837,0.075347706155633
27,0.006873689727463306,0.026312893081761032,0.03904462413896382,0.0764184636118599,0.003685983827493256,0.09684710991314759,0.0010706798442647518,0.09791629230308478,0.08521338724168916,0.01949348607367474,0.10519991015274037
28,0.005140016233766223,0.02955424783549783,0.05647490530303032,0.084042545995671,0.015777529761904795,0.08666497564935059,0.0020224567099567064,0.05712155032467534,0.09838710768398262,0.014113906926406938,0.2028321158008658
29,0.010622738457084955,0.042352728325372714,0.05028694456506009,0.08158669850919088,0.011021131856998117,0.061967723259516626,0.0028079316833116135,0.13071066724562144,0.08240193949920402,0.012776812852800707,0.14030720798957896
30,0.0070292759961127224,0.02013909135082605,0.0529707240038873,0.05160532069970847,0.004837827988338188,0.1374101068999029,0.002380344995140913,0.15536989795918366,0.16738884839650153,0.01788568999028182,0.07972728377065112
31,0.013889634801288936,0.03711824203365557,0.04783521303258145,0.05872314715359827,0.004925259577515209,0.06638694951664877,0.001812119584675975,0.13483977801646982,0.1531704260651628,0.02164607948442535,0.0934411922663801
32,0.012568065342729029,0.03392083066410425,0.051069827033952624,0.07502695921417889,0.006461669869741611,0.07720718556480882,0.0019010249839846191,0.17348281016442452,0.10183616271620764,0.018125934230194336,0.09388639760837064
33,0.008920545746388446,0.022364901016586426,0.03763019439985734,0.05326466916354557,0.014391831639022657,0.05095773140716966,0.001703228107722491,0.11291688960228298,0.07348136258248618,0.017091136079900152,0.09220527911539146
34,0.019200755191944627,0.031950388084749294,0.03632997692469058,0.06989196559681146,0.014824837423956379,0.054092196349905586,0.0020447870778267253,0.10051971890077628,0.06105412208936435,0.013551499895112232,0.06863960562198448
