,ndev,entrophy,nuc,lt,ld,fix,age,la,ns,exp
0,0.0,0.0,0.08191493694279495,0.5164107404699826,1.1950783942244145,0.0009367122864095529,0.12829249703561701,0.6791619106958937,0.0,1.2657867158010214
1,14.881344416064,0.09916485581421727,4.4299335657194945,3.36022282919755,8.224176854945847,1.325898409805605,0.11129135898403655,4.390523922644083,0.0,2.690148546963542
2,0.8198233484654164,0.35955273768021145,3.424038118242901,5.679093135878381,1.2087493096430522,6.409949273633482,0.06843195861998003,2.396476916751299,0.0,14.23511370778537
3,1.9615197728020966,3.578141209312335,5.630132134612312,4.411268070084283,3.7650656085102305,2.6667661705132457,1.3516145480342825,4.526588680600829,0.0,4.492970564549889
4,0.0,0.6207481168324338,0.0,0.04360809284261166,0.30673667839751206,0.07596695943212942,0.0,0.0,0.0,0.6558542608570309
5,0.1266436011374424,1.4896353804752596,0.27079725096343027,0.12112444219053474,0.18679978552104706,0.37667708120414606,0.24876477757667553,0.31887636575870604,0.0,2.51152101691827
6,4.740629556838331,2.949559734143335,2.7811337709715658,1.6299933799870752,5.755426662798641,3.393673599047502,1.0843548146235154,2.203016593647898,0.0,5.872697838918911
7,1.991646393337711,5.710645483846073,1.5563235636480361,3.57086749230008,4.552376914392811,1.2433739468703282,2.853456959398442,2.308877179597166,0.0,2.7042568629595403
8,3.1584493338330395,2.0920111097738436,2.9587466936612694,2.2971438200851506,5.101453255434609,3.840741571545543,2.716461905700976,2.7505067825726153,0.0,7.729286743112183
9,3.452454727440011,0.472491312984007,2.8084353771433,2.05270101824627,2.6973865968813144,1.1252191184262612,3.467927598819529,4.123016661065996,0.0,3.8535115055704297
10,1.8541964997497888,1.5224131261471414,3.466808819498318,1.9794166588878188,1.4813395628113493,2.5552063940404177,1.7972806456220387,2.4176422016419474,0.29524323128124724,4.167631245086144
11,0.9841435233007273,9.852685086773967,8.274640381853725,1.9028981324341245,3.553578893098535,5.511518823224317,0.5593470257061365,1.3135507617230253,0.47915069812863353,6.897179462506047
12,0.15649887935457318,1.1829978601583466,0.2308410954443986,0.5397174810115177,0.6437146882296282,0.0920120847016882,0.10725890272408738,1.7898842909059316,0.0,1.1064821706409578
13,1.2540024531085163,3.158410258620018,1.293498542972315,2.3185973792092374,4.166013637452137,1.0434489732642815,1.5194954360530795,5.470388420553266,0.0,3.6226699581429846
14,0.5958376293863589,1.3185433233751054,1.5102398548410894,0.48280647582065556,0.7075734600545224,1.6818774614421297,0.14679275358104663,2.6929595781612328,0.0,0.8042309329738992
15,0.24214283889538255,0.20962463955564334,0.35360156309525825,0.08016358070422769,0.22507805202363562,0.207584053336718,0.0910662439469152,0.2187702023504379,0.04883371047015489,0.13829587809137697
16,0.7826761650346765,2.110859207156966,1.540886456656386,0.8542809970338336,1.0426819549868782,4.921287531472159,0.1265426929713348,0.36548132830886004,0.0,0.549838264626077
17,1.0476442642679005,1.6750646008364216,1.3608109126221999,2.5751908492477185,2.1861920691653802,8.767704543461354,0.07352423705966356,7.627447814279137,0.17179026179566134,3.9678860986172904
