,entrophy,age,la,fix,nd,nuc,ld,ndev,ns,lt,exp
0,0.0043282723717506305,0.024642742121003005,0.003040717736369897,0.01071543593282725,0.06096894409937887,0.04833954451345759,0.004540372670807444,0.009333333333333357,0.001588451805843108,0.02022360248447207,0.006415228893489751
1,0.004466997609854737,0.002370288656002933,0.01067475638904214,0.2789404302261446,0.0033864681007538065,0.007368082368082377,0.01827247655819086,0.004926640926640919,0.02207538150395324,0.05380933995219708,0.000772200772200774
2,0.03029481845015827,0.020485614708915696,0.009517408158184882,0.007984992353924414,0.01475674810626271,0.02476759486468224,0.022930402930402934,0.05703616771577937,0.03786585582702158,0.12498417440164998,0.07061346420569718
3,0.019175995024875638,0.017038172234067766,0.01078669154228859,0.010553778725420534,0.05304667140488034,0.012511845534233616,0.020634624496564818,0.014025556740108957,0.01249940772328834,0.016552061122956655,0.00569503672115615
4,0.002200090298249793,0.0005197461025681913,0.0026015191352614445,0.0019710248851353062,0.0023842721695482255,0.0015114333519241324,0.04443045706849411,0.001638780442461408,0.083910445382838,0.0035524393806602114,0.0002512416009348528
5,0.0016040100250626513,0.0011726861797350422,0.00135864214106694,0.0011277076620121729,0.0038510338345864505,0.0011477354099534468,0.014862938596491284,0.001200993555316858,0.06417461063372659,0.0036589240959541657,0.000298737916219122
6,0.0021431093623890066,0.008160394807640622,0.03336797148237818,0.0005116693570083399,0.026025188323917158,0.0029771152811406947,0.05041658259348943,0.0010158562012375437,0.07567208097928481,0.007474693973634698,0.0011186776970675122
7,0.0074831886186588455,0.004538136996558576,0.00593502959091109,0.008013089118320509,0.05600630696790349,0.010121747519691316,0.050529468515558534,0.004533457168776232,0.05775101876250958,0.013660993275447491,0.0020146298616210696
8,0.0037179033463096266,0.0010547166843615972,0.007514057646179874,0.006488341001140402,0.03888000865085918,0.003991486768117667,0.03420284298690582,0.001773032912586976,0.07894636467303795,0.013863984900318527,0.00400416814124495
9,0.007238908141873105,0.013123903649510132,0.00263680314893252,0.008272151627946787,0.06394515038719889,0.008242844307534346,0.02675287725152948,0.0016119026226842814,0.055622513156205255,0.009260043640097563,0.0011746459590125297
