,la,lt,fix,entrophy,sexp,nuc,ndev,age,ns
0,0.084951924831235,0.1484163929939792,0.10434097336252514,0.039289979018427255,0.018686393906221482,0.02836502234993615,0.01070767195767196,0.07364698503922641,0.032072922368181024
1,0.06542014032666238,0.04522769726247959,0.42641268691051293,0.003535806303197604,0.0030817000230043707,0.004632148608235568,0.006253634690591208,0.010533137796181263,0.002196560846560841
2,0.06561987552814891,0.07076615850177002,0.0607076909900651,0.10186191047162269,0.10291649537512851,0.058816917894256034,0.06010166152792056,0.13842797190818767,0.0
3,0.11399330946098579,0.06224365498178046,0.0047766365121245475,0.0013144553335846243,0.0042887611508983575,0.0014161012690036487,0.001732032918708381,0.004401840683502957,0.0
4,0.06975155844155831,0.10703502164502159,0.044031471861471855,0.16381961038961032,0.05738047619047619,0.09594281385281386,0.060115367965367955,0.1442015151515151,0.0
5,0.005171462224465761,0.004824583543664812,7.92108362779741e-05,0.001325256604408548,0.00018038027932020887,0.0008406528689214203,0.00012855460205283515,0.0006360424028268553,0.0070447164731616795
6,0.02996840996840994,0.1512759447759448,0.01054182754182754,0.1491794781794782,0.0665164385164386,0.09135655785655801,0.13975482625482633,0.008493915993915992,0.0
7,0.07918759689922467,0.1161165005537098,0.08582087486157251,0.12922846068660024,0.04986301218161685,0.06709119601328896,0.11747037652270208,0.08547834994462901,0.0
8,0.040863369963370755,0.022597588522588224,0.005568727106227155,0.0011170024420024535,0.0011937576312576526,0.0007904914529914634,0.0022072191697191817,0.0050881562881563034,0.13003565323565305
9,0.09090546889253781,0.09664876391169498,0.10198437785075716,0.18630078908958222,0.035141123882503206,0.03651076445904031,0.0611716839992702,0.08915601623791278,0.007568167305236245
10,0.0009120553359683797,0.0003386504799548276,0.00030006587615283287,0.0003849520045172218,0.0001797948428383212,0.0007579051383399206,0.00025621118012422365,0.0013999153020892155,0.02378016186711856
11,0.015951430572228913,0.07773349339735879,0.03430869014272372,0.15661381219154327,0.05980010337468319,0.054681389222355596,0.016384287048152594,0.22027827797785776,0.010420684940642917
12,0.15413422270080557,0.10999401770758539,0.03579847650953181,0.1057117731514717,0.045654901491584896,0.023587859934593593,0.02056658291457288,0.1774087700406795,0.0010012562814070345
13,0.11216819529368156,0.04783893829905498,0.1341077913655735,0.0967720492866407,0.014059523809523822,0.06705025940337225,0.04142250324254215,0.04212205855104689,0.0
14,0.03319856339160138,0.007848553345388788,0.007262834036568212,0.009613572433192677,0.009717626079967857,0.007370504319871412,0.007618670886075947,0.01814210367691379,0.015923121358247926
15,0.12105162241887898,0.13682638010956566,0.01147324062368311,0.12973619890434046,0.03180931310577328,0.07642056468605142,0.11342077538980193,0.05890497260851243,0.0
16,0.016473158828748807,0.15606041112096997,0.006211254066844122,0.14050598935226266,0.0044132653061224455,0.040995785270630004,0.08355686187518481,0.11923816918071577,0.0
17,0.01812006387921021,0.09525798490127742,0.008544570267131228,0.07206852497096401,0.0003954703832752645,0.0440821718931475,0.08427221254355399,0.26542842624854796,0.0
18,0.0014154411764705872,0.004020658263305321,0.0012962184873949588,0.00769345238095237,0.00010276610644257704,0.01441631652661064,0.00801768207282912,0.02318855042016805,0.007236869747899141
19,9.653679653679658e-05,0.0001854978354978355,4.502164502164502e-05,0.0002621212121212121,7.532467532467532e-05,0.0003718614718614718,0.0004385281385281385,0.0012766233766233765,0.0
20,0.0016551263362487043,0.036850097181729,0.007419217687074732,0.005864310009718184,0.005481656948493685,0.01021926627793975,0.020602526724975707,0.0006407920310981537,0.0
21,0.018733695085046402,0.1030937307964332,0.07696035804143916,0.010763997588321913,0.24577492550465532,0.03814697902535742,0.024725642631048053,0.0031341669855183348,0.010185861537212898
22,0.01580931983385243,0.13229442960985027,0.0058965101616970895,0.016978582554517088,0.2549678460169114,0.010392727340157245,0.007954717400979083,0.011650960539979233,0.020716677792612347
23,0.046317340521114095,0.11045507637017062,0.015314195867026047,0.12865570530098824,0.14068095238095232,0.0454527403414196,0.0394133872416892,0.04902093441150042,0.0
24,0.3315981775426215,0.07387458357828729,0.1043182441700961,0.026702919851068,0.025246717617087997,0.06575436018028614,0.0608582206545169,0.01801714677640606,0.0
25,0.01759114183307745,0.029728787213810223,0.02447829346792481,0.0038738387828249595,0.021187934313510338,0.005639876380659792,0.03688173871699217,0.1673453478165459,0.04743349060054135
26,0.0205233134920635,0.029670812074829824,0.04322016723356,0.003474950396825399,0.057385629251700605,0.002287131519274377,0.0060494260204081605,0.01566156462585034,0.05426718395691622
27,0.04884679991695455,0.054100371817375315,0.17421625804503324,0.042158805654643944,0.31954966687428016,0.01631561066757262,0.03624558820753826,0.10254893078912096,0.02390766849744255
28,0.004335384947629856,0.013686426951733069,0.056014469279775395,0.1581524673361407,0.000502105604146419,0.05570132815030772,0.14910376849152354,0.03762552640103661,0.0
29,0.039409835848819706,0.04869366599895546,0.058490179356485116,0.03997110992113073,0.05435400593667984,0.09414694935311346,0.06895341226869754,0.04220959520834571,0.014477763894673493
30,0.0797563355928249,0.07983324316583389,0.12113154907763955,0.011517572054439953,0.203512819696825,0.02730590119763656,0.03207841390064601,0.025053304904051183,0.025146124388717363
31,0.1900266257040451,0.011089810547875053,0.04299032258064517,0.032119943676395264,0.029266871479774692,0.031214080901177672,0.009362544802867382,0.08608133640553003,0.14308195084485387
32,2.3397237682970205e-05,2.494331065760289e-05,8.297258297263305e-06,1.7599464028040427e-05,1.2085137085142615e-05,4.571222428365393e-05,1.850133992991298e-05,2.8705421562565354e-05,0.30906441970727655
33,0.018497688511562943,0.04672959714583002,0.057615432190527595,0.04281933685332926,0.004695468968795366,0.03290618054752635,0.003314540446000732,0.005707788954407063,0.3938527621323317
