,rexp,fix,age,entrophy
0,0.08361281179476275,0.014400998352638656,0.02703658586948054,0.42612509853672675
1,0.0,0.0,0.0,0.37987826709631267
2,0.08948812724014323,0.0,0.02055583361138919,0.35308726289012976
3,0.0,0.13044310394342457,0.0,0.33340043499134914
4,0.010285878666655477,0.1188759012258751,0.04617842112974048,0.33341479994694734
5,0.0,0.13827970896648945,0.2517894556722896,0.07496915448949112
6,0.3572819179211646,0.0,0.05587935904015044,0.05548814167170308
7,0.23226767546589916,0.0068755820062182,0.049278699927819886,0.1911308473496114
8,0.22576036565803928,0.03995513730462851,0.04348605512213941,0.15166054830166195
9,0.2261943083908489,0.05371400735437571,0.03157103623574925,0.13274600016542445
10,0.25179320419799367,0.03222520593224951,0.059615673613322526,0.12181128221290391
11,0.014034995732408597,0.0,0.08918902958132707,0.3495457149605001
12,0.24987410837842258,0.035576468964904726,0.061769519263618934,0.10198750049481055
13,0.22210187568766307,0.01828823150009722,0.02989411347745029,0.18019403723641744
14,0.2928261204480425,0.05490197459617785,0.053702308726008674,0.08393569564963879
15,0.28195755536112205,0.02880947302590004,0.05982667573913421,0.09501800294561102
16,0.23335059011148543,0.05145773895595405,0.062213979995166084,0.13314573027936305
17,0.23994448903668128,0.04336264372661839,0.05124710211722375,0.12813602506450614
18,0.06194569502113545,0.022497120007537716,0.11423514370350701,0.3046341962956873
19,0.0,0.0,0.0,0.3409131968269137
20,0.06300128651790038,0.03433061567028776,0.07929801592640916,0.27095073723770996
21,0.2366960457761548,0.05882470373773544,0.0,0.14166493761341742
22,0.28525644969630715,0.0,0.0561304882168194,0.060330978156461094
23,0.2334583589079032,0.053639408183655216,0.04290241096399153,0.1331928553769564
24,0.0704962739216105,0.04424475582862215,0.072523475564522,0.2801196490075633
25,0.0,0.0,0.0,0.3475427011882918
26,0.10143429103710012,0.0,0.008465374875356008,0.3245179818602318
27,0.0,0.0,0.0,0.35050040413921957
28,0.0,0.0,0.0,0.3373768823563082
29,0.09216006526698466,0.0,0.10471819127297796,0.23885691895376227
30,0.23101452272826004,0.0,0.06277079735449086,0.09094138064037142
31,0.24845722333689124,0.0,0.049943285038409765,0.15115391956995622
32,0.2718099361469428,0.0,0.0,0.14729271124011017
33,0.0,0.0,0.0,0.3457097804637432
34,0.028771297329876194,0.0,0.09155050819544772,0.35388046430784753
35,0.0,0.0,0.0,0.3462354188759239
36,0.006498725972572879,0.0,0.11236074275891324,0.3150658893786414
37,0.2623048347462175,0.0,0.05712022458689524,0.1368535316595214
38,0.1347332983201088,0.0051230910609088775,0.035384834038048305,0.26618931677535157
39,0.25964814351300125,0.04536177415985208,0.029965191808193094,0.0932327691824422
40,0.2790217849497576,0.055175268254171066,0.042983827441112565,0.09689478895470335
41,0.28802173392780644,0.008098128512129472,0.014013281635389325,0.11006194093053609
42,0.2960916480667311,0.0012008583844202935,0.04321401573604673,0.08502143139795452
43,0.29870036829032365,0.0,0.04442129760290261,0.10181523403223904
44,0.0,0.0,0.0,0.3293891170758085
45,0.09493421131068983,0.026474408509149512,0.038362348962757684,0.2947565707234196
46,0.0,0.02604680536327254,0.07822000627513745,0.34599028499680246
47,0.0,0.0,0.0,0.3540951028511309
48,0.0,0.0,0.0,0.32513013705208305
49,0.2632244170956886,0.0,0.0,0.11860396197500477
50,0.26376018748007357,0.01763724555919004,0.09307303980700309,0.14456893873627835
51,0.3439968694777087,0.0,0.07396432421281929,0.10778417031843969
52,0.1738674027176623,0.06175666234991855,0.053092272535416284,0.17343334439222705
53,0.01635083856329089,0.011728283555533936,0.07582101325201625,0.3079339000256879
54,0.0,0.0,0.0,0.28986848730783976
