,lt,age,exp,ndev,entrophy,la,ns,ld,fix,nuc
0,0.08042584748733939,0.0,0.09807692307692308,0.0,0.0,0.30940322340691967,0.0,0.1344505628779822,0.0,0.0
1,0.0,0.0,0.06692557442557442,0.0,0.0,0.21125350526666323,0.0,0.1912087912087912,0.0,0.0
2,0.191751491283145,0.0,0.0,0.0,0.0,0.18689335642824012,0.0,0.0,0.0,0.08569133409895685
3,0.0,0.0,0.3373205741626795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.07418801299009631,0.0,0.34802930865430864,0.02165135212010213,0.0,0.10241211913086913,0.057893370132953495,0.03651680880847548
5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.2815315315315315,0.0,0.0,0.0,0.0,0.0,0.3112612612612613,0.0
7,0.0,0.0,0.1476728395061728,0.0,0.0,0.1522407407407407,0.0,0.3341890432098765,0.04948302469135802,0.03046373456790124
8,0.10246043767781429,0.0,0.0,0.05893657806765319,0.0,0.13896407327023175,0.0,0.2719774893890758,0.0,0.0
9,0.02829409861726148,0.14761261280087212,0.2438563230376041,0.0,0.0,0.05172475366436809,0.0,0.11208156702145908,0.0,0.08992366022747353
10,0.08349509923635666,0.10955805933484519,0.07056152363537034,0.1939585809982015,0.0,0.0,0.0,0.056607755291721,0.0,0.07020620748299333
11,0.0,0.0,0.10146604938271592,0.0,0.39467592592592626,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.2435661764705883,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.19103416647557894,0.0,0.0,0.0,0.0,0.0
14,0.04356357807473714,0.0,0.057044591427904676,0.05850183709495268,0.09863006083242919,0.2518344568325593,0.0,0.023113007835575412,0.0832614946172029,0.12672959778520024
15,0.04391446803817865,0.0,0.06878887723561782,0.0,0.10879592057898911,0.24598956949798398,0.0,0.05516676784751762,0.07432001202553205,0.14035293098079804
16,0.0,0.0,0.07368857078907474,0.0647422060332569,0.29590977971762544,0.0,0.0,0.08802589167921676,0.22674124410907984,0.012358225064371984
17,0.07265667612428592,0.0,0.2769093419214688,0.09367300507086822,0.0,0.12055038102453695,0.0,0.0687657832086721,0.037256470775646915,0.0388589843443324
18,0.16271292278218338,0.012698761587944729,0.22645510480539466,0.0,0.0,0.1374410272904785,0.0,0.05169672648982765,0.0,0.02716110528886395
19,0.15656565656565655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
