,ld,lt,rexp,fix,entrophy,age
0,0.16277235772357737,0.15209146341463325,0.05163739837398358,0.03958739837398377,0.11847052845528423,0.05830711382113795
1,0.21093872987477455,0.22138625521765107,0.10601311866428126,0.020777579010137083,0.08858273703041111,0.05073598688133562
2,0.17878593588417838,0.08531799379524249,0.09083867631851184,0.017228110996208326,0.16211702861082458,0.03162745604963773
3,0.1226915842188858,0.1385916697202903,0.07890778062782484,0.06716538414559722,0.12669408818859063,0.027814523024306828
4,0.1530972738537819,0.15399442379181957,0.042837601542062106,0.03619282665565167,0.12165372435632747,0.0342235990637474
5,0.16094096385542184,0.17882891566265002,0.036597791164658396,0.05022369477911657,0.12384969879518123,0.04564387550200844
6,0.09352630749842539,0.1276862791430369,0.04730229993698801,0.04859120982986841,0.2192288909892907,0.04045471014492735
7,0.20126185297955798,0.12601145425547416,0.053747716398433815,0.002113527620704667,0.18171320864143758,0.026246049006814813
8,0.10220233271945856,0.2383053406998188,0.08614456721915116,0.023762676488643043,0.1736616329036195,0.0638278084714555
9,0.14236227034120813,0.15189389763779607,0.09474566929133661,0.02158103674540699,0.1319298556430453,0.0470183727034123
10,0.11016405135520728,0.1385684736091301,0.041290418449833236,0.0228877793628152,0.20291892534474604,0.02431752258678056
11,0.015768220242174922,0.36940084532784895,0.013506282842129168,0.03130694539639028,0.10833813114004999,0.051185629426548175
12,0.03936443215848908,0.2687938263072988,0.022122782768947018,0.01640854641787616,0.13176111495047307,0.08339103893112156
13,0.005573230829883686,0.3859369209540723,0.01739217425586462,0.0065767790262173075,0.08715690912674944,0.04291119653065291
14,0.057703972625604595,0.1690385578367533,0.16774470038391043,0.04450033383408396,0.08621974628609687,0.024136371223501776
15,0.033055930297919874,0.1513409218662158,0.0864394322653173,0.10581295671725761,0.22209752670039237,0.036562113546936205
16,0.09134174174174149,0.17755990990991152,0.020142642642642587,0.02364264264264277,0.10482177177177124,0.07693393393393361
17,0.12161964249441283,0.30180235628681545,0.025793317083079557,0.0036471663619744143,0.13229372333942843,0.04238289660775915
18,0.11608756193405237,0.3759705279343949,0.014274132923287082,0.013119084230309358,0.021081240389543825,0.039483341875961066
19,0.11444867937144688,0.10916942494149218,0.03710707121364092,0.06874389836175171,0.11775961216984163,0.10135506519558783
20,0.028859604519774366,0.3440770244821138,0.08997711864406717,0.019889453860640387,0.05508870056497212,0.03746591337099767
21,0.05612900488011834,0.2932757267133419,0.009199023976235853,0.005987587523870198,0.20042860173986934,0.06554296626352606
22,0.06388565594691144,0.1214623532414508,0.031955972434915686,0.05288169984686101,0.17419627360898324,0.10532223072996495
23,0.05501152390780853,0.17689164086687387,0.02173839009287905,0.005609047127622997,0.15704007567939424,0.07638183694530407
24,0.0405759717314487,0.42260129564193344,0.005829799764428717,0.00023439340400471705,0.12904313898704306,0.03278077149587756
25,0.02571872114496784,0.33751327331486963,0.0085094644506002,0.0047575023084026405,0.1509163204062797,0.023014542936288244
26,0.024931338436557465,0.27985432614242295,0.03620099744838787,0.05244618418000497,0.1504983762468121,0.03682637439109287
27,0.003517301973506363,0.39506082725061065,0.010849013246823407,0.025667883211678708,0.0845694782373617,0.0057185725871856646
28,0.06552318958502856,0.11146094385679435,0.04521006238134005,0.013952671548684618,0.294647409818278,0.04722253864930815
29,0.07952886546184841,0.09592996987951868,0.0267366967871485,0.026123744979919435,0.18913893072289253,0.11295745481927749
30,0.04896576959395621,0.3112751416430629,0.09244334277620417,0.01620160528800747,0.08514648253069039,0.03603021718602414
31,0.03783542319749274,0.43827836990595176,0.008407523510971899,0.005098223615465029,0.03140282131661418,0.07148380355276786
32,0.04751236784360653,0.228998703371234,0.10525633353281529,0.03351635747057632,0.12299531218830861,0.030815280271294217
33,0.16822425032594515,0.09682105606258173,0.11502748804867628,0.03820827900912585,0.2829701216862195,0.04029508909169998
34,0.026845974168727794,0.3154139873591607,0.0023131354767792927,0.009256526518274197,0.13944778785380565,0.014598378675460209
35,0.04973296734234265,0.3691898930180136,0.003817989864864834,0.0026501970720720605,0.10164245495495426,0.028556306306306116
36,0.1233042514345355,0.3100123891497106,0.026216484089723213,0.01576199791340654,0.10049113197704826,0.08289736567553521
37,0.04729893617021225,0.10360957446808354,0.12941300236406503,0.039213238770685624,0.34725153664303304,0.05033711583924368
38,0.057041500852757755,0.23365046427894762,0.043587075990145864,0.02401771840060661,0.14232556376729416,0.047360053060451206
39,0.09256778309409852,0.2732680565048947,0.04464536340852154,0.029369674185463303,0.13157268170425993,0.07536477557530226
40,0.04684397567464823,0.18388084378563407,0.10086507031546903,0.01732706195362975,0.16830292664386087,0.03904503990877996
41,0.051610593512767595,0.0986501035196694,0.18312939958592123,0.014296928916494265,0.1548398895790189,0.028090407177363563
42,0.07148697021764046,0.22261669530354922,0.022387170675830688,0.0077212199312715986,0.19004080756013714,0.031718213058419445
43,0.07062403993855634,0.2021587941628275,0.05606816436251958,0.038357814900153296,0.16646630184331632,0.05746063748079914
44,0.00034664246823958044,0.1336630369026007,0.017661625327686732,0.02107894736842093,0.3650775357935042,0.022132889695503175
45,0.019406052963429978,0.4540861706599384,0.0033957545187053443,0.00047688104245481686,0.0023875577973938543,0.030748633879781533
46,0.17353875968992227,0.20795531235750214,0.025554263565891477,0.001457364341085272,0.09677587779297808,0.01346169630642947
47,0.029168969045791804,0.4009446149910427,0.0082191097467383,0.008323867996930164,0.06458390892811544,0.0016725505244307934
48,0.036674408783784106,0.21146607545044943,0.13658178490990963,0.02770312500000026,0.13303519144144152,0.033967342342342284
49,0.04511952998379273,0.22621758508913858,0.0787921393841165,0.030939086980010858,0.1628372501350622,0.054024716369530296
