,nuc,entrophy,ndev,ns,exp,rexp,la,lt,fix,ld
0,0.09198386978248081,0.025334251910640808,0.05628163580246919,0.015916335978836,0.07191424162257495,0.0061038359788359794,0.039413139329805995,0.013240593768371556,0.014398184891240444,0.024015174897119348
1,0.07941092314118627,0.06932088032581454,0.011959247076023393,0.0014749373433583955,0.076359179197995,0.040248041979949876,0.20952780388471182,0.015080748746867162,0.03187695802005012,0.03829641812865496
2,0.1555648324514989,0.2491662433862432,0.07180712522045846,1.5047280551202154e-17,0.026768853615520276,0.049485026455026435,0.24889948853615512,0.10866867724867724,0.03645857142857144,0.05425028218694882
3,0.10334247989180721,0.022130027048188453,0.15589239447647507,0.18472167058153588,0.04785552352480606,0.04535232044985408,0.21383039718129393,0.00233091323225852,0.03203297387714428,0.02288883550430635
4,0.08397562358276661,0.07372866690535859,0.09735520348490265,0.10867018737319487,0.055532342761666055,0.03563775510204078,0.2501975176035323,0.025257727652464482,0.03627741973982575,0.0038207721685165315
5,0.017084035679168337,0.012144507655569637,0.0037272088776513558,0.014624525916561305,0.03195582244697287,0.00508329821604158,0.3380674603174598,0.18932940019665656,0.03406254389661468,0.008748349487287537
6,0.0626613664113664,0.0311779609279609,0.00564751914751915,0.006012154512154515,0.047537074037074044,0.06063536463536463,0.09329967254967252,0.10585273060273058,0.023658369408369403,0.0838688811188811
7,0.14356774257820273,0.05535803945008963,0.01845213189878461,0.015637975692368994,0.0667766487348077,0.043411154280401154,0.044169605499103426,0.11507305572159124,0.03264260808926082,0.11469555688384139
8,0.11054564229657146,0.15746587891662228,0.006354753053637808,0.047914394878149476,0.03831074821502327,0.08469966660765917,0.18106268071044998,0.2770309199268305,0.019446199917389512,0.03899023425975099
9,0.063804537521815,0.034026323443862694,0.008654824233358263,0.005414277403806199,0.0752429776448101,0.09115605002908668,0.10327050610820239,0.10325213994847503,0.04599324773539437,0.08148063658273083
10,0.026512169312169296,0.0248507605820106,0.005194146825396823,0.003796560846560845,0.032515410052910025,0.010343187830687836,0.2063101521164019,0.08144788359788363,0.01278412698412699,0.1269935515873015
11,0.05566490299823634,0.0037710317460317665,0.10197996031746022,0.05504973544973543,0.015388161375661381,0.00947305996472663,0.2957258156966486,0.13279526014109336,0.03723434744268076,0.10571543209876541
