,entrophy,rexp,age,nuc,ndev,fix,sexp,ld,ns
0,0.06644001831501835,0.09141437728937724,0.016052140567765556,0.24965670787545766,0.19367633928571404,5.7817165851967384e-18,0.048926453754578776,0.03767170329670331,0.0008205700549450549
1,0.04011832611832611,0.046359563164108566,0.0273846976256067,0.07367304210940571,0.15560748393021134,0.035596635182998874,0.035212855831037636,0.05561326905417813,0.002743270365997641
2,0.05790424919230227,0.041441522685770435,0.028376717235566788,0.06392734232336003,0.08497025565388391,0.09906187666807142,0.03351342885236689,0.062130481809242834,0.007844978227279111
3,0.11000149801587292,0.016875426587301588,0.01978198412698412,0.12008323412698417,0.04577136904761901,0.05279511904761903,0.01950489087301588,0.10737231150793654,0.08099142857142849
4,0.012414561556329546,0.0233639058265579,0.005367244967092517,0.01277835849787067,0.08572877951993803,0.006526362272551298,0.00938459397986839,0.013428982771970572,0.08285658633372042
5,0.003742348636061218,0.039527397585779445,0.004311187149510504,0.00214981940880145,0.0069150033266799655,0.00031653359946773915,0.007515302727877581,0.0024537829103697365,0.011747552514019575
6,0.15709708589737065,0.012449778772313477,0.15646476461713194,0.09883537608706701,0.026079438539388693,4.1977035055476514e-18,0.03190933902931054,0.14742070555527292,0.0
7,0.07736625514403292,0.0074074074074074224,0.17983539094650197,0.02345679012345679,0.008230452674897118,0.008641975308641978,0.002469135802469136,0.06337448559670782,0.0
8,0.14248031574145678,0.11213879137660884,0.024780349457567304,0.06290434541163409,0.04239305051466649,0.017758473651851403,0.05807302512841872,0.07492810535292835,0.0
9,0.0007643327882662132,0.2960897626480355,0.005136019027798516,0.001829071899311247,0.02693436896090381,9.786432783311436e-05,0.002394579059511421,0.005777711709033246,0.0
10,0.002246913580246904,0.11390593768371564,0.031575543797766,0.002827748383303931,0.00981540270429159,0.35095120517342715,0.006377425044091711,0.005637860082304526,0.0
11,0.016492338111715247,0.04488482451804247,0.006214532871972318,0.010034931619706708,0.14142461690558578,0.02466139396935246,0.00018487394957983203,0.004619212390838689,0.0
12,0.002105273596318988,0.0270566827314016,0.0010548680113444792,0.0015888717002836119,0.06701547966125228,0.012396372543186367,0.0003250133872791098,0.001321126118085719,0.0
13,0.013039728696294417,0.44961074590704203,0.012101696781831475,0.010511075157539771,0.026092818517060946,0.002741702741702748,0.001084923307145527,0.004561163988773413,0.003884929137454383
14,0.010683916423712414,0.1581359329446064,0.09932276482021377,0.21564625850340127,0.0491041059280855,0.040661443148688026,0.020131802721088415,0.04574526239067057,0.0
15,0.10416666666666682,0.11197916666666656,0.14062499999999997,0.14322916666666666,0.0,0.0,1.3444106938820255e-17,0.010416666666666666,0.0
16,0.06666666666666682,0.10164609053497925,0.18395061728395057,0.005349794238683132,0.0,0.0,3.469446951953614e-18,0.0012345679012345674,0.0
17,0.0026098265895953734,0.011284200385356439,0.0004431599229287103,0.007625240847784196,9.958365618956454e-19,8.353997086261141e-19,0.06447302504816951,0.020761078998073217,0.0
18,0.005884990253411318,0.042961988304093604,0.027331384015594568,0.018342105263157892,1.4081947515147984e-18,1.7214087124550553e-18,0.04880409356725149,0.028026315789473656,0.0
19,0.02054894179894174,0.1181480906372211,0.010290142627099139,0.0191486657464918,0.15555561306648263,0.0006211755233494341,0.14526035196687379,0.012152806533241321,0.0
20,0.0064166666666666365,0.061942687074829826,0.012367346938775491,0.005304251700680278,0.23726972789115622,1.5761201867446418e-17,0.018104591836734688,0.004897959183673474,0.2027406462585034
21,0.007398594791451971,0.05235968528825675,0.02067669896241328,0.0058728784443070215,0.2867610286538859,0.006840032982890134,0.03270585102727962,0.003772452415309555,0.09558158111729556
22,0.008976042507398446,0.046699798224374436,0.01535816518697875,0.007448318536454123,0.17755754640839372,0.013881207963411343,0.011671320957761643,0.008510721011568483,0.004422356739305896
23,0.005096399071219205,0.01883665448593507,0.0034454055802976644,0.002598111986601194,0.13466678086102563,0.0027220128658977582,0.005433215332495897,0.005527168741197514,0.0018132065775950655
24,0.027254906340272236,0.25837486226510603,0.0348547753059948,0.021486174394710993,0.050640653384555846,0.10131493641859496,0.016616456714017673,0.032581271032490554,0.07772119479436551
25,0.0565717094295861,0.06613519243313754,0.003927701674277019,0.06579397695151107,0.03185283938537357,0.17536279626005674,0.05235085525838947,0.08601427846633329,0.13306539465101086
26,0.0720749281339833,0.06668351456067996,0.025885739282589627,0.021103612048493897,0.05151755405574307,0.1429721159855017,0.049992782152231074,0.10750974253218334,0.14780999250093765
27,0.06266469063816008,0.03052448979591819,0.04998358168664294,0.09985007558578977,0.05912398769031412,0.053511559226865534,0.07867791815138736,0.06242156894503843,0.056833932620667334
28,0.10056371903004738,0.03097357670005265,0.04443241521700933,0.11957773238446649,0.05675147162185915,7.849463698954094e-18,0.08420960727464417,0.07980238534528195,0.058165370760850564
29,0.13914050235478784,0.02003462410605269,0.028464427437641725,0.11312767094017093,0.06208480507587656,0.04853737135879987,0.03823864032792605,0.1006548600209314,0.03922145909645914
30,0.04748198776365879,0.11140694390963929,0.048041982201685714,0.05290349976468579,0.07934749497283186,0.006526590510418007,0.047226169083985796,0.04629715911521841,0.04149527232276557
31,0.028729334488969988,0.1326286326093606,0.02328431222596101,0.027542537643180025,0.04563271982597465,0.008407387580299783,0.0360222969987424,0.023679438156418875,0.042666029366778796
32,0.02409311395240823,0.14317644045570013,0.012876116711744956,0.017064885391907748,0.036828142501980715,0.013526684971177231,0.044085115974100475,0.03455567849629811,0.09087494877469067
33,0.08617623217869523,0.10939412776604884,0.02704707821826042,0.043558494278937626,0.0443959392185993,0.12103690020069341,0.050898715041572194,0.05857724085802904,0.015354243229858991
34,0.026164773702273575,0.10139310918060908,0.025211384598884598,0.020172967610467638,0.05148283998284004,0.01076737987987987,0.04126162591162592,0.020692524667524675,0.04068101136851138
35,0.04581508678237637,0.06221102210354511,0.03142063492063493,0.08107802996588047,0.06392026405577807,9.073522480264981e-18,0.14841937398012173,0.042733051476042075,0.05697144340602289
36,0.08876907769910702,0.10636382988569576,0.06567161830718679,0.11375403766948936,0.03695192975149243,0.014480366976722663,0.09295002082465631,0.06410034013605442,0.025630605303345787
37,0.11207627601938969,0.05992146659062807,0.052468313373253535,0.0835988261572093,0.05181747219846027,0.0058536379621708995,0.09834643807622843,0.09340107879479136,0.04064330862085358
38,0.0343115919207189,0.05703623918703294,0.024613137230200755,0.04585268119593521,0.07481822667338543,0.02128527336860668,0.13003988200218344,0.03830992273452593,0.09535412992357434
39,0.02519438728852313,0.05824269220719854,0.05079059703442423,0.031075225357632765,0.10998812789862185,0.0072364703769024746,0.08085217845711669,0.045711084982689956,0.07237806192435815
40,0.05257398260722722,0.0881865220083303,0.033664295564561485,0.08577395727794643,0.06525888635596083,0.009739277271192169,0.09555115107508715,0.04988012214341997,0.08738403411009793
41,0.029521399683755944,0.10473263698838435,0.018208090068722284,0.04121534239494017,0.05438157574651835,0.002034961685823763,0.09407506233655649,0.0338831493644712,0.10384605151128137
42,0.03354453618364901,0.15210426267281107,0.025946140552995378,0.02948751920122887,0.056340373783922176,0.007919482846902196,0.11736437532002039,0.034336426864652665,0.05196673920464244
43,0.08670720474734249,0.12143616207951048,0.07458854849279169,0.05695235364788113,0.06070971676132226,0.006543641692150868,0.08108463484782306,0.06937763943497884,0.03502917940876655
44,0.15183974867724875,0.0805685515873014,0.03278611111111113,0.059072759589946955,0.04921169808201058,0.023959656084656035,0.044066633597883716,0.1083437913359788,0.05746872519841255
45,0.07404545270489155,0.09155019031422097,0.03784758665370907,0.05984146218011017,0.0733367043245868,0.04195498258827343,0.07549558632977013,0.08060531057661169,0.07317537252996421
46,0.04390518377893798,0.07637938353636022,0.04507017613246846,0.0518452117281021,0.08122003374993397,0.02584268048304596,0.09790059589727358,0.05586910035331964,0.08571023835890934
47,0.04318849907454142,0.022928333052891332,0.038519196253295196,0.08234826686858497,0.08459986538785122,0.022737183801671407,0.1714995653149362,0.05866192719726293,0.07999733580122267
48,0.029162414119876766,0.015939729921819436,0.03651249703861642,0.06975858801231946,0.13117823975361295,0.00886272210376689,0.20562146410803128,0.03842217484008528,0.05265624259654111
49,0.03147638523712148,0.04606591440257107,0.042726957347356175,0.06486096504041282,0.1493084891420778,0.017918066510857936,0.10369084136722193,0.04286100155808745,0.05093099376765019
50,0.0059610255999144705,0.058808294586072396,0.019434383517716845,0.038990553684998104,0.0925859387526056,0.04168056223611781,0.07876531184864528,0.03788744588744587,0.13151747635080954
51,0.014788315326130468,0.10255882352941167,0.009161364545818307,0.01660902694411095,0.07058019874616518,0.013672652394291045,0.10569459450446841,0.012674019607843135,0.21020814992663728
52,0.08816192596631528,0.04921272567551188,0.010985066036592755,0.09700863322428219,0.05970160850599792,0.04409920634920634,0.18083608990670055,0.058228886465527735,0.047412259178480576
53,0.07784300026021347,0.14055616705698679,0.024486664064532895,0.06431489721571686,0.038660785844392344,0.046359901118917496,0.23023451730418926,0.05745866510538638,0.09370871714806135
54,0.14766404209363065,0.10020882308619639,0.056605686156319036,0.05375566355234077,0.07695101215591721,0.030571177416114124,0.08642662497488443,0.08904431635523402,0.020608247940526413
55,0.023674715909090947,0.06451373106060586,0.09980581484487731,0.08716888753607514,0.0953869160353536,0.04009175459956717,0.03869482774170273,0.08300927804834045,0.0896633184523809
56,0.00643261749144096,0.1395185185185183,0.012241256224712154,0.08746283652349823,0.07565494670090259,0.0017316273731714882,0.006348107298474937,0.019968574929971995,0.08893411531279194
57,0.025549141238165582,0.1552553936578329,0.01810052616759935,0.07347428993770447,0.07301384049554792,0.00841791609474534,0.01564029669517472,0.04980753528314509,0.10597174708760061
58,0.010909210268469503,0.12637377033117775,0.050540730942582816,0.07130031354105441,0.11205963158926091,0.02520818146188516,0.01673483245149916,0.017805908289241664,0.10585129335684898
59,0.014469655130093248,0.115438338651612,0.020520802650957272,0.03869111029291444,0.12397433930616901,0.023748486336115145,0.030414580265095657,0.026928775977745015,0.1190453383243331
60,0.013809523809523733,0.1430023320544645,0.01310954073572557,0.035511406379297374,0.1046857650643195,0.0037504231550439956,0.056641709922515646,0.03383682201158503,0.1137824324832619
61,0.03821850250190493,0.09394212479703053,0.022504266494350045,0.07008054147198181,0.0927298853431423,0.0018574079597044092,0.06431330152102599,0.0551619776651093,0.10037033999403497
62,0.014782480893591706,0.033748256373256444,0.023727940783496278,0.09705065870343645,0.10902411014911018,0.005851464379242149,0.07425754903532665,0.013894721019721064,0.10740055315055326
63,0.022042187417602808,0.04471701471286165,0.0345625362548121,0.097326807467173,0.09365410931814575,0.00802262959447346,0.0837185637821019,0.038548970363339166,0.07057789511153288
64,0.04246053248885762,0.0421026533218654,0.020949025203951307,0.11469788490108676,0.09496155550342708,0.0066069604086845275,0.10954030156123712,0.05368070216592363,0.06381637214272678
65,0.024148937616328973,0.008085644226948525,0.015891210239036276,0.115639328063241,0.10184263964698721,0.01400706861576433,0.11750204948031041,0.033517399669573705,0.11494000564652716
66,0.021390757459530917,0.005321871127633173,0.02680164630908134,0.12484053716488643,0.09777798430400661,0.006307674908046623,0.11303957927656895,0.027176437324206767,0.11665608465608461
67,0.03254695767195757,0.015022992163322285,0.017361735050414308,0.13663150768693194,0.09691943695717326,0.00778553958270937,0.11744496855345918,0.03666898772087444,0.10899411001297829
