,la,entrophy,ndev,sexp,ns,nuc,lt,age,fix
0,0.11329852574064893,0.2625787069884289,0.06473593491633603,0.2129034352956138,0.0,0.5639709213414924,0.6122817933851256,1.3925500150164827,0.060906081679925776
1,0.02764302671852472,0.0658829826206906,0.018270233211807724,0.14276007224999607,0.00010365411997505885,0.1662746320656799,0.2624789186998333,0.3016339991740223,0.29139564063090184
2,0.0,0.0,0.0,0.05670572054656906,0.0,0.20636101029403633,0.08668825633137825,0.1766383601165655,0.07580834924148294
3,0.0,0.1185248140726269,0.11827311311748025,0.10133767256476053,0.0,0.09410048456379155,0.5619656995278216,0.44784524331982983,0.3078922984344194
4,0.025555098745848954,0.21980333996232812,0.23810137507744616,0.04566728572268214,4.751304181044943e-05,0.18558449941195307,0.256706618933204,0.2212933646706475,0.004883518487105689
5,0.33124992108678875,0.682159928468417,0.22381800909665814,0.17174380992844349,0.0,0.044681144881706644,0.013277003045310421,0.19354444195655696,0.061238792353342134
6,0.08769566392436376,0.17602352555586384,0.06822289008542308,0.14693798137777164,0.0026381717176052295,0.37269286117002104,0.44640251668933145,0.12823079370295398,0.2607488128433096
7,0.07948023063106167,0.1439988865021311,0.12805921068815784,0.01827106674947134,0.0,0.08052598705093589,0.09519623145731795,0.264466612088656,0.0
8,0.1356784201679769,0.3137185192381711,0.0,0.17821316780969979,0.0,0.23813675809453205,0.4355120132318927,0.5573481181312746,0.0
9,0.2973471788217394,0.4959686137246306,0.05831238198768265,0.13523651144941792,0.0,0.03056723671751058,0.5144660568210249,0.5869451155343831,0.08071458858875837
10,0.0,0.39673489714746624,0.0,0.012634175858624893,0.0,0.13301173615201697,0.2787462239559524,0.3953144466248978,0.0
11,0.0,0.19119337722069607,0.0,0.0998887335410087,0.0,0.0,0.08421621583189103,0.3353937838895489,0.0
12,0.4355036056989024,0.11400719749956136,0.06510032387506573,0.29181282402871905,0.0,0.1375974883158631,0.1592119133516994,0.6127560432274498,0.030128512631618354
13,0.41513932653021834,0.022099511223371792,0.1705505860111377,0.035360617827070444,0.0,0.16447489016289604,0.269696718061721,0.2121257481695702,0.3991501498793032
14,0.39135516934972997,0.014813465720416487,0.1133952812046274,0.06826069507883874,0.0,0.007251278504748026,0.4933381778539272,0.564190459781138,0.32607096365614563
15,0.33541864642639685,0.0,0.0,0.2053073786077535,0.0,0.13020907590155087,0.3992643733789085,0.2656723036215692,0.0
16,0.13767764607588076,0.352195936697465,0.20447113205939893,0.01142250067440374,0.0,0.2111353639275297,0.44483741750378736,0.516164609384532,0.09131095407981327
17,0.141489859127771,0.05557832474596628,0.34348496566732356,0.054432683803133985,0.0,0.06360108814471672,0.36211301547170466,0.6565353277509981,0.04828412711841676
18,0.0,0.015252541043927174,0.34861469613030377,0.045790603197245185,0.0,0.618978011947522,0.2653977029761368,0.5999441654230633,0.025605258010804505
19,0.09950970924834832,0.046730756607327235,0.3352088642707049,0.10712418494271567,4.164673999891267e-18,0.3741677083475304,0.04031954185880009,0.39529433206052006,0.08672956599676555
20,0.001476426015489012,0.009766866846363405,0.15359024372820992,0.07756471074343012,2.1181601284292158e-17,0.02046661076550086,0.1480679615442036,0.0010059836335971188,0.16266362846639204
21,0.0,0.17609694959438785,0.280885309766142,0.21902482690272507,0.0,0.2687288791468725,0.16781302919431054,0.07881464089042782,0.22316677013433664
22,0.10339301288742934,0.0,0.10649912634669823,0.06874893920980421,0.0,0.36268813773622033,0.7945963779478066,0.2385924917463662,0.26308553777549865
23,0.0,0.21284491467262792,0.06293476401210428,0.30255534262601197,0.0,0.008920969448395861,0.7291885669748636,0.20496823577288736,0.019961208502744007
24,0.0,0.0,0.5811862310967415,0.013797565463500461,0.0,0.18868854454999048,0.07848880355735734,0.0915458700635279,0.45138060697107135
25,0.0,0.0,0.0,0.055892997843813096,0.0,0.0,0.05008551093622989,0.0,0.0
26,0.2777942920099838,0.1529301346924709,0.0,0.7349121349756543,0.0,0.4628374887572422,0.08063697850936909,0.19104341512579892,0.4985065760149161
27,0.011643531481128998,0.2476278830780642,0.022775406891759362,0.4463454998003188,0.026020453286284936,0.11060521455750408,0.30706404746908417,0.21977441513001506,0.25220830077441425
28,0.03831227749276328,0.0018679721406641172,0.13507099521149665,8.790182979714296e-05,0.0,0.3392764457052012,0.363131292737128,0.5714916809992058,0.10909012920839002
29,0.328163078367562,0.4020076375927295,0.42557411781002236,0.06173789195162007,0.0,0.14975381905025956,0.45374904128293464,0.3782739649018453,0.5877365337837999
30,0.6324530091675329,0.0,0.0,0.24708636879031814,0.0,0.0,0.47974375456866786,0.33152006465907385,0.5028711904053897
31,0.0,0.0,0.6724509989541063,0.3078167420891215,0.0,0.17548234537129792,0.0,1.1020488986582488,0.1405970263662401
32,0.0,0.0,0.04786109583685137,0.121487960972032,0.0,0.4190579345758511,0.051640691873863005,0.49020936462921844,0.0
33,0.0,0.0,0.006775217896405881,0.0,0.0,0.1296555519227073,0.043760252737293136,0.0,0.0
