,lt,exp,nuc,la,ndev,entrophy,ns,rexp,ld,fix
0,0.04102307466196319,0.08412602880658426,0.027815072016460888,0.3204875440917101,0.0008812830687830715,0.018252608759553195,1.300705467372989e-05,0.022712375073486175,0.0840416666666666,0.003544679600235157
1,0.0286905545112781,0.029469350459481992,0.04760816102756888,0.3612043128654962,0.0009699770258980843,0.01297316207184628,4.964504684538889e-18,0.004984753550543019,0.0477284878863826,0.009998694653299913
2,0.06016028218694885,0.01345962962962959,0.038844373897707236,0.21376664902998202,0.00030839506172839653,0.01856042328042327,3.844797178134616e-06,0.005378765432098771,0.13055980599647252,0.0034112698412698413
3,0.040605221012171615,0.037139671862766,0.057856342088404906,0.2544563670012096,0.005062655705032393,0.018992437184141224,0.001178162146772012,0.022828297387714424,0.11877850736707239,0.008039166488718063
4,0.04681462585034014,0.028116272824919318,0.07385060866451844,0.22671404702231748,0.003946443489676575,0.020796067549826942,0.0009866929227831474,0.0165610454708199,0.1788435374149659,0.011749462943071966
5,0.12860500070234568,0.0559993678887484,0.08187484197218706,0.1109988060120803,0.0063037996909678295,0.015124736620311845,0.009554291333052394,0.014014187385868808,0.11026383621295124,0.027552746172215207
6,0.16093079143079111,0.05646389721389707,0.11177874902874899,0.1181055611055611,0.007110722610722597,0.0136031191031191,0.0018925796425796433,0.10013475413475405,0.043436285936285936,0.014787351537351527
7,0.15251668659095433,0.0791963870624957,0.10171689247526068,0.08004927940492797,0.006661685594739987,0.02639020057116291,0.0013085774058577413,0.08359402603440262,0.12556181510261008,0.031230025901573994
8,0.1230493450168168,0.040256181034991394,0.10348179618811576,0.10595794240868593,0.004277792529651266,0.01095485926712693,0.0012186670207116293,0.17124917389508468,0.0710045583289078,0.01750808402667139
9,0.09955370647386336,0.08183225297099636,0.0591981218316297,0.1160302085930357,0.002950926618465887,0.02772806033408128,0.0043989445691016375,0.12430738386104867,0.11505956536192134,0.027489404138618792
10,0.055650429894179905,0.04756134259259255,0.03551802248677246,0.08357572751322746,0.0015023148148148133,0.012949966931216928,0.002637268518518518,0.04759262566137563,0.1484894841269842,0.012681481481481486
11,0.062629078483245,0.048636397707231015,0.056284479717812995,0.12566858465608455,0.010524779541446209,0.009657495590828931,0.0013512566137566142,0.10360381393298063,0.09780747354497353,0.018258774250440913
12,0.09958555366591074,0.06850011810279663,0.05450994425547996,0.1297171910430838,0.005198790627362065,0.024386290627362067,0.003672241118669688,0.058121976568405107,0.10159410430838997,0.01759152966742252
13,0.07331535218253962,0.06337431795634921,0.10074748883928562,0.0621185515873015,0.0015692584325396823,0.03297535342261905,0.0023844866071428585,0.08645557415674605,0.05955676463293647,0.00849931795634921
14,0.06940042735042729,0.14747100122100104,0.07272029914529914,0.12362387057387052,0.0010444444444444461,0.009271367521367523,0.0020117521367521373,0.1114964590964591,0.062028785103785095,0.011656257631257633
15,0.08638715277777775,0.05636569940476196,0.12923883928571428,0.1679650297619047,0.0054317956349206435,0.009593129960317455,0.001526413690476189,0.021258432539682525,0.09458333333333332,0.02324863591269841
16,0.05230633069554358,0.04509843782022043,0.10122824153957014,0.17920352300298165,0.0008656280782478182,0.012685769157031132,0.0026737371333372994,0.06811497193629644,0.17425419633353825,0.009674457732558523
17,0.13614792008757484,0.028120655446086502,0.06633897783251227,0.18715534345922258,0.0007889641488779423,0.01560597974822112,0.004476053639846744,0.06476597564313076,0.14724551860974266,0.011634920634920635
18,0.17558475427015177,0.07475017755975089,0.032546197651990204,0.18854753370882396,0.0010637985490569615,0.014047499756830308,0.0013956104660232352,0.08818718376470716,0.094925828658052,0.01538970465435952
19,0.08123978542034092,0.02714388594944151,0.03677965167548501,0.14764201205173422,0.006841931216931218,0.008229644326866545,0.0,0.04792893885949442,0.19739168136390345,0.014027777777777787
20,0.15808279627640498,0.026402822532521762,0.043674662847595205,0.1728225921947724,0.004814834705812163,0.01179970760233918,0.0006227473445518556,0.04862528344671202,0.17020026256116452,0.0203156701277002
21,0.1225710797139367,0.026483075619653303,0.08049627853395512,0.1413706649185457,0.0013701282147122013,0.01346695341985766,0.0006301478044021223,0.0913555222032459,0.09745535294985846,0.023044337487037634
22,0.04087649425487271,0.0987563335536309,0.029485663269447026,0.28878453743318594,0.0030437290572425746,0.01757930710633414,7.466343609440718e-18,0.018630648022539914,0.11341408976544111,0.03006379932055608
23,0.08253992213237477,0.07482568134171882,0.07715935908954769,0.22684345612458814,0.00274904162923031,0.014278870919436953,0.001417220724767896,0.017566247379454912,0.13531150044923632,0.01227728361784965
24,0.03762341961978584,0.04708772840531545,0.03889960548172752,0.29976972591362067,0.0022466315983757854,0.01556539544112218,0.0009402339424141741,0.01579483896271688,0.10860959994462895,0.021388023717238833
25,0.054283920634920574,0.013354349206349283,0.03725314285714278,0.2513077142857139,0.002744142857142857,0.02240219047619047,0.00046287301587301654,0.05429420634920627,0.14299007936507926,0.017583634920634927
26,0.05113397954702297,0.052572322604931256,0.03618192797540621,0.24523386034255565,0.0074320691385908804,0.035786718112805066,0.0003177740134261886,0.04107147562582347,0.09492337976033625,0.015112193362193339
