,age,lt,nuc,la,sexp,ndev,ns,rexp,exp,ld,fix
0,0.023215831787260357,0.14705782312925175,0.0508364254792826,0.0655071119356834,0.027520098948670378,3.092145949288809e-06,0.000160791589363018,0.030386518243661117,0.026705318491032783,0.16810606060606045,0.0
1,0.06525983436853004,0.07724948240165627,0.06311076604554863,0.21168530020703943,0.0681728778467909,0.0,8.69565217391304e-05,0.02002484472049689,0.05485300207039341,0.08817391304347831,2.4844720496894407e-05
2,0.06406972789115645,0.05672789115646258,0.06495068027210886,0.16234778911564618,0.0939812925170068,0.0,0.0018503401360544201,0.032317176870748324,0.042845238095238096,0.08163350340136052,0.0006794217687074821
3,0.025532544378698216,0.03155255001408847,0.03596506058044518,0.14040715694561845,0.11455903071287692,0.0005325443786982247,0.002440123978585516,0.027758523527754285,0.07470836855452237,0.04605240912933221,0.000925612848689771
4,0.06978758169934636,0.04245331465919702,0.04313842203548085,0.24277427637721746,0.091781045751634,0.0052030812324929945,0.0012966853408029869,0.0206314192343604,0.08216269841269841,0.08268674136321193,0.002536181139122314
5,0.0214102160688064,0.06174952800503464,0.03552758548353264,0.1541205160478288,0.0605406964547934,0.006933081602685124,0.0012088315502412448,0.014673274596182072,0.03446821900566393,0.09655181455842243,0.00013425634571009033
6,0.030010296010296037,0.05211239811239813,0.05284598884598891,0.11893822393822397,0.05795709995709994,0.0007447447447447452,0.003115401115401114,0.015775203775203778,0.014588159588159589,0.05283869583869578,0.00011282711282711284
7,0.006301812222864853,0.011950549450549448,0.011972720262193946,0.02255446308077889,0.013943030653556975,0.00025014459224985506,0.0020508000771158686,0.0011895122421438232,0.011469539232697142,0.013752168883747851,0.0002082128397917869
8,0.0060476190476190465,0.006019704433497529,0.0079047619047619,0.014544334975369454,0.005797208538587845,0.00035878489326765143,0.0005977011494252866,0.0010287356321839077,0.0154967159277504,0.008009031198686364,0.0001609195402298852
9,0.012256333093783689,0.040440846209126836,0.013957509881422926,0.03136509611929573,0.04935939184333453,0.001021828961552281,0.000345288357887172,0.004598230326985268,0.0792422745238951,0.02338696999640676,0.0
10,0.021852954144620813,0.06401565255731921,0.025784465020576134,0.06514550264550262,0.06361607142857144,0.0010793283362727812,0.0021265064667842443,0.007403733098177542,0.059500845091122884,0.028788212815990588,1.8371546149323934e-05
11,0.03277121374865734,0.020094880057286074,0.030068027210884342,0.08357858933046904,0.06297708557107055,0.001066953097028285,0.0005531686358754027,0.0044110275689223065,0.06597207303974226,0.02801467955603294,0.0011618331543143566
12,0.031013092249715327,0.06873902950002829,0.04791473994803365,0.12296396957514678,0.08376586200605224,0.0034791033601972946,0.005876098622828704,0.024315975564489233,0.10633914022736855,0.04805000346022941,0.00028940100283738815
13,0.0046959960454770145,0.01639479321140221,0.021255561047948592,0.043087823364639954,0.00963914977755808,0.0,0.0013181743285549511,0.0,0.039298072170044496,0.02974130828802109,0.0
14,0.06713162623539982,0.07097259658580414,0.04618823000898471,0.1472866127583109,0.10652291105121295,0.005444743935309976,0.0006469002695417796,0.010080862533692723,0.06938903863432165,0.042261904761904764,0.0010916442048517518
15,0.05672438672438675,0.034546356421356415,0.023678751803751816,0.06071158008658013,0.04038149350649351,0.0027922077922077878,0.0014844877344877333,0.00207792207792208,0.04609036796536799,0.021775793650793646,9.740259740259747e-05
16,0.20119565217391308,0.06498447204968943,0.05477432712215318,0.09207246376811591,0.08006832298136647,0.003210144927536233,0.01171946169772257,0.008179089026915111,0.03852795031055902,0.057435817805383024,0.00016356107660455503
17,0.07009067935186557,0.11078902598153374,0.034900814297276324,0.1265409158229137,0.06357464942272437,0.0023729690743218308,0.0038622686905725383,0.01732652825264687,0.04959560422619733,0.05379922809683477,0.002039872487323058
18,0.04097774858997143,0.027476241984084052,0.024079940250843434,0.09053799994849211,0.06997991192150198,0.0040820005665868275,0.005640114347523758,0.004848180483659121,0.014956604599654892,0.0475417857786706,0.0005537098560354374
19,0.06995511319281811,0.0443559718969555,0.030158079625292728,0.14413934426229508,0.1324570647931304,0.0023341139734582355,0.010001951600312253,0.010702576112412186,0.02835089773614364,0.08965456674473066,0.0010909445745511312
20,0.0915383022774327,0.03577432712215321,0.030432712215320918,0.11426501035196686,0.08982608695652175,0.0022173913043478247,0.008753623188405798,0.01346583850931677,0.03204554865424431,0.0665175983436853,0.0007536231884057972
21,0.03953180980208007,0.02203989703989705,0.04754513200459144,0.12449998260809073,0.04406240217051027,0.0014609203798392986,0.0014000486973459942,0.01357873317332777,0.05551932241121426,0.06725451320045912,0.0001217433649866083
22,0.03543530543530542,0.030232082732082735,0.023647186147186132,0.10577200577200575,0.06771404521404523,0.001838624338624338,0.0004966329966329965,0.011038961038961036,0.03595959595959594,0.06506974506974507,0.00040764790764790765
23,0.030338496844520925,0.0263023522662077,0.03567125645438897,0.06997418244406198,0.054324918722509094,0.0014304838401223937,0.0059495123350544995,0.010568942436412307,0.021496462038630714,0.04716771849301969,0.0013463377318798987
24,0.032663321526957875,0.041198347107437985,0.032608225108225114,0.12554998032270753,0.11805391578118844,0.001516135379771743,0.0019205037386855561,0.007331759149940968,0.013284140102321913,0.09566017316017322,0.0008254624163715064
25,0.053773065476190464,0.025265625000000007,0.034876488095238106,0.09425818452380946,0.045730654761904785,0.0030617559523809525,0.0009620535714285698,0.011023065476190471,0.041912202380952404,0.07462499999999993,0.0001726190476190477
