,exp,age,fix,nuc,la,ns,nd,ndev,lt,entrophy,ld
0,0.11787140556705765,0.013658155049459383,0.007269611226132934,0.2745242696112257,0.0034357027835288556,1.0582010582010579e-05,0.040640671727628204,0.031229813664596276,0.09933379342075008,0.007949620427881297,0.0007112951460777573
1,0.08140577312005896,0.005565912851627134,0.035749402463688254,0.22815113072255952,0.0017109762824048446,0.0003454679168964881,0.0290303364589079,0.023272476558190862,0.13863724949439235,0.03489134031991181,0.0009656186799043939
2,0.02056456488495329,0.001431238664248366,0.004232013940751801,0.09374070912905866,0.0027200469433478996,3.698566805362926e-05,0.007676304278246034,0.007250613464205724,0.03661083253316262,0.006374693267897156,0.001719477933070157
3,0.13436952144041703,0.0017664652925846844,0.015657279080786582,0.25285136815920395,0.006141909500118483,0.0001967839374555793,0.010341151385927533,0.02836368751480694,0.09857172470978444,0.016885364842454436,0.002002339493011123
4,0.11720208217140722,0.0030652272063314886,0.025506334156641008,0.23422887950495297,0.007877327171805715,0.0003295886117972027,0.016702785966589657,0.036864791650067744,0.09867593551642655,0.027836161793216935,0.004010570206889232
5,0.11344801736484053,0.00762967687074833,0.06930495882563559,0.18913847117794524,0.014696674722520616,0.0005862871464375197,0.024779694772645938,0.049093380773361985,0.12892029180093084,0.02777624865735774,0.005680272108843551
6,0.16823320217917687,0.007116121872477854,0.03766881894000539,0.14553790018832352,0.007806026365348415,0.00023868375033629484,0.015200010088781317,0.03185280468119457,0.14542137476459518,0.011280938929244049,0.006212923728813584
7,0.08030145290653301,0.007206142813944505,0.07599291546071081,0.10013614698979094,0.0069013780292885765,0.0014601062680893097,0.02892003974253746,0.04910680086972803,0.09452582544962349,0.04045754316241184,0.005215704062090547
8,0.07464865715072172,0.004609629979159325,0.20525696983995956,0.15737554559396008,0.00880283905469707,0.0027007392552396534,0.023263143407652124,0.04279943769415289,0.0858992961346387,0.021143977822342893,0.0034747945420942864
9,0.0706034740940402,0.006650622513156206,0.1534302400205367,0.10911393488212895,0.012409617935224429,0.0023347452188422478,0.05548324990373512,0.05045201728490136,0.1025561545372865,0.05761455525606467,0.006403542549095116
10,0.08126506796614529,0.009471659399846115,0.11119004873044379,0.18707916559801652,0.008340386423869382,0.0003703941181499522,0.03128387620757459,0.05760536889800808,0.12790437719073286,0.017068692827220622,0.004009575104727703
11,0.07550001751988501,0.012217842250954836,0.06400644731770566,0.12087143908335937,0.009126458530432056,0.0007503766775289991,0.024840744244717754,0.0629140824836189,0.11268317039840225,0.029194085286800515,0.0038934440590069706
12,0.07319528048608166,0.010109368376430705,0.07950261410202056,0.13147166878620867,0.00902868447082099,0.0012820404126042029,0.02575512222693238,0.0605055814610712,0.12973689416419387,0.03224289953370076,0.0029434788752295956
13,0.07693174091377689,0.0036672808229694437,0.08060033778596656,0.22570057686824138,0.003975894365115923,0.0004574367748020463,0.017826106029698842,0.04914994187449272,0.11276578710710461,0.01820403149744471,0.0029123072536246285
14,0.06850306008691118,0.003123336291038135,0.0448041089345438,0.23729790913020712,0.005369485586876913,0.0012931995540691073,0.03319181853343344,0.057453188633312925,0.08851568721133925,0.03224922075853762,0.002078583941937959
15,0.06756867140795716,0.00778975984333129,0.11178339517625237,0.2531394300144297,0.007786023500309235,0.0003784013605442192,0.034686791383219936,0.05975030921459491,0.11028396206967646,0.03413716244073393,0.004153782725211283
16,0.07424954936454696,0.004249435279622174,0.15197731991694607,0.13728192666621009,0.013548269331690512,0.0026339927441988006,0.025569397859766814,0.0667314669039632,0.1107996212380496,0.023632007666506978,0.012967919319141142
17,0.06025694389905489,0.005940731432760033,0.24323123641980143,0.11637752297180527,0.008315924500641385,0.0013064478127699595,0.036885913243802165,0.06295151705542035,0.09817521401083804,0.03509280347653083,0.004794889918584272
18,0.07105608993389552,0.0071416696354352355,0.15395756640145672,0.09467699798123744,0.007013418833867717,0.001712583620314292,0.0467780944464236,0.0449338954201798,0.0951223132644579,0.03916676562561845,0.002536713771127724
19,0.07135326068846026,0.009834049785064511,0.1283005098470456,0.11356792962111381,0.008246859275550675,0.001477723349661758,0.040007664367356456,0.055009997000899716,0.15442500583158378,0.02285864240727788,0.0025990536172481463
20,0.05411252900232017,0.009478096342945573,0.05309081869406688,0.08503659816594843,0.008017898574743148,0.002754667992486995,0.03535161860567891,0.05241520274002873,0.11056526903104623,0.016020881670533685,0.003377665451331329
21,0.07045766745085323,0.00546821340688463,0.13919566804575328,0.14115843270868794,0.007187204240015172,0.001149374002866325,0.03092966658554395,0.04751575133176504,0.19111178713393284,0.026707092831454043,0.005601660312052143
22,0.062088141829737424,0.005923709172580246,0.1013915370463288,0.1564589157288606,0.006735717869686805,0.0016016772991183275,0.043327001648627274,0.0733093207177503,0.15793646811459158,0.015746780398059924,0.0029836570855135643
23,0.06719868797543442,0.007947402703142852,0.09373147695815005,0.15345557959383088,0.007680461534882688,0.0025207620908646532,0.031148137809105116,0.11051887780026508,0.10976830204480412,0.03633389164165906,0.004062158326936037
24,0.06908817134159602,0.005989454229180271,0.07258414872798427,0.1827028701891713,0.005562078712763672,0.0013437703848662606,0.03484714068275713,0.08628864970645803,0.09295977386388347,0.029543596434007335,0.0035817569036747238
25,0.09202060931899628,0.007905465949820811,0.06878893582522617,0.1829608294930876,0.006448946065881586,0.002724014336917542,0.02993503584229399,0.06460808158388796,0.10814334784092854,0.01850401092336579,0.002708546680320859
26,0.09534872286550136,0.005860928780391894,0.05419905597757938,0.1950512574673646,0.0075897927575780295,0.003645917840548684,0.03315829584285957,0.0624491727511863,0.130987658873565,0.034323204759446405,0.004677827765076099
27,0.09792957470758076,0.006208461801987004,0.11676626046101901,0.144644692409338,0.007463784074781016,0.0026671316008417606,0.042631649782214995,0.04553149317280868,0.145342583076396,0.01580727254930752,0.0033269710762002386
28,0.09241748606500909,0.004812634391766368,0.13395805933070304,0.11824930586000265,0.009230287467902614,0.002914657314043534,0.03653859000855937,0.0723217678127804,0.14725851234838558,0.02027765599883096,0.002984906369386845
29,0.08948282722179768,0.006498758594346884,0.12749363381716292,0.18455054749172423,0.007615705373058364,0.003157308377896641,0.02798207919531452,0.09217850776674293,0.11458643684746617,0.02819980264833214,0.004323115609880346
30,0.10578455300555038,0.005157002453778483,0.09893240955792626,0.16009874161844376,0.006714298836095526,0.003335498431943754,0.02422463226128153,0.06844349092626842,0.14938235641459685,0.028871458751590997,0.0044667296513535605
31,0.1079506331183119,0.0055178115608536,0.13099827731462244,0.1342523293975631,0.007396293082852423,0.0016242911212543795,0.028616507601192116,0.08338935204395964,0.12915733021489584,0.033791039521169006,0.0060920819344374025
32,0.09327205219710909,0.0031648102087163442,0.1898353520060564,0.15392208283767714,0.005514220828376803,0.001310064525431659,0.01444910060920664,0.06214312750081098,0.10681139829133789,0.02576249954940349,0.004475505569373873
33,0.08794834869431649,0.007051411290322578,0.15928571428571414,0.1933628552227343,0.012713613671274982,0.0011107910906298008,0.03345886136712754,0.060094326036866326,0.07536554339477734,0.05179555491551459,0.006578341013824882
34,0.06207234432234435,0.0033327228327228262,0.20780616605616625,0.19281715506715497,0.012929181929181938,0.0010650183150183177,0.030388278388278372,0.06685927960927962,0.0775479242979243,0.019781440781440823,0.005244200244200235
35,0.08688441704939162,0.004451696076061553,0.09131496253323661,0.14038131496253314,0.013848602046571602,0.0019122149705905987,0.038732575940697726,0.0686034566110708,0.1266890258641525,0.03971899927483681,0.00730199017001049
36,0.06905858395989967,0.0028753132832079953,0.1335814536340853,0.13337875939849614,0.0064559837092732,0.00307847744360902,0.04059711779448621,0.07060354010025065,0.14439035087719282,0.02899216791979958,0.0037698934837092583
37,0.10429513861619424,0.0022068640540328192,0.049473808214874834,0.1842223618419333,0.007840650278803122,0.0012666561951883474,0.019577868530589838,0.04543980208905997,0.09636888400219899,0.026602397968533163,0.005540459174323934
38,0.08798248696772663,0.008630439875827338,0.047832396181104714,0.14625607684648279,0.010099425994259939,0.0013900603291747114,0.028644057869150124,0.05029578867217246,0.11052085163708777,0.03562320623206235,0.005580595091665228
39,0.07524219301964108,0.004557298290235975,0.10483608873816609,0.16045937544157127,0.011833262681927373,0.0018044369082944596,0.027224671470962265,0.060468984032782294,0.19803970609015098,0.02020672601384769,0.005925816023738887
40,0.06175008098477484,0.007071127770836247,0.2142595677726874,0.16674175112221748,0.005975172381877934,0.0017965893840529296,0.019732403165347776,0.06546924892405957,0.11390080522004722,0.018084015919292894,0.003952404090888053
41,0.09272666811772946,0.008736849742436353,0.20294227188081973,0.12424859125976434,0.0073512055914290745,0.002613243367433306,0.06115540883697338,0.07761288060170729,0.10255096858448824,0.019153788483397424,0.005336283827903955
42,0.1082391693519511,0.008106575963718846,0.1115658193101803,0.12569721923857255,0.008314834705812173,0.0012256832557584307,0.0464052989616899,0.07666129609738626,0.1216879102518199,0.042077813581573066,0.004967895930301965
43,0.09495107962213228,0.0046181559668401866,0.15789509832273008,0.14406087333718914,0.005921775592828247,0.0018601792943898044,0.056292293233082734,0.06350696452670133,0.13896640640061658,0.03987794004241373,0.0038884470792365598
44,0.08075432231918162,0.0047432754845246235,0.11903193123508841,0.13394809948687805,0.010155570807595521,0.0009105467856325776,0.03417132398601172,0.06234320358205063,0.14285240383044107,0.03564810275517205,0.0046676144720070424
45,0.0803912128387267,0.005560905024993419,0.11998342541436467,0.1701152328334648,0.009170481452249418,0.0006461457511181301,0.028367797947908443,0.05454880294659307,0.1339763220205209,0.0293941068139963,0.0030478821362799223
46,0.09598691975774469,0.007668367270155161,0.13399661169267033,0.18332758224062584,0.0077085926699904835,0.0002497156702764179,0.020483070288027646,0.07017228553799047,0.11000631007741929,0.020887173235812028,0.004522476560266078
47,0.07899675977195371,0.004246544440342883,0.09304889052951063,0.19782576596530074,0.010590008613264448,0.0012040113202903902,0.023115540789959425,0.04282494565440306,0.13206267175259415,0.02222427299946681,0.002698207620688232
48,0.09733024528897785,0.0035993262448678703,0.06340193704600476,0.13023528792504452,0.007502895041583337,0.0007855212829420644,0.01256834052707304,0.0582921009229043,0.2263052251114149,0.016044495911850414,0.004566270133698283
49,0.12723183950817007,0.0022702637113735523,0.035292023944345545,0.20737919969799906,0.0048175861511082375,0.0002937766272987114,0.006537777058728382,0.07091961926333387,0.16826875370759864,0.014016475219759506,0.002566062665156661
50,0.18548653610771093,0.0045096753511686075,0.11349405490470352,0.12614719939383331,0.00428178003147402,0.0008178877426123418,0.014194935011948497,0.045579355365157066,0.10508917642944593,0.022078306230692988,0.0015573818266596583
51,0.1283906770255272,0.004299984144601225,0.1288519370012155,0.13753091802758832,0.01288277575181021,0.0011403995560488247,0.014542175360710362,0.04862745098039224,0.19970271127318864,0.012254109190846183,0.0026444162570688472
52,0.08396997129609171,0.005552274232722492,0.11763864355634071,0.10270515934348996,0.011963365717229758,0.0065420990652829995,0.024985556046220707,0.06458103334069337,0.15242897622727566,0.01644770736733647,0.003461028924707448
