,fix,nuc,lt,ns,ld,exp,ndev,nd,age,entrophy,la
0,0.007533472913689772,0.04187997123171439,0.025828392874929457,8.946831959826222e-05,0.020290186149142526,0.014984720623631145,0.04757709377240027,0.10611926128800753,0.06569684755859992,0.025973131592993946,0.048606921193929384
1,0.01153198803008342,0.03377600885562322,0.029631795127761415,0.0,0.012342823080125364,0.020835930238553856,0.0170218069246827,0.01752144186588248,0.022276138559603798,0.026284758020746653,0.02522775564419537
2,0.002876915179532883,0.02990392442641739,0.026922117701852124,0.0025774182638800217,0.05109885413258582,0.0193045215496537,0.01133715840116605,0.027844263637655926,0.022170347179873887,0.0362626062472905,0.06293846025642534
3,0.0009761595263142622,0.01936154150452068,0.018243100776018394,0.0009826973251023162,0.05845997980474752,0.044115026588375295,0.026257102035606435,0.014190504384683458,0.03002339279406026,0.033318055050051386,0.11560600881845123
4,0.0,0.013659529223969766,0.004449745977248235,0.00013734193037184076,0.047776575692397835,0.005437766188103635,0.005276843498327877,0.005487876618173187,0.006369891904972128,0.030784835618484475,0.06541284551189498
5,0.014744795738882993,0.04813106688896936,0.040197297304981464,0.0009528875523064111,0.08361710524774582,0.028360152711479257,0.025690842963473674,0.008136304896083494,0.009940482694827658,0.040373614154444286,0.07365045543210919
6,0.006061394317516344,0.02348128707866977,0.041237792342023315,0.0018412555326589761,0.037514423566316166,0.10001469522801117,0.022797047578401484,0.017773063275904465,0.042461442742820495,0.0325358940533378,0.02785972990169349
7,0.02554427701389686,0.022722776175986757,0.054696669488016623,0.011877043729031339,0.03577975190304078,0.04599224391418219,0.018271869315559314,0.02102349457916574,0.009626463857319686,0.031845208460661724,0.03089406445710414
8,0.06688079571966526,0.022070694282444608,0.06212112943390238,0.00994960149334746,0.032167245266703594,0.029460649373155432,0.012481747864261192,0.009836780680153564,0.012006132655494068,0.020878739551783883,0.0826585228250376
9,0.043503754129443566,0.006524539828745577,0.040701593766184596,0.003086786514285981,0.05448867850005995,0.014612661626029548,0.019999246361288598,0.033169941069779434,0.011114131931917265,0.05062710772978341,0.06197570239785313
10,0.05087898967740989,0.013719982876716023,0.07626467534464837,0.004981497034595953,0.024661518751848143,0.02538634575025322,0.008365918193001611,0.022697495627110056,0.01855548358466759,0.023375207674418294,0.043548888044107406
11,0.03609129288520897,0.017886356720452787,0.05431947434199414,0.0017416559245423415,0.020290031540875254,0.023159674125519423,0.01715824577090952,0.014157124094255277,0.043954022154738495,0.045782552836778435,0.04425486631405392
12,0.01890225640802645,0.023168506377841534,0.0504291675756699,0.00035610689269983606,0.02185045241579597,0.012285209197152213,0.012955302430680231,0.010970142590125364,0.03242499097791899,0.029002670869234772,0.0615590994946677
13,0.01842087013856835,0.0343208043977634,0.048662457041183146,0.0006420636027283028,0.022856386433363945,0.07452858023212777,0.02036137649397728,0.004902122244080876,0.026219044235878515,0.010519760740743121,0.0813264830177617
14,0.009034756998818292,0.05532144579406105,0.02804013123882264,0.0022551384349914923,0.030883715332353606,0.0622502138920643,0.03506934064710165,0.01244571930184887,0.013011507254706137,0.030687404128779284,0.05316518746442828
15,0.05727493314634055,0.02678762406337943,0.03306833879871168,0.0051930926079611995,0.02802539034407887,0.06479157219408796,0.021856816685600883,0.026532784366988416,0.04176739526394292,0.059938909273846847,0.05421008916070371
16,0.06056211302220616,0.03926859498628764,0.04344203517311834,0.002534401504872899,0.05345293919641765,0.03932133688801529,0.01399858350742062,0.023443378166393275,0.015122778750246382,0.0175056235483404,0.05084987120768015
17,0.0987406778492187,0.022645445210980886,0.024382773170144645,0.0024982025508881026,0.020641366736676256,0.0240491378945585,0.025684444171248693,0.025633813804781615,0.017757973609088398,0.039488116839470996,0.05269743096099727
18,0.0722488098606535,0.007893775117499944,0.016062786484328268,0.0005630956292268803,0.02124414865756584,0.022212161939489293,0.02348918715413205,0.03560778526208333,0.029259517567439542,0.024576391997275814,0.05208836589642376
19,0.07895368932103747,0.009967358292588607,0.052250139440160166,0.00037440603687312297,0.023496058916979274,0.021779981788190527,0.01663564962130677,0.03197076255199062,0.022647882945964468,0.022919748542987377,0.07102152883792391
20,0.07273976450270504,0.013088637415427113,0.026153862587744034,0.0020730832454094908,0.027703508478654937,0.015401807429355605,0.01610627023045401,0.04101961967702707,0.007881423123406693,0.014224507076002615,0.05451265170424764
21,0.04431484042612248,0.008855835789806765,0.018267313946281442,0.00011301210904085091,0.018219755314456625,0.022113415710619335,0.003724583270664703,0.019514867908567223,0.010948714999402054,0.029977649784269332,0.029763178074196782
22,0.04098869728392952,0.01708909836493372,0.06057935004985504,0.0011831415576385655,0.025715730583363478,0.01802759701953101,0.012800052748821808,0.02378174834883774,0.013523443694278393,0.023854433263211478,0.05148978223192501
23,0.023455958140918103,0.025316481684771616,0.03631792636095915,0.0012150199003340561,0.04934265672730385,0.0207198580341498,0.05035765098475922,0.005798625410919114,0.0206606259945896,0.050617023920963365,0.03408770747943592
24,0.03178079397496984,0.03145816150809628,0.053341643330979766,0.0017512195092011216,0.02662393234903349,0.02355340205371241,0.07207299650581751,0.05708638309829512,0.01521367130288181,0.03851922215886639,0.06290248199393395
25,0.01939077752406677,0.034724318414792794,0.035719916181149766,0.003080975237931632,0.028898312900271443,0.03841168236470449,0.0168007792367951,0.035293640164063396,0.021594769255149374,0.02525107134719344,0.06755554512584899
26,0.02196396802452554,0.014828491778140178,0.04604121189725176,0.0027431270918939024,0.011220076256449567,0.04308053469654959,0.012103445929392593,0.017501444170799255,0.02446558514072003,0.03677718332125052,0.053544079157203495
27,0.08430591421580684,0.010731350200027478,0.05230970119695952,0.007450180442656199,0.027086764254455855,0.03847777602013972,0.011193778741875987,0.028888228054385696,0.013715760993685313,0.015187555051937002,0.04875764928650208
28,0.058389669380662076,0.021023981451177,0.062426505814867785,0.0048133226818758874,0.047746267771418736,0.044049080469173336,0.02169697515082884,0.02323919277905919,0.03964720352659862,0.0386025372880411,0.04147754856979106
29,0.0715222012993003,0.02421683411242964,0.04350829112121716,0.0008115008447278524,0.04100150998170221,0.02528170609372666,0.018332227685325563,0.02433715838398827,0.0167535570966311,0.03659761688845129,0.018555044914302203
30,0.03794397051276739,0.025860423217222928,0.04132537218657332,0.002682797701595706,0.050519578394731535,0.07930523231377043,0.013569621965659891,0.015695164084172097,0.02459352795695581,0.04059205978741284,0.046791319301588155
31,0.047174526753160896,0.020191575993966544,0.052306217885056405,0.002160908044389148,0.043003365159423525,0.09043396911281885,0.019934888282827634,0.017682606656016314,0.029349254130150104,0.03506093139949345,0.07855002807887017
32,0.06434891306631864,0.029757059872285913,0.04980027954224802,0.0012790971297563956,0.0359562264827852,0.062122828000255086,0.018521891068628,0.008595263201410616,0.013034033767609716,0.022689573673689407,0.0753743474317817
33,0.05465382786113201,0.013656170851866089,0.018914952196846503,0.001160782441207298,0.029022671449803403,0.0216254768815938,0.012983393605318623,0.017704734332842816,0.03417940092654006,0.05266547618798384,0.05044507262602236
34,0.061511821439405825,0.021237523554692293,0.03910980875633887,0.0008098254925241917,0.04047833996231012,0.015057671156361026,0.02085683481868781,0.026937659641033083,0.024047940333194327,0.05209179582497417,0.07133495821541903
35,0.020439082525633367,0.004592689404095001,0.021517213312334058,0.00038580184667086646,0.034536586994683205,0.009134468218386899,0.003986165421980884,0.03948866084909783,0.010884087157917456,0.041674251617237194,0.026180923122044453
36,0.040881280389431944,0.019434744699481032,0.07183658582451515,0.0016504767300427761,0.03914950628389459,0.025488209722328434,0.011645927508538292,0.037415398853770196,0.009664474519396265,0.03818723455106252,0.05931974609597393
37,0.006615708969217781,0.018288708624320745,0.06331889099746116,0.004943288727979598,0.053298877452575374,0.02476688442562239,0.01405849981502039,0.029626805087784557,0.0063447870022154,0.03784329413216375,0.0375816970280111
38,0.02398112464549813,0.018560386847786353,0.029302975005407766,0.001423479352207676,0.039572491829597725,0.021235306837342934,0.020073823024140822,0.047091773001122224,0.03085625112709399,0.03134846421633208,0.04456145074171691
39,0.07428718041012482,0.016784211616148816,0.04544979018274426,0.0035496693553011037,0.06253184418492745,0.017134418389762804,0.015730348238522898,0.050394020100645656,0.030453635039893758,0.02109328054358319,0.03455748965683925
40,0.1048971914582863,0.018785739164222763,0.05785013322841147,0.0017715510539989636,0.030197494633988655,0.021787187566788806,0.018360756457096908,0.017977016945384932,0.024027824577485705,0.02780983138197032,0.05956124919469679
41,0.12275818062111922,0.009596976283986926,0.02945047615760258,0.0014132012236436615,0.030295393953273218,0.03567821383169407,0.007092667126882461,0.025334133095526516,0.01752582276709961,0.023131243955705882,0.037167276325667326
42,0.0732480425684365,0.01675058840782608,0.04555653574727011,0.0021049666515744153,0.03065767357751466,0.04327707905835515,0.018971957238954045,0.035541709135781176,0.02510169453076871,0.04915578028743647,0.06060383295265709
43,0.09379854643294708,0.01176212752870673,0.038536631499343464,0.0016561482558177434,0.0360704653385073,0.0287093249042634,0.018582625408259015,0.02933375007434947,0.036110409276544096,0.018300458033452337,0.06341203531814048
44,0.07136723136379405,0.008633750536405645,0.02553529935165173,0.00034539506896865264,0.01817173907899229,0.018636370600882704,0.019459345632800013,0.03988736674217033,0.035452081804736586,0.016151373049869813,0.07794836497627707
45,0.06068908752140172,0.019658928171697627,0.027044408740463703,0.0007598127720356598,0.018560303568440982,0.022034137506407498,0.02401391609807516,0.028125140553088627,0.02387117200820301,0.02913215960295736,0.059870308202704114
46,0.060613255470418625,0.018134318378936767,0.027967703424393982,0.0001402847754454328,0.0238571661423508,0.023520843696524473,0.013244709544674556,0.020571012099067584,0.031226005490552565,0.0256556639405388,0.057377579305375515
47,0.03438348737901572,0.027445994282153597,0.028109071474638505,0.0018145453543693501,0.039536147460957995,0.011796045433901628,0.015294936042086404,0.019587805827673513,0.024699849414365482,0.042818523713930495,0.08038331115552734
48,0.03781792942550744,0.021281562565286436,0.05086663379612499,0.005690707216178397,0.03816762338229568,0.030556545011401984,0.017194624876258717,0.028212957553513926,0.014557765439014792,0.028910411122687326,0.05882432384847347
49,0.030398737898626252,0.021805276177492557,0.06225040447875736,0.00033097130894010017,0.06336729578549002,0.03492450376477553,0.015181754092529889,0.00569319885848599,0.013156786055147902,0.020490429606140816,0.059418142747645335
50,0.13389234201197958,0.016386708759615162,0.029586522377936495,0.004719594148834677,0.027545202086775394,0.039230967652081734,0.015110328487770221,0.01156826545498476,0.0729502955845562,0.05794768519182089,0.06766729610375757
51,0.13851460659108883,0.048470259440822,0.06419782876807667,0.008189726521300456,0.01599589547777782,0.030312621677773672,0.025599523096268638,0.009308912372920277,0.02521860020495325,0.0156455647610973,0.04060971387981906
52,0.11679696612007563,0.03889232375784111,0.0861357621211111,0.002825431844704458,0.026754260513419482,0.023908577090813368,0.023436031839724283,0.02294744839442041,0.03323051990442394,0.02946184666083001,0.040606542538399244
