,nd,ld,nuc,entrophy,sexp,ndev,lt,age,ns,exp,la,fix
0,0.02195714503473048,0.023249384394028447,0.039366209534841615,0.06796490670953192,0.012731275001485558,0.0391159582438018,0.03844002998052289,0.055997000827895764,0.002829851144560204,0.012883387368171234,0.09162959515024438,0.002034573995909179
1,0.014615032797985516,0.02145817542918341,0.033425985093652896,0.05590587496665833,0.015926252501535367,0.02506289717885281,0.04123971515493464,0.04543621136493046,0.0017006602903702041,0.015307594878235221,0.10992745488229613,0.00801482592059467
2,0.006667761953809873,0.04116768355489062,0.04277749978840279,0.08923806387017195,0.0176680572909979,0.025496264851857086,0.023264235416495537,0.07526417377469626,0.011106312992158855,0.011417238352526738,0.057593695014554754,0.009721593709514312
3,0.014018501417716689,0.05088819759179328,0.04042950684126947,0.09811578441427214,0.029910110661663554,0.03550542806689196,0.03842974754435232,0.046737426938974466,0.006936976664072644,0.02392913643033515,0.06513229256505419,0.009279644287504519
4,0.025029454897568543,0.0320800844112132,0.023199299063303064,0.06822151962399362,0.009302292919166318,0.014195360713758242,0.012566058110636406,0.025379544179528576,0.0025575342164133393,0.010591702004571943,0.05907328870842154,0.0016407325265253743
5,0.009431635230330311,0.015554354656838238,0.05661772042278969,0.04896395683382339,0.0010108808619859503,0.011010062750550585,0.015927862935043724,0.005758093290375464,0.0008186009811407763,0.0013900510685211848,0.032099356052357426,0.007109403598059149
6,0.013255112023569129,0.028991386002026727,0.03668635490402933,0.05301308741852575,0.01926184268192787,0.03594457295629476,0.037015887958712045,0.013022172033143436,0.005195764469953162,0.045125437677916394,0.06413095052913358,0.01474815231821308
7,0.022556961073368922,0.02473654657818673,0.029453722123922794,0.03525752400410249,0.025120169478391324,0.022578141295018454,0.019813339321803118,0.021050291803845367,0.004545816922324673,0.030615616392562568,0.05204760346695096,0.008044371694545348
8,0.021310837532226852,0.04323991753758098,0.05067566834432088,0.031054642921469637,0.028024848749449476,0.026997746605710537,0.030898633802453536,0.03579577835324663,0.009176424030611377,0.029275218323763834,0.0408424240560286,0.021778063531443036
9,0.009607250188708352,0.06537041492841587,0.05285357007796771,0.013815519904741634,0.021309045629959965,0.0273278170446427,0.04490112717320425,0.008130455074594499,0.0016799599635326876,0.02445969687626806,0.0562494194010755,0.018470693488824186
10,0.024616541317238463,0.03816860196900002,0.024395444675324517,0.008242092890141313,0.006020060021276292,0.01451926569600619,0.05218325442284428,0.04158889240109486,0.0010501405978582381,0.017337558389861302,0.04943247546370965,0.001263392861836777
11,0.01705222086786238,0.03199252120671755,0.025400752239353015,0.020446653783013826,0.012905696865834313,0.031191471038520147,0.023447387377765493,0.05878900373053122,0.0024470658155214256,0.022163161896514676,0.07405034261969182,0.0006670329743601662
12,0.027191800690877146,0.03549060352296595,0.03741017646909027,0.034865528212434764,0.024222314663086487,0.04238627635386051,0.05156366610291301,0.06838699690643103,0.006532057731061701,0.05119485563812134,0.07536365690623004,0.008421918853079562
13,0.013316655085065184,0.03851243983560606,0.02633019398017428,0.056400710992613366,0.01589754835644706,0.030853510458473846,0.03968487513407199,0.08870195073601642,0.0012805361987869599,0.022693337408002612,0.0860587280729898,0.014481471720901085
14,0.011412285559200415,0.0368008606917153,0.03454550982895587,0.05319704045643791,0.02206125036074636,0.028671001291120157,0.05444505061239668,0.0606084464760962,0.0025393308980104085,0.033712018792721184,0.09849859209642024,0.02624148685929551
15,0.01768664146803264,0.04026608750303384,0.03033836401161672,0.042000539890530736,0.021688026209765142,0.03477452265448031,0.04592729469159323,0.036162912752410736,0.0024508513101244747,0.0461917491453025,0.09938099634633732,0.03825655793114348
16,0.011617503157575738,0.04288158058404863,0.01753711217839942,0.06034533022992449,0.010281716302380799,0.026584111083941486,0.031959280598313995,0.02805122572906613,0.003419012381065453,0.02107020210421962,0.10398307481890398,0.04443215237627775
17,0.01742723882345748,0.0647478314540126,0.022143447739126257,0.06775628958434164,0.022640959062361757,0.037270668117056316,0.03241404752969413,0.03622578887340222,0.006118093194368483,0.031386288641644444,0.0921693189446644,0.013568838275053374
18,0.008095838086605692,0.04818291308456141,0.026438247003051387,0.062113291885651706,0.017899721161696747,0.021591770918954332,0.03303207094001206,0.04454061680922652,0.0022219362790911277,0.021386552742402882,0.07370031546060808,0.018947885361854676
19,0.018170905588452132,0.03447520562988296,0.02298276752404045,0.055596835548288405,0.017318594796168464,0.023434682499683827,0.03702931796811896,0.07550083186356339,0.0035249422184726064,0.014012780836853474,0.09049914601069396,0.006706135300569902
20,0.026352785848025865,0.04400685668732272,0.02406024492473554,0.059508668203622564,0.0250142288916319,0.039807549778675004,0.027743157505384246,0.06572785817486322,0.002343457399539936,0.018683513574525756,0.07764476375916363,0.009616456772449499
21,0.018995738511274347,0.0485210429580651,0.02400943949861659,0.03062480394854463,0.025160354281046765,0.03619488262451923,0.028401249311832306,0.026855710717431605,0.0029919016109897336,0.015955730654613504,0.08173380953472782,0.00767567134031148
22,0.02125112602121344,0.06212178131923916,0.03168279028770512,0.02981999566229236,0.011677680813186488,0.04172660434067507,0.031058914918987737,0.042244818915343575,0.010484116648714846,0.013507361211333302,0.06432257049702791,0.012169985611241057
23,0.02754540006759246,0.0658853708335822,0.030327303792229553,0.06638438489876843,0.012585756947217735,0.030160698017001948,0.01699243253007314,0.057733543589152295,0.01691262650289316,0.014906899520754625,0.10674464412382559,0.013028930741234835
24,0.023182789758035224,0.047918378167895334,0.0377708221014149,0.06098647112940994,0.011586302782750739,0.03088350912050644,0.021558136669569093,0.04480443536051308,0.0042354027395645364,0.013382774885783268,0.10592282691007665,0.02193485904744075
25,0.02120139019468021,0.034450318101446706,0.03159202894275997,0.06620294997408427,0.013829826641846637,0.04645592393823795,0.032472263385139755,0.054623075950229104,0.0035465047650178375,0.025945312737042463,0.08240507646456478,0.012834529539061583
26,0.016479207069066366,0.05163675399433823,0.0415277540393974,0.08932634514939944,0.02986951124206081,0.034337750409444784,0.050559902300996475,0.040229695954862296,0.004704059768436777,0.024465196270813713,0.07919833434514109,0.05973032069071054
