,fix,nuc,lt,ns,ld,exp,ndev,nd,age,entrophy,la
0,0.0034101352946727774,0.08879998452233678,0.03063225063879804,0.00038391484489491993,0.017648025523186044,0.016733609383776243,0.019780113841102696,0.10632198602618524,0.07280256940974178,0.03513138122427489,0.021278052516479854
1,0.014512498924305246,0.13554826994495522,0.055493577447775846,0.0008773861101446154,0.02511668317588108,0.02031016139840124,0.012010259681911334,0.08191921920479601,0.009991814558362557,0.06836943133993117,0.06575756601643516
2,0.0,0.026838928595474175,0.028833473711761926,5.4924521015971765e-05,0.043937284910578286,0.006530269374578865,0.009038885958664627,0.019948855041981507,0.009587994583289638,0.018690332103141322,0.07107530304118442
3,0.00044432144758337495,0.015365627514475169,0.041569225442277744,0.00022783449465779576,0.035456627633566135,0.016071655965317188,0.019556713676171185,0.0256395095599512,0.004343494872172394,0.0399401902089291,0.08400790010494559
4,0.0025652687547737733,0.01010519602371455,0.04853405516116259,0.0001937081076743257,0.04833656551375585,0.016632458960088196,0.04132869453831225,0.010441676020025778,0.013164248715707674,0.03424346176643283,0.09496217655393087
5,0.005012387057453443,0.016682341513500988,0.036116344754612666,0.0015102376534361808,0.04143542878983328,0.023006429054171332,0.017547014951464886,0.005036765961201196,0.011865740674691557,0.045838180626986955,0.08694557157742666
6,0.0029829508433590075,0.016161819052574408,0.04993881290551223,0.0019452970277622867,0.023324119605957365,0.05581353230981845,0.010388878720339409,0.02850351359518488,0.011656650340772227,0.03978051177502203,0.022558202009435084
7,0.02726152093339186,0.04110252368890942,0.05513498093248476,0.009967522235251013,0.02973700424206051,0.03775811290934996,0.015176704200563471,0.011652313457368443,0.010583811802016013,0.026815733013300935,0.023007275806694427
8,0.06942485520667502,0.014852303642514315,0.03712963619786201,0.010804732628445399,0.02861622551595122,0.01175715489133176,0.0030991741013219635,0.012261792366481623,0.007578886307143093,0.022216356565796676,0.05983818378769411
9,0.07220590202677053,0.006144568946376653,0.044781625193327824,0.007124029356842643,0.0339471584971338,0.02315024096110001,0.0065032881562528755,0.03216956193068003,0.016394784016112107,0.021034087792324963,0.07624710741328282
