,ld,ns,fix,rexp,exp,sexp,la,nuc,lt,ndev,age
0,2.560289809869979,0.0,0.0,1.0733798730957793,2.683954553438024,0.0,0.0,7.406830217737483,2.5890867850919155,0.0,2.7444260596290206
1,0.23688239530794655,0.5425609819538173,0.012854030678614571,0.4281450759345412,0.45057983745805236,0.0,1.5471308818437166,0.0856080300380532,0.0,0.0,0.0
2,0.19584334575694048,0.20195220007425183,0.1365215661510908,0.5909123018416806,0.33621163538364995,0.8354712638537655,1.4968193428749448,0.10597517476193795,0.053864203585644296,0.19865342728725646,0.30596386192902064
3,0.0,0.0,0.0,0.24210972794697533,1.0019566746132418,0.4426236367414725,1.1310256931923925,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.9871631065577834,0.346550930772461,1.156964074094087,0.0,0.0,0.0,0.13371371794215095
5,0.27109410817854923,0.0,0.0,0.0,0.17694937932158897,0.040031834330086766,0.8125992619348845,0.0,0.1557114727634043,0.0,0.0
6,0.011216202178835701,0.0053383945473375605,0.0004059577918369482,0.09454026296975987,0.022526115622758157,0.008470733557375543,0.41218466557062367,0.07163070914941669,0.1470122059409788,0.004432986472016258,0.031882219302796784
7,0.029482774994854365,0.0,0.0,0.0,0.0,0.6256402722582466,1.0197606393951175,0.0,0.37243289830709586,0.0,0.123748251555733
8,0.0,0.0,0.0,0.0,0.08299552290437662,0.0,0.2472999704211403,0.0,0.0,0.0,0.0
9,0.38060968261687833,0.09236755469483794,0.0,0.28127316096501165,0.31687448539932456,0.15275871433109633,1.069308677678842,0.2970208541336287,0.1728802682704296,0.19737458225723617,0.19241356278784882
10,0.04387435058900395,0.0038735015513905883,0.0008286465934704717,0.04455766327256799,0.21986516937062864,0.010983903901803262,0.5113412572070127,0.04052255003130661,0.1273157695962391,0.0009727865068031258,0.1799397347907921
11,0.17174922009957633,0.0726448088403857,0.026860176931562462,0.1021385777223386,0.7907537999112837,0.2780933099638823,1.125992811357126,0.021489693553029043,0.14853805540647108,0.27857207606931705,0.18489192981427205
12,0.0021419659968382673,0.0,0.0,0.22210963279047738,0.6758069979261211,0.12036993650720434,1.1471702780211155,0.12404752938521087,0.1156082670022254,0.0,0.047099835009941804
13,0.7274569546342159,0.13608681048329482,0.0,0.01217284764309324,0.47399291420998657,0.5818732748727349,0.9025010151674759,0.015772435658835175,0.5439539970058862,0.31181807634005815,0.03351396803597545
14,1.0664174806846822,0.21650919903817403,0.119854479633654,0.10860274113869069,2.525065490373584,1.9388555481385352,3.2066947803928465,0.2048638586852687,0.17346709815088784,0.21743145246226087,0.3729041730635186
15,0.2507033837992642,0.23526493053762748,0.011494896418726301,0.0,0.8790025205962791,0.8782178864282193,1.1057240384276807,0.0,0.7115115603645297,0.14716385821566105,0.6545048767184942
16,0.13999125451228547,0.5503836290411072,0.052824413218527856,0.04727865203724864,0.30445469722076995,0.7662416825853776,0.4215816163889686,0.3819042215392874,1.883992499691441,0.8816735642428899,0.37756333502272527
17,0.0,0.0,0.0,0.0,0.0,0.0,0.06139718446887478,0.0,0.043471733564533974,0.0,0.0
18,0.012324883331356444,0.12547993070625926,0.02995641359346735,0.13097778986242462,0.2777605227950229,0.4709856402881466,0.9739832398349563,0.19142788281985912,0.3081046797420594,0.022438245385135426,0.12710938789101267
19,0.14192480328847448,0.04075568070985644,0.0035973752279118646,0.09133382023946547,0.42019609506647193,0.5765614581451951,0.6856939392090244,0.07346060022495611,0.01661669033100629,0.019912709857905844,0.17551940861873488
20,0.19706128599401093,0.07326458441834079,0.0,0.3964202266023365,0.9419374352769353,1.0510888814505333,1.3344540855526277,0.31414323040340103,0.5728670601167429,0.6081875262963126,0.1385141446731792
21,0.22683642449740526,0.0,0.0,1.4143541373210977,1.1427981602379826,0.7319555507176757,1.3459591002482119,0.0,0.018677536651552355,0.0,0.06589483427697679
22,0.0,0.0,0.0,0.26876330898370215,0.17519506406107058,0.8609587878995583,0.7926467853248782,0.0,0.29919880139543586,0.0,0.35234263156408174
23,0.2689161606666794,0.0318664349164676,0.35280777085549186,0.12691955155947565,0.3482119378415225,1.0850804483696161,1.9420780369607367,0.3197389872395494,1.2117922732353041,1.5423478936498805,0.32944861862647906
24,0.3295970308684802,0.29052891174111994,0.12793140736365996,0.18343863687927098,0.8891917011457564,1.0111832526233477,1.8852373151499806,0.4526020063319575,0.6854063691920791,1.0174822554063747,0.17201783267162324
