,entrophy,lt,la,ns,fix,nuc,ld,ndev,exp,age
0,0.018415637860082296,0.07049897119341567,0.0006430041152263425,0.0,0.08804012345679012,0.14696502057613167,0.00010288065843621675,8.673617379884035e-19,0.0242798353909465,0.0
1,0.016874999999999966,0.25665476190476155,0.001553571428571451,0.0,0.043208333333333335,0.1916458333333332,0.0006250000000000112,6.375108774214766e-18,0.026803571428571437,8.928571428571492e-06
2,0.04467444120505347,0.1591195335276968,0.0011584062196307128,0.0,0.10265889212827983,0.23742209264658243,0.0005034013605442206,0.03643731778425658,0.02176028506640753,0.0034577259475218657
3,0.03116657741813917,0.04558814779556136,0.0007348128755875598,0.0,0.020782015430078755,0.36306697606156113,6.148231887507793e-05,0.013459669582118562,0.0348644414033835,8.13153249638048e-05
4,0.007343915343915393,0.11917460317460307,1.1217878477983353e-17,9.830099697201907e-18,0.08139682539682531,0.26903703703703713,4.394632805807911e-18,0.022962962962962973,0.0917037037037037,8.465608465608501e-05
5,0.003947419475105729,0.032035015444516965,2.4967651708009468e-05,0.0,0.03641430781403144,0.10424829654822196,9.784620263950636e-06,0.07189013558447065,0.007304640777911045,0.0008455261510846591
6,0.006911039552433009,0.04589877699713763,0.00021487119437939528,0.0,0.05783408144678636,0.22892840879521195,1.0701275045540888e-05,0.10198272833723648,0.041337399167317185,0.0009493234452250842
7,0.04609979573840128,0.12047486322571364,0.00503331623654753,8.575522897611538e-18,0.06483427365655257,0.17446403826080698,6.422542561998742e-05,0.04970777993737178,0.08025388726919344,0.0012328807184249365
8,0.01013691911127808,0.07366289930392463,0.0038423708295503177,0.0,0.012935568704799462,0.3703450632937808,0.00038821577283116443,0.01851617043924735,0.01543575133318722,0.00016853991212965555
9,0.013486361502812882,0.07815510071861598,0.01271725405419699,1.290421851007237e-17,0.01908464065898468,0.4000878436894676,0.0012033676444338697,0.01998092725914466,0.03329251039580071,0.0024216926809596533
10,0.007395797459900022,0.096441616313411,0.0009254041305323385,0.0037258800079312928,0.10683173663942888,0.23073400958016327,9.470586393663735e-05,0.05157034323700989,0.13943181699591942,0.0009697567389875083
11,0.02150634430727022,0.04725131050362516,0.0006573951597099825,0.0001547802763080602,0.065771359984323,0.3048797888496957,0.00016519081912600773,0.038649293307858136,0.12969438932980595,0.0012595225847540673
12,0.0021197837042070326,0.051218079383953015,0.0007127286110639373,1.5911601538270024e-17,0.02953895589151237,0.30188975709189664,0.00023781212841855339,0.010657663778947966,0.08754458977407836,0.0002279032897344433
13,0.021554129464285657,0.042953249007936456,0.001685732886904765,0.0009207589285714291,0.06861049107142851,0.09656575520833321,0.000211588541666668,0.021296037946428554,0.10548735119047607,0.00044952876984126987
14,0.0020833333333333433,0.049818121693121664,0.0021494708994709115,0.0,0.02432208994708994,0.13854166666666665,0.000512566137566139,0.04970238095238096,0.3608134920634918,0.0
15,0.0020833333333333537,0.053009259259259256,4.17779237131081e-17,0.0,0.006712962962962973,0.19768518518518507,1.546795099412653e-17,0.03726851851851851,0.18171296296296283,0.0
16,0.010150891632372995,0.08939186099679931,9.144947416554588e-05,0.0,0.006721536351165989,0.2674439871970736,4.5724737082768286e-05,0.017375400091449483,0.2788751714677641,0.0
17,0.004663821164500163,0.06174164852299736,0.0004868251812570612,0.0009114948227668913,0.006083338722541982,0.33321620786537043,5.3532805909452307e-05,0.03312099851257843,0.0557147168509776,0.00022275395747555093
18,0.011399470899470706,0.10887764550264523,0.014325396825396826,3.968253968267595e-06,0.0013373015873015886,0.3494384920634917,0.0007665343915343973,0.025000661375661377,0.043875661375661304,8.928571428571437e-05
19,0.017845374362023554,0.0753673009266141,0.0019102125761855321,0.0001424607303899794,0.0101803676725633,0.2884371438481743,0.0013174520588672505,0.03671956295525495,0.08634173232248149,0.005948045191021252
20,0.020185001504198313,0.044231175925677706,0.0004741948070902849,0.00019420541094401208,0.0017889535247388494,0.19554995576763232,0.00041119719295737336,0.023182228417732268,0.038799828432029594,0.00032020063920983413
21,0.005447203621031765,0.026620287698412626,0.0010682353670634867,0.00010512772817460851,4.543484729072067e-18,0.31106187996031764,0.00027666170634920974,0.015336185515872992,0.018825179811507917,0.00019859871031746026
22,0.0025705735332807677,0.02839024818030346,0.004368455669560645,7.322634394464241e-06,0.0009904630360431494,0.3814329781636407,0.00026979742173112735,0.03010924756642989,0.03215620889239675,0.00020865123213189519
23,0.051571197330823174,0.05170292189022681,0.002168706539153995,0.00021121351766513659,0.016340452240556285,0.23030222321325303,0.00101023239680888,0.017286680541103033,0.12278628412863579,0.0013263300464132946
24,0.012165248897290403,0.11095648798271653,0.002442745371620603,0.001984408287574641,0.01625127524229604,0.2175976873105889,0.0011025219791760438,0.045647391754433324,0.15322242476070444,0.003148817025234791
25,0.018001575077701802,0.18158782260537099,0.0025404640667865117,0.002596473509237055,0.027619268049769236,0.16911314708941272,0.0044131232428164646,0.04434024083058296,0.1459703260170372,0.0007748139865296784
26,0.002495346320346595,0.04284819624819614,0.0007599206349206349,0.00029931457431458993,0.001464646464646476,0.1646487373737371,0.0017164502164502284,0.005431926406926407,0.08137150072150069,0.00011403318903318874
27,0.007085779517286287,0.06971689497716864,0.0007366003479017197,0.0005245161991737372,0.006806996086105674,0.1539509676016524,0.0005428625788214867,0.015786719939117188,0.19291952054794492,0.00011793324635790364
28,0.01492534352049268,0.09837144633972977,0.0016106372897417781,0.000734896943852178,0.006358327410566216,0.23321742478085714,0.0013410625444207575,0.032685530679933655,0.16101883439943132,0.0005782989812840567
29,0.06541427119628333,0.15571985094850946,0.0012382888114595516,0.001342382888114605,0.024616676345334886,0.23368045876887322,0.0031614885791715086,0.07128017324816101,0.09535948993418504,0.001228973093302362
30,0.047061139204944515,0.10567300533782813,0.003989236550077267,0.012287733529990165,0.029090602612726505,0.26821967621856985,0.0005883902233459772,0.05075351172917545,0.08403243081893523,0.00123554923444304
31,0.06499793650793652,0.11487920634920606,0.0008718095238095196,0.006595523809523814,0.02374555555555557,0.26763231746031724,0.0006185714285714284,0.04480104761904764,0.09663168253968249,0.00954609523809524
32,0.01817650793650778,0.13518231746031725,0.00039615873015873314,0.0007594285714285759,0.010962603174603156,0.2725095238095234,0.0002478095238095286,0.07092279365079354,0.07376907936507929,0.000374095238095238
33,0.03900150519978128,0.14040855911330052,0.005136288998357972,0.007016591406677605,0.02182231800766284,0.21410864805692387,0.00041133004926108724,0.16825318144499168,0.0678141762452107,0.0020502531472359055
34,0.0319705395385668,0.14969720692509797,0.0015715545477450264,0.010563901486520519,0.05891586131807217,0.24107637764100343,0.0023306743332253545,0.05398062664219128,0.08017548950797251,0.003591674765144154
35,0.021938826095578057,0.12015983966459866,0.001781937244459559,0.0032021047562391983,0.04501985307309518,0.20825743841062083,0.0025427749922098527,0.08013382529295678,0.12537817625563005,0.0016732292758467654
36,0.006798898071625278,0.08477528532073984,0.000497179588088682,0.0024349993440902465,0.04243552407188777,0.2657872228781318,9.917355371901215e-05,0.041004329004328974,0.1832569854388036,0.0005981896890987804
37,0.007363399045818632,0.04825366819695744,0.0012377351696822463,0.0027050139526509885,0.02091547394004861,0.2796741380862361,0.00010351966873706737,0.05071563597083448,0.14893329732649202,0.0007246376811594203
38,0.005768316579127423,0.12304775818289337,0.0009953969413428881,0.0025716836527647307,0.0008765522279035819,0.16747886883022028,0.000179136665623155,0.04538766565793596,0.11788583950746119,0.0005374099968694563
39,0.006358225108225068,0.10570641479732386,0.001552046438410081,0.003148366784730415,0.002056277056277067,0.2433687524596615,8.608815426997949e-05,0.07463105076741444,0.16026416765053117,0.0
40,0.040374891618807335,0.07830530445457433,0.0013795530831766704,0.013969369972614954,0.0,0.32732579601157186,0.00010086962493669453,0.04995149673354105,0.10491728690755192,0.007642912943075189
41,0.007601342041446105,0.1323133680555554,0.0003565228174603273,0.002866305665784836,0.0026124338624338643,0.3089606068121689,2.6179453262790797e-05,0.07694795800264538,0.18864879574514978,0.000968984237213404
42,0.015253865710537457,0.10536019264021027,0.00022011477792276536,0.0024769542479500146,0.013019479715848613,0.22621063127857485,2.8287842945902264e-05,0.10301159447962756,0.12026364269625561,0.0005033468054185357
43,0.00238491898217021,0.03882310941869443,0.0004204597290811416,0.0008974435255151615,0.003300212213165152,0.32772753416235306,0.00042541798060332465,0.029486721802423597,0.1239126554411851,0.0
44,0.0037006802721088177,0.14064723032069973,6.80272108843729e-05,0.0017551020408163164,0.0,0.3419825072886296,0.0002954324586977701,0.015370262390670554,0.05780563654033039,0.00010884353741496615
45,0.021859473244514635,0.16794251711149213,0.00030876411301159666,0.010458895777455323,0.004090147395779892,0.15796264540493518,1.5145075163551039e-05,0.06385407964355329,0.13989359363320572,0.00031584809978161795
46,0.007327828860949624,0.18328776059119473,0.00036636910346801775,0.0007684815341036078,0.0019198634604902201,0.19435925618136138,0.00019212038352590488,0.04101636150801097,0.13349283793081868,0.00017380192835250092
47,0.009825446984309353,0.160279613137987,0.0005656557365836469,0.0015423865610593608,0.0,0.23693041134868192,0.00042954268751453943,0.04160544999384414,0.13554944528802612,0.0
48,0.028924162257495518,0.08667695473251032,0.0002425044091710987,0.0007863021751910758,0.0,0.1157260435038213,9.540979117872439e-18,0.033513374485596686,0.29848251028806555,2.572016460905368e-05
49,0.009750387146728592,0.13910330365208404,0.0016512453219770344,0.004745515550393599,0.0028463027487417728,0.15348319137953284,0.0005814621241450527,0.07286788617886181,0.13179613498515927,0.002382920376822811
50,0.004043417366946736,0.09991695845004653,0.0007108718487395055,0.0026014239028944973,0.00027643557422969917,0.34483143674136274,0.0004371790382819826,0.03592527427637722,0.08557460901027072,0.0002661356209150327
51,0.012207292787327927,0.09723983488604539,0.0003326695202997161,0.003716208483072756,0.0,0.23205072447181085,0.00017396479501911722,0.13262564759920953,0.14272514325390467,2.7468125529333532e-05
