,age,ndev,sexp,entrophy,rexp,ld,fix
0,0.01065123610899088,0.251019000110631,0.0,0.04405272930493404,0.0676070335284473,0.1152049822546921,0.0
1,0.0,0.07578918383422523,0.0,0.0,0.0,0.20923860153999344,0.0
2,0.07891476957934669,0.0,0.0,0.02296477354455296,0.008439381179738286,0.21900823230303004,0.0
3,0.040067271122276704,0.011089814968967467,0.08439257778464924,0.04258062854466114,0.00373321337147648,0.2410577616609793,0.0
4,0.0,0.09323838977406906,0.0,0.062386810715347234,0.0,0.18476937609404656,0.0
5,0.0,0.1798029903397948,0.06726993326366566,0.11717882858571356,0.008971180898494371,0.050500496487747626,0.0
6,0.03821584847010487,0.07037054450516693,0.128520039232114,0.08866194928929808,0.03874330077727901,0.18424956691251487,0.0
7,0.0,0.0,0.0,0.0,0.0,0.26858153997318374,0.0
8,0.0,0.1633523413894513,0.015754742679360636,0.07447900924631108,0.03688931210030276,0.11107105550107033,0.0
9,0.0,0.16880503856262297,0.02172917951452997,0.04960779498532542,0.0,0.11488665317232537,0.0
10,0.0,0.0,0.0,0.0,0.0,0.2523262184893485,0.0
11,0.043613343438144055,0.1580045327733742,0.05259432435575639,0.0521395117664377,0.04528719398242376,0.17132976731862726,0.0
12,0.09272701548900476,0.0,0.018028204128353167,0.020286069633751146,0.008469580151727288,0.20313546817242248,0.0
13,0.0663931877386738,0.05807483523269554,0.04861727622409209,0.06350856679580771,0.015727040612592495,0.21721471489534147,0.0
14,0.020782910398031516,0.016217590481511793,0.18924682849838265,0.13571865043923784,0.02139611780451496,0.06627825510104071,0.0
15,0.04344125481153515,0.1728007228843013,0.03646490693851147,0.06667767442181573,0.014444597556511564,0.15173542766335163,0.0
16,0.0,0.0,0.0,0.0,0.0,0.24827844587004294,0.0
17,0.01629631062369739,0.13321733631561106,0.032721024496316135,0.052134472879348255,0.019114035427990218,0.11015251530261114,0.0
18,0.005231139864902347,0.1708316804949554,0.02164769610780952,0.04422018763154249,0.006987721193540349,0.12637479846185237,0.0
19,0.0,0.043803863996770255,0.02742255523579705,0.05707436248527939,0.045116234980385146,0.2383422935111155,0.0
20,0.03803183302272817,0.058924258553047885,0.07078701986283512,0.029644069736535453,0.04173852823181778,0.21846762884959997,0.0
21,0.0,0.17527177091996468,0.0,0.0,0.0,0.1240122273894272,0.0
