,rexp,la,ndev,sexp,ld,ns,nuc,lt,age,exp,fix
0,0.0727653244700889,1.0539962618786392,0.0,0.12747756925612985,0.32176596169121957,0.10770469092449486,0.3590534227985226,0.0,0.0,0.06713139879972568,0.08600225073017416
1,0.019529352785135567,0.5849548039772897,0.0,0.34889096215452226,0.0,0.0,0.0,0.004129033513249272,0.0,0.048287033562256124,0.0
2,0.21855505726321228,1.4386525829857568,0.8182662040137486,0.17763735336286865,0.06209939596823554,0.17289328499408482,0.0658269035135645,0.2372305150114712,0.010348810722549229,0.20136485576930327,0.06644824810224863
3,0.25906461420208027,1.9704786514925443,0.05964154414687265,0.9646785219773033,0.30777613531574094,0.12275042782621796,0.29281171925228594,1.0113202453920616,0.5469908023833557,0.031749052226025316,0.1607623343722463
4,0.26666192235379654,1.4434919198724938,0.2835270189349821,1.1996123857391197,0.29794596747420193,0.048876755096752336,0.3867325894580145,0.448724993382252,0.488229221863922,0.3968167976697174,0.04592030263273253
5,0.0,0.8831766346262525,0.0,0.2946333437562523,0.0,0.0,0.6470694424938721,0.7978782450085881,0.057702279836392215,0.17015962035499602,0.0
6,0.49713137116315986,0.8762756842720769,0.4434816223212774,0.6014672134732452,0.1809932912998326,0.08154627795967904,0.3595010795139525,1.0794969287113123,0.2777955227615489,0.21226904475212877,0.058296352876033
7,0.05780194659699493,1.3466775284293089,0.890143764573138,0.12645840165956854,0.27419130904471367,0.06274130176176529,0.0,1.2372443291013226,0.017988481231491504,0.11770443358899879,0.07701318692602596
8,0.022038564277776618,1.527449221357216,0.6561007770010067,0.04107047749133063,0.4565576203539071,0.07420396507746159,0.40415228091207234,1.3170239611127306,0.1519296526207694,0.18578789303911444,0.3008208161925028
9,0.3053717207512363,0.8696297499348806,0.3891206214189379,0.645581583555591,0.0,0.0,0.33972263922580254,0.6794071801798359,0.05535755135121172,0.25784502171441764,0.0
10,0.031894035964034256,0.6485039048831961,0.21249908126318792,0.3911160691446166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.049654387351705714,0.7045446566265233,0.47529585983603023,0.6383631938199172,0.0026359619365199055,0.004186202229862432,0.1339103422305712,0.15276221500847698,0.22331232450732097,0.19271727008022055,0.054663124770785596
12,0.08419123682565939,1.5169536298319704,0.561266233950769,0.6280192476001271,0.0160919756690662,0.03353563926577031,0.00974983760833034,0.29634320905207145,0.027920973887617804,0.3895309641587409,0.054355613694255234
13,0.09951958780578277,0.7929300501858719,0.0187063152177121,0.0,0.005626027238343628,0.0,0.0,0.0,0.1269627919588588,0.14526019790082617,0.0
14,0.0,1.0120587121145146,0.0,0.509227831702815,0.0,0.0,0.16021062546858184,0.02599219540753827,0.1574785050109598,0.32625281399699774,0.0
15,0.20173901488376267,1.5095896649245946,0.20838713827275634,0.6302941226172329,0.10866894371036931,0.1130634122221331,0.0614981101121283,0.5415604367892182,0.4522456566660122,0.3451673074914996,0.08153637104076238
16,0.06314904477083809,1.1910166528444235,0.2111391402670866,0.5278535141883153,0.3049667493055206,0.15277003922176424,0.2705039989061152,0.5375753434204944,0.35269940109560177,0.23149805945936813,0.21773921541498847
17,0.3104600878991726,1.0274241078576833,0.1096730626351486,0.3632770896020456,0.3464298141596764,0.07657796016348184,0.16697332446625243,0.5507044457008011,0.2930663306539711,0.14429677355466983,0.3246060632648683
18,0.0036612506120595415,1.295064760502178,0.5374874759053859,0.8286672530052355,0.2720638560347784,0.10784988419150515,0.04584038598749937,0.5151797970831948,0.6281649812645782,0.7013918184964955,0.4245926813105496
19,0.0,0.705631199044782,0.0,0.1796820565602757,0.0,0.0,0.02157876426200274,0.0,0.0,0.2953123142704276,0.0
20,0.11491125986552889,1.1090655781216665,0.12242027245089132,0.6851487654102062,0.29940995959742456,0.0,0.2813544311006769,0.3897149529287918,0.3342000508862651,0.5082129611935492,0.0
21,0.2521680271643661,1.607436477563396,0.12427903823859728,0.42086780762630915,0.12755650944882702,0.18361713800087903,0.0648800307855936,0.17595210340902284,0.0,0.28431040426537574,0.11485914607405047
22,0.03907326449534709,1.5692730667347636,0.867806259002951,1.121023754767288,0.028403352655891986,0.08649902761212235,0.10685405414405662,1.0894837316482682,0.04936862895064325,0.6714267424581323,0.1065016973312059
23,0.10406798777018994,1.3732996729544107,0.7945211299037093,0.9865515527009225,0.07023879477832605,0.04999603330888032,0.004356018293770808,0.7234849037728902,0.04176478400473768,0.6055227236267199,0.14600625423022404
24,0.05335038870177179,1.1114677325919526,0.572773406418713,0.9747528363173737,0.4261457218220014,0.0,0.2810571490174717,0.28463213152523426,0.17390846255059583,0.29236898206983414,0.028354436133954677
25,0.3080358342501098,0.7987337538873222,0.19337766536064713,0.34570598000334996,0.1618012908771977,0.013761219350147753,0.19867868690047485,0.6916958704909579,0.06576565126297822,0.03314240204439353,0.01025158639457538
26,0.059840753661805746,0.9421615334780454,0.21303164422605214,0.5250192995538296,0.02311856045058871,0.0367908806712237,0.0798673205440967,0.6043485988130689,0.23587814730993867,0.0792064716101181,0.01282290494934873
27,0.022718030753671865,1.0906353280938976,0.3995820501558793,0.05806034299315277,0.051665011408659735,0.0,0.48147124057865315,0.49467201268255023,0.0,0.0,0.0
28,0.17990574599682785,1.2199938002087127,0.03498878691441758,0.08639043430868638,0.24001870161408,0.09888481388579846,0.4790237487965124,0.4187637841160097,0.24127525211466877,0.03899475718299779,0.10200878703910879
29,0.1156026625205062,1.2299341704040903,0.2258855088526939,0.3666624531074609,0.15534064660482802,0.08433526987515416,0.6315519763117335,0.45650188845377254,0.0993743269927322,0.11044158781143988,0.02040719874762072
30,0.0,0.4799568145502743,0.0,0.0,0.0,0.0,0.048172068087649865,0.0,0.0,0.1225529527341532,0.0
31,0.061523403041279345,0.7303080817767913,0.045273688281906456,0.125330942138766,0.48576324565142825,0.0289704231045611,0.41453210811649416,0.3410974978825432,0.24460903123838384,0.09275501937911508,0.2385679477823207
32,0.05994781712936989,0.8198013911238402,0.058658267694506834,0.16760647441463872,0.49144365775451665,0.015051384265061066,0.152794015895656,0.224240983663114,0.19721912951290957,0.073431314309205,0.21882554176520058
33,0.0,0.7742908970434801,0.0526647151387477,0.0,0.263229878507748,0.0,0.17553914785831887,0.0,0.04898914200100348,0.17798959695270453,0.0
34,0.048380508562737304,0.27243956818198684,0.0024917188968638466,0.14019228564097652,0.14283065726620484,0.0033560337155237848,0.04180653472902244,0.02550412827802375,0.01637684489305404,0.13772448099533816,0.009289278352139684
35,0.13112244776221824,1.4224426210750047,0.027692936597197126,0.659771782215717,0.21892077075429164,0.052059901304825705,0.489533553015864,0.6207733284146909,0.5008351318004346,0.27890727124841797,0.051856412629631504
36,0.03193151449469127,1.1788952640710832,0.07396223019822312,0.28216530744322454,0.08647975438948477,0.10795837067098865,0.3158082383532446,0.6195221469082884,0.004812937216250178,0.5650605067354694,0.09997225290255274
37,0.04735498862167017,0.783005550744232,0.026185842899335374,0.08110363388776938,0.01681750539432267,0.0,0.1672935847569073,0.4224173930481529,0.05225211815030554,0.3418340645677276,0.0038698116983647414
38,0.2231218714674436,0.4728839091187264,0.2133004092919918,0.021974802239969473,0.07535860697144466,0.03510253722010781,0.173286085252564,0.054367908463483876,0.07945018327918216,0.14834686402189523,0.026741293661035438
39,0.1619197776329479,1.0936927214601746,0.1615567245028189,0.20254214041785895,0.15716063212923254,0.20173740372261348,0.4004205007134528,0.6269596940745127,0.07591379636523005,0.12148476969188687,0.054384773502219784
40,0.33970338988067206,0.8719446179731862,0.03393158870752039,0.16666293988654954,0.1411041719451492,0.04835761786558287,0.5604250122739793,0.2921614930816086,0.15200388293384973,0.24619286570491306,0.05514492998748589
41,0.7135705568432236,1.1146104151773994,0.0555536415266079,0.4084272035113439,0.05294068229004138,0.0,1.1139699098628892,0.5360741772150678,0.6421645135637433,0.5026949134107366,0.08045597267705402
42,0.5987952609223499,1.843448368511779,0.010942146584839227,0.0,0.14611932074602282,0.29260061045327385,1.0519791077976683,0.5766560511594164,0.6456499043153008,0.0,0.11202033008200865
43,0.06113243359837286,0.9099949899194243,0.0,0.028503568079368314,0.2406339585208509,0.6768564238257828,0.2267169942453968,0.0,0.37182258300443155,0.36535442791815953,0.0
44,0.3209837222999842,0.6206518002139685,0.0938555176715243,0.2738054587737632,0.11976339666862279,0.24415531868305976,0.4085404253890161,0.03545466665576673,0.40610376271308335,0.5282173002906866,0.008117748531117668
45,0.4786607862681871,0.9731993585753769,0.011582012444019827,0.09867779925859001,0.08897539950148102,0.40028542925715593,0.4420799477116387,0.26565673870654277,0.3489326646532191,0.11884937360935979,0.033824828185978685
46,0.43432853764432927,1.5131958063240767,0.06281794504088287,0.20007535537063584,0.38135355462816883,0.12025600638697792,1.2497863437501604,0.99483790189117,0.2829927484417745,0.11430372364988182,0.0604991927523564
47,0.1882021392683605,1.49138386240893,0.0011816775119970581,0.5119514084548725,0.013350628570161222,0.23528328872144966,1.8305059000067332,1.5922578108731502,0.13108831511627736,0.2832762247927148,0.1277390678150742
48,0.2078835259292183,1.6384058572450744,0.05098112707578932,0.03777839355406961,0.24809725104362737,0.21011214737831294,1.5403174780351252,1.1626860725587498,0.06020047177099198,0.40658986139995695,0.23671054616235052
49,0.2830768013852463,1.646846763286146,0.14307883204063665,0.05101633169488609,0.039191340427286135,0.021866327802709966,1.6304073414602396,1.0571976086565464,0.03984900820009357,0.21630042024859553,0.0030765594309135804
50,0.3635831906242341,1.5019510223218722,0.0196488746740591,0.17782849383390043,0.17201115934106556,0.188741432499291,1.7375941699786115,0.872272532616739,0.3857687627282584,0.029039044460192103,0.11077876737459215
51,0.2643765654108268,1.0124892712234175,0.014515001939534778,0.21715551572140118,0.03738617529233327,0.10180235473558234,0.8534426792618043,0.3454141924384415,0.02226500570711893,0.0,0.0
52,0.2395536217622566,0.8625124179096202,0.17867934294831975,0.33585080422375607,0.12785166146086557,0.024780321777324525,1.2394889686077037,0.6447371622322356,0.05258796998331018,0.2164031027607461,0.03185762277796385
53,0.0,0.3675750576680981,0.0,0.14954347560381068,0.0,0.0,0.6639720353314654,0.0,0.0,0.0,0.0
54,0.06970980569661886,3.430441044838393,3.273555821219921,2.2411923580504487,0.912121340796825,0.003088508786971569,1.6770776459298573,2.836171337389024,0.0,0.3333050049787083,0.0
55,0.023525750735323495,1.6939106093964456,0.0,0.9404496462811341,0.13313369782709797,0.09607944729984516,1.408825077114058,1.3764274378846195,0.4726987850355982,0.589866720397345,0.2919711693111252
56,0.0,1.1073232196564153,0.2866453748738786,0.08117241062413565,0.2799589879759616,0.0,0.8064197516333798,0.8662979118714872,0.0,0.0,0.04983133479460636
57,1.4800211281877105,1.7330837955209586,0.05356575298760042,1.7511393099277968,0.0,0.3655960416368666,2.780686258737884,2.071958368885543,0.12844541767986842,0.02690878561440144,0.17737923589521024
58,0.44223373746507855,1.6483928359360835,0.8398556914037479,1.8941272069203219,0.1493266581846147,0.415537466266035,2.0201273149387435,2.273500289174426,0.45926718878108475,0.5825417851099065,0.12544370047654188
59,0.3523903285495197,2.267427465037752,1.204463994884949,3.075623751924866,0.0,0.07668292538327114,0.978492023221293,1.9009690367207124,1.219704815061656,0.08751039403326288,0.10087916056055525
60,0.6993791906520797,1.9026570435889665,0.35169155343551967,0.11201121676305126,0.046027957688174095,0.7721427668147276,0.8979884472618674,1.6326337930549726,0.4832328438880945,1.9932624526150737,0.45504935646349837
61,0.11373174090356707,0.12247727470408605,0.47993559262909885,0.46600296855823364,0.37382409832860686,0.0,1.0331016703569225,1.7864725028803803,0.02689716821477868,0.8850725952959919,0.0262856892822036
