,ndev,entrophy,nuc,sexp,ld,fix,age,ns,rexp
0,1.6965073975751421,0.2921379713058174,1.0308448128089696,4.181081313037238,0.17101973273780777,0.0,0.7602240743966131,0.0,0.7591122149318595
1,0.28524923004824526,0.26086506464943193,0.44471061298307174,0.44101549191536343,0.18051916314989402,0.20192771548210578,0.06256773820645573,0.060516162947236614,0.1442426053146062
2,1.2254811151895404,2.442420705291392,1.6338905433125697,1.066740970355988,1.479108976072243,0.5682955165800441,0.722152317090447,0.12116830582553922,0.6763785928910643
3,0.4610749050764148,1.110497975658146,1.0181022546520813,0.668787892077316,0.7895725538573521,0.3862054287258991,0.3059790534544822,0.3480578748362064,0.3982039877742952
4,0.4630040359075927,0.4650053268660087,0.2606941415671455,0.16613919823719117,0.349562535911792,0.1728960850105477,0.05001504417950031,0.0,0.02967826865453422
5,0.3941748774128039,0.6901412594157185,0.18855004700873101,0.5335088768215716,0.21812780567669462,0.06598499244488987,0.5559683909600555,0.0026052549184175247,0.2156610484227984
6,0.35889144922261024,1.1616087774686186,0.5304323007222129,0.6100382701331363,0.29452514422583753,0.035253823577735516,0.942070906662052,0.010489435894170786,0.2548552713858784
7,2.190746461301009,8.358982137489095,1.0847505932164552,4.091506163364729,3.9821124763856903,0.24588016472315907,3.9345726621015524,0.023659305026460756,1.0745497858669342
8,0.0561532390238738,1.487075569374733,0.3928834615878673,0.5482467553940641,1.325713336893233,0.30891235485835783,0.3593163500283465,0.0015252570353251177,0.4542765461678347
9,0.20436495305736818,0.5086726600009613,0.4391135785396092,0.28975510143520333,0.7047562930147058,0.32436633218219646,0.26404538819976253,0.037066919292995146,0.36254786117216026
10,0.8503128056443653,0.2893120745196821,0.3685064313049868,0.6989784083148913,0.2505191952066693,0.11185560993104768,0.6427268303445303,0.0,0.45376630124885525
11,0.07656683416792674,0.5765606275885473,0.5547688598978778,0.9143933624659062,0.5026547768240134,0.061849241531548214,0.5157140413702478,0.0,0.3779908833062387
12,0.010289370589039414,0.720104502982412,1.7941203061523765,1.0300755326824895,1.9280014319952092,0.006631281863964012,1.244562677965705,0.0,0.5823390130248451
13,0.0,1.1125407520661719,2.7434135280459757,1.3542168721434253,1.0905642321454112,0.2856624794027112,2.4390025144526843,0.0,0.2478253923839792
14,0.10550355374372486,1.2664489649954214,2.4507630543150953,3.88886949512115,0.8391101056807999,0.24132343429361675,1.8544692793598088,5.202977300550292e-09,0.2959178153420545
15,0.19314248568156694,3.748973578419298,1.5538696341249734,1.7735528637274476,1.8470540467171328,0.1835357436050999,6.023295167750519,0.0,2.321974259031441
16,0.5011295607167116,3.82627912287033,0.5659010774108082,7.544069646274966,2.0266326992062575,0.6260226464423453,6.197997539321266,0.0,5.478142625595489
17,0.0,2.5470290313540245,1.9708430759272564,3.7481078138666843,2.876240107763424,2.2311081528948806,0.765870611828649,0.0,1.5526276898147393
18,0.0,4.174084788163091,1.3511656757109556,1.6795780265418678,13.054601490686421,0.00976622960266984,2.3508733821733268,0.0,8.042680940761311
19,0.0,2.0685477304113356,0.2136591143974573,0.7645963343425269,1.7198320469607684,0.03480723732755289,0.18241690140654063,0.0,0.6731165504954777
