,nuc,ns,ndev,exp,rexp,la,lt,fix,ld,sexp,age
0,0.022563388991960424,0.00244743351886209,0.0,0.08228509585652444,0.0784848484848485,0.1800541125541126,0.17640383426097703,0.0,0.022204700061842917,0.14120748299319727,0.09226499690785403
1,0.0030507246376811573,0.008584886128364385,0.0,0.13086956521739132,0.016020703933747417,0.29973706004140793,0.039763975155279484,0.0,0.05311697722567283,0.015054865424430621,0.018138716356107656
2,0.015376700680272094,0.0007661564625850329,0.0009787414965986376,0.012294217687074834,0.06979846938775514,0.29718707482993184,0.04633673469387754,0.002926870748299319,0.012734693877551015,0.0848767006802722,0.014948129251700684
3,0.02919836573682726,0.0019075795998872915,0.025340941110171874,0.09117779656241196,0.0550831220061989,0.18023386869540717,0.05457311918850378,0.011673710904480132,0.03329670329670329,0.1328937728937729,0.03411101718794026
4,0.07764939309056956,0.021055088702147524,0.03465686274509802,0.07454014939309056,0.041666666666666664,0.14386321195144725,0.04395541549953317,0.004717553688141923,0.09034197012138186,0.10048786181139124,0.16155462184873953
5,0.056125970211873315,0.00640654499685336,0.054250052443885075,0.040154709460876875,0.03721313194881479,0.11147419760855885,0.05300870568491714,0.0017647367316970862,0.03853576672959933,0.05321953010279002,0.037812041116005855
6,0.06776705276705278,0.0332985842985843,0.004106392106392098,0.027197340197340207,0.025465465465465482,0.06354654654654658,0.12078721578721571,0.0012106392106392113,0.10773444873444864,0.12823380523380526,0.15219433719433723
7,0.04375650665124348,0.025461731251204933,0.006498457682668197,0.11593502988239832,0.017528436475804893,0.27108395989974915,0.045307499518025894,0.011994409099672258,0.14404472720262193,0.05958020050125315,0.046946693657220005
8,0.07044417077175699,0.0475049261083744,0.03473316912972086,0.08313628899835795,0.06383415435139576,0.1394605911330048,0.05898604269293927,0.009669129720853861,0.07351806239737271,0.14980623973727422,0.046816912972085414
9,0.04359897143370462,0.01929684692777579,0.03025343604024433,0.0581459980237154,0.008272884477182892,0.29986469187926706,0.08725689453826806,0.0,0.05312387711103128,0.021214179841897232,0.04856775512037368
10,0.04212136243386245,0.006691835684891241,0.08769198265726046,0.06575176366843034,0.02349261463844797,0.25665968547913,0.05973048941798943,0.020599096119929453,0.06132422104644326,0.006544863315696649,0.1502930261610817
11,0.036095596133190126,0.02562298603651988,0.13699785177228782,0.08910311493018262,0.048841747225205887,0.04530791263873968,0.08463480128893658,0.0038381668456856422,0.05060329394915861,0.053938417472252066,0.15889724310776945
12,0.04726673335472383,0.009474737179850147,0.0038911852229331426,0.06624137301901867,0.019720161812908543,0.3749944950896199,0.03518109582318857,4.089361996615267e-05,0.03842427445281189,0.054001597996841746,0.02375290187418606
13,0.05651672433679354,0.09556763882023399,0.01754819574888779,0.04893722194760257,0.004695996045477014,0.14302191464821215,0.08238589553468445,0.0,0.15167243367935407,0.0874938210578349,0.024798154555940023
14,0.043153638814016175,0.01187106918238993,0.04982030548068286,0.15061096136567836,0.005709793351302783,0.3121743036837376,0.02045822102425876,0.007946990116801438,0.04614106019766397,0.21494609164420492,0.12714061096136564
15,0.015811688311688294,0.0010533910533910512,0.006309523809523809,0.025020743145743148,0.034110750360750376,0.2495229076479078,0.058759920634920616,0.0011291486291486286,0.02205086580086579,0.18109217171717176,0.02771103896103895
16,0.09247826086956519,0.01893995859213251,0.0030703933747412006,0.015902691511387162,0.015401656314699787,0.05841718426501039,0.38351138716356087,0.0,0.006788819875776396,0.000654244306418219,0.018075569358178042
17,0.03821526298113184,0.00956069790617137,0.013486282476917228,0.05159968947690071,0.062374400563786576,0.16678779269830252,0.15410809947750628,0.0034273161224253833,0.06684780514124943,0.11271878389464232,0.1031553331241156
18,0.05238030853228257,0.017709057663086863,0.059845733858713834,0.09733060341497334,0.027167194622575924,0.1931063122923589,0.0561854541708517,0.001323109016456772,0.101695897396276,0.09236009168405061,0.046679028561127
19,0.03557962529274005,0.0006030444964871195,0.0016920374707259948,0.05644223263075725,0.0014402810304449645,0.17811670569867288,0.01745511319281811,0.00014051522248243562,0.10164910226385636,0.15012099921935992,0.0024746291959406703
20,0.055140786749482404,0.006509316770186337,0.008397515527950313,0.025354037267080746,0.02061283643892339,0.08091511387163558,0.022513457556935804,0.002351966873706002,0.07612008281573496,0.09897515527950307,0.035527950310559005
21,0.030635848203415778,0.002300080002782704,0.02017026679188841,0.04392326689623986,0.013339594420675501,0.06958068106716754,0.02535305575846117,0.0008478555775853073,0.026748756478486204,0.05174527809662945,0.03334029009704686
22,0.1016750841750842,0.007584175084175079,0.04759259259259257,0.1248160173160173,0.024351851851851847,0.1333706108706109,0.06284151034151034,0.0001491101491101492,0.08557359307359307,0.05862794612794611,0.13883597883597887
23,0.06194205393000574,0.006916236374067696,0.10292120864410026,0.06057754828839167,0.04331325301204824,0.3073646968827691,0.13119334480780248,0.06423790399694014,0.007005163511187611,0.0495534519028495,0.04225186460126217
24,0.09959956709956712,0.010300078709169621,0.11242817788272336,0.07351436442345538,0.021118654073199527,0.2706936245572611,0.09122294372294372,0.013091302636757176,0.044566115702479384,0.10661255411255406,0.023916765053128692
25,0.00666443452380952,0.004549107142857141,0.0051517857142857094,0.14383035714285713,0.004546874999999996,0.3240357142857144,0.0858459821428572,7.440476190476197e-07,0.03509598214285716,0.11544494047619044,0.051667410714285746
26,0.09293922811059917,0.017166858678955458,0.04040706605222735,0.07226526497695861,0.06776401689708145,0.22625144009216575,0.059668778801843306,0.027748175883256527,0.07717549923195091,0.07738431259600619,0.07971534178187407
27,0.04173434442270064,0.00500366927592954,0.031177429876060005,0.04651214938030009,0.04980185909980429,0.3675403620352255,0.056735159817351624,0.003629729288975861,0.046369455316373195,0.03880707762557083,0.0257334474885845
28,0.13916603899907942,0.019094903339191584,0.00964641392585153,0.07110678717884346,0.10235877479286976,0.2339049292827852,0.029078583981923162,0.0017867603983596973,0.016021005941919835,0.12037241610176584,0.05613356766256592
29,0.02964823782620394,0.006835821899381224,0.01896589991928976,0.06801990852838312,0.07142218186709708,0.32365213882163013,0.03014527845036321,0.0034533898305084687,0.03508508205542107,0.0693126177024482,0.03824959644874896
30,0.07006936465381515,0.00414677220307248,0.046363887825013855,0.030528533129069318,0.037003276735180265,0.36936784544023105,0.007947146687093079,0.02986680284267414,0.02174709562109027,0.04292352866079411,0.05019745521086002
31,0.10352537168713637,0.028399590605472962,0.028724682180564533,0.018926416720534384,0.02531539538892485,0.3623890325360917,0.013037599655246737,0.03289269553975432,0.043662464985994374,0.02630198233139411,0.042215847877612636
32,0.14484644582470657,0.07831349206349207,0.023404071773636993,0.028550724637681168,0.023314354727398207,0.3409359903381644,0.019451345755693586,0.03722567287784682,0.03717391304347829,0.04089113181504485,0.04451432022084195
