,fix,lt,ld,rexp,age,entrophy
0,0.00612795126304055,0.11471972294823854,0.09430823940741094,0.006697622247562641,0.026882799327905122,0.07255187763845805
1,0.002100402993651714,0.10215902633372025,0.10553347254961809,0.014173087878398353,0.03349892854520395,0.07721884646229339
2,0.01237881451296559,0.033022327475744934,0.1005922917579997,0.04467921629699438,0.04985442644716152,0.1123297314729784
3,0.0079000794052142,0.05513448269138465,0.0717851473589131,0.025854375158521167,0.04899024182262955,0.062184473485828236
4,0.001039481953788499,0.05892224999689148,0.08656368572616747,0.014997590517596927,0.022055658652312366,0.04483513794154578
5,0.006992534414134248,0.056868008470463256,0.10408290606224106,0.011787987762407108,0.04226143029367654,0.0721451252746488
6,0.0042482335335997864,0.0714474093676682,0.07430251120567001,0.016227856563009794,0.028232388461754267,0.1406401523436599
7,0.0017393678500907033,0.06294462417597914,0.07346204008978371,0.0145544805110006,0.04025109158196769,0.13937812939882627
8,0.005587886857353303,0.0763154034811996,0.08092672735552339,0.01619625020559614,0.0415290635449349,0.13594901795016567
9,0.006344030040663089,0.08384561685992312,0.06734594902108171,0.03547446930715258,0.06192887573114828,0.10554679109416168
10,0.0008602562971089072,0.07247251866117904,0.053247292441471236,0.02396422258952654,0.04059735478105832,0.10583213637567113
11,0.004292878720129518,0.1645220734369059,0.07287415351919738,0.06627435137040832,0.015921644680649074,0.08363927965952025
12,0.019611396670609935,0.13546741129680243,0.04902561242271274,0.06695589262593599,0.02526930001933331,0.15860735804959963
13,0.020899452808693864,0.15028914429067258,0.03497378791708084,0.08362460873815197,0.029623212484566442,0.12701511355669823
14,0.014261206935606742,0.15959320858447826,0.04845751792538937,0.08239916151491948,0.022325355052920486,0.08963340588582867
15,0.006459388636013081,0.1319685277134608,0.03769846882147983,0.06542088091797353,0.01783835999710569,0.1487093782237837
16,0.014547971923859003,0.14113572592299953,0.05897987842817518,0.06759487589017213,0.01989561277134347,0.15869827856776847
17,0.009377976435508074,0.15812778163155905,0.04614381941590791,0.06068172550372966,0.013273355842406279,0.14257703842217265
18,0.016872103403365372,0.1486121395795239,0.05043832627746468,0.0777043585066434,0.014414896212649547,0.13691347201900436
19,0.025021140141992682,0.18334659804253772,0.03843609497118852,0.06272074978543138,0.01785428901511017,0.11652283547105938
20,0.015319501791660544,0.13575929188973787,0.07109871116408013,0.07374782626155321,0.02108167328501841,0.11584528598576137
21,0.008593856683692001,0.12649904170918813,0.050367004745779605,0.05268783299506051,0.020435806366084,0.18682208700969266
22,0.011511594247797158,0.1351124268937697,0.027443293717458326,0.05647578029471364,0.024723099293212786,0.19174191462167686
23,0.00452494678699491,0.10050064929915083,0.03939416763603991,0.06820854898966543,0.02195344551972262,0.21039895737505238
24,0.0016463806509798402,0.07774671835995602,0.04130959684055355,0.06944920840988647,0.014986566181063322,0.2015337395479161
25,0.006549760703335032,0.08626887349286705,0.04194707225501653,0.06915339502108178,0.02644028724343287,0.18311453253551
26,0.014446170148288015,0.12390505693459257,0.03493609392092336,0.06748798623075997,0.02460101125540709,0.1443265316846523
27,0.00642884236628903,0.13757109081413085,0.0374562299284819,0.0785236766056265,0.017782472151699546,0.11721441642536347
28,0.011447139206534888,0.08061223296924329,0.04768196185064437,0.05607804355457576,0.01824980055330396,0.1886753556237782
