,la,nuc,exp,rexp,fix,entrophy,ns,lt,ndev,ld
0,0.17078544265826318,0.023445672855368468,0.12833310752076846,0.0,0.0,0.033203944201682684,0.0,0.019056640521003882,0.0,0.0
1,0.12515946570998948,0.05023886399479921,0.12042732601872339,0.07633734536065735,0.0,0.11770072914553732,0.0,0.006791056428366573,0.0,0.0
2,0.28828831857343357,0.0,0.0,0.17162145934938516,0.0,0.08061386163195469,0.0,0.09119966723767887,0.0,0.0
3,0.27845813319235174,0.0,0.03918439612759483,0.08703117979443946,0.0,0.04318635082461695,0.0,0.0,0.0,0.058570283633240676
4,0.2753228780835557,0.07708401405092846,0.044856442234585875,0.0,0.01977990696320282,0.01329647890410429,0.0,0.0649059546011322,0.11057414164841489,0.05427111031547117
5,0.18812675044484714,0.0546353439743507,0.0,0.0,0.0,0.0,0.04004587399693248,0.0935705780221609,0.0,0.0
6,0.10826543701247392,0.027398792261816088,0.13671562710508542,0.07862814426253148,0.0,0.04052791939293543,0.0,0.16938493699976845,0.0,0.01323597059989741
7,0.14103640223006825,0.0,0.0,0.0,0.0,0.0,0.0,0.19141619237738772,0.0,0.0
8,0.17716906214137268,0.0,0.048127288481426514,0.0,0.0,0.0,0.0,0.12682364550458075,0.0,0.0
9,0.20503574470589953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.18870831598725657,0.03550015700033152,0.031980054646330115,0.13109053703503673,0.0,0.0,0.0,0.008742481806903709,0.10038219838038427,0.08179394111383151
11,0.19449932496956784,0.05595865016652674,0.025065513171970095,0.0,0.0,0.014507415680064872,0.0,0.11090889527619455,0.025513161463048595,0.07241904907346554
12,0.20514373238962744,0.0645345656228286,0.06297480297280279,0.004736132436345017,0.0,0.0658901453059754,0.0,0.17401712844705136,0.0,0.011308301569764525
13,0.05496228405595423,0.12183949455004361,0.05337705399353868,0.0,0.013741589545585704,0.023439008964437996,0.0,0.2012751070699754,0.0,0.0391760792520623
14,0.17085161710580987,0.0,0.13206193842576222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.1197996623916258,0.0,0.04204166666666665,0.0,0.0,0.0,0.0,0.0901568680330816
16,0.13900286189329306,0.0,0.006980860513031065,0.0,0.0,0.0,0.0,0.16323111211297525,0.0,0.03385709272829893
17,0.23793625356125334,0.0,0.0,0.0,0.0,0.0,0.0,0.15542876264859015,0.0,0.0
18,0.15909376834424274,0.0,0.0,0.0,0.0,0.0,0.0,0.31804190433222657,0.0,0.0
19,0.12690558685784378,0.052043968762718745,0.1540105774176954,0.0,0.0,0.0,0.0,0.1457006996026093,0.0,0.011501253858024675
20,0.15162249362973118,0.0,0.1534039440554746,0.05325575426080223,0.0,0.0,0.0,0.18209061514348185,0.0,0.029908246566695985
21,0.16758020853429026,0.08685149825867411,0.02913654046261095,0.04689090652842672,0.01273693568405745,0.07789850880908905,0.011165037598521374,0.11221601769709888,0.0,0.035391160568994245
22,0.17189819512149201,0.0,0.2502385936387431,0.08096771847122279,0.0,0.0,0.0,0.0,0.0,0.06426247676247673
