,fix,nuc,rexp,la,ns,ld,ndev,lt,exp,sexp,age
0,0.010254884473095211,0.06840541015313842,0.013911065895776946,0.14650889202643824,0.002234913832977534,0.054744367093850596,0.019163957594686806,0.014874943231801385,0.03642423394472519,0.015832257654059354,0.03598349364511445
1,0.00426220414814418,0.03138302586837702,0.017604011283180412,0.131058783043885,0.007891788729923412,0.011439830278437316,0.03709335074669518,0.028370452548179218,0.07429502735296205,0.07666103908112226,0.036041803475574265
2,0.00027403333359855104,0.030222449334778974,0.015884658502152108,0.16159866513845733,0.003944183300226772,0.02103031253279672,0.03027495640490221,0.03648535470690982,0.05437409397012397,0.029238138124983874,0.04922427261823832
3,0.0001101572646055465,0.017409767536588107,0.0024561443028240223,0.12934613713720042,0.008201204640078414,0.03245733702589521,0.006479856743952477,0.019430686466766357,0.03127148715083133,0.024429358040961312,0.015569682016668565
4,0.002842638801513776,0.02918752597744033,0.015390021417871077,0.13429312139575716,0.011311751037108927,0.021746997893719363,0.03834753730124254,0.023450164986195857,0.07333219140271786,0.09491979877810837,0.016956913059974533
5,0.0018351300142831271,0.025058541307629367,0.013277467769322277,0.0881886352982288,0.0027931025582739674,0.03340471594825576,0.02268580395242017,0.08611677241031802,0.010738754626320587,0.08060315135941218,0.022262243469962736
6,0.0016535015136537633,0.03701195762975617,0.007279841354600917,0.09089810620791014,0.004705509704829948,0.031006814900651512,0.006121144414548553,0.07603174274413851,0.017410445519479352,0.07699376155870748,0.007617542008684246
7,0.0,0.037924912920375316,0.0007213081221060333,0.07112573954094284,0.005417629775945017,0.01549296483415744,0.004521753358822313,0.006702222305719781,0.0064503856609337135,0.022867372347790606,0.01495431461206612
8,0.0,0.03435106989693985,0.004750263514276071,0.0729284226363267,0.006904263010978273,0.0027809508978380794,0.0029634053450959775,0.0017187749683282804,0.004453736144897953,0.010913860233818488,0.027228698535997468
9,0.009053150384301295,0.03217647331702206,0.017808399381097274,0.1410092812146291,0.008234372777567,0.015588684425915633,0.04954784816592431,0.057162287119099875,0.029920995572243862,0.04235678352912863,0.05870176749767839
10,0.013954730342749277,0.01867929073122307,0.015262519596411955,0.1330470492301919,0.004271866864798412,0.03708470071590389,0.052254515177146035,0.06062184982083781,0.05101734694280911,0.061384756995890494,0.02805618947533839
11,0.006520698184127123,0.02487417951588772,0.012976493949508922,0.13281646434348784,0.003905820482484466,0.020472878248762552,0.03142517191034947,0.05353187094892208,0.054679619137286486,0.06051022309386218,0.029175448254124364
12,0.003775217726219596,0.025199114220630914,0.016498184497145695,0.1710718703714144,0.00364396318054089,0.037492122115634706,0.029099075012499653,0.03132204470077379,0.10653649928251187,0.060379326355891993,0.02183894054305854
13,4.1655918477897525e-06,0.014646091203282217,0.0032338850207447897,0.1314932950305335,0.0009679794706075112,0.05377693988879416,0.004190332065798211,0.023245562458745265,0.014495811700580619,0.033318357844156515,0.013613557131708604
14,0.0005215433305238089,0.0601681446801855,0.011371722154474727,0.12996430527862923,0.0023931994864605,0.020634478516453184,0.07026574985798179,0.029202544082395265,0.028020005160826415,0.028762046656162513,0.03812370873837579
15,0.005502814448637561,0.030966020790812343,0.02116530087385339,0.17543716445393528,0.0024639834511457747,0.039707250380805775,0.00896871510617105,0.04825846136462593,0.033218239446805076,0.0519183184002158,0.0480506431462461
16,0.007549247646637411,0.013344011983671064,0.014793142448427676,0.1704799316011649,0.0017937269422217137,0.06629282356841748,0.01503564467371813,0.052261946272338176,0.02468037482627082,0.06189606707509945,0.06249263177039667
17,0.0013725991261357114,0.027576864622169097,0.011715112639342508,0.1513697931801095,0.0012751554076010242,0.08947322818631394,0.044377649093892316,0.025720409172553423,0.08137236080584064,0.04856929872756472,0.027806952262401485
18,0.0130457135511819,0.03275648504163401,0.012721417571507332,0.13750068363050819,0.0038406877168078203,0.055311942141239155,0.040873185860292295,0.032723329428038433,0.06483007687867212,0.05163537307156419,0.02730213475053644
19,0.0040023886156762625,0.051707935459246436,0.01666009820906218,0.11467486925612413,0.004951529072973644,0.031734905612105846,0.03658586499068628,0.03694858425559515,0.12239467818043327,0.03640064814307862,0.048284349864964896
20,0.0,0.01996325896681631,0.0009316216983350927,0.06730077120669102,0.0,0.026435231041668256,0.000560334447731206,0.007964101293394407,0.018676531452638444,0.014882959394004226,0.009574524154575178
21,0.007694531233762826,0.05449669506777338,0.029628361121157392,0.1569573895463757,0.009174098208412996,0.0318348252514203,0.0030953744315734603,0.030149509217918594,0.032109510079059884,0.04234484090302757,0.028394384761469705
22,0.002063485957741036,0.05088144501909337,0.0057282955802437805,0.1272158424476254,0.0013266378930752467,0.010856037301763646,0.04865254526169475,0.03743172429625353,0.03985450464242794,0.06339743439212943,0.01126027332757398
23,0.003340271457741602,0.045372476422921054,0.01214583568551227,0.13765606536425234,0.004572953964173387,0.027579986622661715,0.04984953410040449,0.03296387930545206,0.03569616212424821,0.07601321517514605,0.013422448276830312
24,0.0007867251913963461,0.03575239936862062,0.005640868853177036,0.10267713110422257,0.002898571005100531,0.05808198908549468,0.004011764566802383,0.03355965572940906,0.04079651642758831,0.07162871440915093,0.004790558305523131
25,0.004604115523939685,0.06659137490581911,0.012889833588395629,0.11023840504388183,0.017665469364124345,0.051613009700290736,0.09415670503117665,0.05125624706287224,0.04979151160109887,0.03933922739681602,0.03732171265049967
26,0.0015411452944252373,0.05734428951246924,0.014920948303777304,0.13492388422512666,0.0015915835985470278,0.055690886858797736,0.03217830439844049,0.05388383224751415,0.04351106338438451,0.04297610253397301,0.019491845184713627
27,0.0007179887329262699,0.01309215826089692,0.007899981165951085,0.12451244201349611,0.004374925113943223,0.02068046109924619,0.10617735720572781,0.038173936457866944,0.056407577119321546,0.021433319532539005,0.007543531396166464
28,0.00427999404104299,0.02286324437504472,0.02278113740453024,0.13645534092088005,0.0024338112715318206,0.056864869742892704,0.019248015277393893,0.03669718695383895,0.07636358881876615,0.026408757461576216,0.027813294173762215
29,0.0030521985622630897,0.022651368399842112,0.015913532365150425,0.13222265976265482,0.0028996998943891174,0.04799234601725457,0.028373268556654313,0.04371671958497382,0.08450874121377815,0.032846320997573925,0.019778441654321452
30,0.0027892306057827948,0.0446421701816363,0.011391803835478213,0.11077852905657949,0.004203006445285847,0.047931858507497885,0.04063163695293754,0.07258732877911989,0.08835997593417715,0.02245992073072117,0.02990293809915112
31,0.006468381477787443,0.03296475002092786,0.01586917619141065,0.09385297688114233,0.007259323028345674,0.08702448429061413,0.05219929335057693,0.06114097036597417,0.03300363063231705,0.01163885357134197,0.0162744931185915
32,0.006608834474724896,0.031633287016505175,0.02375409207981642,0.13060768318299393,0.01653997175846761,0.06919659138410009,0.044820282915349854,0.036767018659865855,0.07130563451969647,0.022640400201588917,0.013680088281492461
33,0.002529547634505283,0.010047043295313291,0.0007198451577459259,0.0953529402062466,0.001556942669477493,0.06361238043664552,0.03212829412351894,0.015394902917940724,0.0354131057020837,0.003155136261286939,0.0007789376971910817
34,0.011153436021923728,0.026024491840073466,0.014473287668561286,0.11118534233892483,0.0049056751636928015,0.04500421544649197,0.13567314831907665,0.037567862964124295,0.04287923978434698,0.03817899184560127,0.01592903915123206
35,0.0020112457387481742,0.021828748584522183,0.013972773012356296,0.1443542765249333,0.0022307009959499037,0.05494033297594558,0.016658774868138115,0.06825506951159302,0.02294091038764117,0.036270894556295924,0.023341177193791033
36,0.0024861066164558188,0.023898472795473042,0.014698984448649638,0.1322337515231037,0.005098831920783854,0.03577576476156463,0.06934543918928253,0.05836984786053856,0.03838665357215379,0.03354002141638913,0.020758594718801548
37,0.002361418976512005,0.0396181885827643,0.01921440825161345,0.08778452962055318,0.010972506993754984,0.02375077560801471,0.04409448498865342,0.07011119824484031,0.03134660416664036,0.028111146670488484,0.024620803760236676
38,0.00313464050308968,0.05272544378660643,0.024971757188627305,0.07780956444196893,0.016693152304498186,0.029086208773569083,0.07182921651791747,0.06463228505809182,0.04771093865995678,0.019298176618574945,0.028604261155148566
39,0.0,0.02477018204980324,0.001514310818982074,0.05861210241610473,0.018370178315968436,0.033914485313475025,0.002428765942169225,0.010912986919285536,0.0011232648422301776,0.0005846458558712706,0.008722411910343895
40,0.0034928337803434473,0.020085713913251903,0.014102759006233511,0.12527175988287426,0.035417455715517694,0.05428522244015942,0.02662037141782027,0.03481290251870941,0.011244882080220614,0.023275698146727405,0.010775990442614665
41,0.0,0.02866117025618454,0.03994354381392678,0.10041036387915568,0.015011796261671942,0.024472114691344683,0.11286077850665024,0.02617652894388405,0.01904183884509455,0.0022190416062626878,0.022709491312728147
42,0.0051378863699112634,0.03755073817542689,0.029590749262393377,0.1510926012356696,0.016587965896834995,0.023087552682456138,0.014457693499354439,0.006851164904008936,0.022747016099456147,0.009022900312981202,0.015288715725778172
