,nd,fix,age,exp,ns,sexp,ld,nuc,lt,ndev,la,entrophy
0,0.40929326464346194,0.01163823787751891,0.4896708420973639,0.03264793079881411,0.12168162720850882,0.07345991919239035,0.004118336131378643,0.21252511244696817,0.15687755957019675,0.004494584109279437,0.13961057680832709,0.5340590395979393
1,0.27409630972216187,0.15549656283343155,0.3790658142068966,0.048738068659167286,0.16320273821743153,0.13202962533451684,0.0,0.3045569684308065,0.021349873741013225,0.04278695521540627,0.17724759705093976,0.38530601353863736
2,0.17680490137756721,0.1958962422126879,0.41492879152595347,0.12876783063972375,0.20332108582992983,0.23026798284612865,0.017754958943243495,0.4384408882039454,0.03889987874956699,0.037204465391586505,0.15505810048048313,0.2645457762757583
3,0.21297407211089628,0.17161693152430574,0.39838895202254104,0.11162576691272053,0.19812190617449724,0.20412650051109382,0.013632209111191448,0.4133783623017647,0.007898884981170187,0.14016694931830556,0.194269495406122,0.2689134445111755
4,0.259488780835065,0.025647267807048464,0.2604198375867567,0.008084900839938635,0.14782715508770886,0.10842140493289684,0.0,0.3809396290116295,0.09370971463164725,0.0,0.10969535137388352,0.24882357048336984
5,0.3490612995697654,0.3029458885574708,0.13257682063270038,0.056703018220752605,0.2857944838184656,0.02530430452750774,0.07937850618379193,0.5439381913547562,0.3187710624414756,0.012470263798510918,0.3019994929946716,0.18206789382558855
6,0.269651864914923,0.2451719017693751,0.037241657165093416,0.481767603951024,0.07649243768140504,0.20992960009086795,0.06219903071596841,0.2616944476282002,0.0028203057665651078,0.19016766193290874,0.16412747577865563,0.09415969901632928
7,0.3904846361959681,0.060577120568686006,0.2377851170961532,0.24718211811593016,0.009992371778135223,0.0475462226666977,0.11321976556742978,0.226875295171349,0.10236344367980968,0.15086780362852675,0.03658433547932117,0.23972526357469096
8,0.19067705928648293,0.12947422122778654,0.1325150697560101,0.2085848067839165,0.037605105515478014,0.07362634952042522,0.05963221905442882,0.37388539882400623,0.15868769510549635,0.3760391075774669,0.026100559908796218,0.1022651758656816
9,0.0666162848096119,0.0719325420575455,0.01698674753028503,0.22585937046737375,0.004391873259038984,0.08444952300591836,0.0020603734468056497,0.40102259165079773,0.135048816080532,0.10975515553170392,0.00046866025510792293,0.0026591730262062203
10,0.12530859060550928,0.0,0.09403545905511056,0.22564620407907857,0.0,0.0,0.0,0.2736216021773339,0.22959651164728684,0.0637565490086258,0.0,0.0
11,0.1815538640791368,0.0024656556299075673,0.40408509681508176,0.29464909782583426,0.07444719979083515,0.016113215660887588,0.029705655655018866,0.32535435733860163,0.2256998246912881,0.017107511981006834,0.3787091039454724,0.26414204488407916
12,0.25599475238964353,0.20501553382819046,0.48632929955482934,0.402482423918904,0.04787665871912796,0.027240069247961334,0.09045021875141769,0.27576483916356387,0.10096753341155922,0.0433770580138453,0.30956418824562837,0.35642340667607525
