,ndev,rexp,age,lt,fix,sexp,ns,la,nuc,entrophy,ld
0,0.00018750000000000017,0.04590277777777777,0.013796626984126986,0.05920138888888885,0.00013690476190476189,0.0229781746031746,0.003722222222222223,0.19772619047619047,0.06489583333333335,0.019422619047619043,0.1505079365079365
1,0.0016947565543071162,0.010343766720171213,0.1049317817014446,0.04649411449973246,0.0004052969502407706,0.03156902086677369,0.0024384697699304436,0.18299224184055649,0.03586677367576245,0.016769662921348308,0.1053223649010166
2,0.00012536075036075037,0.01202561327561327,0.03338113275613275,0.04300685425685425,0.0020707070707070693,0.050089285714285725,0.0012996031746031747,0.22986381673881676,0.018233225108225098,0.007491883116883118,0.18923250360750354
3,0.00023878737541528224,0.02069836655592469,0.10039382613510522,0.040184800664451854,0.00874307862679956,0.026807862679955694,0.00346345514950166,0.17302948504983384,0.07097522148394242,0.007610049833887041,0.1991119878183831
4,0.0026488095238095194,0.028068910256410253,0.04276442307692309,0.05001030219780223,0.0010119047619047614,0.06059981684981685,0.0019402472527472543,0.18005494505494493,0.05718177655677655,0.004911858974358974,0.1751705586080587
5,0.007567460317460316,0.01348412698412698,0.07224470899470906,0.046287037037037036,0.0,0.07960978835978841,0.0014735449735449727,0.24143650793650803,0.03941931216931221,0.009019841269841273,0.1291455026455027
6,0.007974521584334662,0.01051568758344458,0.020652536715620822,0.08905763239875379,0.007482754784156643,0.06901702269692934,0.0009045393858477966,0.20958333333333318,0.04135068980863378,0.0068035157988428985,0.16145416110369373
7,0.002550264550264548,0.03552275132275131,0.09263650793650792,0.07939735449735445,0.001485714285714285,0.042255555555555595,0.0031851851851851833,0.16207142857142864,0.13959206349206343,0.014892592592592575,0.07840952380952383
8,0.0022401277584204395,0.02545731707317073,0.028928571428571442,0.07515824622531941,0.0014997096399535414,0.036718931475029026,0.0013138792102206731,0.18083478513356563,0.07675813008130078,0.004885307781649248,0.19104529616724733
9,0.0028877187022252416,0.022592152199762176,0.05266547760602459,0.08056593624370083,0.003184983862748427,0.09422597814393294,0.0008988732234867787,0.15752222410962,0.06886642885453825,0.011784440292169185,0.10627229488703924
10,0.007969576719576722,0.024932208994709004,0.04541335978835978,0.05647982804232801,0.015426587301587299,0.056378968253968216,0.0008349867724867718,0.0675611772486773,0.03914351851851852,0.008579695767195762,0.12299768518518511
11,0.0028977702191987876,0.012466458805744521,0.1671456916099773,0.021893424036281202,0.004701436130007556,0.05815098261526837,0.0005574452003023425,0.1502711640211642,0.02541477702191986,0.002845804988662129,0.20728410808767964
12,0.004192546583850925,0.019207603990212697,0.08435723696593268,0.04883022774327122,0.0062172971955580525,0.06542019574628266,0.0008879164313946929,0.2256084133258046,0.09384387351778672,0.008669301712779971,0.0671612083568605
13,0.011328828828828828,0.012899774774774775,0.07720479407979412,0.058634974259974236,0.0010521235521235518,0.06516972329472326,0.0004247104247104239,0.24852557915057893,0.05986325611325618,0.009697554697554686,0.09826978764478755
14,0.003942431802628266,0.01958133007614541,0.04223728094111941,0.027088909968207755,0.0010196254233911138,0.04427386799726258,0.0004882966466557521,0.26402089451389055,0.02853313928809655,0.00952491402236718,0.15854968510962691
15,0.009823288690476188,0.0354487537202381,0.0487076822916667,0.0859747023809524,0.0036179315476190426,0.05068545386904764,0.002319103422619044,0.15083798363095244,0.0846856398809524,0.02021949404761904,0.11656203497023813
