,rexp,nuc,ld,entrophy,fix,exp,lt,ns,la,ndev
0,0.03720773949132051,0.021294452642688037,0.013893610756277545,0.08613199380232792,0.041457428031891466,0.09408065619597773,0.014826643671052105,0.0016894116156023768,0.14361529630868308,0.040287301097807315
1,0.010163735932252027,0.026306951004639808,0.027289737117186342,0.08292072720307539,0.005359244565976114,0.01583991336861995,0.003988017855697243,0.00019288265047332984,0.1333105021450774,0.01501390216136351
2,0.07845717219397248,0.02782876197916796,0.02379380078903579,0.07729561743628728,0.02456893305425756,0.05690572519749671,0.02431898537542238,0.00026623252246559133,0.1512017506394988,0.004874641280694627
3,0.04001907128798853,0.019016541084297265,0.04718286004259447,0.060295558375944976,0.005362305379406177,0.06464214777854695,0.01619130821983891,0.011520594176457968,0.16302003469514725,0.07635760916321338
4,0.016060534393742845,0.03277954243206594,0.0377952278944157,0.028453695671638392,0.0029179598039959847,0.03557407286581853,0.021815690395085022,0.00471132968698292,0.11612794107013687,0.06885746754488548
5,0.005395804281110849,0.03735043600296837,0.029961633302290413,0.009020092606874402,0.005999993854835065,0.039390016024388644,0.04660844812225358,0.014290236327663354,0.06616074003038908,0.007516188638751544
6,0.03904516489032766,0.06780549473763135,0.019813921800835743,0.021352526554026457,0.0017447700256780338,0.009650483333511498,0.09996299336235322,0.0034088307228967453,0.06614937251512026,0.03253569254901214
7,0.024583924838904776,0.038512676695893804,0.01848056305395311,0.03580317485787674,0.0010956785875628216,0.01652688592980132,0.10920855055146741,0.0014557588940322895,0.043454056897376296,0.012957528110969554
8,0.024228664523804202,0.04378690293370552,0.02763451514667677,0.06154128603804896,0.007932828884505274,0.027189305845366944,0.07039121464417422,0.005642265093301739,0.07218887006721177,0.017852617208497262
9,0.021615752825240878,0.02856870696324429,0.05833817177018437,0.0358742448683818,0.019600641412582713,0.05593295724968969,0.08066744544166239,0.013172650401881522,0.0679161489865759,0.011816255633840207
10,0.02223759999491722,0.015591656395634373,0.09653903183417455,0.0382543946034436,0.00927884511456672,0.025183818209230765,0.03515236952905687,0.008279281648624572,0.10526266285669543,0.01880407928547379
11,0.006379307978275245,0.033739823863163,0.06800102161544591,0.020828789456166435,0.0008417028289794861,0.004837606663897036,0.03479969760816784,0.0071149192798666905,0.13926407886309636,0.0038110441575770174
12,0.024833260313976088,0.023866948670798093,0.039972034832146376,0.0482179312528978,0.0043146513949777225,0.041792218727973195,0.11397650548690834,0.012459894767275836,0.10798496129588701,0.015126991835127487
13,0.03989152349519841,0.04923763750036689,0.032311848470673615,0.07270278347520309,0.006980728661904912,0.049613796496775796,0.06605957072598034,0.016119767926675747,0.059472072894004115,0.010914932952507528
14,0.017781648624651824,0.005754353506103128,0.022101337718036143,0.005737199048035902,0.013649908311597892,0.05794064865313182,0.02109185896716268,0.005593186739347526,0.05702494195791778,0.0007308001632282062
15,0.0014984019399168634,0.013493858682216744,0.020202146310882994,0.0009078506804811844,0.0,0.06333278668407993,0.01567152935068481,0.0002690434052890511,0.023082425388256406,0.0008191467547165706
16,0.017769835450114835,0.03036393306956864,0.01760122291690601,0.02511233818086569,0.015419570726543425,0.07964493355504246,0.09603314933307742,0.013687060059119361,0.09085034830784626,0.0036225052700655062
17,0.04778266815860042,0.03615077491278676,0.031790311421657114,0.0739217593916629,0.013801857979022338,0.019622919568568927,0.12997424424086973,0.014046049588282693,0.11854570580469552,0.011398144130927696
18,0.06040864015740663,0.03615500045129005,0.022713668565667356,0.03083197981410928,0.019292392302429767,0.01032874689734308,0.14912744364947317,0.008856640835217137,0.09150264596883767,0.005283877175735102
19,0.019998524760767737,0.03265208679684401,0.05947861086244988,0.007705434051146991,0.012949189393006199,0.04107971754150593,0.09806816045109833,0.004342189871912764,0.061852580330849456,0.017081670081369977
20,0.005115919951700092,0.007096360087037379,0.04026378411422227,0.009922450832642527,0.04316921953299489,0.014713875110940728,0.035893943385379795,0.0014605919482449216,0.06523734159306535,0.0016899712806145543
21,0.005968054219355716,0.021590029414661892,0.008707508466433308,0.03368875407007299,0.008108272075232952,0.004395908391166107,0.02792176442706025,0.0018011483695561396,0.04780899121228675,0.00031100510781863753
22,0.04948674530804583,0.014786404916475199,0.018273875728841385,0.05280689913449128,0.013345674969251325,0.18099025009917616,0.03174641567991035,0.0,0.09902324298210352,0.01778383331901266
23,0.0037878787878787784,0.02627891583224904,0.010532279448077858,0.02052474712053399,0.0,0.015663334615786846,0.015365600022142331,0.003242682877996857,0.08879070714656917,0.007248947450491181
