,lt,rexp,la,ns,nd,fix,nuc,ld,ndev,sexp,age
0,0.01861241217798595,0.023505074160811875,0.32730549050221197,0.0016757741347905295,0.012522118136872233,0.0035024720270621897,0.03512099921935988,0.07301782461618526,0.003793260473588335,0.06836651053864173,0.02791634139994793
1,0.0471262651402024,0.02901277584204415,0.23115895138543233,0.0016417786626845862,0.02053758088601296,0.004123112659698027,0.06286958685913388,0.09414551186328184,0.0019885515181682447,0.05912726066036172,0.024658204745312752
2,0.053721948549534736,0.018079729976281704,0.2611740558292282,0.0022632731253420905,0.01871556285349388,0.003811348294106915,0.10803320561941257,0.06646779784710813,0.0019941616493340648,0.056003466520707916,0.04939062214924286
3,0.03423827595554351,0.028467516038673535,0.33503162555344707,0.002790729194903768,0.015591849643083045,0.011953555615794703,0.04627089545495614,0.05725941989699101,0.0013603505918496448,0.03554712207463632,0.072863919761453
4,0.047875807102502034,0.020708232445520593,0.2913650121065378,0.0017161016949152556,0.01418179983857949,0.013136602098466489,0.05766898708635993,0.05508323244552064,0.01358605730427763,0.03483504842615018,0.061419995964487516
5,0.04129383934999489,0.009838012958963275,0.2693787925537385,0.0011966471253728275,0.02724930576982412,0.004501182762521848,0.053640337344441014,0.07379461071685689,0.0026565874730021585,0.0638295793479379,0.04938856320065827
6,0.03181975809862134,0.011236995686374011,0.3015186500888099,0.0017195297301869253,0.023006428148524088,0.009562716738560439,0.047079421466632784,0.07379133891567287,0.0030965068087625805,0.05177873636132964,0.04929248075784496
7,0.05231497927767912,0.01205489300515944,0.300863148101159,0.003442442696439138,0.018711409963630226,0.019322506977924387,0.05822887591981731,0.07509811384589359,0.003798951196819751,0.07363401843863654,0.06542840226676817
8,0.04893951576878409,0.0137929956222639,0.24638881443759486,0.0020142053068882325,0.02893594210667381,0.008992673992673988,0.05238765299740915,0.08668676851603684,0.006816760475297054,0.05143437862950062,0.06553828285535601
9,0.041729502611855526,0.013269361798773563,0.1580089333030511,0.002151563328033915,0.015194942842001673,0.010146112499053672,0.05393443864032102,0.10701567113331821,0.0025285789991672286,0.0823283367401015,0.1346979332273451
10,0.04534465534465538,0.021642524142524152,0.17600191475191462,0.0018527306027306006,0.013469030969030977,0.03557567432567431,0.11614885114885123,0.08341658341658345,0.003166833166833163,0.09919497169497177,0.06201673326673322
