,age,ld,rexp,sexp,ndev,entrophy,fix
0,0.322244073652458,0.813656677688034,0.33199202219472396,0.1846911614795804,1.7204943943819817,0.2537064128362795,0.0
1,0.4227369427611903,0.5935626051527677,0.3304014739892052,0.15813307580925512,1.116983649067904,0.21140856010988618,0.0
2,0.25648580229086315,0.6087221868634328,0.2790119222272771,0.12440566802201442,0.7651824490927296,0.17125578190706706,0.0
3,0.0,0.7049284711980938,0.08498343659764163,0.01959348298752455,0.5290451072408004,0.2657467602499878,0.0
4,0.09390613184841415,0.5899168150224751,0.07555660573376845,0.22954541568040418,0.6866527039203643,0.31571847746121384,0.0
5,0.0,0.2832772514073042,0.0,0.10156497202064883,0.0,0.0,0.0
6,0.055565277606297765,0.6959432538776699,0.06861889149430117,0.26703412108436875,0.37611614272079746,0.23928896491689663,0.0
7,0.032172931355068095,0.65485824613355,0.0002026789013840141,0.0616504755520989,0.5370372402939759,0.1318265575512887,0.0
8,0.1492189177650913,0.5501559821443104,0.14955366298029793,0.2868312767375302,0.8802464450516875,0.20195098256800778,0.0
9,0.0,0.5320113187162725,0.0,0.0,0.0,0.0,0.0
10,0.15671814838895615,0.8462052487518801,0.08680010231646107,0.23532050831729945,0.7182261757209234,0.3651025609279049,0.0
11,0.06281115959657606,0.8914031915488246,0.1281726740818495,0.07439367524989525,0.7656844775319084,0.1856804941440255,0.0
12,0.03224808005773726,0.6722268993818604,0.25801865576699445,0.07708437455639004,1.216306320349074,0.08831340999057184,0.0
13,0.008463264150108132,0.04061752248483452,0.002552734176804734,0.05130424539501066,0.03097267083777844,0.0021179730085876805,0.0
14,0.0,0.677673913294907,0.0,0.0,0.0,0.0,0.0
15,0.0,0.6976727799184134,0.0,0.03468855687057132,0.0,0.0,0.0
16,0.026187612789385913,0.4619145480857047,0.018237416863932834,0.19131352664250806,0.01067446372154925,0.0508795820103165,0.0
17,0.0,0.3691524297699325,0.0,0.1368434373004664,0.0,0.0,0.0
18,0.13958949471318294,0.7179085260292918,0.02458916374625352,0.11135383188003412,0.9101746600231704,0.31084534048228607,0.0
19,0.0,0.6271916079879106,0.0,0.07828722660840927,0.0,0.0,0.0
20,0.044259216257295016,0.6570234006447295,0.10245364438226004,0.15156125180613275,0.36862074308340553,0.157376546500582,0.0
21,0.03814481293988571,0.6658817962145991,0.01426294264674186,0.19000471583080955,0.6872680933315296,0.15942388369757793,0.0
22,0.0,0.6780714863237076,0.0,0.0,0.1239101862514236,0.0,0.0
23,0.03439378337483552,0.7182186997785786,0.020915132716862187,0.07406837910240553,0.8062893969104291,0.13438997418777499,0.0
24,0.05080903241915663,0.7963784369639337,0.06414430971021375,0.044701521240436984,0.5537405534859985,0.05481862537706748,0.0
25,0.07933536390435539,0.754503489385708,0.03188471957455115,0.16108393601285656,0.0,0.0,0.0
26,0.06543509323955159,0.8761150758854851,0.20619532727248663,0.08982410417124594,1.047841922269047,0.19545688297258473,0.0
27,0.005966332475099742,0.7644174103289131,0.0,0.09791071700460419,0.0,0.0,0.0
28,0.09894217332121841,0.5762552937923864,0.0,0.40951847597071067,0.06688470180923796,0.0,0.0
29,0.05970795676054589,0.5689617831469369,0.0,0.3232794743250288,0.0,0.0,0.0
30,0.0,0.618349723612101,0.0,0.2601012402497849,0.0,0.0,0.0
31,0.010843574476888225,0.4810429238752574,0.0997499344261648,0.09964115726541152,0.21836606753499582,0.02181620232480912,0.0
32,0.05901161267352099,0.20406721741742234,0.0605669289898823,0.0522954177887993,0.0664221474262689,0.002745545665529439,0.0
33,0.09671328431005763,0.8364638863102997,0.0899086244829471,0.6977483857258218,0.09771773126414872,0.24643826921908418,0.0
34,0.16233321868465206,0.5973950718373338,0.047340848880235785,0.5146747415184522,0.2025706996460411,0.2477383060360711,0.0
