,age,ld,lt,ndev,la,entrophy,nuc,fix,ns,exp
0,0.015266119260507638,0.0,0.2008591596824388,0.0,0.0,0.0,0.5525710171577721,0.0,0.0,0.10228867177213917
1,0.0,0.0,0.12457153922627603,0.025984876590896662,0.0,0.0,0.27918108214425424,0.0,0.0,0.08332302268325656
2,0.0021742276932532217,0.001702734291685288,0.013862812252963881,0.010444297507000634,0.013136307678530643,0.009222172327762209,0.037932992716933796,0.13463138129240726,4.829923519322851e-18,0.01947968907122248
3,0.02345036261371801,0.0,0.5013470074320816,0.0,0.0,0.0,0.013845320851960018,0.5234337766810021,0.0,0.0
4,0.0,0.0,0.13344487437975266,0.0,0.0,1.0678392564249093,1.3203002720804309,1.837623724177592,0.0,0.7882568189694794
5,0.013434187311375592,0.0014642461108073464,0.13391927406026702,0.004173943433227888,0.01181955773128208,0.30408118448302146,0.4382561108097282,0.9859212215851292,0.0,0.39344742593898985
6,0.0,0.0,0.19265127505068755,0.0,0.0,0.0,0.634170126084619,0.030840623609337984,0.0,0.15980441946478294
7,0.04328654950803209,0.0024890403437655886,0.22002007896969172,0.08006060281372361,0.015622513346769822,0.40319338452073544,0.3917195281623026,0.5027786259468541,0.014089738514005318,0.2736089367175351
8,0.0,0.0,0.7460461681544629,0.774149393855977,0.0,0.7176339148768262,0.21022831812914541,0.8074665359356963,0.0,0.2141230506298235
9,0.011027307696526717,0.0007041601229587199,0.23026545051157862,0.09731331987102004,0.006426624984221633,0.059485546950639685,0.054438598309677184,0.4177641079060198,4.14788811569547e-17,0.12392859246293081
10,0.0032353147037517582,0.0029922937170917176,0.2591734340860092,0.07253135528992434,0.07154203041465722,0.10387982090650894,0.20664913993567366,0.6875632193915645,0.0047846070906884825,0.5879645438475957
11,0.0,0.0,0.0,0.0,0.0,0.8473003262444133,0.21453902213421225,0.7896768999087757,0.0,0.5415202159958739
12,0.0,0.0,0.01980892179357102,0.0,0.0,0.3660935507545989,0.22715665431785131,0.0,0.0,0.07798472980536889
13,0.11630361307564085,0.0,0.5725951956195787,0.04844535236153863,1.1252491206283421,0.5921178187240221,0.315044921230034,0.04285402363414257,0.0,0.16029869720457413
14,0.0,0.0,0.04539442059984353,0.6841125816178283,0.167795991274421,0.6584249839960417,0.48923286959426615,0.5208702846054997,0.0,0.0032960449704721737
15,0.1678106350734041,0.0,0.15532881191429448,0.12068489643063263,0.02113451360002832,0.7228091110146287,0.9504490796340228,0.6718566849050602,0.0,0.23450701735401536
16,0.0,0.0,0.1273606801533304,0.0,0.0,0.0,0.12297594271327646,0.08118444667506707,0.0,0.19490236175639808
17,0.0,0.0,0.04855554565662254,0.1434804612416869,0.021989679207616478,0.0,0.03427234296140877,0.35263130907066226,0.0,0.042853800914016936
18,0.0,0.0,0.26731027106970556,0.07976145465981771,0.2984467071410514,0.03816783367577156,0.1088155586143058,0.14316422421506816,0.0,0.6066854263781941
