,la,ndev,sexp,ns,lt,nuc,age,entrophy,fix
0,0.011038120324758269,0.015208960499908789,0.011164682539682544,0.005274311257069879,0.021395057927385504,0.07201486954935234,0.34027630678708254,0.01640496715927749,0.008775634008392635
1,4.6058165333181314e-18,6.490128482948011e-18,8.584367114091026e-18,5.656706986880893e-20,1.3411423742896055e-17,6.261346111478606e-18,0.2869565217391319,1.439317666661916e-18,0.0
2,0.037073741007194266,0.0540382836587872,0.14348078679913218,0.0,0.08817765787370103,0.2171590441932168,0.1205898424117848,0.12934655133036424,0.13766760877012685
3,0.04089857394144991,0.03146679859278802,0.015316214348536243,0.0,0.23944317753486605,0.05778141098127904,0.18722424299535087,0.026122973991707495,0.16211292247769807
4,0.008292770562770582,0.04176272727272725,0.0025585714285714304,2.8386384152347755e-20,0.060576320346320385,0.02143632034632035,0.1638492207792207,0.3224880952380951,0.00036627705627705564
5,0.09523531886252738,0.0032546693589096225,0.01645204442200907,7.968694412614308e-20,0.0004903247518088572,0.003911492512199224,0.01722749453138145,0.42516296483257604,0.002401817264008076
6,0.10239426114426108,0.08297961272961268,0.08841055341055334,0.0010850005850005847,0.08206238056238054,0.16010293085293079,0.06713367263367263,0.07737516087516094,0.07010207285207283
7,0.08804161129568115,0.04846121262458467,0.013047591362126257,1.6746132904138897e-17,0.0015070044296788478,0.009491611295681067,0.10136697120708739,0.33384775747508233,0.0002752214839424139
8,0.008375000000000007,0.040842032967032975,0.12906529304029296,1.9929303933625855e-17,0.1315652014652014,0.11861034798534797,0.20914771062271056,0.19320714285714286,0.051060164835164845
9,0.17366486498814074,0.02775118591497897,0.054070561941251545,0.00031460956029921586,0.07554745940521798,0.03362944718117131,0.1616876710454296,0.19890471629264728,0.03749557562488598
10,0.033383210991906644,0.04989822134387354,0.10830417529330572,1.6939582156984188e-05,0.1187800520735303,0.15341025158416455,0.03381507622811971,0.11042405420666292,0.06175047054394883
11,0.12205343804188337,0.08411751367213559,0.06237341603307988,0.006529811924769917,0.09541139789249034,0.10034618847539016,0.13044619514472441,0.05595419834600507,0.04764329064959314
12,0.10607322325915296,0.08259577650155533,0.09387118130334209,0.005384043232033182,0.08231462869905076,0.09652436787110151,0.07867996729680149,0.09445808407114936,0.05254883544707661
13,0.2496114971280339,0.04836858439874009,0.02141694459885121,0.0,0.0678189271817676,0.06192611636094121,0.10082958124884189,0.050482166018158255,0.0996041782471743
14,0.15750821277878232,0.007624849306811331,0.03460375226039781,1.49186256781284e-05,0.0820472171991159,0.2366124422342774,0.02159059172192083,0.01845150190878039,0.07252275467148879
15,0.1436153603034134,0.08076664559629161,0.13597313527180777,1.6971122147720003e-17,0.19626938474504832,0.0941035608933839,0.1747287189211967,0.03188463969658661,0.019152654867256622
16,0.07583555161194915,0.0655548654244306,0.02550584146702156,0.0029462437148772553,0.1257585773439811,0.14242117716651867,0.11965653652765453,0.10650643300798579,0.05785189293108547
17,0.046189677700348354,0.20653985191637628,0.01910068234610917,1.2232973780287667e-17,0.12109342334494773,0.037677337398374006,0.07789191347270615,0.07455132113821139,0.02018372531939604
18,0.03532773109243694,0.1875313375350141,0.0628314950980392,0.0026476715686274436,0.09566736694677873,0.15612482492997198,0.09230418417366947,0.07435714285714287,0.042096726190476184
19,0.06635476190476186,0.0921961038961039,0.14861471861471853,0.0,0.134960606060606,0.12071926406926402,0.15973614718614726,0.05507640692640695,0.029619047619047604
20,0.003878158406219641,0.106538508260447,0.09230138483965009,0.0,0.12412536443148688,0.13696550048590866,0.006477769679300288,0.012011054421768702,0.09103194849368317
