,nuc,fix,entrophy,lt,ndev,age,la,rexp,ns
0,0.0638470795725699,0.05461830843448493,0.08250957049486454,0.03820142130926445,0.17478051405747477,0.019905267662620595,0.05333169934640525,0.01701656032783484,0.12881502230521838
1,2.8725420516465552e-05,0.0030339374555792453,5.7213930348258775e-05,0.00018340835505014603,0.015893804785595815,0.005251381978993918,0.0003273513385453683,0.00999656479507224,0.009282101397773046
2,0.010477058531745988,0.06338363095238102,0.02180009920634921,0.07438045634920637,0.22140808531746042,0.050084201388888916,0.02422891865079365,0.048567534722222236,0.15702457837301564
3,0.04191808191808188,0.020138888888888897,0.02664624264624265,0.03607081807081806,0.06900274725274724,0.03778657453657453,0.050323870573870555,0.007068431568431566,0.2283764013764011
4,0.051871992386698186,0.002294602456367159,0.0364920634920635,0.027991524815054236,0.04021451914098972,0.025850553041729514,0.08789494002729291,0.01811791639732816,0.175309595633125
5,0.008111823361823365,0.03474214489214489,0.052866727716727735,0.09511908831908829,0.07426552706552711,0.016405433455433452,0.16201469271469257,0.02363520553520553,0.08528327228327229
6,0.02111383597883597,0.09463626984126984,0.12071814814814805,0.09188671957671947,0.08951343915343911,0.0033088888888888907,0.05325952380952378,0.08714880952380949,0.043949920634920626
7,0.010167014759119996,0.0008692216652742966,0.21013436368699506,0.05167811890838204,0.012343602060707323,0.0022251113895850735,0.03383030492898912,0.04041548315232526,0.08133831105541629
8,0.04317892156862752,0.017663106909430456,0.10544622432306251,0.04374057539682536,0.023049719887955164,0.04522073412698409,0.08423538165266103,0.014152252567693733,0.19002841970121348
9,0.003779111239637555,0.05982533256217472,0.033169124734914186,0.02501648351648351,0.023932973459289252,0.14657877064456024,0.0067829509671614935,0.025229660690187013,0.19710960092539007
10,0.022344091306247302,0.2281342835299253,0.007152632153778955,0.09354177588466578,0.031881553079947555,0.21198159676714728,0.012233016601135868,0.042835135430318895,0.0
11,0.0015412613073903646,0.008323412698412745,0.003167861409796917,0.09512019969278042,0.0926231225465096,0.28486177248677247,0.038256251066734984,0.011362369858337594,0.012323583376002725
12,0.05623149303389477,0.026377781243501743,0.11803039439939005,0.07568649060788799,0.04698090386081654,0.014883031815346217,0.018714216399805916,0.0030715845290081117,0.14845156650724337
13,0.04898443854125675,0.013178850190213824,0.06957398661944117,0.019710825790371245,0.03823391381345929,0.13473968581923132,0.06176707005116084,0.02976516791289519,0.16619744523153596
14,0.05585446979717813,0.00621175044091711,0.16346257716049395,0.031046420304232776,0.026082864858906527,0.10346822641093462,0.03268253968253963,0.012155933090828915,0.14937985008818325
15,0.04380275106837607,0.05096335088522594,0.10533543192918184,0.021869276556776545,0.015955395299145296,0.17250368208180716,0.0158479281135531,0.01938209706959706,0.12375465506715495
16,0.04340738106016511,0.12923897188270214,0.10786069973485082,0.054866904510408356,0.06470661148117011,0.10959692312114219,0.0389558048962757,0.08160016383194292,0.06394484683869012
17,0.05819783479734929,0.03564416705193401,0.12404326552627518,0.05634354291878562,0.03319760363692404,0.12598143011249802,0.10888619201725994,0.042760402219140084,0.12549849745723515
18,0.08130052708106135,2.7358310697466286e-17,0.14366166848418752,0.05296919302071973,0.03464040348964015,0.13376690294438373,0.08273854961832068,0.023857960741548532,0.13779889131224998
19,0.10103782088967285,0.000828066823437204,0.19215003429355285,0.03519953948657654,0.02611887615128355,0.11427594062316275,0.029773638056045496,0.03697535763276505,0.10199468449931416
20,0.12759987071751766,0.039200154420742664,0.15361204481792717,0.08128657616892912,0.05556184012066367,0.08627242691948571,0.03867893054657761,0.16258857645622346,0.005288353803059686
21,0.0943131263257991,0.06013338453661036,0.07099667178699441,0.008571830882890798,0.011360653938994958,0.0832996671786995,0.027220960427181612,0.022039225367566393,0.20608894740691974
22,0.058084776334776225,0.06723118402065771,0.07525913268018529,0.013606858054226479,0.033965690742006505,0.05546263385737069,0.01174770258980786,0.020210507328928384,0.1875001708817497
23,0.09040865667254555,0.03321788653733096,0.057021531452087,0.09350252302567116,0.04125960219478739,0.05940084264158337,0.01647398589065256,0.18994865765236124,0.1029368998628258
24,0.1256371324486078,0.0278351223002862,0.024744925839188112,0.08830542544886805,0.04329355321363518,0.12328161592505839,0.026189923237054387,0.16002504553734062,0.0629923562321103
25,0.16087184452094078,0.017744932109389943,0.042904594568751224,0.06513188468158347,0.04896964046662844,0.10828731593038815,0.041958954867087374,0.08927861445783129,0.11091604513291257
26,0.12173049645390069,0.014727372509287403,0.0717954745018575,0.07772527862208704,0.027621040189125305,0.12567483958122244,0.0432068051334009,0.009978014184397161,0.13446347517730492
27,0.0463139014865206,0.032261290627362035,0.10606232678256484,0.07137978710002522,0.021397785966238363,0.1387396069538926,0.04468603552532126,0.04386572499370119,0.13090931279919368
28,0.012649256812551576,0.017223827874116887,0.04923132856225337,0.03720238095238095,0.02709067345628039,0.10941189558675093,0.05705759702725009,0.017188113588402592,0.2101659555922562
29,0.025048199767711977,0.0019702671312427414,0.050535249709639955,0.03366784746418894,0.03416136275648472,0.1624960317460317,0.053674854819976726,0.008317092528068148,0.1430585172280294
30,0.05299379835686356,0.015246330860652463,0.08173935151950223,0.05128609316423385,0.03198051766770362,0.1367008654383025,0.022653246390683574,0.013363783201722905,0.13635343383584586
31,0.05866230745171634,0.04436722965048088,0.0800680272108843,0.09837759011650637,0.06583024474157474,0.10181372664008126,0.03180723668777858,0.005774200484791623,0.10588071780436308
32,0.06946639161079592,0.006810813133917833,0.12771114835826025,0.15494975932611302,0.09663496361240052,0.07010654117242567,0.041154862185548126,0.024220460145550404,0.08873521574694855
33,0.11743360114965058,0.018695914168136367,0.14808235351753868,0.039414984649552544,0.03436571624534585,0.09453628584492783,0.06135506891371085,0.005489499640734206,0.13023765432098752
34,0.09261060782036398,0.01459030197444833,0.08244781262098339,0.04664789005032905,0.04635232288037164,0.0831385404568331,0.08081128532713891,0.01946866047231902,0.13002483546264032
35,0.056581032896250286,1.7519031046036307e-17,0.07997463768115941,0.04979071773636989,0.0784339199447895,0.06911381412468362,0.10876437773176902,0.021100931677018625,0.08544461697722562
36,0.003430706631214257,0.01831566755297719,0.04442319313512206,0.021863850616388698,0.05441094593505761,0.1266056119571347,0.07197451857223428,0.03079407380549512,0.22248181049069363
37,0.00880997003888572,0.019751673360107087,0.02777870211002743,0.017871932173137005,0.04584001083699875,0.07584146108242494,0.08404208899088411,0.022945528144323317,0.2560328934786764
38,0.037963091118800446,0.01558268797715158,0.1164634481243477,0.024759735266655657,0.027280743670017024,0.12329848409952208,0.007203520623935845,0.030668437963420652,0.1839572005272694
