,lt,nuc,ns,rexp,sexp,ld,age,fix,entrophy,la,ndev
0,0.030756071603042775,0.027946617582059696,0.003947210784655826,0.05456786354014006,0.1045487298485589,0.12951377742108086,0.08680944238955965,0.0,0.011892781538604688,0.22282533091399723,0.00025792681508362983
1,0.018655753968253967,0.13282242063492064,0.08972321428571431,0.05513988095238096,0.006360119047619047,0.05376984126984127,0.0017470238095238075,0.0015912698412698372,0.0992083333333333,0.17853472222222236,0.009566468253968254
2,0.043014981273408234,0.09722712680577851,0.005878812199036916,0.07441813804173356,0.06483814874264313,0.042109416800428026,0.07080390583199575,0.0031982343499197432,0.04194355270197968,0.2997833065810593,0.003649010165864098
3,0.05856872294372296,0.018013167388167377,0.0016711760461760462,0.0050865800865800845,0.07866161616161621,0.19740981240981254,0.03211038961038959,0.00015241702741702743,0.004798881673881671,0.21994678932178927,0.002967171717171717
4,0.012822535991140636,0.029860880398671085,0.006785714285714276,0.015873477297895906,0.019120293466223712,0.03665074750830564,0.014000553709856032,0.0027325581395348845,0.015029069767441876,0.05272563676633447,0.07519449058693244
5,0.08614125457875464,0.061870421245421255,0.0033722527472527467,0.029969093406593414,0.09038461538461538,0.0536870421245421,0.03466117216117216,0.0008012820512820501,0.013958333333333323,0.2058791208791209,0.0041792582417582436
6,0.038945767195767186,0.030088624338624338,0.0016044973544973545,0.005177248677248679,0.054302910052910096,0.0941481481481482,0.0007751322751322745,0.001261904761904761,0.003398148148148149,0.12794841269841267,0.0020132275132275124
7,0.15242656875834443,0.12657654650645306,0.00708722741433021,0.010623052959501545,0.04813918558077434,0.02931575433911883,0.013810636404094356,0.015616377392078327,0.04841566533155318,0.28348408989764107,0.03764686248331109
8,0.05152539682539685,0.09861058201058205,0.0035920634920634936,0.031853439153439154,0.026881481481481482,0.030716931216931212,0.06383492063492065,0.009829629629629622,0.02136137566137568,0.08332645502645498,0.008146031746031741
9,0.06951364692218348,0.010704123112659697,0.0020993031358885017,0.016907665505226484,0.02488240418118468,0.2188225900116144,0.010164053426248553,0.0036367595818815332,0.010072590011614403,0.24644018583042968,0.011515679442508704
10,0.06280788177339904,0.021976388652964172,0.0012102938678444023,0.019739822207123045,0.030950965403997516,0.20689655172413798,0.026003623803861613,0.0022011777362550247,0.00951248513674198,0.16959685182039513,0.006929109336957137
