,age,ndev,sexp,entrophy,rexp,ns,ld,fix,nuc
0,0.06495809962606847,0.0,0.09667509682158112,0.0,0.0,0.0,0.0,0.0,0.2558739817040597
1,0.0,0.0,0.16332582953617839,0.11741746899608556,0.0,0.0,0.09247061075417495,0.0,0.21970005542392546
2,0.0,0.0,0.0,0.06272268641132768,0.0,0.0,0.21621169865106338,0.0,0.11980518244774677
3,0.1359354414899047,0.014245406862183129,0.046808433958814184,0.04389669320266019,0.061368350184339227,0.0,0.12262395140731151,0.0,0.23434118295662532
4,0.02383372334640502,0.05835133257638684,0.09317530052613493,0.228139928376383,0.012713813764546751,0.0,0.07430904997727183,0.07707705785528438,0.08100785345123249
5,0.027191540935760674,0.022499093691138464,0.028000620021791205,0.2722045901262226,0.04818960585486069,0.0,0.03289319616556514,0.0,0.05902319011162884
6,0.0,0.0,0.0,0.26505215523853376,0.0,0.0,0.0,0.0,0.0
7,0.2759763766344332,0.0,0.015531168921609766,0.16720449160699274,0.06090334735940692,0.0,0.07194505692411558,0.0,0.010201122137105655
8,0.055378031857230635,0.0,0.006010057320139628,0.3023301646487782,0.10153057844452597,0.0,0.07446036114178217,0.06068961397030644,0.0633199273283076
9,0.14143352906394427,0.0,0.11451814333232511,0.10833264782134429,0.11004681867285518,0.0,0.1921423251359136,0.0,0.014645880809646733
10,0.4827160493827161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.10989909564717741,0.0,0.07143755898081154,0.1979684514873323,0.04597649834410778,0.0,0.11605422902323753,0.0,0.0
12,0.18895634411902018,0.0,0.0,0.21334704712186447,0.0,0.0,0.0485796590444732,0.0,0.0
13,0.23400673400673402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.14759794327986414,0.0,0.4245035548491646,0.058468248464164076,0.0,0.0,0.0,0.0,0.1074834918106087
15,0.203264414983165,0.0,0.0,0.28249872234247236,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.5104166666666666,0.0,0.04513888888888889,0.0,0.0,0.0,0.0
