,lt,age,ndev,sexp,entrophy,rexp,la,ns,ld,fix,nuc
0,0.0,0.0,0.0,0.046400901080932984,0.0,0.0,0.2236628128577205,0.2533684269095037,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.3297292398639226,0.0,0.0,0.0,0.0
2,0.05690618228531966,0.0,0.0,0.05196375225638743,0.2955986648104654,0.0,0.13241301193912094,0.0,0.0,0.0,0.0668028150296273
3,0.0,0.0,0.0,0.13143372294815617,0.2022796945306913,0.0,0.0,0.06563518617641771,0.0,0.0,0.0
4,0.17378929757721231,0.0,0.0,0.04726549442872158,0.0,0.0,0.24733236637185252,0.0,0.026603419529983127,0.0,0.03514186592833659
5,0.041729526787175085,0.0,0.07802238436824561,0.08265868933296175,0.0,0.036826177517765964,0.23433898876179632,0.0,0.0,0.0,0.07027999665034873
6,0.0,0.0,0.0,0.12709162013509848,0.0,0.0,0.22892088587740672,0.0,0.0,0.0,0.0
7,0.06238807777638017,0.0,0.0,0.0,0.0,0.0,0.20985412349024246,0.0,0.0,0.0,0.07117615612697593
8,0.07244930916039376,0.0,0.0,0.1857457302921232,0.0,0.0,0.15199731891237622,0.0,0.05565027920425659,0.0,0.12561302582394532
9,0.0,0.0,0.0,0.0,0.0,0.0,0.05591250832744463,0.0,0.2839324836528296,0.0,0.0
10,0.10353018459213512,0.04703537324754103,0.0,0.09484447902244236,0.010074297483587784,0.006200704896541587,0.10518044201520818,0.0,0.2217503840373699,0.0,0.10997213098086316
11,0.0,0.0,0.0,0.0,0.0,0.0,0.22362341162880217,0.0,0.0,0.0,0.0
12,0.0,0.0,0.059513303392007805,0.10581360112956571,0.0342145676612798,0.0,0.3172267907286638,0.0,0.13236314815122158,0.0,0.08297069859374603
13,0.11271607420007011,0.0,0.0,0.13088648585487347,0.0,0.0,0.1914803220309761,0.0,0.06854936639834128,0.008999620396442913,0.0504309244346212
14,0.06072067012961473,0.008605155708683457,0.0,0.08160304019819051,0.026710313962719733,0.0,0.2044816648812228,0.0,0.10707490103969425,0.007064427466406955,0.08400072409705976
15,0.07520491143784895,0.0,0.0,0.16940697162398574,0.0,0.014605221184057672,0.2577099250564726,0.0,0.0,0.030840624846374454,0.09352712286789697
16,0.03603323841271167,0.01137174602773081,0.0,0.1686879061054446,0.019942352073629405,0.05091856891634057,0.14067149105295262,0.0,0.12238054283732691,0.0,0.04062233912064609
17,0.09268949911902087,0.0,0.0,0.0029254611434023684,0.0,0.0,0.0889699604159657,0.0,0.16624622929733107,0.0,0.0
18,0.16479968829522934,0.0,0.0,0.011937933745978109,0.0,0.0,0.0,0.0,0.16618205063225525,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2516353926338896,0.0,0.0
20,0.023497163056491386,0.008662136372936387,0.0,0.2844633845977804,0.05590097349938603,0.0,0.06801160209572263,0.01013795512531115,0.11998386445184386,0.0,0.0007008688702393352
21,0.07008439274134258,0.005502171658787021,0.0,0.19586504578215894,0.04298484964178318,0.008091277782147951,0.20738442852002079,0.0,0.03788180932659045,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.11402921029327427,0.0,0.0,0.0,0.0
23,0.18919505119641317,0.0,0.0,0.06492113003666473,0.04307023548038115,0.0,0.19272639285755458,0.008391449705170417,0.06634167047314113,0.0,0.09824257407276708
24,0.0,0.0,0.0,0.05531257625019932,0.052579533123997706,0.0,0.1600806530673158,0.0,0.09493211833454246,0.0,0.0
25,0.06939269980575559,0.0,0.04123994658718354,0.22602199386954983,0.0,0.0,0.09766349290265439,0.0,0.0,0.010545748104970696,0.0
26,0.01953257898316885,0.0,0.03579952872859101,0.39667578693811667,0.0,0.0,0.051425178647494026,0.016819548812113474,0.041824484735156424,0.0049188781472246,0.033780999003922924
27,0.0,0.0,0.0,0.1573363662574379,0.10873741543938568,0.0,0.0,0.0,0.0853933237747776,0.0,0.0
28,0.05292237307843053,0.0,0.11461389939613675,0.0,0.27486973584962576,0.0,0.0,0.0,0.0,0.0,0.0
29,0.14343265438411873,0.0,0.04586566752023875,0.09016260390805825,0.0,0.017406790950967664,0.05688569865195161,0.006572008331880238,0.1433890320760627,0.015422366481667787,0.09791285721968271
30,0.08664206884733838,0.001418079114783152,0.03543418262413925,0.2758808402806383,0.0,0.0,0.04421378437096897,0.0210071462997079,0.13245383563867935,0.0,0.02218040254421073
31,0.03171216424214846,0.03138534146707496,0.050351665355801545,0.0773509941608109,0.030108439424091703,0.0,0.18833225973079115,0.03691048603962416,0.03699874984194635,0.015935635350078393,0.2609357403465651
32,0.07368214473184896,0.0,0.09148379843624747,0.09350553696584879,0.030901294859873973,0.005697629380498733,0.1414417576291301,0.0,0.08081918277827699,0.002513077609780808,0.15877383859424482
33,0.03787578492489249,0.0,0.11410822083820725,0.1983622017867802,0.03129223664564592,0.0022585107533186744,0.15493927220462053,0.0,0.004752215484648598,0.0,0.09951298796294838
34,0.1434316692223251,0.008269413554204097,0.03008942901342316,0.07333499323332655,0.0,0.0,0.17825390631153604,0.0,0.0532217740312245,0.0,0.06476632729400973
35,0.11469936331414597,0.00426883088135354,0.13625466920112453,0.09732836372072483,0.00926171566918201,0.0,0.13286956636802147,0.0,0.07721220295786672,0.0,0.024695016785263642
36,0.0543996806791001,0.0,0.10906554353546209,0.016395860195931283,0.015954470785534896,0.0,0.18487576888456847,0.018502124094502838,0.10024823178396597,0.0,0.0065789957412687216
37,0.0,0.0,0.049002568534857516,0.009109414436225954,0.0,0.0,0.1536375849727051,0.0,0.10014131791653806,0.0,0.0756946920006882
38,0.0,0.0,0.0,0.0,0.0,0.0,0.20295833529806642,0.0,0.0,0.0,0.0
39,0.11094978219315393,0.0,0.05080938324102868,0.11375642539130466,0.026330403213169984,0.0027789997554485205,0.23158366723146395,0.0,0.04604616209623239,0.0,0.01698062550735361
40,0.08090770015746535,0.0,0.0389571712263706,0.12290150082908997,0.01406122951601334,0.011792019023542318,0.21759313894392684,0.0,0.08997340268516363,0.0,0.05092721960373024
41,0.1055739765956588,0.0,0.058530084200578786,0.03923684756939889,0.02943531944507681,0.0,0.07309723063682523,0.0,0.19211776724796453,0.0,0.05387406127303797
42,0.06580857826074571,0.0,0.0,0.10575052239570572,0.0,0.0,0.026103049250463785,0.0,0.18664667244761635,0.0,0.03672930604837667
43,0.0,0.0,0.0,0.07909385295764121,0.0,0.0,0.08123780910911839,0.0,0.12839083713685776,0.0,0.0
44,0.0354512959406132,0.0,0.08314833482086012,0.09811022492702696,0.10851134592065982,0.01927065943146248,0.11597619540134466,0.0,0.04638810081760121,0.0,0.10640286329894147
