,la,ndev,sexp,ns,lt,nuc,age,entrophy,fix
0,0.021130313811348292,0.022365797755883956,0.006386608283160005,0.000659117861704069,0.01624600893997444,0.07040654077723042,0.23702268062397375,0.04769143404488234,0.020935709724502816
1,0.008920485392224517,0.014199125833908442,0.18588625488842872,2.2233724407637336e-05,0.07171279043018172,0.18242862893949846,0.03465223142397056,0.02432357948010122,0.06524125833908442
2,0.11704105287198818,0.01324871531346351,0.0915591526778577,0.0,0.09130449925773673,0.14877109740778793,0.1535015416238439,0.15764976590156438,0.07189134406760307
3,0.011196318632994074,0.05144722955145119,0.11452450056539774,0.0,0.0776774720442267,0.15375606231938682,0.0875936675461741,0.01375430330443523,0.11856175398919473
4,0.0018666233766233772,0.008608181818181817,0.02982761904761906,9.956709956710127e-07,0.03355303030303026,0.14903506493506508,0.013927662337662343,0.01070896103896103,0.0012645887445887451
5,0.019099584945874697,0.005687293174042287,0.0070793650793650785,0.0016926776599921487,0.00742885187054798,0.017949197935947053,0.009305120870491896,0.005902294015368222,0.0017193196477648764
6,0.003780546780546775,0.011400296400296406,0.028288883038883043,2.5935025935024754e-06,0.02223456573456573,0.08677715377715377,0.0010867068367068375,0.0025692543192543157,0.011254953004953003
7,0.020857401255075677,0.034723532668881486,0.028660852713178288,0.0049871354743447754,0.021318023255813945,0.06062690107050569,0.02458856589147287,0.014690300849021789,0.019198209671465488
8,0.07079804639804646,0.08213063186813187,0.050394826007326025,0.040853189865689865,0.047934035409035396,0.07843180708180715,0.06513981990231993,0.07096117216117216,0.059477472527472534
9,0.11748034117861707,0.0746603493887977,0.050014823937237704,0.0009563035942346289,0.07327111840904946,0.06252134646962233,0.1556610335705162,0.09488175059295738,0.0701155582922824
10,0.14580630842587353,0.06340317774013429,0.062071287408243934,0.0027111487546270193,0.0794078831796223,0.08554462325114501,0.087859715164063,0.10111391869000573,0.0498519041345128
11,0.04966054755235428,0.05230942376950783,0.11364484126984126,0.0004410264105642258,0.0852482492997199,0.12674239695878345,0.05145308123249299,0.07120603241296525,0.03081120781645992
12,0.05323083672329902,0.0458373215282763,0.08323996968971845,0.0002476469649836485,0.05509097072664911,0.06341052484645451,0.10459645449469569,0.03838456169737578,0.014265733429050013
13,0.12016486010746705,0.06279595145451175,0.12158639058736338,0.0,0.091809477487493,0.10151987215119511,0.04112706133036871,0.08262650546599966,0.06681244209746155
14,0.18420290837854109,0.0381014918625678,0.005674427365883056,9.057891567600417e-18,0.09192864677516578,0.016262130801687768,0.2524256329113922,0.0034509493670886117,0.07867442736588304
15,0.1516796951819075,0.03439471835932014,0.06307957578311563,0.00880962916139907,0.13528645174884107,0.16216009973310855,0.03360412277005197,0.02768998454839164,0.06679712740553449
16,0.06799226067238488,0.062069826481317154,0.032153529527753126,0.0012307502711229432,0.10247207433698118,0.11587395247954257,0.17757788622695458,0.06309770284925563,0.03146108153406291
17,0.0869923054587689,0.07175241966705377,0.012435685249709626,0.005015122919086332,0.1454110046457606,0.12113787262872627,0.2012803668215253,0.01701355013550136,0.027903745644599305
18,0.027432160364145673,0.17571962535013996,0.038687412464985964,0.0030909488795518142,0.0866392682072829,0.10689487044817926,0.09798897058823533,0.06505103291316522,0.05890870098039218
19,0.05508116883116883,0.11865865800865799,0.10799610389610388,0.0,0.1499541125541125,0.10417056277056277,0.057530735930735946,0.03599112554112554,0.026765151515151506
20,0.0014364674441205046,0.013480928085519924,0.0053298104956268156,0.0,0.03680758017492712,0.0782282555879495,0.016463192419825076,0.007701652089407193,0.013128644314868805
21,0.00036870847681658517,0.012238686563010885,0.015336185606455867,6.521965981427221e-06,0.025843072802532258,0.11488095238095249,0.0008978573167762363,0.002257469825037392,0.026372656440224008
22,0.07163380804035004,0.06067382435840381,0.10978773549918411,0.010808374128467574,0.1283374499332443,0.10668982717697677,0.02748599985165408,0.11240548509123273,0.06958630025218807
23,0.0020174603174603176,0.048887720874513346,0.06447270140760705,0.00021085654387541198,0.054013791554357565,0.12234405510631921,0.003285789158430668,0.02601172506738545,0.012452455825097334
24,0.07948569468939842,0.12989535567313348,0.1949601214971586,1.1293549543190571e-17,0.11497315304722718,0.18638545953360766,0.009163923182441707,0.05753899666862629,0.12377826768567497
