,lt,ns,ld,exp,la,rexp,ndev,age,entrophy,nuc
0,0.046510122979994246,0.0045364672243924965,0.008876642918820612,0.1544686809868399,0.1845125230930858,0.014926164932458505,0.0,0.036019318210394044,0.011457357292547085,0.08124997337651932
1,0.026501182494417175,0.011233219652279348,0.0331696563427167,0.021300099361627065,0.18084572337589172,0.014190349986352498,9.863891697663284e-05,0.020371520358190735,0.10191164588083074,0.0042202285016451485
2,0.04136305983174904,0.004454960413157533,0.03058219414659219,0.06302329025101826,0.1016357116283821,0.025517896306033343,0.011866252289178968,0.016079287729883974,0.02655769070269548,0.014057080157903239
3,0.0568339225220203,0.004423588382976963,0.05432657574392405,0.08075955171504029,0.14950852077814838,0.021517822860628942,0.015083363093771986,0.017302682938491017,0.02263959871431131,0.03125304831219848
4,0.02055052695721002,0.03812802204939045,0.027132677823992417,0.05729193675262964,0.08823475511269464,0.04244892093962074,0.017029403571554854,0.023927787350720157,0.01053445727954777,0.06392042546392543
5,0.016760524680089532,0.03598014826901711,0.0539888048180016,0.12026691976560648,0.0887073526537014,0.013900689366537523,0.001772965070961105,0.014158740020442222,0.004962788416031976,0.017669435880703813
6,0.03234815377290532,0.004855307285514847,0.04845720846270008,0.1184135776081372,0.09353259092738571,0.017189317530968622,0.0012858681925983673,0.019972627294622725,0.008378803482617181,0.040419043335420055
7,0.03706126656947899,0.005950456566443124,0.04158094402283906,0.04796278484479084,0.12477235812202957,0.02341877178718572,0.002643529764835449,0.0281737052335568,0.021924802374505198,0.02637506718121004
8,0.045576277394002114,0.006159072338469311,0.05872781108392888,0.09342213016294698,0.08694432584156837,0.02070771485340852,0.005660637147697619,0.028433402989289706,0.023757050567641765,0.026150558171283197
9,0.03255125522002839,0.004589098610627487,0.05010215527576656,0.0685104340449976,0.11217370891077327,0.04134341047956204,0.020207501788546293,0.033868092551298364,0.015390399898503661,0.028233454264876796
10,0.026388024528565836,0.005586463476746858,0.04712268973343731,0.13970228251648936,0.10437676921806142,0.020529117490215593,0.01876742041808995,0.016553153968130868,0.009981467599810985,0.01794143401631748
11,0.009173020955470491,0.0019365926939720506,0.054633532466194304,0.11146437692203925,0.09067414569461946,0.017476562618025857,0.00688322585242867,0.014918051533121843,0.014766436793529725,0.011700977314192463
12,0.018026403709243567,0.006385287092549715,0.05571664170926308,0.0806932613603529,0.11985503231880895,0.04557572065032441,0.024334790861726553,0.022114563616121654,0.019176850595636164,0.026345293969811157
13,0.026014901294767204,0.0021705451224610117,0.03322687946683146,0.09424852788959882,0.1302914466486149,0.013666522414459134,0.0126570587815632,0.020412255696666482,0.018110492088875857,0.027476820280531812
14,0.0456722949103945,0.0034004910277500274,0.03099135426203705,0.03682060871514886,0.13670358675694158,0.019515667707272748,0.006112865060642482,0.036773211488425536,0.021104015258693324,0.0354609556221049
15,0.042948868227356794,0.004237097565036305,0.024337764912113497,0.15704821181697498,0.10841143278583133,0.022669435658781035,0.007203325641417131,0.020081406535239134,0.015415910490273885,0.022742718599585265
16,0.04923062131075484,0.005375071168918862,0.07605947192771695,0.14846772366663322,0.08099072610490148,0.02421333723375297,0.06499638028798813,0.018210177277655386,0.022658129651832032,0.026983463715259066
17,0.06906916603610044,0.006772667852726507,0.032131420664746925,0.12742084474011686,0.08929160923503275,0.02242461597987644,0.045180752439764556,0.02877812481287742,0.04606443364419083,0.026325141504150034
18,0.07583336643780189,0.0021878669440286856,0.022021449104635823,0.10036007202153266,0.09074633925514347,0.01513246616721892,0.052313753467940705,0.030358593906422194,0.011698349278649814,0.03166810510784884
19,0.03821298827153183,0.0,0.004286952172511719,0.023454269146588852,0.031181183851138942,0.0008025445787249678,0.00898368818729089,0.00229726129179883,0.005844141212734974,0.013595475264874085
20,0.06849512162744495,0.012764115512974279,0.028777038985191863,0.08010042891884686,0.06912577198362674,0.016614777075117597,0.03842877416648146,0.036861671190704236,0.02114104255544258,0.023659818930265312
21,0.0822214896280449,0.007134310853492178,0.04361204236012729,0.09035930405682674,0.0936385505460504,0.01486924497727282,0.023075208686502032,0.03027210490564765,0.022545288185212134,0.037582117468956906
22,0.08047072563222227,0.0022780279569717225,0.059037892390671934,0.11003895112647875,0.09217172434080993,0.008269226066992187,0.010994365342594261,0.005395244802036864,0.034052639243186376,0.038238043949426946
23,0.09954205397133985,0.0048049251255599225,0.04002842043630847,0.10925113175936048,0.14537925306903438,0.030777470412869344,0.012798320894298889,0.028955872320633933,0.011321013585202747,0.032984864272980696
24,0.06649341108249512,0.009865846996267967,0.04609341900488753,0.08668152746269979,0.12645256318938344,0.034457538623596524,0.01728491605569501,0.016613339394575637,0.01173221948089983,0.03610644572077901
25,0.11774621803690004,0.006831068430318005,0.048184936131489574,0.07840601740779594,0.09797135834195249,0.035531639392018394,0.031427215978136344,0.03534165777448053,0.014297255265009171,0.02831723326237279
26,0.08481945599787769,0.004087987244481504,0.054782982314325254,0.13541754488402957,0.0870720027334111,0.029912501285249117,0.027529080301929434,0.01819429972130031,0.027660336943547664,0.030302594385970116
27,0.12314917188803802,0.003852790151391008,0.06245011628660905,0.07061874621214236,0.07834486048808943,0.024746476861812916,0.02050117452168324,0.021486608616737478,0.010281954232517444,0.0115665493537113
28,0.03989756377250468,0.0024243959256356,0.07133416745510643,0.11781803845459639,0.06407820711185733,0.019867322628611357,0.14268220477667945,0.01818441482858337,0.016571910979574375,0.023503126631745443
29,0.04377472674214477,0.03417154657687777,0.019484342409908165,0.1241689706606162,0.08303427965632573,0.020085604343908464,0.013345937566091709,0.03540759310863549,0.0238045983766985,0.039554474287698996
30,0.031198145814058352,0.01331067910167908,0.007594305088145662,0.11558647036230348,0.08553140335030689,0.008635646244313684,0.005766759511094288,0.031935367897894425,0.03404644872597496,0.015251007088038223
31,0.06099151444927397,0.02322293903791675,0.033003566935894964,0.13349456266948123,0.06132169112635562,0.016982082084499903,0.014612946485734314,0.014838774506898418,0.04554222670465877,0.018357118188858646
32,0.05823754588807815,0.04857017201773315,0.048693666394019626,0.08480986961967348,0.1443913225949492,0.02172610454519199,0.0162655968368143,0.03323913008590342,0.026835987786858525,0.022530700102527904
33,0.033216404042600484,0.023964338579059323,0.02932152010440711,0.15752130143175197,0.07938429200179598,0.03032924523140794,0.01185399823488102,0.05126095500762389,0.04178043007816482,0.04866011519563523
34,0.04439672784726427,0.013181809259429503,0.03450149000918408,0.09609282510719666,0.051480883615956645,0.023509275887049083,0.08303465755653357,0.03742996538481298,0.031573255826712686,0.07501445720542788
35,0.01981351543092676,0.03456767701445969,0.04948710086571997,0.10320174858106354,0.05565548850599786,0.027684674868818183,0.08631492619547347,0.022842439789532185,0.03697050810656249,0.070980015799465
36,0.01130135110520751,0.018003939933251945,0.0425406258603255,0.05503553745745071,0.09361933386545972,0.05948636064054517,0.029131430949681483,0.03812876848393252,0.0331541559044273,0.0834952788660415
37,0.009627410134605953,0.004509952023850051,0.06246435458166593,0.11527616622345833,0.0863335522801788,0.007776087572524093,0.027680830610403336,0.020708857567234958,0.007724358065448974,0.04023912341372044
38,0.007343538507788965,0.0,0.031375371057732,0.04397491678462014,0.0602607727328556,0.00290505235091303,0.010259764672499014,0.005458876579852128,0.0,0.008046426628698018
39,0.04812921219395561,0.006634716657614622,0.04645445275202995,0.17227108450001247,0.10537575130794308,0.008906214093162914,0.008630964417255808,0.025866959024933918,0.028840213985946606,0.04793377708830079
40,0.05860302090864972,0.007758586127891515,0.06470554850657531,0.11823136092370319,0.0491090241339537,0.03587657938360999,0.011056428555440902,0.05297432297828014,0.02231411521681952,0.061443052177985055
41,0.04346910619987888,0.06144302101872655,0.0474338066930148,0.06681232969321466,0.07079011790568461,0.02900069372362051,0.06028347210068633,0.045493302718149164,0.016971192945164474,0.0733131948701115
42,0.023326191483444586,0.08431798895227208,0.03566058895056303,0.01346952605791646,0.08875570003708551,0.020649013720196768,0.05662989889445726,0.025456903871507074,0.0504839321169364,0.05605501436437531
43,0.03813273041993409,0.07975919583522438,0.04429560720771369,0.0630626688174505,0.048596479090760376,0.013944007911343712,0.06483720330346682,0.048407918287476516,0.02285504929706796,0.06767594175710226
44,0.02338728589414828,0.009409899606604065,0.051256936681502704,0.2095186532499517,0.10065068413580124,0.026565294346998603,0.012348085161971015,0.009347863924162928,0.012210753262459524,0.020357290435517813
45,0.03788122516670358,0.005887280564423835,0.01960260912901011,0.034359514783935625,0.13676746656677072,0.07725590446963566,0.020596501220148698,0.020593717282166295,0.037232483439036304,0.012323718692539213
46,0.03008720740500112,0.05972378085018948,0.02268724501216329,0.034592422794309706,0.10552949169418463,0.030876462181178302,0.0964033689751617,0.012092432699042588,0.053687883625543414,0.02324595203727131
47,0.0,0.07319239922901079,0.014963005953036757,0.00477389239038235,0.05468623067148066,0.0008353116967305662,0.009736890185302013,0.0012680074628260553,0.09039756334059812,0.003730715712088504
48,0.02305258856892799,0.060891294280722284,0.02277434310694187,0.042412799045961735,0.07408547934673387,0.029874305121282453,0.0180802790689191,0.0381744123861798,0.10145622537758191,0.03181255088164042
49,0.026381172999285878,0.009997242327200681,0.034516254232347776,0.027343118490022786,0.11331290003349162,0.01601986625416063,0.019045983012553197,0.040593722207425305,0.07476354580165397,0.049583520610542824
