,sexp,lt,fix,age,ndev,entrophy,la,nuc,ns
0,0.11530032156540787,0.12021940567414703,0.11746150337529634,0.037076651158547747,0.015656757434774682,0.018011517058930844,0.006130074347746763,0.18619563035942338,0.0006671227878124432
1,0.16113888888888883,0.07868664596273288,0.07512874396135265,0.014020255348516234,0.01505821256038646,0.012213285024154584,0.005351380262249828,0.1563823671497584,1.1042097998619592e-06
2,0.12760268927714957,0.08959498115793073,0.027570886148224262,0.008991121388603408,0.011543022724677401,0.011195300902135438,0.004973820943245402,0.2669453865479046,0.0
3,0.1409443397411735,0.08930456087448177,0.0535938560120618,0.02673426309837921,0.017433660007538626,0.01719336600075387,0.007453134815931644,0.14765856263349655,0.0
4,0.08325012987012988,0.07949363636363635,0.02783991341991342,0.025263982683982698,0.021925454545454522,0.025730519480519475,0.012036060606060613,0.20374956709956715,8.311688311688315e-06
5,0.10352017780021311,0.1222223063548152,0.038348112625497775,0.020813618262381522,0.035917564080991636,0.024560982107801898,0.015698833361377527,0.1741483958718942,1.4330585001963108e-05
6,0.04123408798408798,0.02412755937755939,0.027209225459225477,0.002367000117000116,0.007657043407043407,0.006394729144729145,0.0032519305019305025,0.09420998595998588,0.0
7,0.03252619047619041,0.026251661129568116,0.017032004429678834,0.0038294573643410856,0.00831013289036545,0.0045149501661129535,0.003929180509413066,0.06708372093023252,0.0
8,0.09914723748473744,0.08683217338217337,0.06363565323565323,0.014639682539682543,0.044502548840048846,0.029991269841269836,0.019189484126984152,0.1468942155067155,8.71489621489621e-05
9,0.01709088213829595,0.01787018792191207,0.006486681262543333,0.004147395548257618,0.008503785805509943,0.01170972450282796,0.005055669585842002,0.02122491333698229,0.0002703658091589127
10,0.11540367965367972,0.10974664345316523,0.06251795909404606,0.024121870882740443,0.03748367212497647,0.04026130873956959,0.02021768931551541,0.14557828282828275,9.473618169270367e-06
11,0.11498792850473522,0.09113742163532085,0.04804141656662668,0.02609368747499,0.042681289182339585,0.03433930238762171,0.03282726423902895,0.13317241896758691,0.000590186074429772
12,0.1748699649038844,0.09359278535534812,0.0374395190236899,0.0150174682938502,0.046724754726011,0.03667623833452978,0.02366433357262504,0.13930876605248468,0.00021243120363723363
13,0.128182462479155,0.05354516397998885,0.027626598110061136,0.002909347785806932,0.03084458958680751,0.013915554937928482,0.01259685936631462,0.16727260515100972,0.0
