,age,ld,lt,ndev,la,entrophy,nuc,fix,ns,exp
0,0.0,0.0,0.04906224394532194,0.0,0.0,0.0,0.12976208122447128,0.03637040074002027,0.0,0.0800437817548605
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264906967077639
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009145121785092877,0.0,0.053351959401475406
3,0.1957992924836294,0.0,0.14412592092590248,0.9906617691768124,0.2999624365809706,0.37260636080656084,0.48583411582988134,0.0,0.0,0.8015183030024575
4,0.0,0.0,0.027629071130797576,0.8274639648738679,0.0,1.007406024964486,0.29821168664511377,1.1286234590703628,0.0,0.23829438264597835
5,0.0,0.0,0.0,0.0,0.0,0.4925300335413549,0.1256317702353707,1.4369844111292396,0.0,0.8856864311909249
6,0.0010908802517830476,0.0002534440099022922,0.07679054334885607,0.07919731678165157,9.875692429893762e-06,0.024419351465169294,0.36695227834739547,0.09613554671616219,0.00025403880552747355,0.10023946270001319
7,0.023716099514725936,0.0007324749393472729,0.12553088613673602,0.04200705521545962,0.005003703277623149,0.18503775807985418,0.45415009888927727,0.2505406956819995,0.008717607714615737,0.206555615031982
8,0.0,0.0,0.6339399359988884,0.6604679937104069,0.0,0.5972401590186809,0.21310221276263286,0.698711357052906,0.0,0.1904054671465732
9,0.0348688236873699,0.0,0.31055680896196575,0.23654278344539426,0.08624545932948399,0.3514180128500001,0.10806692824379607,0.6853681791646684,0.0,0.1806262955530173
10,0.02135790260519783,0.0036613571152396365,0.21076806655632666,0.0696486439686143,0.09700840631313352,0.2459079206107212,0.25713998497132123,0.5304954607106811,0.004157816259085501,0.3479446823942912
11,0.008367388208369304,0.00013217905662580998,0.05813463965511786,0.04083832138107544,0.0004969907608710787,0.10576002468848275,0.01991011612400275,0.3319124967739468,0.0018846355779126485,0.3635634228006833
12,0.0,0.0,0.035449525404810306,0.0,0.0,0.2717982153403574,0.15269669568866825,0.0,0.0,0.07399657079107015
13,0.0,0.0,0.1232814935181807,0.0,0.0,0.11992798119065705,0.21397253901932353,0.0,0.0,0.09048946391035642
