,ld,lt,rexp,fix,entrophy,age
0,0.1401745934959352,0.23582459349593474,0.0708504065040654,0.02931341463414646,0.09229999999999977,0.04437560975609754
1,0.26988267740011973,0.1977091532498502,0.08560330948121625,0.008321109123434747,0.031413834227787533,0.06504755515802083
2,0.14845303343674754,0.07992192347466438,0.05494906928645278,0.018476559806963236,0.14825172354360647,0.05154403653912442
3,0.1683270428728467,0.18295572248687178,0.0642317088066436,0.07621479174300604,0.08206247709783623,0.02564052766581184
4,0.23173000137683814,0.22590871540685678,0.029243219055486276,0.00781075313231452,0.023015420625085742,0.021806966818118962
5,0.2505453815261034,0.11394327309236883,0.0784901606425707,0.09060230923694765,0.11291184738955838,0.019284136546184674
6,0.08221195652173946,0.07056915563957135,0.022262917454316362,0.0015941241335853825,0.005632876496534427,0.019416272841839978
7,0.09941090329128487,0.1389180803247788,0.021454762940409138,0.0033118747281427074,0.25031361461504686,0.010357909235899654
8,0.10804272559852621,0.15156279926335028,0.019677225291589814,0.020935236341313394,0.20164978514425977,0.034929650092081356
9,0.14497381889763628,0.1185586614173234,0.0764257874015734,0.03723425196850391,0.19131102362204894,0.04870262467191576
10,0.11601985259153692,0.12038445078459357,0.0392817403708988,0.036982762719923686,0.21558808844507701,0.025827746077032736
11,0.017271304546493144,0.38104740689970307,0.011753027187571364,0.03053895362120163,0.09938450993831403,0.05613570938999288
12,0.045532596175996816,0.24265031098825043,0.021193273439299644,0.015298433540658875,0.12649596867081267,0.08871515779774242
13,0.010308101714961519,0.3881882515276991,0.02185501675537142,0.006043169722057943,0.09554484525921567,0.04275547013601475
14,0.0843415122684035,0.19723869137038666,0.036086963779001495,0.02816775162744071,0.09278668002003027,0.09564029377399369
15,0.040626194491287064,0.1776016020236097,0.0839221472737497,0.0964450534007876,0.18617172568858692,0.024417931422147356
16,0.08374234234234221,0.1722623123123133,0.01708903903903903,0.00774669669669668,0.0883133633633632,0.0900696696696689
17,0.10865102579727817,0.25301127361364845,0.014456936827137959,0.012243550680479224,0.16059039203737466,0.032280418444037784
18,0.1337850674867598,0.34573808303434383,0.020992824192721825,0.021533743379463302,0.028908166752092897,0.054468904835126564
19,0.10006193580742452,0.276627131394187,0.002432380474757589,0.049174690738883205,0.11865396188565644,0.07344742561016314
20,0.11497928436911636,0.09580743879472732,0.03309896421845602,0.020275517890771904,0.16191770244820905,0.10305310734463391
21,0.03554201145767056,0.31898928495650164,0.019057818799066553,0.005790897517504785,0.2226214725228128,0.07765308720560181
22,0.06133192955589591,0.1442882848392042,0.022089331291475105,0.0492665900969879,0.1599123277182245,0.10222307299642659
23,0.09869814241486023,0.13003319573443295,0.013229962160302615,0.04164671482628155,0.10306312349501262,0.08363777089783318
24,0.037310806831566554,0.2815603651354555,0.007471289752650204,0.0011470848056537113,0.17954976442874002,0.010030477031802097
25,0.03025530932594663,0.3109900738688854,0.09159879963065623,0.028795360110803192,0.09634418282548558,0.036503578024007825
26,0.03150742287172336,0.22167629320343107,0.10421143586174941,0.059671537926235134,0.14810484806309354,0.04221630712131722
27,0.04583657745336618,0.18485306839686474,0.08162787239794499,0.08881130035144617,0.15317085698837574,0.03910151392268194
28,0.09975766205587278,0.14874450772986178,0.02032017900732309,0.012699077841063139,0.11767968538106864,0.08030146460537005
29,0.08177246485943823,0.18606350401606392,0.09441340361445745,0.017495983935742858,0.14613993473895434,0.024623242971887296
30,0.11306055240793426,0.19050991501416537,0.10309773371104886,0.04151440037771443,0.08475920679886877,0.060138692162417295
31,0.04098704284221551,0.20339383490073087,0.062129258098224505,0.020059352142110954,0.17874472309299938,0.027984848484848404
32,0.019936963893876086,0.44664312786754123,0.02191432276082153,0.00749730700179533,0.04296908039098346,0.010737981248753383
33,0.12048370273793868,0.06317535853976561,0.11228661451543008,0.04258572359843509,0.2887760756192975,0.061828987396784746
34,0.11094476504534245,0.37822148942017186,0.01220596317669682,0.002406705138774383,0.0313697444352846,0.041323990107172456
35,0.021801661036036344,0.1729667792792813,0.04871621621621688,0.019336570945945913,0.24713034909909956,0.065182713963964
36,0.035502086593636246,0.09326930099113288,0.0710549034950449,0.055231872717788004,0.2496424100156505,0.07228403755868609
37,0.05877494089834485,0.22631477541371187,0.023958392434988433,0.038253427895981365,0.2202423167848716,0.04640744680851083
38,0.0598072768618534,0.2296042258859236,0.06546446844798079,0.04306130377108247,0.11117159370854733,0.05577610384688229
39,0.07703372066529914,0.30236226930963706,0.05027853725222192,0.03383561175666466,0.11726122123490432,0.07019742538163642
40,0.035711896617255545,0.40254941087038965,0.01775275560623351,0.010325921702774623,0.08413854047890552,0.08529722538958505
41,0.08166890959282243,0.0824283988957899,0.17267719116632038,0.021199447895100167,0.15385524499654904,0.041094893029675963
42,0.06813831615120283,0.22952520045818897,0.023128006872852415,0.02346506300114542,0.16317296678121512,0.04228092783505196
43,0.09600355222734211,0.19211271121351778,0.06047983870967782,0.02965946620583734,0.14589746543778673,0.05594508448540707
44,0.0031852187941117565,0.1568829401088925,0.016529643073200324,0.012693083282920079,0.33623341399476014,0.013585803589433286
45,0.0348430012610342,0.2840340479192935,0.06478436317780557,0.07554476670870108,0.08822320302648222,0.043206599411517284
46,0.09652918376652937,0.2851625626994975,0.009129274965800233,0.0013978568171454668,0.007699270405836711,0.053789101687186536
47,0.0929693016116664,0.12969250447684905,0.1057805065234067,0.059276157585059344,0.13899206958301247,0.030174085443847556
48,0.03589273648648615,0.26615174549549653,0.1037452139639645,0.0179148367117119,0.11676576576576679,0.029193271396396533
49,0.029978390059427405,0.2883398163155069,0.0576395191788219,0.025662884927066733,0.12605375472717573,0.03078133441383058
50,0.09397977635022714,0.10502307875327191,0.09801082560076123,0.05995907684986977,0.17754960742326764,0.05466059957173422
51,0.04194509803921535,0.3875810784313752,0.020896176470588668,0.0006969607843137217,0.09245568627450966,0.06777166666666597
52,0.05428881133671706,0.26019902707276055,0.07655826988155588,0.057840313028764655,0.13431821065989713,0.08925074027072762
53,0.08190786578657913,0.11185753575357693,0.12135134763476467,0.041319856985698844,0.14774876237623577,0.06182040704070423
54,0.03207818233135767,0.3346548123059594,0.018669348010161093,0.01274823595822757,0.1869357888794798,0.1253355913068019
55,0.004467338559163835,0.3758611422172443,0.0044107876073161455,0.01953826054497949,0.13065920119447488,0.07994195595371416
56,0.05549049979347396,0.1201466336224702,0.11479987608426248,0.10304997934737717,0.11691821561338202,0.03861916563403576
57,0.14112606635070984,0.10251358609794715,0.044071563981042935,0.010246129541864196,0.13356540284360213,0.1024456556082137
58,0.03490704817329452,0.11892854833495048,0.04893129647591321,0.026294051083090502,0.22853233107015897,0.05963498221791121
59,0.06951760299625503,0.09689250936329553,0.07268071161048681,0.036353932584269534,0.1580855805243434,0.02882584269662946
60,0.01384052878179392,0.23391415662650336,0.012108099062918308,0.028708835341365275,0.2407284136546167,0.057796017402944926
61,0.018576554232804337,0.27533167989418167,0.012371362433862387,0.013965277777777877,0.22132506613756445,0.019968750000000125
62,0.08920762471655272,0.256230583900225,0.025367630385487592,0.03371201814058963,0.12923115079365133,0.06416482426303878
63,0.07770298793859744,0.27325671600877,0.03506688596491209,0.04601329495614087,0.15973547149122672,0.06470353618421103
64,0.0496018886679919,0.25608880053015187,0.01745079522862818,0.012532471835652736,0.14533167660702395,0.03330649436713061
65,0.27709856294908103,0.16199937519525068,0.016969384567322752,0.05180709153389551,0.0667050921587005,0.0802786629178386
66,0.14755747126436794,0.16405385878489243,0.03304039408866979,0.034580623973727416,0.15835090311986771,0.07930082101806302
67,0.08543962787014976,0.32678642121931656,0.05111559778305644,0.016956650831353906,0.04896931908155147,0.04295209817893856
68,0.28261262077294846,0.13785718599033864,0.014438103864734422,0.004464371980676326,0.04055736714975827,0.03362711352657011
69,0.19850903832248834,0.045148951554591615,0.006627982646420718,0.016968546637744105,0.04054772234273317,0.02143781634128689
70,0.05351577152600184,0.08763256606990649,0.0059923273657288886,0.0018358908780903669,0.01232139812446717,0.010372975277067337
