,ndev,nuc,sexp,lt,ld,fix,age,nd,la,ns,rexp
0,1.073238955469721,2.25065841588057,3.7212649184615225,3.3663405333770666,2.0330767894009236,0.16229177274131706,2.2077299941166997,4.252454088676168,9.677936887488967,0.4338169809279451,1.423664473771325
1,2.0521330509769604,1.5169997068654077,1.4784943858190438,1.763152840680286,1.4000741563734078,0.12371013347762891,0.8339459367735628,2.308724622533172,4.135949866473996,0.23327687270689895,0.8038481119820783
2,0.21444228607624402,2.1922189273054142,3.202453073585332,1.9710985628714788,1.5227234720415952,0.543425510414714,1.2856796360243234,1.7071642509995457,5.025931894670007,0.7979479714049829,0.6562716749071671
3,0.03837662611286983,0.2997782724473828,0.39323902604704986,0.3361300802564819,0.12210413982171463,0.048703974836749826,0.23610664842520776,0.12374392550537985,1.0825049945899992,0.12893210702465438,0.12683643136531733
4,0.23281442526638696,0.28773705849847153,0.6243738696487875,0.33522320728915694,0.1870394198064635,0.171799881141057,0.47217542249531963,0.26283591401759016,1.4698543438263407,0.10902301985813138,0.3739632983831707
5,0.09592643052272527,0.13199380526142632,0.5523027853691941,0.3041341740809432,0.14607696638497444,0.10545192021289657,0.186436752337527,0.32174191938846575,1.1419547205262832,0.029888069442322023,0.2320441147141035
6,4.874003164002961,1.718625550231204,2.387404749334854,2.910116028232766,3.9189875938949106,1.1792759874519099,1.5136201552924424,4.326367081492099,10.57468107249918,0.7871329956867215,1.848115294940075
7,0.9910194312962385,0.3849883627652186,1.4133226644865409,1.4027394513210447,0.7193954132833799,1.4475861121563278,0.6359104407198903,0.923944687605654,5.584643873090246,0.06197432984274539,0.7676277854310911
8,0.2987009143157353,1.0492983405398928,2.309016145023777,1.9754663655134665,0.6210256090358319,1.1788973256127309,1.9569869091077596,2.0527945125296605,5.932971429572055,0.3545506692868616,0.8612913052466022
9,0.012544979586098506,0.016564417837673935,0.38195077238911623,0.1926880575371273,0.16942419463063674,0.10300376797878656,0.30412408334310986,0.09486232793718195,0.5793701515658066,0.07370440958991166,0.1599416212679837
10,0.0,0.04801242150054374,0.21111212114162994,0.10993880085486944,0.07101955729347388,0.10158191310106997,0.0,0.11326288823006099,0.5914700267813202,0.0,0.0
11,0.2487580777234128,0.09559467863353632,0.22153289492429284,0.12460994087147746,0.03705750842347663,0.0,0.07769760526129851,0.15690987435368778,0.7122397487668652,0.0018214898765046628,0.1074054194336943
12,2.7206902228786265,1.0763972286017767,1.7669054627713048,1.7567834899421386,2.4237649161993358,0.14761773415300886,1.2213760633650284,2.91005663291332,8.353611885678651,0.2337539157353839,1.7238018661151162
13,2.9699779191754327,0.8993387207349112,1.1082270720768346,1.228520625262667,2.2496888955378918,0.7512610240644805,0.9308538662882072,2.031154758162429,5.771136834297178,1.1870351879569672,0.9961966105370262
14,0.3542587547750465,0.3094925503797569,0.769160483363052,0.5484668760283378,0.7419244549959255,0.43669175137516464,0.43561581122250514,0.25061946752974684,2.5304517761890892,0.27827212612784796,0.3918809962139704
15,1.112490827453587,1.0769717459808528,2.9906173471500823,0.6139271955994463,1.3895692266738022,0.4112378192291852,0.6573583891602222,0.6372968584005698,4.252128254021377,0.05565999319619841,0.5721371873849866
16,0.5272231185214661,0.04283274810525954,0.18658798349845782,0.24133664030299182,0.1847838327059169,0.0,0.08060534202942596,0.1476507213976852,0.4168249645600632,0.0,0.055273679562336864
17,0.21030926257595658,0.3043928121375088,0.8350857162100974,0.201049133351842,0.3876491894992856,0.0,0.18984037133472775,0.00647466849893185,0.5867945747462443,0.09122409807898116,0.03612191730946086
18,1.08272510266683,0.8347483388170668,4.627642578537647,0.9075149819371486,2.1680808802653297,0.298413854732834,3.272129725809584,1.1549856990000775,6.7703527824415515,0.1402644719817164,1.1731130240933991
19,1.178363407513071,0.4033035452672071,3.4313500846970575,0.5192022760639116,0.8361642586967203,0.07068308943520933,0.8511722813923649,0.5673385523386834,5.059420584791885,0.06399288218122763,0.4967482047024806
20,3.719853140899362,1.3089904744443803,5.356396206329314,2.0280621971436945,2.5583780926297077,0.22894227850112445,1.3239346003052885,3.1264375480197235,8.889184663230617,0.6860812646434066,1.2399070517087702
21,1.1622343302802014,0.5315097458905478,1.739239126419162,2.612936256687408,0.6827837843688402,0.3618958982339281,0.7080500387811943,0.511425507565873,4.792996551736588,0.8329902381855083,1.265759686107822
22,0.3433242227986411,0.4781738679408057,0.6215993714545731,0.3470974575876167,0.24439369756611015,0.1704668265674202,0.32724905346559674,0.38677728133220207,1.5073300279750086,0.22287810516343337,0.6264609555762258
23,0.63328442043893,0.33602643508105634,0.6836816915127332,0.44363145755419836,0.3590801948142495,0.007257453669441411,0.3874705546736978,0.25738310422673044,1.3652076640614021,0.20411774668240615,0.3628648658696061
24,1.6202718917685919,0.37911379017029434,1.2493844327081454,0.677247584685166,0.3842096675079611,0.051608499153714474,0.36795725805609986,0.6342840794109588,2.8608073375333194,0.0709130458809461,0.47786422476224527
25,0.38966012649561643,0.0,0.2024379380109928,0.30634659993883934,0.09007907313939952,0.015791373993129888,0.05755540444751769,0.22277259805713828,0.7505480037173746,0.03659084180339181,0.04509703506473514
26,6.486296823781844,3.8425189024821105,4.724954735689409,2.515303197783615,1.5205266965824251,0.6224684160198057,1.2907940251078278,4.882147514967012,13.158067898948534,0.45878413451637046,1.4320185248659631
27,2.102705454501593,0.6977310662371837,1.8586498548766945,0.8666850455946433,0.3069504666199702,0.2231821294628655,0.6713718212839747,0.8695406518648398,3.0376522207068786,0.10145267619392806,0.48690704748891517
