,ld,fix,rexp,sexp,ndev,entrophy,age
0,0.07401445207332541,0.0,0.031102194454694056,0.030725008048393346,0.12399976374345889,0.03125230423986507,0.05982594733483236
1,0.09186602397623674,0.0,0.02056650206941453,0.02415763301598751,0.07019382918946523,0.04043275905668107,0.053328038574614836
2,0.10018920705290887,0.0,0.016505572080646774,0.026076460566693282,0.046721325723485155,0.05269922563093433,0.06183799979977822
3,0.12252577375587184,0.0,0.01651121159662796,0.028649287378014872,0.03866111843206561,0.07408058419808532,0.05626512010314213
4,0.09247681468891589,0.0,0.0077496747801416065,0.03557648661693034,0.06476299010455511,0.08441256246617056,0.037260259038790135
5,0.07292105350375006,0.0,0.01323829462205842,0.07342567432328623,0.09517319131466691,0.08656023610955316,0.02928783772225821
6,0.10113527767795985,0.0,0.01602657751670896,0.06024217529916708,0.05822912571558523,0.06785191507802857,0.03873994201633838
7,0.09465016660532026,0.0,0.021265480249178306,0.04440642120423081,0.05888201814857912,0.038890684250663166,0.058279788861232716
8,0.07725148721338075,0.0,0.045492581957086574,0.05647726575699935,0.03641106109413713,0.05185990015138617,0.039008127257354856
9,0.11319883927930278,0.0,0.014795406865961097,0.057161480263685685,0.06440238040394253,0.06215568631023909,0.025515440753141185
10,0.10596713628133558,0.0,0.01195050805974974,0.038786416134901115,0.08551339823489894,0.07750126468400312,0.024385013982905043
11,0.07311812898873854,0.0,0.01805372381373085,0.041756315776213575,0.06037707629094225,0.03459268257362331,0.038127455692567966
12,0.11080870950238494,0.0,0.0258155891814716,0.05107747436553294,0.0803077457224459,0.03977365104594806,0.05179842643825017
13,0.08870354195348117,0.0,0.0371191711183815,0.06488068441358764,0.03236902583883732,0.060926234738903566,0.03556658602138967
14,0.09297124023990773,0.0,0.06033934293701517,0.07725466839632755,0.027703974560240294,0.07661875489994975,0.023924663344388343
15,0.130289975696709,0.0,0.02926950407901366,0.05883748500067043,0.04923883040818582,0.08098373431783501,0.026236705375356446
16,0.1063714305455151,0.0,0.02890705687240545,0.04773692718251476,0.0613261106218365,0.05250634647901732,0.01816777777048051
17,0.08031399091990084,0.0,0.06284698451973816,0.05485935490151162,0.04685034803827355,0.037744436895847736,0.03759638503572473
18,0.12446947006237834,0.0,0.03667109169014679,0.05567790646963647,0.04348216567997018,0.05362152444239932,0.02924390513781948
19,0.11009992717636592,0.0,0.019140220829735797,0.04900508099018631,0.057732919976757766,0.04533633338641264,0.0400258833257028
20,0.11122277897732266,0.0,0.03377096425788726,0.06837252226200155,0.04414767443995145,0.04974796095129208,0.04328158179864401
21,0.1169425377988768,0.0,0.04529489107414679,0.04019829472484721,0.04564130686794,0.04129328104919991,0.037902618056714826
22,0.11114244367859695,0.0,0.030412606466183476,0.039293917158017784,0.07811753450698192,0.049429241096108696,0.034488005099950376
23,0.08546433657556868,0.0,0.0397411146129369,0.02936319050230233,0.051691390560338064,0.025223428389606735,0.04569328402597065
24,0.10947878074571393,0.0,0.06332787881458735,0.03535547796946959,0.0780334482188738,0.024348314568372185,0.047922296394474345
25,0.10275629781114985,0.0,0.02054736418734138,0.03914061263226258,0.03326207782710243,0.03509359476014639,0.06706008878690153
26,0.13332989871221915,0.0,0.020043450477403097,0.05029411448381812,0.05694775251250068,0.04367449194856921,0.052730127296459255
27,0.12010174722243228,0.0,0.03341040486454078,0.08447243768071196,0.06934739921633572,0.042534899079543304,0.029045252792334195
28,0.07244397601569315,0.0,0.024961006158558587,0.07844126268415505,0.06466651691924563,0.03234610852959252,0.0410618896991008
29,0.08655262469134739,0.0,0.028584935662555502,0.04783118566066205,0.03292753244794149,0.036257558501105,0.046727038609502766
30,0.07338458932131695,0.0,0.04614464692088581,0.01906237205844746,0.02988882214375592,0.011158129039033233,0.03523137180134865
31,0.126115841688945,0.0,0.02273320749604925,0.02501232386184882,0.09673278600388494,0.023870554833547213,0.046818239844745146
32,0.10965579958545583,0.0,0.021541230355880667,0.0332350824571669,0.07142272866762392,0.011335317550114354,0.046627793169888423
