,nd,fix,age,exp,ns,sexp,ld,nuc,lt,ndev,la,entrophy
0,0.4960194903260365,0.3221716948882405,0.49887936644047176,0.07287056345682244,0.21622070955942438,0.15238559869379217,0.007189223817690247,0.26072212666227834,0.2576495625907303,0.010795074493446728,0.13607419693154718,0.5898428491180034
1,0.33613972865055003,0.4970700428112068,0.5376250814233889,0.029533998539428324,0.25669624488840104,0.15522552080160804,0.01934480638075781,0.42223986844279354,0.1092627913511664,0.04752511921167687,0.16589275371723575,0.5936120451009728
2,0.16383756981506314,0.406087366962095,0.44081837607490876,0.15398313927605647,0.2753499357895297,0.258994748707646,0.020552055360929692,0.49196509564425533,0.009952751700231336,0.07144780798755222,0.1729860764382421,0.26850961112172467
3,0.14353199318954396,0.4929824932107681,0.2879178383323952,0.17776286827935628,0.16208391671861652,0.33904571529951516,0.0,0.47287611501500776,0.02475127229254403,0.12094758628356322,0.05560335239902112,0.16744005574887022
4,0.3389194877432762,0.30282138343795884,0.31432205031820254,0.025089744652742465,0.2355980320323063,0.13564389870503762,0.045347964157170725,0.44121036419697834,0.17481798955018613,0.10598631664307437,0.22498606058764126,0.3694690719002855
5,0.2633948931766347,0.0418363113255145,0.11586245002701236,0.03828325006260598,0.2695138633348433,0.09562282610624667,0.0990951369669115,0.5777278469816945,0.2944941205903413,0.22490823768613621,0.37689639297958155,0.21077258399840015
6,0.18357029647502962,0.00046629945572180306,0.0,0.47737785102130825,0.07644224018387447,0.17626029384208364,0.05511274114330203,0.29302935654678947,0.012958576776991691,0.39210262060817463,0.15020514488080974,0.0
7,0.3932690861695154,0.17474561829494237,0.2769114071694643,0.2555814246932579,0.0,0.009461982780204868,0.13647226013646094,0.2831357783775116,0.16137960393871778,0.01756879582327971,0.04748960771208215,0.25689192227815366
8,0.11982815174259412,0.08353056115536467,0.4971897305998337,0.2569731551786142,0.08574797021799034,0.09193232461366614,0.20677728576708923,0.595022642667739,0.3756428269482588,0.4254226188042166,0.005384531523834528,0.47456827164188714
9,0.16192986835036366,0.0,0.0,0.3308712369170472,0.06892304927381497,0.17187239074912106,0.0,0.5026309180734726,0.19476303573086015,0.17935821793428477,0.0,0.0
10,0.02885332474496932,0.0980149818206369,0.010201451137583873,0.2024488347307801,0.004118211233648187,0.021702306290264855,5.219700643497136e-05,0.28579612556633927,0.16339324267834293,0.02477375198858585,0.0016145144350581632,0.005959776781530343
11,0.18091721523284854,0.4227393881829883,0.3516792552670491,0.4092286082668753,0.08181733744986106,0.10132366670119086,0.04816523418871612,0.3843174934645288,0.2870806386002978,0.049313894823977605,0.2627489639231468,0.16202890802275313
12,0.19307082162845873,0.19093776990876338,0.3284958227168414,0.4302268379144922,0.07885724143350074,0.07040407400663916,0.10037085766653532,0.4063466949005061,0.037960990873074286,0.04485270691138025,0.2148705802978998,0.16242738568803494
13,0.12669284075151588,0.042040475721253544,0.043472733848332744,0.3169677351841821,0.019492386464081714,0.16700998182639748,0.014548669591796492,0.2537530882143153,0.0770386894421677,0.08802992170426059,0.030123621013946094,0.023887368598151063
14,0.13099269900985355,0.05951376392549229,0.11747085565190162,0.4230005821531386,0.00601303506354648,0.16130350493618198,0.02637853896800236,0.18502930491379008,0.4187889036832618,0.17805302461249317,0.054133339282184556,0.026270808066235538
15,0.23032856154583833,0.14331736639011564,0.12883265620122125,0.4646413817999691,0.0,0.13483809262567925,0.0,0.17548744766858745,0.36135359664674976,0.11418956490248677,0.0,0.0
16,0.21862912699607964,0.1646417454386112,0.21407694986865652,0.3387311030782773,0.0,0.20183366719552692,0.012842197853336113,0.22151923686743924,0.14643707618644108,0.0017787707381962789,0.005810418864181681,0.014664431715001227
17,0.10993618979339104,0.0,0.3309468467319885,0.036963413435827035,0.0,0.000230294888763173,0.0003940757514495132,0.27902002083373484,0.11722583758810426,0.08033690131759322,0.011894574357121539,0.0
18,0.0461571866337251,0.02232976209475524,0.43943093416970586,0.04035267930114216,0.0,0.12400945833202577,0.0,0.25584718619510377,0.1652198842970523,0.1601611379922829,0.0,0.0
19,0.13981013402737022,0.0818767420117869,0.4141523826562841,0.0792625308761318,0.04066009445287043,0.03553402904442039,0.006226467495122286,0.15518757190288485,0.18727334466437134,0.08836936709594335,0.0015160667886056293,0.13552853352789934
20,0.09132592105907102,0.0,0.2948374973523073,0.00026425976709061475,0.0,0.0,0.0,0.11094240035765426,0.036435189869726915,0.17066449008593249,0.021030717369953482,0.0
21,0.32885443002619247,0.016576836319304823,0.39746454946956483,0.16380585153663965,0.05486669597676205,0.1222996809029782,0.003376392138229701,0.11299552856886537,0.05720727841483215,0.08636045665181727,0.08678390088808319,0.3188540641117717
22,0.27051057087453834,0.024439216986943978,0.30723620133671786,0.007581583668382539,0.033483951310100596,0.15067165160814402,0.02452760528989645,0.24075170753213113,0.0561259488095595,0.0908143568713752,0.024658989123554752,0.17297803112868507
23,0.22820605574579578,0.05794610755489938,0.26969301707244375,0.2820919567384698,0.004017853574754204,0.2806832920856187,0.045806439650988705,0.3186994406429534,0.14601448466371927,0.017439363524379577,0.04336593012444173,0.000546770860326108
24,0.2797430458524517,0.07615484838384394,0.23895291003306307,0.14492059961800088,0.08731568918324588,0.08333383006748284,0.0407678787338753,0.23903239841071344,0.15862023624379584,0.04413170016790064,0.07895414746507125,0.04054202337777821
25,0.279413889835396,0.0029547516995850494,0.29054785858923604,0.25591187490704986,0.0646732891389101,0.05688068726879501,0.0257615891655379,0.05861358012495378,0.012067373923054096,0.15859953933369503,0.03266303482202646,0.07331499382486764
26,0.2760358406942692,0.3769590447416855,0.07867982749673993,0.4203085221936148,0.0,0.19981631991190962,0.0,0.20941461629056096,0.08759145383051462,0.10366558016177262,0.253768320659169,0.4987984341099577
27,0.2046830564590003,0.2821210889180985,0.008958680784925932,0.5354321900741463,0.03198908467597255,0.3583025185072708,0.013309832888648987,0.37212291526343594,0.24342453464134367,0.0030439543297198055,0.1634409983713559,0.5493147561033925
28,0.23610023299317348,0.043454998944049895,0.0,0.412867037306236,0.0,0.23266889903463728,0.0,0.17573921397754794,0.14587941048058223,0.06491297475052592,0.0,0.11331472424941484
29,0.11899063831018541,0.011419614561078456,0.012499796878561793,0.3123217013339704,0.0172676750405333,0.12934462951526876,0.0009953821993292538,0.03731399846301802,0.12801677930657207,0.03414155847140977,0.005377234716698398,0.06493119656665113
30,0.3133070620320365,0.1276479409782033,0.2696718145271938,0.10669838258761376,0.09728157761619244,0.031905498742595025,0.045702735862739347,0.026782477457232327,0.4116590778341134,0.04303485864344809,0.11859304206435448,0.21857104112972828
31,0.11537670329889552,0.033697090745659984,0.10845254106537383,0.03500073481792446,0.016843393147595528,0.029353522068530657,0.0040374679082395325,0.031860431854343875,0.11101133688069824,0.20094248078835494,0.025379056135274244,0.08880802238480998
32,0.27575406663724034,0.07565173500310801,0.15217163515999452,0.1562005170621809,0.027472379165927832,0.03729006441883634,0.09819877511394799,0.02550999960739857,0.1268900153972845,0.23463232541097506,0.0,0.0
33,0.3635109559178157,0.26345631662409713,0.04986004626907387,0.24320924207095965,0.06491791532210257,0.16297546912170494,0.06577412809862572,0.07825398773636964,0.24194705023563845,0.4170357469919924,0.0,0.05517068179735018
34,0.12437670856185558,0.11378334332359173,0.1484630809729574,0.10598370502379348,0.055950832202868804,0.04591013152589047,0.04021375073549156,0.31049997393226014,0.18470147183636515,0.5151047342438659,0.05493218754146657,0.05995451565767615
35,0.10741776418057446,0.05349614469051866,0.20707378186712894,0.1299601249144035,0.00896129160268075,0.13049142546536419,0.027633781787153543,0.16869826258211043,0.3232767799064315,0.007132464461579139,0.0,0.07494021946833648
36,0.16491869373773754,0.04342646405770221,0.20114871087076058,0.19928652878905603,0.016955560935096103,0.0,0.0,0.09426930363291841,0.24410743714859873,0.02362557110693862,0.0,0.036253365602766936
37,0.23497564717201622,0.010642434428493858,0.28547947781207617,0.18084115706323212,0.04970941386829001,0.22205598971644044,0.047585464715724564,0.2517357636650726,0.1468256023274836,0.23790559854864826,0.027037387863988113,0.0326906163164555
38,0.15543332476368585,0.1911643714565808,0.10539035461973612,0.27352450045439175,0.008124684060403446,0.18205987008742422,0.026551922390772854,0.22395092712672954,0.04968986010618616,0.08695375816692319,0.03831915653708018,0.09024470887287944
39,0.2080999148672322,0.1605283427409142,0.2152919618079695,0.14080895980656488,0.0,0.005326208818039045,0.00627107439673123,0.057999244248675884,0.12063906900721232,0.19975825917096496,0.18509197622279455,0.05109323671896552
40,0.2586795685577964,0.09252337569606253,0.19346038605891738,0.32676455203901467,0.0,0.08018361166190714,0.0,0.07215039753729663,0.1313832957987952,0.2040445511640209,0.17229061124559583,0.0
41,0.3369408858445151,0.1457393104363473,0.30870788944601957,0.27888832254675144,0.013948139504354907,0.042772873030994724,0.033093859458571975,0.04041009118426841,0.3078806821263733,0.20206642192187976,0.13181265856498217,0.225535821385294
42,0.19167231832530537,0.2391486095490593,0.10478596771777927,0.22430322973616273,0.0031816719826142535,0.06385118880097988,0.009887092496995629,0.051096749812901264,0.1897644628322001,0.20107699085204897,0.02624995621961073,0.12373435059937155
43,0.05745154822925677,0.31906847832276536,0.15138062178343617,0.28000891181604015,0.02511082626958918,0.016351013446910652,0.05091846574502757,0.27393115201197243,0.07243082904938954,0.4154276365990735,0.006222231356254265,0.09112479898640878
44,0.2643545374550946,0.0,0.40757400136819205,0.17590666899218257,0.08109637289749354,0.04692762245964599,0.027948167513969148,0.27158831398031746,0.2613995580814727,0.23069863468512689,0.03964347832230715,0.091355428074726
45,0.3103024911736945,0.07155040025016261,0.28873440923632226,0.021517129195840215,0.2104592901793253,0.032309116645376314,0.01709196319271353,0.1794943443649024,0.2729290218651963,0.3687502100257098,0.14325450399271944,0.2700916538567982
46,0.04301995664745302,0.03035950162366261,0.12093640127057514,0.1912025264086671,0.0689544174709408,0.27888258301418006,0.025855275725910593,0.18620255592462184,0.119310442188033,0.5684869976529602,0.12918349628520423,0.5164359686203117
47,0.10072143938625164,0.4786284079654904,0.02012341520195858,0.04671351594607105,0.051174134326782666,0.12293013488866802,0.0005245176716503404,0.016270861208933816,0.1976819955406857,0.6809668951569652,0.051453142077627446,0.23069528908765224
48,0.2154774152190833,0.23893336277227228,0.05036628233026343,0.04622793353564503,0.05659381550824657,0.20300112830574615,0.07337607172017434,0.06706096476796955,0.07824439978774377,0.3437215884928198,0.045687857040787,0.24793319669679867
49,0.24106813233168792,0.09353831482008905,0.1820529495125409,0.12735196339739843,0.0838717132348377,0.30816923584068145,0.049145783297263816,0.24501918520686342,0.3113672833695383,0.10339544458575088,0.1140581699530271,0.21547358313257697
50,0.2062664550750177,0.27831232754778823,0.277583156695319,0.30905777987333655,0.1405878098531179,0.5151847636413227,0.08563693871528179,0.008369986968795864,0.09401150037771715,0.3111946494415109,0.1433950360485033,0.13753864583472064
51,0.422730245860269,0.16728660784823288,0.3740534417974911,0.12892999724041057,0.060518427794153055,0.47632401151755493,0.0062292608827915034,0.25317424928696025,0.06563212687800753,0.17167377933233774,0.013759202644187375,0.09543232411620393
