,exp,age,fix,nuc,la,ns,nd,ndev,lt,entrophy,ld
0,0.0965718886588453,0.007832528180354263,0.04191373360938574,0.2873968253968253,0.0034780308258569046,0.0003949850471589607,0.031458017023234454,0.02420013802622497,0.1305709684840121,0.015559466298596754,0.0016613756613756557
1,0.07270196727339592,0.0049801434087148435,0.021514984372127247,0.11845192130906418,0.002570876999448418,0.0002601581173009742,0.036344548630262936,0.02533388490531347,0.07575730832873684,0.016708034565177464,0.001542011399154247
2,0.1404879263131689,0.004621785981009276,0.044043529286247676,0.11825473878871948,0.011150112023898465,0.0003166897827092009,0.02875386749173156,0.043342757566058536,0.12147871545929793,0.04705288239268834,0.005565809594935806
3,0.10867122719734669,0.003876451077943598,0.04534870291400147,0.11177401682065864,0.009986229566453475,0.000329601990049751,0.01788053778725429,0.04365153399668319,0.11751214167258922,0.048731787491115876,0.002717513622364365
4,0.09193105463044113,0.004881948317531132,0.060065731814198074,0.11232531272408579,0.010913340238493666,0.0014042705760497064,0.020631689374020688,0.05119857647465015,0.10736156481555256,0.030403951876344534,0.005621730008233096
5,0.09669206498388826,0.012855128893662717,0.11825243913354822,0.1116978831006086,0.013253781775868277,0.001367816863587523,0.03896023540995347,0.04635450232724668,0.14352947099892605,0.021766022198353066,0.00670347744360903
6,0.15175216908797426,0.008669037530266373,0.07825094161958587,0.12053764796879177,0.015379170029593804,0.0014725417002959206,0.043037647968792066,0.051685078692493835,0.20130439534570863,0.01833955474845307,0.008623469868173294
7,0.10607355249326834,0.0065363514622662515,0.06953093726150876,0.13488948406698653,0.007894293489999638,0.0017910060909758167,0.04845068901464426,0.05847711204227696,0.15396705401241265,0.03884422653246362,0.0042032053220441975
8,0.08608116078801474,0.005022118674059255,0.14510105776414647,0.1384174825999764,0.011383744249144765,0.0034794148873422276,0.051971511147811754,0.06343124533050225,0.11466055208210467,0.03850094373009317,0.004183280248515622
9,0.08662131519274367,0.00574102597013648,0.15062893081761022,0.1312867411115391,0.012209172977367018,0.0025520900183972823,0.04366469858383601,0.06746844649809614,0.12324776451461097,0.033025499507979304,0.005177127454755487
10,0.08781140463366678,0.01013422245020093,0.044829443447037674,0.10542639138240589,0.01507010344532786,0.0010156450371890241,0.035618962127041104,0.06366140890826703,0.12418825339830718,0.05260643754808927,0.005250277849021115
11,0.07311310837800915,0.010232488874872974,0.05047916885665223,0.09142278986649838,0.015196397911629729,0.001980798205963765,0.02656172255510001,0.06443621009846195,0.11692666176109887,0.035484074424471775,0.004864220890710957
12,0.08088964250388585,0.009957750459234171,0.06428161650416837,0.11829179030662701,0.00968574254627669,0.000718807404267343,0.04653228769252507,0.0810689557722197,0.15951759220008493,0.04788187084922992,0.0029721633460505765
13,0.07285275602640882,0.005565462481630164,0.04221940733916784,0.11636825250597711,0.007196376477813623,0.0008705665591893087,0.026310346340286513,0.07122721589787474,0.12170713518018902,0.0425734245794126,0.002305608563093565
14,0.07474859509020991,0.00432678087957591,0.06385741587604958,0.11492673992673968,0.00933133119468524,0.0011569176165449337,0.024341455645803534,0.04809216663253927,0.10094748936363836,0.05855072463768115,0.002929265351625588
15,0.10262123788909502,0.009387497423211724,0.10294694392908685,0.1262655895691611,0.013045377241805843,0.001082122242836523,0.03007524221809935,0.058392599464027965,0.131461554318697,0.03302927231498661,0.005014301175015462
16,0.09504186916740807,0.005280078490428294,0.11857382435484977,0.15077497889428895,0.017401031327720376,0.0012038241266798821,0.023605083624249998,0.07491249686266463,0.11226903506970577,0.03294977981609508,0.010758208410340676
