,entrophy,age,la,nuc,ld,ndev,ns,lt,rexp,exp
18,0.05453317393903174,0.010478963272896328,0.09544663611609211,0.016003503353921773,0.05125788669721725,0.05139023377830904,0.07005547253769015,0.05213211463106864,0.08914400278940018,0.004975958026167234
19,0.019161701155156658,0.010212208094407057,0.04462791905592952,0.01725604587384692,0.0054626443945815645,0.08843565611235774,0.0017362461564032234,0.03388974071303913,0.0311305576331754,0.0031205642815590445
20,0.027467580567580595,0.029486459836459825,0.050494155844155855,0.07477724867724868,0.029659163059163076,0.16493114478114493,0.04515081770081768,0.08493470418470411,0.007765031265031267,0.016084247234247243
21,0.011104617604617536,0.06495837495837492,0.09870826395826401,0.16616652791652803,0.048346847596847584,0.050784493284493304,0.028874320124320143,0.16467934842934837,0.024083666333666334,0.024901265401265395
22,0.08311517122281,0.010981775426219866,0.17423144473838917,0.04884316211052319,0.09114781746031746,0.05099026308054085,0.03863302836566724,0.08035714285714285,0.022549217372134032,0.06093665490887709
23,0.04046111111111107,0.03025100373482727,0.23321647992530334,0.03892955182072829,0.10775256769374432,0.009638888888888898,0.007239355742296921,0.07905711951447247,0.0608531512605042,0.07330501867413618
24,0.08201980354538065,0.04222516832295017,0.20567304030409514,0.023411440930680396,0.13096064440564217,0.024040541220260548,0.02747741921576234,0.048912098414135505,0.0359391953552207,0.07862352425503176
25,0.14773310621140187,0.015082644311743944,0.18945224059613108,0.03241421681212672,0.16604003981013615,0.01709701168784768,0.017621471954269382,0.03873806971877712,0.009247652222732602,0.004108125350890628
26,0.11040083713850843,0.013758577951728612,0.11939493368123498,0.045520971950423955,0.11211909110676224,0.07058281148075665,0.11903348554033472,0.02916073059360732,0.00972224396607959,0.004264655359860838
27,0.06519719960523077,0.012356094251171946,0.09672717739945706,0.027356669956410885,0.07845856978369925,0.06485290731145653,0.13521307262110352,0.018691730405460977,0.013263878608438197,0.0028553540587219367
28,0.12245852359208527,0.025583768210480553,0.11655310937160256,0.07699627636442703,0.1439624918460534,0.03473722548380082,0.05613712220047834,0.07928060447923456,0.012221352467927807,0.010602794085670792
29,0.08631247462300398,0.01986298782848451,0.17305411555857686,0.004921012624760383,0.028991152280860768,0.00786474415266802,0.09629519465926356,0.005963476011066735,0.02405125444982668,0.08959850051462169
30,0.07555082972582938,0.034203932178932216,0.10746897546897548,0.007543542568542569,0.026821067821067836,0.004588997113997105,0.12563827561327587,0.011917857142857133,0.021024603174603185,0.0020162337662337666
31,0.016033392122281,0.005518400940623193,0.01881446208112873,0.010996237507348605,0.01878295120517343,0.048865167548500864,0.0009081422692533812,0.013865873015873033,0.02526296296296296,0.21615634920635013
32,0.05944035947712422,0.01988013538748832,0.0840396825396825,0.06073447712418297,0.060803843759726084,0.031720004668534155,0.0217540460628696,0.05595743853096792,0.05731170245876127,0.23415172735760964
33,0.05931126228269079,0.05135820105820105,0.08738223733938015,0.058984958427815565,0.10080657596371878,0.03832853363567647,0.06544565381708238,0.044735865457294015,0.2561503779289493,0.03762649281934995
34,0.0713983516483517,0.07672019993894987,0.14040025946275939,0.043892361111111104,0.0680797847985348,0.08911805555555545,0.10952648046398038,0.05982165750915748,0.06841739163614159,0.06220596764346765
35,0.07086822536822526,0.02263999713999711,0.1405471900471899,0.03641051766051764,0.1288013728013726,0.04302774202774202,0.11684248534248529,0.022170277420277416,0.007006971256971262,0.05419837694837692
36,0.0038016435888776207,0.01554550827423166,0.13306298547787898,0.06668009118541028,0.13476063829787224,0.039241331757289215,0.04920032646628393,0.013701986941348636,0.15179694360013496,0.06778318135764941
37,0.04835210905349786,0.02876488095238094,0.11145039682539676,0.06203156231628455,0.18107646237507335,0.026631834215167523,0.08629478982951204,0.024491438859494404,0.1600899103468547,0.03232815255731922
38,0.07840408019954122,0.03174169983994745,0.1325531342480495,0.04574447225984141,0.189507895468826,0.02004236148160308,0.15283945044071448,0.08114207283986079,0.041632125415520985,0.03177384714299394
39,0.05881232964566302,0.05180757794394158,0.136890914921218,0.02865669683851503,0.061478238372177765,0.04161401168976924,0.057102955966592234,0.1409254886527614,0.07420853557217193,0.09489046307228127
40,0.013363692584471816,0.06494175789166512,0.08218268023462827,0.09163715072805984,0.037080719733780965,0.11016151442867578,0.1016891683867565,0.09269169296998608,0.07071590540978297,0.1312225086807647
41,0.009709392818616156,0.022445985513946724,0.06514852057327784,0.06882177531206654,0.01854496070272769,0.0989959546925566,0.21853895053166883,0.0362629064570812,0.10490402989674837,0.03203451995685008
42,0.023527777777777734,0.017985328382117388,0.06491761322265906,0.04481655016746761,0.030502475607980178,0.1404975972040191,0.18642230959662145,0.02919965050240278,0.06638572156691426,0.0028490243192078064
43,0.00898457501280086,0.0628790642601126,0.08154547491039424,0.08272308627752178,0.029995647721454154,0.15588879288274451,0.10776881720430113,0.0679326676907322,0.15751078469022015,0.05802230542754737
44,0.02333365800865798,0.0453524531024531,0.0910160533910534,0.05884837662337661,0.05547792207792208,0.08094336219336214,0.03515707070707069,0.0812292929292929,0.012466486291486296,0.14096118326118331
45,0.05419912561494962,0.01418928170117937,0.19574079582259227,0.06834662379724842,0.028244242372737313,0.08770313399998104,0.05920134462668668,0.1341119939945043,0.020928231494858493,0.10002065569436178
46,0.07198220686123905,0.012622333162655744,0.16945349035671625,0.014959741423451101,0.01504930448882061,0.13441734937702682,0.08954454685099848,0.035408047448369985,0.05796202423621778,0.04893002218808667
47,0.11239697609001453,0.004411978434130315,0.15225641283236196,0.01240640278614962,0.013074877771080313,0.004446001607394014,0.13187936173062742,0.007693557029000068,0.10568521867256044,0.01814282365548189
48,0.12265587388801633,0.008568223443223421,0.1272658076050932,0.008664072039072034,0.03298015873015873,0.02024472353043782,0.11877143293214722,0.006214590964590967,0.12865857753357732,0.006270713413570556
49,0.08255673945452949,0.010322831710953233,0.09398809523809509,0.014369990353415765,0.054942361659212485,0.09702124440936585,0.0631552442339735,0.008633035166184343,0.21300469174778497,0.005663399982460754
50,0.060879150066401135,0.012588582179219609,0.16356978435464464,0.012949377094795409,0.05634441598684628,0.13970454689179776,0.10527072661734006,0.001961645481565801,0.09235176753304242,0.009021596155062293
51,0.07717998785916615,0.031125578937901823,0.15874335626601915,0.007563289716264222,0.05609479967624444,0.14413096362246486,0.11923365484059548,0.044338515670668606,0.04395579837222899,0.023791301317505273
52,0.11090783274440491,0.022676692467328556,0.11656737618486739,0.08896414549329738,0.061009773402882946,0.02044503337259522,0.09043559650008416,0.020762746087834422,0.036148073363621074,0.022540131246845018
53,0.09413712237583234,0.016587071172555024,0.13745471070148477,0.007157834101382485,0.049260675883256555,0.018634792626728115,0.10545514592933941,0.029661520737327196,0.058538530465949805,0.02660445468509984
54,0.08789179183977879,0.008473900074571192,0.16553187919463086,0.020861590497496516,0.03785155001597954,0.038133455843187364,0.10723069138169805,0.023443858527751136,0.024797752210503874,0.022591456269308623
55,0.11758946369245353,0.010284976005906244,0.12989795918367336,0.014797579496915049,0.09704264884248273,0.03290994304698626,0.06882985287138113,0.022188709592364072,0.0308162210620682,0.029896008015609363
56,0.0571646767885898,0.03355349666436623,0.05532138256268688,0.0359828502415459,0.09101672417759382,0.031068875086266372,0.06183289625028757,0.06299276512537387,0.08732956061651714,0.05719327122153209
57,0.06946235827664393,0.010546938775510205,0.0518665784832451,0.023986671705719335,0.07599637188208622,0.01780745779793396,0.0629392542202066,0.05678395061728397,0.05619780801209372,0.06307219702695903
58,0.09938635805199278,0.014443989876652408,0.05608531131750947,0.03439664111258538,0.0993180008845643,0.020362364243943196,0.07444088161580428,0.05636968647107964,0.022579647648533114,0.04918532851737183
59,0.11749112610923615,0.016374000124984363,0.0788198506436694,0.022544697537807794,0.09294039807524043,0.025349362579677574,0.09811629796275478,0.062174665666791654,0.009682024121984744,0.06218068053993248
60,0.09683353274308049,0.01198422668900054,0.10447032782962445,0.019271596075616158,0.13376224375847484,0.0065837122118529105,0.04734113025444686,0.03069693706628382,0.005886735263619683,0.01110359336364362
61,0.07923096900191128,0.012183994016454739,0.09076275658605501,0.009248047037314052,0.1032876464722015,0.031399671736059176,0.08538485830632428,0.026438315465802387,0.030843015041967937,0.00467913238593867
62,0.045408289241622504,0.026879923574368043,0.043114809915735866,0.01186113560650596,0.04868151087595535,0.048723006074857876,0.05452912502449538,0.020771531452087006,0.03500872036057223,0.02793376445228297
63,0.05940972222222211,0.03766277472527473,0.04303362840862842,0.00641898148148148,0.03747232397232398,0.10562522893772894,0.02152388583638586,0.03146354802604803,0.029392984330484342,0.012112510175010176
64,0.1128021743214054,0.06096853573776653,0.07625805391190002,0.016712102000563542,0.05745184089414857,0.04156544096928713,0.0418953695876773,0.018934605992298303,0.05791866253404717,0.05054003475157317
65,0.10098210804789745,0.037127448250255164,0.0725352733686066,0.013678176923790974,0.06328390420495683,0.04606384015594539,0.05131669451406293,0.028077322936972068,0.048326185834957784,0.08590432098765435
66,0.06288816267247649,0.0394026351281253,0.0549978213507625,0.00795424836601307,0.053291575889615084,0.0931969862018882,0.0799988328664799,0.07567631497043269,0.0968103537711381,0.022977227928208322
67,0.14160181236673772,0.026317253020611192,0.051302446102819234,0.02930505212035065,0.03994515517649846,0.04295113717128644,0.05597438403221986,0.01685243425728501,0.06956977019663582,0.07801122364368629
68,0.11132970446950681,0.03643867481202995,0.03854213659147871,0.02413345864661654,0.02483388157894737,0.022934758771929842,0.03793269632414371,0.01997767857142858,0.07116139306599834,0.041712745405179615
69,0.0768528458720766,0.09540556025171416,0.04144888231426691,0.011791819291819298,0.01762137221752606,0.02056792993331454,0.03293845684230303,0.013319902319902316,0.061772799849722934,0.03046982718136564
70,0.046677985948477684,0.03515157429091852,0.056836260733801706,0.01579244730679158,0.021932864949258394,0.05073441972417381,0.06906368722352325,0.01327117486338798,0.10050159380692172,0.026708691126723923
71,0.028777074297320814,0.009836411271207731,0.029560096968960774,0.02363247279285112,0.020106804191191457,0.03591976273982861,0.16524410097053277,0.004780967901384523,0.037066756415252505,0.010098824664665867
72,0.0991921263554925,0.020511904761904728,0.0872700770077006,0.05477333804809052,0.048204620462046245,0.04278932893289323,0.1333610718214677,0.025427549897846933,0.018298601288700297,0.006241081250982244
73,0.097469542802876,0.02954487179487175,0.09895102428435759,0.026149911816578476,0.056783577533577524,0.07320933387600058,0.09055104463437802,0.07548789173789176,0.0018352665852665847,0.023371760955094294
74,0.052222773368606715,0.013556768077601401,0.05810262345679011,0.020399654614932407,0.04834376837154613,0.11502836566725444,0.05347857877718991,0.05595972957084068,0.080810773074662,0.007897303057025283
75,0.050469326128917365,0.0009594342266431165,0.025660850864183515,0.041556065658426275,0.026808267445045848,0.11300494673833288,0.01996076616191673,0.002439204869278268,0.023072393673464853,0.018322611726698218
76,0.02240217901756363,0.0005468207006668563,0.016419836573682733,0.014105381797689501,0.015066779374471685,0.04185329200713814,0.0017439654362731304,0.008920822766976618,0.014814313891236957,0.004457969381046306
77,0.0017796922379346534,0.002453059515150369,0.0009257422469086828,0.0007638947928573,0.0013772777510131203,0.01618978345818253,0.0006969831508613493,0.0014652862401325014,0.010985474663316376,2.613490016783015e-05
78,0.039949659863945594,0.03796636432350717,0.034398072562358266,0.017802607709750565,0.022433938019652294,0.0193478835978836,0.07143665910808766,0.02367025699168556,0.07305283446712019,0.022580725623582758
79,0.14898304890356878,0.03522515827140101,0.07279917882374523,0.039424052665382125,0.04351644646297824,0.02703227360308285,0.07705979906413431,0.014612303881090008,0.08780828516377649,0.027533764565556482
80,0.11789598884598869,0.01394491634491633,0.0744401115401115,0.037869004719004694,0.03356832904332903,0.13401767481767463,0.044958011583011576,0.029592996567996573,0.11695746460746437,0.012156810381810388
81,0.02718644781144775,0.006471861471861479,0.045989257655924376,0.06644863315696649,0.06301336780503451,0.03592861151194481,0.0646708152958153,0.007698372615039288,0.0275156525573192,0.043089125380791994
82,0.050161073318215954,0.025408578987150373,0.11246643990929689,0.03942985638699923,0.024699470899470898,0.11558892668178375,0.0417274754346183,0.04244229024943311,0.013308012093726382,0.014966061980347693
83,0.0973434179493433,0.04243724518841477,0.10485224906031308,0.0987516221309939,0.026134077303602784,0.0911485571432107,0.07395644379382404,0.05064584681425849,0.010138009313772307,0.020748602403759468
