,ld,fix,rexp,sexp,ndev,ns,entrophy,age,nuc
0,0.0034949209541600846,0.0,0.06647751805810868,0.007453357778923317,0.09471299144619626,0.0,0.003976717785945343,0.007711316195536991,0.04936491431352509
1,0.05823152960141011,0.00863744759890339,0.010170249652415557,0.07619928027321961,0.07400751918812708,0.0004128259185621575,0.03025871861408768,0.014081171023018786,0.12641691491813564
2,0.0868761579511204,0.005123958625691337,0.011405559176069812,0.05577486339821895,0.027907544474815943,0.0004685747689308287,0.08838414207832865,0.023844681364199774,0.0866456221362791
3,0.07424226228516553,0.02625084884085715,0.02272758785673869,0.05168879920385721,0.02010505427663773,0.00033293054082536686,0.10169148505916223,0.026865225759859213,0.10371070141557452
4,0.05679301681635764,0.03412495551464132,0.011396489825613997,0.0375106348866835,0.09273415663762691,8.585470002766498e-05,0.08133385220873068,0.020400238358930532,0.051295444435737116
5,0.03923667986243873,0.004624161521213655,0.01903425895998028,0.04018681202110573,0.056788987563876854,0.00038372531220189684,0.07229154103771114,0.04133348103150291,0.04225564929075716
6,0.06706928724202639,0.00042480830922253494,0.011151600336548627,0.021041085621657928,0.02647912784872896,0.00023455991556036262,0.11552535086635139,0.08642884772258974,0.04984553190833354
7,0.06252278357915544,0.009617036459806246,0.02400146829626127,0.012934309537380265,0.04045035933001072,0.0013558342186843564,0.1482870554140859,0.20193174456590554,0.04884303515160299
8,0.11082293809053942,0.026756973313675023,0.03898293731920461,0.06715661550851508,0.01363192627199538,0.0008879463057093242,0.1118024187140134,0.032780795976316286,0.04345321112464021
9,0.09466833003592708,0.021442457344315078,0.03560224607771633,0.03882679631337279,0.004820828847325004,9.625173613133635e-05,0.0779440875483874,0.03111134379046072,0.04537426212670219
10,0.01415632022518667,0.005227097305419,0.042644069892843584,0.12232746050889091,0.048800858994072646,0.0,0.02527135850411043,0.09780547671197279,0.02314625861182345
11,0.058322844819789006,0.0008245400766306188,0.06235071090384531,0.11574992664694692,0.0018454237987183717,0.0,0.06520087072051721,0.0459614336233336,0.05806145189965441
12,0.03431526518781402,0.0010591686229968072,0.022717210471366364,0.005076594221435525,0.0,0.0,0.040226999637611095,0.05936152298393129,0.013102485326678109
13,0.03331145551563577,0.015414810979051246,0.0364668217466246,0.005004634325044065,0.0038009907060604785,0.0,0.07308886678267547,0.18041721587385876,0.036207555971109334
14,0.03125401851397315,0.0040080982054773555,0.04718348181637925,0.1613525083458654,0.007902285673507658,0.00044802222522311854,0.05872272777284946,0.10098757763705932,0.0926879334146452
