,rexp,age,nuc,la,nd,ndev,fix,sexp,lt,ld,ns
0,0.04388953942232631,0.007599531615925055,0.06106167056986724,0.20898711943793896,0.0857487639864689,0.028525240697371855,0.07492258652094717,0.01757351027842831,0.02549440541243819,0.04322339318240958,0.030784543325526915
1,0.06738261158121782,0.004886344781815166,0.05087273933963832,0.22565787290525952,0.07800813008130074,0.021972789115646246,0.07054670648747308,0.018376472540235604,0.04785133565621369,0.02143106022896963,0.04274016923842709
2,0.04932311621966795,0.007134646962233176,0.08589582193030472,0.2071811713191023,0.10758164568509397,0.007021528918080637,0.024272942893632545,0.022616310892172958,0.02530560116767013,0.05205163291370188,0.031788907133734716
3,0.05753862835456759,0.014874853167073274,0.05255127857594648,0.1706465166711846,0.0628783771573145,0.020474835095328454,0.06052408059998194,0.023221288515406148,0.02105132375530857,0.07712659257251289,0.07093385741393328
4,0.1093664245359159,0.025207828894269566,0.02723567393058922,0.25180891848264736,0.07874041565778858,0.0039416868442292115,0.045956416464891056,0.050584644874899116,0.021413438256658587,0.03672669491525423,0.02005901937046004
5,0.06477733209914634,0.03414481127224107,0.04071531420343515,0.2009765504473927,0.09259744934690933,0.02259282114573693,0.023867633446467168,0.05040573896945384,0.01717576879563921,0.06129435359456956,0.012360382597963602
6,0.048678000507485455,0.02928571428571429,0.04067453269051848,0.20811257718007248,0.07338704220586989,0.02821407426203165,0.018671234035354818,0.03238348980800137,0.027264653641207802,0.07842256618455547,0.013807409286982987
7,0.07923792607629195,0.033835743889029865,0.034076376554174115,0.2112522202486677,0.10167977670641974,0.0054343229298824194,0.007596633680115032,0.052722659223547304,0.032623276664129224,0.07469001099551727,0.02092869829992389
8,0.04459974984365227,0.0359161976235147,0.020808541052443487,0.19255829536317334,0.12799249530956855,0.013194407218797458,0.01960957741445547,0.0561319574734209,0.02168721522380062,0.07918609845439117,0.017761547395693737
9,0.06188886365356957,0.06181997123173589,0.026770762358997665,0.15354076765841487,0.09236694677871146,0.004012415777121653,0.008214474979180856,0.07521121962298433,0.013813687637217045,0.07739268680445151,0.03667688697100468
10,0.036633366633366665,0.026286630036630024,0.05475732600732601,0.17452047952047955,0.07792041292041293,0.01732184482184483,0.03549325674325675,0.07706959706959714,0.022777639027639025,0.06344530469530467,0.061876040626040574
11,0.06989891215106733,0.022949507389162578,0.06330408456486043,0.21813526272577993,0.06193298440065678,0.0414147167487685,0.006374692118226595,0.05651426518883416,0.0292138752052545,0.042738095238095235,0.00651990968801313
12,0.06065712065712064,0.032135087135087136,0.04038239538239538,0.2338272838272839,0.05971583971583972,0.043080253080253074,0.031989676989676974,0.008448218448218437,0.032924852924852914,0.05072594072594076,0.015072150072150079
13,0.0424079794079794,0.035375160875160856,0.028077220077220067,0.21826769626769624,0.07276254826254827,0.018650579150579147,0.009522522522522515,0.021358429858429877,0.047341698841698844,0.08387966537966537,0.031706563706563703
14,0.07891277939747332,0.024839042759961134,0.027424684159378036,0.17082543731778432,0.06713192419825069,0.043640670553935834,0.004918002915451892,0.04040391156462586,0.0474028182701652,0.09451773566569475,0.0354142371234208
15,0.02748207235516884,0.01104947224236565,0.025311014422689574,0.1696909999194266,0.1125598259608413,0.00946378212875674,0.031315768270082964,0.03223511401176376,0.021368544033518656,0.1069442430102328,0.07797437756828622
16,0.03618933697881063,0.022509303561935146,0.0406694767221083,0.1940461000987317,0.08185729475203166,0.06335877572719671,0.06087149692412852,0.11942279942279939,0.04089200273410799,0.065595427963849,0.05808004860636439
17,0.05503068530514834,0.06411808160018183,0.03602568473690194,0.15909364700534157,0.07669280600068194,0.006428003182179782,0.048757813387884985,0.1322809410160246,0.06938061143311741,0.08126605296056368,0.04279293101488806
18,0.06992954990215258,0.035946510110893684,0.020067840834964136,0.24938747553816015,0.09304696673189829,0.0009151989562948459,0.04491650358773649,0.031014350945857833,0.013660143509458588,0.06234377038486632,0.006868232224396603
19,0.039892113095238116,0.016417942176870755,0.015402848639455782,0.27886160714285724,0.07273012329931973,0.01565369897959185,0.053033056972789136,0.04745482568027211,0.019140624999999998,0.06313297193877555,0.006850552721088426
20,0.045196005611950155,0.019579103738549174,0.02086159940579353,0.25542007097466435,0.07654700008252863,0.03599653379549389,0.03519765618552447,0.030829825864487927,0.015025996533795506,0.06151976561855244,0.023630023933316823
21,0.08764847512038516,0.034266987693954025,0.023937552549109547,0.2988389513108613,0.04815371092257128,0.0564151952915998,0.013859970954674032,0.0018283268363525182,0.02173316517618282,0.05846862340441789,0.013560345486509213
22,0.1588552263010467,0.06480392156862748,0.00736842105263158,0.23989053516143305,0.06330974495061187,0.03948842694972729,0.037766843579537024,0.012311661506707955,0.03631026094648387,0.04998083443903881,0.040522261536193406
23,0.06482432973189278,0.052879951980792296,0.006264505802320921,0.2119331732693076,0.09582673069227693,0.0375702280912365,0.004801920768307319,0.017302521008403356,0.027629851940776343,0.05701040416166474,0.053669867947178894
24,0.0451463963963964,0.025378056628056648,0.016334191334191346,0.17840626340626325,0.08001662376662375,0.07729729729729731,0.0281724581724582,0.011078936078936072,0.019498069498069516,0.05733000858000854,0.0601909051909052
25,0.0770714870714871,0.0471294021294021,0.023029718029718028,0.2620322920322919,0.04956943956943959,0.03304492804492803,0.03457821457821459,0.035257400257400276,0.023489528489528497,0.06123669123669127,0.03744530244530247
