,la,nd,ld,lt,rexp,fix,entrophy,nuc,ndev,age,ns
0,0.00923435510278334,0.011036929234127711,0.0088809805348372,0.10803824813534658,0.04052937966163361,0.08173662907040188,0.002582090231035106,0.017360605784973615,0.3112349918137165,0.023365699472439518,0.0
1,0.00724168344765659,0.004009833040219468,0.006149705912044586,0.12214436256147866,0.0136674919902874,0.2756067279814823,0.012793569914297385,0.007414788878321446,0.03383810019712126,0.01464683764680048,0.0
2,0.018279350449857384,0.008812596006144403,0.014376782971253041,0.03568729427254768,0.07159885889839807,0.08387140662716698,0.09802918586789555,0.03147355716480142,0.04513517665130575,0.03168071099407503,0.0
3,0.03130018900106022,0.033348315124694605,0.022417369658415166,0.11805997326326456,0.049631447932512875,0.12380698842944718,0.09110657815885327,0.029058913013414442,0.06842230212510954,0.036515004840271016,0.0
4,0.012998221695317155,0.033768425212408686,0.015730488045840773,0.06507113218731472,0.05072337482710928,0.09552874925903969,0.07468227622999415,0.02949614700652045,0.03670144240268724,0.04305394190871365,0.0
5,0.014980773963332136,0.0504620401132029,0.014537037037037044,0.07398255813953476,0.10792358803986724,0.02214562569213731,0.09225698289651785,0.0234756060046758,0.05446813092161934,0.07575781346130181,0.013589885566629774
6,0.030004249754821848,0.08967810831426407,0.03864912280701748,0.07644535251171387,0.11078337147215872,0.06584123351857897,0.07388198757763972,0.014947804293342058,0.04727688787185354,0.08415451672659921,0.0034673640623297383
7,0.03724514014466549,0.12159282700421932,0.03546752561784202,0.033244518535262224,0.05348826476793247,0.04408086573236903,0.021533020644966823,0.009985684147076566,0.025614828209764958,0.11749453737191096,0.02471311784207348
8,0.01678609317692706,0.12616395380558362,0.015937376860355887,0.03180625018944563,0.09065411778970014,0.07143766481767748,0.04604361795641242,0.00798551120002426,0.013195416931890573,0.10976705768239822,0.030225667606316967
9,0.01724089635854343,0.07061987758066186,0.0029406577445793137,0.021278140885984027,0.04260089220873533,0.03290486564996368,0.02527336860670195,0.012598817304699661,0.015856416640730363,0.07909741674447567,0.017637203029359894
10,0.014846357346357357,0.0822405372405373,0.01889041514041515,0.04788919413919415,0.04588471713471709,0.05052808302808305,0.08532203907203907,0.03714743589743591,0.011903744403744395,0.1063431013431015,0.016485042735042737
11,0.03677957781050562,0.06276850488190694,0.04798178148693611,0.11948453608247421,0.0779313260241096,0.11037691594392637,0.07783177875961383,0.03584083346969944,0.0165695739922544,0.09395270823105864,0.012269404898270898
12,0.026840537622398502,0.07692244685207943,0.055125097732603615,0.08482947987639158,0.08302114747384484,0.0695387021110242,0.07955620090100157,0.027569715923898872,0.024054320711865654,0.093021147473845,0.021183960683569755
13,0.036386278195488765,0.10548343515037599,0.008160048558897275,0.057256813909774475,0.0213244047619048,0.00502995770676692,0.027079613095238105,0.02586955670426071,0.04809328007518806,0.16896792763157872,0.010374373433583965
14,0.028797859462150237,0.13018943533697633,0.008004830917874408,0.012423310592947072,0.03994550226838176,0.007835522519770568,0.025552093586305925,0.01435200081458101,0.020773342836778303,0.09404288995236965,0.002779859484777517
15,0.009258313613152318,0.13625918545273388,0.010215676505999102,0.03119981732884962,0.045435504629053027,0.020536181342632936,0.09334101382488484,0.04175426578652387,0.009691950014530668,0.07947357495744602,0.008909992942251036
16,0.009470452674268702,0.12264482255316278,0.014299680215208901,0.04888067051731847,0.01672695876137794,0.006836936479516837,0.1487886162722486,0.06878824087824388,0.016568777907999176,0.0602092344380097,0.0037185003073140744
17,0.0053365833694448495,0.14257000818527596,0.026189095928226384,0.04094847288426662,0.009671722278395679,0.0015613975957757486,0.07543663633299627,0.07380434782608705,0.015543807276870924,0.06188698701590529,0.004851236618678479
