,la,ld,exp,lt,rexp,fix,sexp,nuc,ndev,age,ns
0,0.12973448773448784,0.07228354978354974,0.0353095238095238,0.0362828282828283,0.06109090909090908,0.07378787878787872,0.13561688311688316,0.07975541125541127,0.03123015873015876,0.05642207792207793,0.008733044733044723
1,0.1688736572069905,0.06766714766714768,0.04435786435786433,0.04394821228154561,0.030695045695045695,0.03321228154561489,0.12441879108545781,0.06951499118165787,0.03909491742825078,0.07697771364438032,0.015018438351771699
2,0.16312058663769705,0.04567535759550967,0.05759098316132535,0.06037117508600395,0.06886203150461703,0.03436175991309072,0.06329712112982079,0.050106826000362134,0.038489951113525274,0.026194097410827444,0.030668115154807177
3,0.09292267917267916,0.013424122174122165,0.0626118326118326,0.014655483405483404,0.025939754689754735,0.008961640211640205,0.03783670033670038,0.013018879268879265,0.011293290043290043,0.05605519480519482,0.028291245791245805
4,0.03119831932773109,0.005890196078431363,0.2964985994397759,0.016452661064425764,0.031635854341736706,0.017522689075630246,0.020013445378151286,0.007685154061624645,0.03965098039215688,0.012466106442577037,0.09164145658263301
5,0.09978136758790716,0.061966394187102626,0.04919683404697032,0.08964188400155709,0.08621642662514596,0.07895419748280788,0.018034903334630852,0.027436745815492436,0.0737654080705852,0.013829635396392892,0.04627416634228623
6,0.10788404835618451,0.07816121185316244,0.04620558749815713,0.08345569806870119,0.06962221730797594,0.030200132684652787,0.06432994250331708,0.06003206545776204,0.047516585581601024,0.012429603420315493,0.024263600176912873
7,0.06209210983663538,0.02719082377476537,0.059218978102189755,0.07431664928745223,0.036694820994091056,0.0,0.045004518595759505,0.050070559610705605,0.06912547792839763,0.013613486270420578,0.025581160931525983
8,0.05729867324899728,0.016679008536459934,0.0475696801398745,0.06670369227604646,0.06482361411087113,0.0,0.030675717371181715,0.04433559600946211,0.038608454180808396,0.01309883780726114,0.013982309986629643
9,0.03964589020321503,0.01763042159538975,0.07227858659387314,0.07820518653321207,0.13288292387018505,0.020441310282074618,0.028682135274491954,0.014783136184410066,0.0525856839551107,0.025994843797391542,0.012258113436457383
10,0.047114845938375303,0.016321778711484613,0.07110002334267042,0.07703606442577031,0.09103466386554626,0.012554271708683479,0.04426353874883288,0.028345004668534065,0.06299428104575162,0.012445144724556491,0.013838702147525686
11,0.0639625850340136,0.02439212827988338,0.0817274052478134,0.08286103012633625,0.046886297376093324,0.0,0.06903887269193396,0.05368075801749275,0.07424441205053454,0.015104956268221555,0.013125850340136058
12,0.1319603174603173,0.057125541125541114,0.06276767676767674,0.050191197691197696,0.16224891774891784,0.010718614718614714,0.0554004329004329,0.047659451659451645,0.03607792207792209,0.030388888888888875,0.019110389610389623
13,0.12723952738990332,0.061292517006802744,0.02015395631936986,0.06630594343000355,0.1905281059792338,0.0014992839240959527,0.026296992481203,0.04940476190476191,0.026293412101682765,0.024674185463659147,0.0123424633011099
14,0.08863860544217685,0.04986139455782313,0.017457482993197288,0.0581581632653061,0.047612244897959156,0.024282312925170073,0.04644557823129249,0.08298129251700677,0.05544642857142856,0.029676020408163264,0.043302721088435386
