,fix,nuc,entrophy,la,ns,ndev,lt,sexp,age
0,0.0,0.008025958680600841,0.0,0.040847180940137534,0.0,0.007056705800789824,0.011425974036903435,0.1168577187457428,0.07392588097263254
1,0.0043993679288062085,0.034399815641560076,0.009209249826572074,0.01174898948708409,0.0,0.0064735352645445875,0.009199972196099674,0.07963995046986597,0.11366813027709118
2,0.0021403006584685418,0.04643202835331772,0.006395844203588608,0.039211062641158825,0.0,0.005586103604989625,0.017197607012320995,0.03229214827254412,0.0352327557386036
3,0.01953901934579226,0.007917355517833957,0.027856423876670543,0.03157329849952373,0.0,0.009438601738697924,0.05900580803842173,0.018372664035837045,0.0708863772028075
4,0.0036496277172672485,0.04277019125852323,0.040819296582163635,0.029055557813228612,3.783417971647719e-05,0.013465510203694592,0.03105142001124266,0.04838384274633575,0.0663596269058193
5,0.008447559891850335,0.043306491727790296,0.08238413153056853,0.11138694998528964,0.0,0.025262827773853715,0.034060438437712615,0.03386687124862072,0.03212118191287684
6,0.03765620934068917,0.04407871665122737,0.07500967999672944,0.09501006655166751,0.0,0.034268338310075135,0.05650709604557238,0.028022476165839985,0.013175228982650061
7,0.0009163898663810157,0.013022586818340311,0.03882860967507869,0.05114646302741729,0.0,0.017892697697679327,0.019041558667306373,0.027500385756415942,0.02394489977670265
8,0.0018792437861271302,0.03661568863878454,0.0282275326113023,0.01417262998345278,0.0,0.030077098441286955,0.01972348203219343,0.03131631650465034,0.03476797945158371
9,0.007832030197820678,0.02103752272645628,0.06311206541342436,0.07915074736140272,7.679027103848719e-05,0.009193699941826429,0.07083053725237111,0.030240469175504565,0.11736936653068479
10,0.0040959778282255305,0.022193631744120354,0.07981812545815054,0.026581620303078955,0.00032388964979247753,0.023656027893455306,0.0296577432147368,0.04175241012237886,0.06060665055666072
11,0.0,0.006580178661400496,0.029337883728400103,0.0036978076188945745,0.00021350126943266216,0.00744327744886105,0.0028853211129974883,0.02769686058023952,0.06497774621494674
12,0.012040788260674586,0.030186289060382634,0.0486022167285274,0.05970057098560425,0.001097694375238438,0.025359459814979814,0.028514491228143913,0.12233463804110321,0.12768597305770746
13,0.022532758301533295,0.039942682214445815,0.014091386211631295,0.07434411104931486,0.00011988680390925545,0.015092371828634482,0.01826122317334913,0.02250414381421801,0.031982813595464635
14,0.011630414993389107,0.02033446245865896,0.018729255480572665,0.047763521875063934,0.0,0.01613431071444876,0.016847281856012065,0.01337827196350968,0.05863310439470112
15,0.010433831802294366,0.06777769070702334,0.019710245920963543,0.13312245441347126,0.0,0.01732077141449685,0.0787524226501136,0.04791139283339677,0.04188898095528469
16,0.006180018732208266,0.054603086048745586,0.054565934196927866,0.09773130372223726,0.0,0.03433120137443071,0.08145220723919795,0.027710336753584124,0.061855560438696604
17,0.0009468852370021591,0.027364350865859786,0.02863182270326177,0.04864474385773232,0.0,0.03972035287912117,0.0473780964149955,0.07174065618263953,0.05553947666839015
18,0.0068854903277460995,0.07355444455335472,0.05008009032433863,0.03191172490143539,0.00013828489899261976,0.08233917501714537,0.06281677127508778,0.018601277317137035,0.06984017289335798
19,0.008947344166218812,0.08552543015431872,0.05297659535854275,0.045209214060039714,0.0,0.08226576263461745,0.04267733251916128,0.026818639703369986,0.07266644118193065
20,0.00867213533461224,0.03568051540198903,0.03369047133243131,0.10385214669393174,0.0007484954679253037,0.054525416331607755,0.06766877058233518,0.025110296322242154,0.046862140671786894
21,0.022280267780985696,0.056587482350497986,0.01573374092575902,0.03787004187617677,0.00018165995851491761,0.0594885957046593,0.049233411800027764,0.04963782804148969,0.020446177234976656
22,0.0013465244241523126,0.03682765586346823,0.018473645330203042,0.01139992884060519,0.0,0.028307035640425617,0.04944289774972806,0.03154756537876983,0.0524473515837553
23,0.0021614005847929566,0.0035937328969894004,0.025664666790671854,0.007625645320040979,0.0,0.0028531202165972846,0.03897207280530391,0.03140433905265378,0.018339915268019282
24,0.04368254834973998,0.020805781168128493,0.018453250288362817,0.07563720536588814,0.0,0.05901953489681997,0.06384520059366318,0.049735168082894965,0.034518268385238415
25,0.012132329201522433,0.017251271139955827,0.009270405268965044,0.17569314393034063,0.0,0.10274268162849098,0.07836862865323697,0.03617918512409379,0.005343811760743649
26,0.012934306476933203,0.025877665043266097,0.0027361811543633895,0.04677077048719599,0.0,0.0031073075926135257,0.004331630529922028,0.04592997166680606,0.004121835226025894
27,0.009595693924487225,0.028920452470292995,0.05142881624553813,0.05925530322600059,0.0005328155644066931,0.030016474868048825,0.0393494591534839,0.12062536059741624,0.032333336895317574
28,0.00591962151054798,0.030914363606002263,0.05743058940270651,0.0724677046535623,0.0021217611094121146,0.08034734408595424,0.0605688278663289,0.015697276879728182,0.09530584424240289
29,0.04408090878160162,0.052111618223307794,0.016101472673377304,0.10437239705475136,0.001835330152968636,0.046506662670150016,0.047129747456171725,0.05139514179446178,0.03499102666652505
30,0.030234575855751893,0.004976172146172431,0.0037116125096210988,0.04995160099459649,0.0004714745777071854,0.0052423612507969215,0.009371055750905183,0.05099985154754791,0.011384781960919209
31,0.0010221858500019249,0.033881214192654455,0.007970668139990101,0.020939357128245673,0.0,0.024857676601836656,0.00936945231957709,0.0900393475151981,0.049541788426984666
32,0.004469151368137887,0.013637115869617073,0.06069479886794016,0.09854616329890449,0.005652419477299284,0.018760419262350666,0.060027047790600044,0.053185207654435754,0.07917075773192811
33,0.010827830953023174,0.055007645952911154,0.028669690985569596,0.08061795391864136,0.02873596935209336,0.02179002532284528,0.06626927500438863,0.044839136993446056,0.0240105992575406
