,lt,rexp,la,ns,nd,fix,nuc,ld,ndev,sexp,age
0,0.05641946396044753,0.03719164715066355,0.23962008847254754,0.0015768930523028895,0.01761189175123602,0.010097580015612798,0.046975670049440574,0.0889149102263857,0.002913088732760862,0.06601678376268544,0.07485037730939373
1,0.05110336817653887,0.03441347270615563,0.21965903434544556,0.0012966650074664008,0.021150655384104843,0.003695038991206238,0.07565704330512694,0.09335822133731538,0.0016027874564459932,0.054601791936286705,0.03266882362701178
2,0.05160554643313264,0.018306878306878306,0.2566420361247945,0.003527640941434045,0.018777595329319465,0.00403484765553731,0.10910417806969536,0.07793012224046712,0.0028808611567232275,0.06027914614121508,0.05024448093413607
3,0.02593521279479536,0.020792446010662324,0.3736134453781512,0.002165446823890845,0.012660160838528963,0.010664136622390874,0.03916056745278762,0.04750293665853438,0.0010499683744465533,0.02446733532122528,0.05788515406162467
4,0.047819814366424546,0.021175847457627118,0.29099677158999193,0.001964790153349478,0.016465395480225995,0.013880145278450355,0.05574455205811139,0.05465748587570626,0.012757263922518147,0.034692292171105726,0.0631618240516546
5,0.037910624292913746,0.009623572971305148,0.26708988995166133,0.0017427748637251893,0.028787411292810886,0.007885426308752438,0.05689139154581927,0.06644348452123827,0.002951249614316565,0.06911189961945899,0.05392162912681269
6,0.022385604330542184,0.00947179226930558,0.3210834813499109,0.001525416560940541,0.017237164848177285,0.008148101158758348,0.04352617778905523,0.06492133976148179,0.003355324367757756,0.038654317855028326,0.04302461304237506
7,0.045397530237672304,0.010235134906538112,0.28547153852660057,0.0019123741859088219,0.02045504525078236,0.010848769347881248,0.05965702444388066,0.08752008796413766,0.005105303222532348,0.0780981984267952,0.06654064112323435
8,0.04545117484141875,0.012133922987581525,0.2510104529616721,0.0017390333243991784,0.027972393460198326,0.0076002858929688135,0.05202090592334492,0.07773474492986691,0.0088823371750201,0.056770749575627596,0.07951130170642368
9,0.05188015746839277,0.028063441592853337,0.15665909607086068,0.0027223862517980145,0.024185782421076548,0.025130971307441893,0.06705011734423509,0.09035392535392535,0.0029661594367476705,0.09270724506018624,0.09492618669089255
10,0.047699383949383924,0.02175158175158173,0.20429320679320676,0.0021994671994671994,0.016839826839826842,0.03563311688311689,0.08310689310689313,0.07652680652680653,0.003325424575424571,0.07621170496170508,0.07123376623376625
11,0.038177339901477834,0.03763290229885058,0.2429038382594419,0.0027411740558292257,0.018794129720853855,0.01663177339901479,0.0813315886699508,0.03565116995073892,0.009240558292282427,0.06418565270935961,0.06986401888341537
12,0.04503163503163505,0.02160839160839162,0.2803069153069156,0.0023482073482073485,0.024361749361749382,0.0050876900876900815,0.05714063714063722,0.050730935730935685,0.009348984348984337,0.07143634143634144,0.05703296703296702
13,0.048368082368082356,0.01125096525096525,0.24170978120978115,0.0033712998712998685,0.018809523809523804,0.00788803088803088,0.05116859716859717,0.11575997425997432,0.0034375804375804345,0.059100386100386065,0.05218211068211064
14,0.05882470845481044,0.016508746355685125,0.180392371234208,0.006772959183673463,0.025016399416909633,0.011551870748299303,0.06446124878522845,0.1461819727891157,0.005826652089407187,0.0598931000971817,0.06445335276967928
15,0.052949399726049486,0.012143260011280313,0.27299170091048325,0.0017270969301426166,0.016277495769881564,0.007425267907501391,0.04535573281766177,0.14144549190234462,0.006467649665619198,0.0445270324711949,0.05629199903311579
16,0.06470874155084685,0.027922457659299786,0.23844231791600212,0.0020669096984886445,0.01685387711703501,0.007365383154856826,0.05600364547732972,0.11272917141338198,0.018012455380876438,0.0918895724158882,0.05805498594972277
17,0.06807023525400609,0.025954653937947474,0.17287305375610879,0.0029435163086714406,0.018691896806455274,0.007881009205591538,0.07988407773610638,0.09115638140697811,0.015814297079213554,0.11748210023866347,0.09929992044550517
18,0.037163078930202216,0.008547945205479445,0.26197782126549235,0.0025616438356164417,0.016801043705153302,0.005734507501630784,0.05374103065883885,0.07622048271363346,0.0026777560339204184,0.11200848010437048,0.09865231572080879
19,0.04870057397959184,0.017098214285714283,0.2139562074829933,0.0031728316326530585,0.017974064625850335,0.010565476190476196,0.06339870323129251,0.09428252551020402,0.005107355442176866,0.09762701955782316,0.06776307397959189
20,0.039798630023933315,0.008523561937773374,0.3115833127011635,0.0016848229759841545,0.012597590162581494,0.005225715936287857,0.04515102748205006,0.060418833044482916,0.005935049929850629,0.06727407774201544,0.03865230667657013
21,0.04128984177940841,0.014146220285867142,0.3140930979133226,0.0018776274554765744,0.01793434227623635,0.0036291370480776523,0.05247458533975386,0.05722158526331876,0.006579912864022,0.06583237789497837,0.05960674157303375
22,0.04779632905793896,0.014814978623028156,0.2549115435647948,0.002341884122069877,0.024808712958867763,0.011391346012089042,0.06221804511278201,0.06178792569659443,0.004810187232787849,0.09603752027126639,0.06816821465428277
23,0.05292396958783516,0.011444577831132455,0.28269947979191695,0.0013317326930772332,0.020551820728291342,0.008240896358543413,0.06141736694677869,0.04546978791516603,0.00713405362144858,0.08894357743097236,0.10418127250900362
24,0.03225332475332477,0.02425300300300301,0.3150278850278848,0.0012274774774774786,0.015919669669669678,0.00836121836121835,0.05441924066924069,0.046243028743028755,0.006736379236379232,0.11320141570141574,0.03402938652938654
25,0.03804551304551302,0.025687960687960663,0.26918158418158405,0.0026237276237276266,0.01567977067977068,0.007228267228267221,0.06150988650988654,0.05565578565578564,0.008202293202293189,0.07117468117468116,0.06312799812799813
26,0.037908636688079964,0.01549760375242175,0.24483073314979067,0.0016819618639747121,0.019851636586111963,0.009409095543999182,0.06838533700418074,0.05716019169980627,0.013388905883552548,0.05997195880493533,0.06866829815437954
27,0.047876259993048335,0.011323861661452895,0.26408150851581513,0.0020972367049009377,0.017271897810218984,0.013018335071254779,0.07293187347931872,0.052526068821689274,0.012443952033368096,0.0734575947167188,0.0645859402155023
28,0.04808488612836436,0.026198577729768645,0.1847164461247638,0.0036456926816095,0.019128184355027448,0.008616437123053369,0.07410568007921504,0.09856827797281487,0.008190656224682694,0.08595148078134851,0.08913538572328743
29,0.03791454081632652,0.020487882653061236,0.22582323554421785,0.0012845450680272106,0.008451318027210882,0.0046029974489795854,0.04559630102040818,0.15685639880952398,0.007905505952380952,0.07955357142857142,0.07994419642857141
30,0.0380448823207444,0.01020525451559935,0.2132162014230981,0.0017980295566502476,0.012936507936507928,0.009478379857690202,0.06472304324028466,0.12520087575259997,0.006105637657361789,0.08367104542966611,0.10678434592227697
31,0.04520050125313277,0.0251859649122807,0.21119899749373428,0.001996491228070176,0.011549874686716779,0.005198997493734334,0.054484711779448664,0.08484310776942354,0.021852130325814553,0.10480551378446125,0.07129774436090222
32,0.03358824167480206,0.02390335177351125,0.22523755287992164,0.0019053042629352426,0.015835773945113343,0.005904653433127232,0.042812669486929175,0.09257782839787398,0.008953791083631625,0.05678598546480099,0.07787287124416967
33,0.03909581355200689,0.017302546396201997,0.26637102575169047,0.0028010358221838587,0.031281829952524855,0.003470004315925764,0.05715364695727235,0.06266724212343551,0.004336066752985179,0.0671392605380521,0.05997842037116966
34,0.06491666666666665,0.02654271708683475,0.2510756302521009,0.0025084033613445387,0.020442577030812308,0.004583333333333326,0.04753151260504202,0.07050910364145654,0.006532913165266106,0.08164005602240902,0.05586134453781518
