,rexp,nuc,ld,entrophy,fix,exp,lt,ns,la,ndev
0,0.018127673871341374,0.025461893405867988,0.019495354418455846,0.06250854742857112,0.00536110470847172,0.06421407401975651,0.004427342476684358,0.0011630835713438352,0.106186957116769,0.00739546482877643
1,0.03245819385003519,0.03511231114510185,0.01541477517623794,0.07624033463287228,0.002382638491198214,0.02390195286938236,0.022861451994188084,0.00135141275967755,0.10507051997937465,0.043237307822264905
2,0.06877580181958017,0.023210044360724713,0.0295713615572193,0.07033619644278602,0.02596863488136884,0.03893966425213865,0.01898206282380155,0.0007816654961677285,0.14182360645423858,0.013315000830284522
3,0.0452210595355877,0.016510643654689548,0.026701147758056626,0.04538272811703062,0.006500370072737313,0.09763266337786157,0.011045525408333336,0.0071230165647023875,0.13549163082939641,0.05621691105822422
4,0.018210282346182854,0.03214258025328404,0.03421609702517446,0.018490413184379186,0.003514347485408909,0.0217978541750627,0.022020558532444636,0.005957667783607205,0.12524948819583276,0.07086171456203749
5,0.02305928641309997,0.03827092956660653,0.04294294902334532,0.017038074689158758,0.018642432672433762,0.03790650735218231,0.04888307835856957,0.022957258262362206,0.08011431701286632,0.019837106660981943
6,0.04221353027569944,0.07983808995478789,0.02887835633334824,0.02615193855652303,0.00352177370044746,0.01651746699902414,0.10631738319028222,0.0036111325290421803,0.08549029089483352,0.03816660476092105
7,0.002160901525535732,0.016179839170298194,0.01728702633197369,0.015349711476710548,0.0005998213944648643,0.0024233089001078696,0.048242867587186225,0.0005744060072941405,0.01994633214332832,0.0071645792270215464
8,0.013567883014247878,0.03320549567341717,0.028595382855815126,0.045134450853306564,0.004980890881427644,0.01754733232993762,0.05570230301091183,0.012084627951420691,0.06407853069213659,0.01243630018125992
9,0.021730046628859686,0.024755039425766692,0.05006218450390097,0.04462283167942385,0.01335381047451706,0.04791208484799968,0.08100063666271781,0.010474359641280344,0.0828588745675142,0.008421725094052004
10,0.02588359194333068,0.018770083228988807,0.0897308125447477,0.0365940725586311,0.008468808871807867,0.019232064444793973,0.03661236447455572,0.00617805291734507,0.09587022852843004,0.023921774369217812
11,0.010752051447513768,0.032097790249759374,0.07177393488457623,0.02030133174810437,0.0016641495170472574,0.004489383449028181,0.05317173892715322,0.00562961790011584,0.12013252872363077,0.0025264645789004293
12,0.021168282358731364,0.020800584452790757,0.043874111512438904,0.06082443097232998,0.004179436397764358,0.03746267575329113,0.09889439326045558,0.017244718201951524,0.10211388801576275,0.01522111826785478
13,0.028544003182191153,0.049631888697436614,0.02627025318362098,0.054116638223209265,0.008500050023913646,0.054032475861327194,0.046580370212230916,0.020115028339726886,0.03525997063841434,0.0051487782634372726
14,0.024476473443230232,0.023820670794490753,0.009847098206609567,0.012979155888952125,0.004547062960052382,0.07452805913650125,0.03250251550673238,0.0020404517595353127,0.0689467115853725,0.003959589093276116
15,0.009542847950834363,0.01822170028865317,0.03937447341644333,0.007958386030955987,0.01601628743556114,0.06649147739288158,0.04498019955145819,0.0033497220427531104,0.048626861302134075,0.005384038775329853
16,0.016966772069939445,0.03098898092824278,0.02720145071245515,0.020416456376849548,0.020187128659458303,0.052122143123702114,0.07214905480551825,0.021105121103809195,0.04917389787283116,0.007420141355894845
17,0.032264553642585236,0.019592504860525117,0.028335535037873297,0.05501518538267749,0.006397229349060397,0.016550319193464398,0.12532631159593804,0.021398053481609943,0.10247932746432302,0.01305712541621583
18,0.03473891743034528,0.02944517869938922,0.031100223290376025,0.029006460657645467,0.014545111560082345,0.021374201242797247,0.13925309075632641,0.006583560679134611,0.09245031615117827,0.004885468893909897
19,0.015599677121560372,0.0277115340130398,0.07812890115715095,0.009255142821835661,0.011820474975743766,0.032667838251174745,0.10276241094469642,0.0008187015887759089,0.07255234702498396,0.0071012036412321155
20,0.007118717178972555,0.018781429733519726,0.026926752629200197,0.011745631152490827,0.023298264131441555,0.010095919250052605,0.04740830483059191,0.002560767667637015,0.07485467847365547,0.0017957339432065399
21,0.005818127816529554,0.0129203468313024,0.00865760698251209,0.03922304564081036,0.007530951608568321,0.005461081770127802,0.023311200431292547,0.0023450994268601985,0.0560870350943482,0.0006666734917433632
22,0.05140783615730706,0.01500784648546944,0.01413543480099122,0.05868729227214487,0.014600211003659496,0.14838793245307075,0.03270012963591407,0.0,0.09295974343573338,0.024205055688877538
23,0.019654428909460047,0.03306284365421078,0.028045141341343317,0.029678452844136928,0.01598661162233338,0.01122119863661191,0.04204431914179769,0.008127840200723487,0.12763348744894942,0.008828632972003748
24,0.014470584886989372,0.021006748914681215,0.06630791265333663,0.010545030611933131,0.0011827234210955153,0.031217635045238373,0.00427940770436591,0.00410023987334423,0.11996133759984524,0.00695120606151117
25,0.017322052324251675,0.008800930617339265,0.04900969509365211,0.02259754368511835,0.0,0.002207727243602027,0.008111543946167555,0.0005754782636317497,0.06192723256936044,0.011112740802657912
26,0.0102562949964777,0.009809004917665377,0.045382830447850506,0.04752110273841656,0.004279726311072218,0.06418626199929142,0.02212857091848203,0.004101930188229764,0.11697532626517296,0.010150633266920547
27,0.0029111375224324366,0.007701074971778972,0.050789454717264745,0.022152783857508084,0.00027485218033998504,0.017449806041932116,0.004832484724616509,0.0,0.04319382265900619,0.00011804125752296375
28,0.018671583028403386,0.021409858622871373,0.02424475707342437,0.09226925032574934,0.0382264194129274,0.05723487205908513,0.02213114524827215,0.0018996621923576453,0.09387677071083156,0.014772707985203621
29,0.020816955969896044,0.025472407217647205,0.014769353538171524,0.05692642091017547,0.025901251427581182,0.050179797910861246,0.0519480469125257,0.00485723303753108,0.09905610589311825,0.004067210731476032
30,0.026568106457002662,0.047952115834601475,0.031088840567601903,0.026423798691683285,0.020263695322619103,0.051455585161595443,0.025369118951502095,0.00289100196820204,0.14374631893227252,0.010477311863253293
31,0.019952318934603207,0.02079120074547518,0.020675944999121846,0.0660446108607446,0.005026867866901057,0.060142777097343864,0.02703254083474961,0.004236292686565712,0.13439122604481518,0.024539034306858644
