,age,ndev,sexp,entrophy,rexp,ns,ld,fix,nuc
0,0.0,0.21178942757618538,0.1125084819324802,0.0,0.03802296612585531,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29186815361045637
2,0.0,0.0,0.05816851839806181,0.2015594573610307,0.0,0.0,0.0,0.0,0.13816830475499153
3,0.043481268199945015,0.06462698134028078,0.06390683795986106,0.1672715478240128,0.04609129927514476,0.0,0.09562477444457688,0.019556664647263206,0.15772258209861761
4,0.04727633259974839,0.1842748257776466,0.06205566727186757,0.1301830125647137,0.02425318590497648,0.0,0.10309365245170805,0.047829585313081416,0.1004842919558051
5,0.07504171347695944,0.0,0.08670034870676505,0.11536397282875646,0.0,0.0,0.07844859636863111,0.0,0.024829913385989322
6,0.12232097804669279,0.0,0.0,0.2998022986853224,0.0,0.0,0.0,0.0,0.0
7,0.25172466164587254,0.0,0.025997335136712412,0.16537004253398763,0.019202755340666018,0.0,0.012788068945926144,0.0,0.10482555019322898
8,0.04819536351535486,0.001246483104793865,0.19253939158953837,0.12939042323496847,0.04265601378119885,0.0,0.0927253293839201,0.06507238262353299,0.10347681134459748
9,0.07955254056648438,0.0,0.034429369850849455,0.19117422121616692,0.15009637432840287,0.0,0.0897948538985946,0.039627213686353434,0.007091093996866488
10,0.10738543830742411,0.0,0.19009801741067903,0.0,0.17321560068000225,0.0,0.0,0.0,0.11757747411494188
11,0.07945449132812156,0.0,0.06641463219274636,0.17102467266863167,0.18009523847665443,0.0,0.0,0.0,0.10280773420479308
12,0.1642508460093121,0.0,0.0,0.07674928804672862,0.0,0.0,0.11255520235857085,0.0,0.0
13,0.2414999923183619,0.0,0.0,0.06784285539251378,0.0,0.0,0.0,0.0,0.19022317158606142
14,0.19411834545929024,0.0,0.0,0.20675352957859752,0.0,0.0,0.0,0.0,0.22623634266860335
15,0.16971163506352963,0.0,0.14321357859544045,0.25584489815063843,0.0,0.0,0.0,0.0,0.0892133953642072
16,0.0028262707794702462,0.0,0.4069339151844584,0.1267233754114361,0.017400048282092014,0.0,0.0,0.01770286590557476,0.0
17,0.07518579692438143,0.0,0.0,0.0,0.22078671321101448,0.0,0.2730417253467419,0.0,0.06017686001875519
18,0.09621098561016465,0.0,0.0,0.07992978499191951,0.39249260755530435,0.0,0.03064117062233346,0.0,0.0
19,0.013303460883150858,0.0,0.07181946988800024,0.25487985690676884,0.0047854286140124064,0.0,0.14181907887532044,0.008991602764676443,0.06299748302251076
20,0.0,0.0,0.1685994387393358,0.20339437301614552,0.0,0.0,0.11107247367042346,0.0,0.014161163367635272
21,0.0,0.0,0.0,0.0,0.0,0.0,0.23525938238124333,0.0,0.0
22,0.21904441739871836,0.0,0.021651238029861783,0.19569840200731373,0.003403335702676052,0.021200038534104158,0.043847987716324616,0.0,0.03809444973897651
23,0.0,0.0,0.0,0.25853277316513673,0.0,0.0,0.0,0.0,0.0
24,0.023104203195270272,0.0,0.09778310467256264,0.019260458241481614,0.10441091600278295,0.0,0.21455980728033316,0.0,0.12213449558702393
25,0.0,0.0,0.0,0.2030845214798235,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.10060394509541555,0.0,0.0,0.0,0.1314669284925348,0.0,0.0
27,0.0,0.01239888203343356,0.07921320661858253,0.03262310806598741,0.025639484159275243,0.0,0.1937714349601271,0.0,0.034469301888604774
28,0.0,0.0,0.0,0.19188571511045588,0.028223973842545637,0.0329842318670798,0.08931077220287055,0.0,0.026117897484548774
29,0.005042579561810345,0.0,0.0,0.20092320855537393,0.05815024165862103,0.0,0.060245779799248514,0.0,0.06005040682559472
30,0.030220386806127607,0.07728460655906462,0.11984498323139635,0.054945342923812986,0.0058211333650751065,0.045008381831565025,0.16418773741309833,0.00851100373377339,0.042274455300387474
31,0.01614589492561089,0.015291198793232146,0.0985837548536595,0.07367550520668087,0.04140895233182224,0.03392577060833518,0.16064282016576897,0.004004426881748737,0.0
32,0.06856868184796125,0.051859165659266425,0.05417629405068299,0.10709511415675,0.0,0.009028457270882534,0.16077297925841166,0.005833458097819813,0.09339223463303796
33,0.0763526317982009,0.04862348255596264,0.10539374889521907,0.0691470597351914,0.18450941874665386,0.0,0.08309898066110459,0.0,0.04894049802947768
34,0.02554467228664409,0.047749184596313575,0.054489756581174054,0.058706642711086915,0.0,0.0,0.16705208269747165,0.0,0.05869794944202563
35,0.09556336317394726,0.0,0.046426209142903296,0.0422836935554267,0.012450976423530822,0.0,0.21403207714799186,0.0,0.017487236974748726
36,0.08051601051526604,0.0,0.06462824226848396,0.1272308953573135,0.04208361451414002,0.018019090178751397,0.19762494050803095,0.005263604813832303,0.0315004582832865
37,0.020820367999961852,0.02895484816782672,0.05246163842937159,0.16834124948086107,0.0,0.035529364057590496,0.0758934450019563,0.0,0.04225455358316971
38,0.03082934723259888,0.0,0.0,0.08396842734468779,0.0,0.0,0.14737973083109432,0.0,0.0478440772129267
39,0.10811589139969706,0.12912768844971254,0.13655128183408427,0.03178270747709309,0.019855756423994335,0.021466807503371824,0.1402530029681354,0.0,0.0052618665730554725
40,0.0,0.0,0.0781607271668788,0.0,0.0,0.0,0.206542196997104,0.0,0.09442420066386682
41,0.003688230226859659,0.0,0.12250442625471916,0.0,0.09602600479371672,0.0,0.11727952248073752,0.0,0.04133053054727729
42,0.0,0.0,0.12931196894902505,0.11726525079212341,0.0,0.0,0.0,0.0,0.0
43,0.03975717317874104,0.058968229068262545,0.06708946360234812,0.17346252693596717,0.026084076513440673,0.0,0.04590566557158206,0.0,0.06046540137742378
44,0.03493725467533746,0.02707527403965391,0.11786719156302365,0.18939729997098606,0.0266641705512071,0.01315236011626672,0.06530676327967913,0.00443205801268798,0.08766679183890895
45,0.0,0.0,0.05437245318993259,0.18084354098907707,0.0,0.0,0.0,0.0,0.047603083955272255
46,0.0,0.0,0.0,0.0,0.0,0.0,0.15512808769575842,0.0,0.0
47,0.060681788815385336,0.010628204233394018,0.08764160081062694,0.04939160320446442,0.0410725588364558,0.0,0.15638486808101051,0.008680582659866463,0.12103737495177715
48,0.10042030192878161,0.005335690586156626,0.15120021803711592,0.019243200589504187,0.009592922352802246,0.0,0.14601050167085572,0.0,0.05030279035621457
49,0.16611543744471355,0.06130744602150357,0.06434763169477771,0.041441883721576436,0.019635799033039403,0.0,0.0903871377293301,0.00827282281587079,0.04198250199942198
50,0.11063131664997923,0.08555613338750231,0.08271867434455538,0.0693565184851443,0.05837711397510966,0.0,0.10212882809852114,0.08361631145432824,0.04309147801281346
51,0.04667648909487878,0.0,0.20503294181404236,0.0,0.0,0.0,0.13738295800463293,0.0,0.02631280595606943
52,0.08385279300505206,0.014176919836676669,0.17865076870193997,0.12401982703496373,0.07918890482613533,0.007939168113311138,0.03432198729163754,0.004571498190265573,0.08794182295422573
53,0.056069967128248833,0.02926967331843812,0.08368595963107096,0.20820232830737537,0.07013536600919584,0.06888621691323206,0.09533797922137983,0.0,0.06564187232579098
54,0.17467032440595245,0.1097809762819175,0.0516280158751771,0.0,0.1097032494257666,0.0,0.18211639554234313,0.05678727456975244,0.022943227478973826
55,0.15393116379007196,0.0430627129211991,0.006738529465376231,0.03717606305390975,0.06902411582150446,0.01944138545750274,0.1570201837715329,0.04796967616406333,0.056337162708305265
56,0.1376953781955325,0.06980182177320837,0.03591006652337737,0.11145464064610391,0.0,0.0,0.13843662328807052,0.0,0.0572357058387413
57,0.05171544751614344,0.054734617128105754,0.03738413647431883,0.11423273264402668,0.09880618852174108,0.025915146672373823,0.1416588087283925,0.032047764856553085,0.09750594362049857
58,0.2752249676613321,0.04959793162129271,0.06561821343710039,0.09467936810298415,0.05373011350761787,0.0,0.05606449671506951,0.011925982830975512,0.04059401261151898
59,0.019951007169630858,0.05205852849307642,0.1486256050510528,0.08633309864077557,0.016554299249477315,0.050696907030121495,0.0,0.0,0.046727922491159236
