,lt,ns,ld,exp,la,rexp,ndev,age,entrophy,nuc
0,0.011948124666822197,0.0004972845133072554,0.011079329745501083,0.06454618639461626,0.08713780598520245,0.014009148953586256,0.0,0.06340535568148933,0.0036530050472420323,0.009510966736383469
1,0.02914343904064006,0.007095895207839902,0.05962992375193882,0.03840550494088996,0.14882946629357965,0.02595348997870367,0.0018057642454523903,0.050343340610681186,0.031752241529106016,0.06233075180687305
2,0.023820136945293093,0.004467527228721274,0.02281711351648861,0.009052841712561984,0.05238912574611871,0.04099696970673978,0.0,0.010825014520583143,0.008772737971639409,0.004226350891986046
3,0.04016968792571407,0.005492098314623794,0.033881163534614026,0.02637619761852031,0.11674106223176017,0.0079915021852112,0.03072161192338464,0.010577385393132589,0.035447365171769024,0.016204881292735552
4,0.04307998434144719,0.02359431282111664,0.024631976267338825,0.0364325504605009,0.09066010517461177,0.028737753653503843,0.009181870570789697,0.026409195247316938,0.011778233527411235,0.04474761450320633
5,0.018366921373678527,0.0541918169255384,0.02248745893570072,0.07176861517005365,0.09322065114957365,0.02506955068362808,0.00274576695378655,0.02722379857819764,0.016514317137314428,0.02295649171557155
6,0.03308374330524372,0.00672178075716091,0.05173225976990027,0.10824943452293076,0.1003779312508005,0.0289967543513073,0.0015469620219850395,0.02472034883817123,0.008092413060666196,0.038766037239863556
7,0.026181573760775803,0.010836472506173724,0.03230641188597083,0.0327388496602904,0.12139702166459262,0.00922058808490079,0.002074870921436366,0.016405109734376297,0.02448057917692041,0.01266555505825314
8,0.03983593032464447,0.011391359666860683,0.044785378224882356,0.0726067626495983,0.08732895035850086,0.012160689965130873,0.004594286945875571,0.020485059482180927,0.014945925368986677,0.021956426000604008
9,0.012316280192735717,0.0,0.03878311567767886,0.0016141770434324187,0.02902891604209976,0.008499352312520072,0.0,0.005672813186693317,0.012135905602018845,0.004059720096842523
10,0.01790915796770537,0.0025198329317696997,0.05580210357826294,0.127827048426462,0.08732716627067642,0.016428376229469688,0.012675663813836058,0.015359334837772624,0.009856953519575103,0.023961920007753917
11,0.03264472609264978,0.0017649704015849272,0.08560646850644102,0.11923185758497694,0.0781887274674434,0.025494492042268134,0.011320858571197688,0.018900193101765904,0.011390014831628293,0.013077884935900914
12,0.01556837859046248,0.0017340997355123349,0.06506662508794715,0.04827299373720709,0.10416791833052017,0.06636990863830494,0.005891063982958859,0.022396070377718975,0.010252172357881293,0.029492906200507166
13,0.013804370405786026,0.001280728835957193,0.02871827488238739,0.0913250156881876,0.1128439035549081,0.023319030703487623,0.009840690888275485,0.010699243696771799,0.03175530304578367,0.02152571689266939
14,0.04487470224445839,0.0013395488861710574,0.019549392721360234,0.028232517840379202,0.12097905153132482,0.012008713697838385,0.0016812580724157745,0.009502984340274266,0.012765422053673703,0.01746496215946331
15,0.03578140876348146,0.002178137335157078,0.022567855428415027,0.13828733487073644,0.10061948229277827,0.015574090592864184,0.005093692620219014,0.022310131974983285,0.015535550819527245,0.021551879861532994
16,0.05470541972793558,0.008400397561321127,0.04838974251013405,0.10401266071477903,0.07489412342277832,0.035385404969188815,0.013142808436019473,0.027111483289415168,0.010507932075325544,0.020549157274998165
17,0.0645621132897037,0.0037630541033016928,0.040967670034037895,0.06481059335736582,0.10112502678241059,0.017162535511107937,0.03182241101810299,0.020910471705427938,0.013594477260713472,0.019203944941503476
18,0.08365208822666158,0.0027893171862607507,0.027027037807258614,0.05460596919237724,0.08248089127206759,0.015546556668553212,0.05255738676978179,0.016058954465932033,0.020105545281382285,0.037072296350775656
19,0.03646551937844357,0.0,0.014646816846931776,0.01499765514124538,0.05239630316671883,0.003342093826956097,0.0,0.010417511747248236,0.0020936124338913303,0.005188660650049671
20,0.046657633402613356,0.010808299664509276,0.030836804468747432,0.055279624729235075,0.052157869288653104,0.01908133232616725,0.03577820542358469,0.034590126943702434,0.017201452805391274,0.03406758597494523
21,0.06313532713052374,0.004766338973751334,0.037619921217117304,0.06346169259556814,0.07439873566940537,0.01640311203109054,0.026301691222713117,0.027765653023563805,0.017804388621528573,0.041115419316503525
22,0.10064279909940822,0.0031035983413705086,0.036358471453874636,0.12457997920541018,0.12077667787428774,0.02885585104268588,0.006587687629890987,0.02867892434068645,0.005308759105380257,0.05719346700328412
23,0.08226163942990843,0.00290409905524933,0.03319102889343802,0.06067520995008533,0.11972401614507186,0.023597083513172818,0.012950243290043415,0.017678057784141273,0.009151396622287021,0.020930984954738874
24,0.05261107412667711,0.00518481636470583,0.05698720674677871,0.07605048560469539,0.14030726283508144,0.026393140201029723,0.004280531370324524,0.024505388697370605,0.005634389199111189,0.027731786304257468
25,0.09394665165434199,0.005492572267658612,0.05080668730764254,0.06958544327789545,0.10687561853899127,0.02159185478660486,0.03249075211644138,0.022356829797843446,0.025026308985373898,0.019492009318974168
26,0.11820448711609868,0.007139806657459496,0.04757162813451829,0.11376074649365006,0.07383684190438328,0.01746120111842361,0.01936614775032286,0.013389499913581739,0.020613279047896352,0.02481381123998809
27,0.06142223529333335,0.002081718870347186,0.05111846056504992,0.08594830399442428,0.07705760089677344,0.017754913341318887,0.06370814367985599,0.022133006747412816,0.009747312240266292,0.016069205248503117
28,0.03009822334710085,0.006780486344522756,0.08499046674442681,0.12966429432958915,0.0460332206298471,0.034344541420532886,0.050356927880450215,0.04324275640540879,0.012130260326585998,0.025819443171543714
29,0.050848516407543703,0.03792141271790111,0.026702217842769858,0.10556450894698159,0.0679459815947765,0.02112460668568494,0.013234548710692363,0.0373721195083982,0.018323454792363494,0.02908919842850617
30,0.03388424575958647,0.02608284014350971,0.027334070652890122,0.10991737970246394,0.05840040849438917,0.021353273948543708,0.015330543060372771,0.02089352436475774,0.048214838510711615,0.042562925858668894
31,0.06351633995519013,0.000998120053744265,0.007140656058305788,0.0589154060431854,0.014618000008168684,0.021971079737443295,0.006384342364497288,0.00847985072179301,0.0035985660591509026,0.027407503461194294
32,0.08163195915843928,0.004533816817553837,0.0023993091683403144,0.06327900142416068,0.03063502370991231,0.006452026714203978,0.006061101326080381,0.032804859950249156,0.014549122343822657,0.008148588845832782
33,0.11580143995870824,0.015943143362844567,0.02107049979958217,0.1293561070084205,0.07292899825323687,0.015712593845705416,0.011312236594974682,0.029000052256194512,0.011919076576900388,0.034706861354920925
