,age,ndev,sexp,entrophy,rexp,ld,fix
0,0.0,0.2709425984803396,0.023043540294640612,0.06907015988105035,0.0,0.08636719615677543,0.0
1,0.03025633869901477,0.13973874408463607,0.013973804490109468,0.013077194609619988,0.04572627360049315,0.18127585855788872,0.0
2,0.09602992595255033,0.0031156881691083403,0.03080426257185192,0.030167212059146062,0.04889950232088762,0.2056579083754473,0.0
3,0.041120766189655496,0.0,0.08072955832068257,0.046715190767408515,0.003923276550211256,0.22957384304652978,0.0
4,0.006212820339362659,0.12142793038164901,0.0483814369237861,0.08620592755221514,0.0055435709495653815,0.17616345516759446,0.0
5,0.007056729371124526,0.18809105044222948,0.0632890307078893,0.13568194064627145,0.003005746933776138,0.09673506908581192,0.0
6,0.0118545760001756,0.06143519173690036,0.030090176028213025,0.0834325685734371,0.0089617351194956,0.24937184949954294,0.0
7,0.0,0.17968170912847084,0.043364506412211276,0.05487344101319203,0.008842053413785305,0.12031460791755544,0.0
8,0.0,0.1757141346852903,0.024302899591466136,0.04007877551805075,0.014201354915067285,0.1305074820295277,0.0
9,0.0,0.0,0.10869652919442228,0.0,0.03380888499806258,0.21209718570788347,0.0
10,0.01051411988092957,0.0792004766027553,0.064598286255118,0.04220474765890864,0.0,0.2577021508840997,0.0
11,0.0,0.0,0.0,0.0,0.0,0.2618182346688473,0.0
12,0.05206817963971062,0.14209478908578715,0.0450958675123872,0.0,0.01980399443512589,0.12038061395889672,0.0
13,0.015446601148985486,0.09061207168453034,0.236047594986301,0.051288726520736926,0.022961845604715113,0.09754418646325579,0.0
14,0.0,0.03638407529583949,0.09717160029832651,0.10957957722958232,0.00790562449750152,0.2221687268659808,0.0
15,0.027120750965068188,0.1657763357462637,0.03248092823652335,0.07790568156551711,0.012638565253222558,0.14642240007828106,0.0
16,0.022124182173067785,0.19090134661480382,0.02143189972834861,0.05825849851014263,0.016877669586119713,0.10021743460506212,0.0
17,0.030347706030145992,0.07361260847386869,0.03404439203403302,0.05328928132767517,0.21149189422751902,0.10049447827946385,0.0
18,0.019944807276523493,0.04682350797061726,0.18742593407922856,0.04017957021128699,0.027647812238246524,0.10542988892440469,0.0
19,0.0,0.0647091186298538,0.024739416015607446,0.043621777024362124,0.028099490373592235,0.23507150083668968,0.0
20,0.0,0.07105389699060898,0.027428145458807375,0.0,0.0,0.2364554127213165,0.0
21,0.0,0.1849322263558195,0.02555475416188722,0.0,0.0,0.12203656809919197,0.0
22,0.0,0.08773711874274609,0.0,0.03387080340763059,0.02619101402722584,0.2302231430332785,0.0
23,0.12170249425282802,0.05272003939380513,0.016661167370090345,0.020778338543688935,0.021290799875393056,0.18677424448484323,0.0
24,0.11319228864200877,0.0,0.0,0.0,0.0,0.2194928823287649,0.0
25,0.14531778079983057,0.05469126657159526,0.029064764096286843,0.040485184247591295,0.036185076015971374,0.2123895421483291,0.0
26,0.06007443574009126,0.0,0.0,0.0,0.0,0.26309461435467996,0.0
27,0.0,0.07441000597480164,0.017255460103445978,0.055439128417799084,0.0,0.2425723370303284,0.0
28,0.0,0.2040823622926903,0.0,0.0,0.0,0.10068933094595535,0.0
29,0.0,0.1963636580233267,0.0,0.0,0.0,0.10510031038727541,0.0
30,0.00895120105209221,0.1033051688864498,0.19347176013029163,0.0,0.0,0.11425048060308667,0.0
31,0.06377381115513311,0.25775804377796346,0.021563694112955535,0.0,0.05084921330568207,0.1744026302601439,0.0
32,0.08848465893149583,0.06812235370320312,0.0,0.0,0.020779335443757704,0.2703229701316594,0.0
33,0.02262658492684903,0.172887911962788,0.05446988237307802,0.02925489140071034,0.00797821094085181,0.13264929919007057,0.0
34,0.014747800337861336,0.1801015874100205,0.08032735775760426,0.06287531621906275,0.015048008045273155,0.13150531727138476,0.0
35,0.0,0.21582810855101078,0.0,0.0,0.0,0.0,0.0
36,0.05283936408799736,0.13990993252024275,0.2849850501704948,0.0,0.0,0.03283337007559752,0.0
37,0.04980362170383468,0.25314942335807505,0.12275353247078126,0.05129018630439264,0.04550179413765812,0.11806319640764777,0.0
38,0.111770982138783,0.172679563813571,0.0127208569889052,0.07135875151953247,0.05993124549954888,0.23026230490037838,0.0
39,0.0,0.22586872586872567,0.0,0.0,0.0,0.0,0.0
40,0.0,0.21864632317286353,0.0,0.0,0.0,0.0,0.0
41,0.20611360818683983,0.1379553536551672,0.013352428971687246,0.0960091825090358,0.06551046878785438,0.12674940584155175,0.0
42,0.2233942089093905,0.04932496731031804,0.14126746468944545,0.0,0.0,0.23492551686526908,0.0
43,0.09282442908344686,0.2500724939674325,0.06715445652981278,0.0,0.0,0.1062302276657134,0.0
44,0.049323262481045134,0.0372289614081366,0.06615309309324038,0.07335763807782407,0.0,0.3294612517035583,0.0
45,0.06657662128946872,0.0,0.07009378945376607,0.3576473618375313,0.010669268741088166,0.12039690811725204,0.0
46,0.06442097692097697,0.0,0.0,0.0640036730945821,0.15170689602507778,0.2909398750307841,0.0
47,0.0,0.2504755298783417,0.04873821348407049,0.07095422339255773,0.057267898354863185,0.06194315717869499,0.0
48,0.0,0.24559270516717305,0.0,0.0,0.0,0.0,0.0
49,0.06829402129936885,0.060096221864060745,0.19260861663692305,0.06649325585475196,0.21555810364171776,0.09354912505207062,0.0
50,0.054286485635748324,0.21220295360531408,0.03778988246160677,0.0,0.2770092376762929,0.09670669072467347,0.0
51,0.0,0.0,0.0,0.0,0.0,0.3888888888888871,0.0
52,0.0,0.0,0.0,0.0,0.0,0.34004901960784367,0.0
53,0.02948966705434211,0.09453426436831747,0.18840794854661622,0.0,0.0318638325600599,0.25889219909970573,0.0
54,0.0,0.0,0.0,0.0,0.0,0.375,0.0
55,0.015058286351891,0.23855073493133613,0.034398930550365865,0.0860697661280291,0.11393809565274887,0.25703642889805906,0.0
56,0.02412293964989577,0.198860877503468,0.0095043569090451,0.09245706058540558,0.13028984034584004,0.26360520659333025,0.0
57,0.0,0.0,0.0,0.0,0.33429633867276926,0.0,0.0
