,entrophy,age,fix,rexp
0,0.3087046983113177,0.13990903372526245,0.07410364348962113,0.050563700585474436
1,0.2587155388471176,0.08983082706766918,0.17276315789473698,0.04538220551378448
2,0.2947777777777777,0.21356481481481504,0.02897222222222225,0.013870370370370368
3,0.26100486223663055,0.11954889249054533,0.13173960021609904,0.07289573203673676
4,0.20515151515151644,0.15224693745970314,0.14419084461637674,0.014848484848484814
5,0.1587415654520923,0.22143387314439944,0.17037449392712536,0.025950292397660682
6,0.1480982587064679,0.20504601990049887,0.13061815920398026,0.04219527363184087
7,0.22387827317763684,0.11757961783439463,0.17295116772823788,0.02735668789808906
8,0.298376010781671,0.08907681940700808,0.11886118598382735,0.04490341419586709
9,0.2627952380952385,0.1474857142857145,0.12107142857142868,0.033028571428571483
10,0.24579604409857214,0.15256322957198423,0.1111202983138785,0.04072795071335938
11,0.21870084001527487,0.14858820160366606,0.08954849179075962,0.08548014509354718
12,0.14519381922115088,0.19385048231511295,0.11300732404430229,0.06667649160414399
13,0.1841249999999993,0.20562254901960864,0.042480392156862924,0.09088235294117634
14,0.21242187499999923,0.09566406249999962,0.1124583333333334,0.1736874999999991
15,0.22040909090909114,0.09811771561771539,0.08705011655011612,0.14057226107226115
16,0.24533391405342808,0.11512485481997597,0.16647018970189692,0.04763937282229969
17,0.2032725199543913,0.11093690611934542,0.15450779171417744,0.10990117825921722
18,0.1573142788229604,0.12411360347322704,0.12322600096478606,0.14132537385431715
19,0.26211475791434,0.1629061918063309,0.1029527467411542,0.0244913873370578
20,0.2040579340808695,0.09291963982330946,0.1084531090723761,0.13642116887529807
21,0.12795882936508043,0.12194527116402079,0.07372933201058139,0.16167410714285738
22,0.15100544432736157,0.13620038637162046,0.07236828240252857,0.1866412012644907
23,0.19181377079482625,0.1079936845348111,0.13768253234750324,0.1539810536044363
24,0.2273894208846322,0.08877792977656149,0.10906976744186031,0.13900136798905685
25,0.23345768374164974,0.09090014847809984,0.10775426874536045,0.1632776540460283
26,0.2350129310344814,0.08696839080459705,0.09577155172413863,0.16635344827586257
27,0.2594040816326553,0.12254693877551093,0.07297414965986437,0.16270884353741538
28,0.26420360897982154,0.09611040068201121,0.09904873543620425,0.15981599886331538
29,0.23512003693444178,0.08998768851954504,0.11385811018775101,0.18030778701138753
30,0.2558649683649663,0.0890817515817513,0.12822094572094522,0.1471969696969702
31,0.1819250559284101,0.0958512304250557,0.11659619686800865,0.16593624161073736
32,0.26464730752114146,0.1309223408989763,0.10142078326657755,0.0658266577659104
33,0.3405316606929515,0.0724093986459584,0.07338510553564341,0.05597570688968538
34,0.3460920157536702,0.07969924812029994,0.04299856784819175,0.08269602577873283
35,0.2741472251679054,0.08607900318133546,0.08996907034287638,0.16205461293743242
36,0.20792240587695118,0.09599403122130355,0.11948347107438075,0.2069559228650132
37,0.1989899650959854,0.09084642233856899,0.09925174520069781,0.18145724258289717
38,0.21338372093023106,0.0928759689922476,0.0353236434108529,0.24068023255813903
39,0.1508391203703705,0.10301669973545023,0.05744130291005252,0.2505166997354486
40,0.2116152263374514,0.09051587301587273,0.10954438565549605,0.19877572016460646
41,0.2392948717948697,0.10326725838264282,0.10070907297830388,0.2084329388560151
42,0.20890324963072412,0.09327794190054181,0.11169497784342715,0.15701994091580573
43,0.15273828756058164,0.07905492730210023,0.08922994076467385,0.2297926763597208
44,0.1519939393939399,0.09656060606060667,0.10561818181818106,0.23000606060605963
45,0.24904085497835543,0.11917343073593076,0.14547754329004375,0.17805600649350528
46,0.13121916010498702,0.0923398950131238,0.17581496062992139,0.20025328083989485
47,0.1239889415481835,0.2029252238020027,0.13769878883623013,0.08051606108478142
48,0.2012226640159047,0.1106494367130552,0.0839562624254473,0.09538104705102719
49,0.20875584502337893,0.1232381429525715,0.03221609886439538,0.1940330661322651
50,0.19708109719737701,0.11885211687537296,0.045316040548598426,0.2223434704830046
51,0.2558079157588957,0.08583333333333319,0.09207516339869262,0.1764615105301378
52,0.2298727498448169,0.0949627560521416,0.16360955927995033,0.18155493482309212
53,0.27081067961164895,0.11428640776698995,0.07524757281553388,0.16574595469255743
54,0.278032345013476,0.14948787061994648,0.04533243486073679,0.055750224618149435
