,nuc,ns,ndev,exp,rexp,la,lt,fix,ld,sexp,age
0,0.04850494743351886,0.0005952380952380955,3.865182436611009e-05,0.11660173160173161,0.06657544836116261,0.11109616573902292,0.2260312306740879,3.246753246753246e-05,0.08377396413110702,0.065621521335807,0.019993815708101412
1,0.1208053830227743,0.10044306418219459,0.0,0.05414285714285708,0.01196583850931676,0.3397463768115942,0.04021118012422363,0.0,0.11332298136645967,0.02012836438923395,0.007513457556935818
2,0.09487585034013606,0.04575255102040816,0.180904761904762,0.05873044217687074,0.06360544217687068,0.12924404761904762,0.08972874149659862,0.0006726190476190464,0.045880102040816335,0.10475170068027209,0.054948979591836686
3,0.03163285432516201,0.0022062552831783617,0.0013102282333051557,0.05569315300084534,0.02952521837137222,0.08085798816568049,0.0296435615666385,0.003641870949563258,0.034840800225415615,0.06543956043956038,0.020891800507185126
4,0.011964285714285709,0.0016853408029878602,0.0032959850606909414,0.007003968253968247,0.0044841269841269845,0.016601307189542475,0.01148225957049486,0.001119281045751633,0.010136554621848735,0.01398225957049486,0.012565359477124186
5,0.005551185231801972,0.004535347178518982,0.08748216907908542,0.02026326830291589,0.002329557373610238,0.08711611076148525,0.00662943150828613,0.003660058737151252,0.04830606251311099,0.036822949444094824,0.011273861967694566
6,0.06099356499356504,0.011169455169455157,0.02311711711711712,0.05798198198198202,0.063946374946375,0.15180909480909469,0.09688331188331183,0.008504504504504488,0.07621793221793226,0.07768125268125267,0.08681595881595885
7,0.05582128397917867,0.008309234625024095,0.01761181800655488,0.01872758820127243,0.05991999228841325,0.06491179872758818,0.04783256217466743,0.009250048197416622,0.09621216502795453,0.09207586273375733,0.03370397146712939
8,0.006539408866995068,0.0017027914614121513,0.00042857142857142817,0.006292282430213465,0.002802955665024631,0.016725779967159286,0.00851067323481116,0.0005336617405582918,0.016171592775041058,0.007590311986863713,0.009186371100164193
9,0.03558715864175352,0.012691452569169958,0.040230304527488325,0.11276051024074746,0.028355753683075826,0.06146974937118217,0.07866679392741643,0.0,0.03310838124326267,0.08477530991735541,0.049662571864894006
10,0.022495958259847144,0.010085978835978834,0.003959068195179306,0.046934707524985304,0.008473875661375661,0.054760986184597286,0.06568287037037039,0.006182025279247503,0.0258533583186361,0.045396090534979415,0.026046259553203988
11,0.02694414607948442,0.003619763694951663,0.00859291084854995,0.023682420336555675,0.016027568922305765,0.037688865019692104,0.021689939133548167,0.0018331543143573197,0.021360544217687072,0.03552094522019332,0.04049767275331186
12,0.09100403274006129,0.057408351106329705,0.09926139831014978,0.06314604055388838,0.05309879269451207,0.07701212338548843,0.10418436102145973,0.0012456825774304966,0.05003177119705063,0.06411805044385308,0.04606194439725949
13,0.0019772614928324265,0.005767012687427913,0.0027187345526445876,0.04407645411105617,0.0,0.04251112209589717,0.03830944142362827,0.0,0.039627615752183216,0.02677541604877245,0.0030482781347833257
14,0.03588274932614555,0.005835579514824799,0.003376010781671157,0.12950359389038632,0.008492812219227316,0.34225516621743024,0.02483378256963163,0.0014847259658580397,0.10057277628032349,0.09865004492362986,0.053259209344115
15,0.07364087301587305,0.0180645743145743,0.023615620490620496,0.07880681818181823,0.04367514430014432,0.15175234487734499,0.118837481962482,0.014499458874458866,0.07251713564213559,0.07875901875901876,0.09574675324675326
16,0.08060041407867498,0.020304347826086942,0.01112836438923393,0.024150103519668748,0.020946169772256714,0.0831915113871635,0.1146376811594202,0.0008416149068322972,0.06940269151138712,0.04187784679089029,0.13474327122153212
17,0.1427387696898623,0.0625533367468851,0.07224617214211387,0.09587400690418378,0.025681471571169796,0.08029554751719163,0.08594717803874928,0.010807745459150236,0.09517477935792185,0.07075687252586314,0.09711830159280727
18,0.04664361688428753,0.011856473254526255,0.007001854284169049,0.04899688377243815,0.021488449354863638,0.22084975147441346,0.0667123799222231,0.010034381518967777,0.07821151716500552,0.1010874604033068,0.024527415076360453
19,0.03827283372365341,0.004798985167837628,0.013953942232630764,0.08306206088992975,0.035870413739266194,0.20503512880562055,0.08090163934426228,0.0045647931303669015,0.07913153786104608,0.09596409055425449,0.06070843091334896
20,0.05086749482401657,0.018507246376811597,0.027654244306418226,0.12875362318840586,0.019354037267080744,0.08178881987577637,0.04453830227743272,0.015240165631469977,0.08277639751552797,0.16893581780538303,0.045538302277432725
21,0.0062349994782427195,0.00311315176180041,0.023844307628091404,0.1447746008556819,0.06392396257261121,0.18465859682075894,0.026405266270131133,0.0,0.01044818950224356,0.10659935997773835,0.07104594942432785
22,0.08734487734487732,0.0017123617123617119,0.01778860028860027,0.03275012025012024,0.026416546416546408,0.11058080808080817,0.05607623857623857,0.003322510822510824,0.0854461279461279,0.09743265993265994,0.056444203944203984
23,0.07723943392618081,0.010634920634920629,0.089027538726334,0.04386307133295087,0.05888697647733788,0.12416905718110534,0.05807037674507557,0.04232836106330085,0.041480206540447505,0.10193536048957735,0.07575349015108057
24,0.04373573396300671,0.028038173947264867,0.11588154269972446,0.11321035025580482,0.0196241637150728,0.1948258559622196,0.06463498622589531,0.02655745769382131,0.01283549783549784,0.12041125541125537,0.002187131050767412
25,0.002626488095238094,0.016566220238095224,0.01573883928571428,0.05831919642857144,0.005577380952380943,0.2186398809523808,0.03965624999999999,0.00030952380952380956,0.12857068452380957,0.024945684523809505,0.024021577380952393
26,0.010478590629800314,0.05281057987711211,0.024604454685099853,0.04180395545314896,0.07051987327188938,0.34664026497695827,0.027069412442396308,0.0024755184331797207,0.11994671658986165,0.018816244239631335,0.0002328149001536093
27,0.05590182648401821,0.0020829256360078243,0.0015916503587736475,0.015951973255055464,0.015323303979125904,0.15009907045009788,0.007899951076320928,0.0007962328767123288,0.10762230919765182,0.024640003261578603,0.011549657534246588
28,0.12127583898234172,0.011139007448322035,0.0033324964432170034,0.013604067285965325,0.07042932462967616,0.1839513766842413,0.0412942505649008,0.0037852539961502956,0.06981504728429155,0.05396476692610264,0.0745798811616035
29,0.06925376647834272,0.019032485875706242,0.03915254237288132,0.08072202044659677,0.07666397632499329,0.15681059994619317,0.05629708097928424,0.031094296475652438,0.048813223029324754,0.0871206618240516,0.12474004573580857
30,0.07390697476488357,0.060793650793650754,0.034171241329418296,0.07007532235414274,0.09098748882931203,0.11381846036001547,0.09401463892080518,0.021158134388697385,0.07736201540491078,0.06376250053193752,0.07110408953572502
31,0.10591144149967695,0.027042932557638434,0.02920168067226896,0.021079778065072184,0.018576546003016614,0.3603663003663008,0.012127774186597736,0.032408694246929555,0.04784906270200388,0.02802844214608923,0.04255279034690792
32,0.13874741200828164,0.07097826086956519,0.02785541752933057,0.0273386818495514,0.01184351276742581,0.29080831608005486,0.01730935127674257,0.04794944789510007,0.013302277432712216,0.042609558316080036,0.05123533471359561
33,0.08901116427432214,0.05429368876737299,0.008218272955115064,0.06705969469127361,0.023974709501025284,0.24343358395989947,0.03315333789017999,0.05005582137161088,0.00035429482797903837,0.05760879471405788,0.052946001367054005
34,0.09438155136268346,0.012150344414495359,0.02094339622641509,0.05637616052710395,0.023177598083258474,0.26985474693021855,0.03493111710092844,0.004685534591194967,0.038231506439053625,0.05339772386942198,0.030879005690326464
35,0.058645174884112944,0.005322376738305939,0.0669300463548251,0.0633038348082596,0.028377581120943955,0.2088938053097345,0.04855035819637592,0.020497260851243152,0.11666034555415092,0.045771175726927946,0.05680362410450906
36,0.05667250233426701,0.006630485527544344,0.003117413632119515,0.03426003734827268,0.08703898225957045,0.23415266106442584,0.02108660130718955,0.003220121381886086,0.058594771241830046,0.039132819794584495,0.058801353874883264
37,0.07761003861003865,0.041939510939510934,0.008526383526383517,0.0607168597168597,0.130938223938224,0.12973359073359067,0.06751351351351356,0.0362059202059202,0.05587001287001285,0.11141570141570135,0.10508751608751608
38,0.013800959232613914,0.06010791366906474,0.004422747516272696,0.14546933881466262,0.004833847207947926,0.21919492977046937,0.05194929770469341,0.0,0.09869133264816714,0.17028091812264484,0.0013686193902021225
39,0.06745872561058808,0.050309728475917616,0.0809680720425706,0.1095974894255697,0.03804884704598177,0.13366148178469098,0.12008323100013657,0.008098649201801056,0.06484240687679083,0.04839541547277936,0.04676899986355573
40,0.03014285714285713,0.03476026272577997,0.010926929392446631,0.07958949096880129,0.021580459770114937,0.203348932676519,0.03332266009852218,0.010245484400656812,0.10269868637110018,0.09811904761904765,0.03803037766830868
41,0.047826397826397846,0.06202702702702703,0.005424710424710425,0.0035928785928785907,0.0007629057629057608,0.43648434148434123,0.037754897754897744,0.007395967395967395,0.009383669383669366,0.03963749463749463,0.026986986986986976
42,0.046588518843120055,0.02388475021910607,0.023456763073327492,0.10056164183464798,0.010206690037978377,0.1972078586035642,0.06701942740286297,0.005373210633946825,0.04009640666082384,0.05396728016359918,0.027611744084136726
43,0.11065941220238101,0.04969029017857144,0.06345982142857143,0.07234840029761905,0.030515252976190486,0.16499534970238097,0.10250093005952375,0.020957031250000004,0.05003348214285711,0.1480515252976191,0.09528366815476187
44,0.07320105820105818,0.03272347535505427,0.03458228905597326,0.11938874965190757,0.018006126427179053,0.14798245614035085,0.09019632414369255,0.013550543024227228,0.06803815093288776,0.0702645502645503,0.13033416875522139
45,0.0868266666666667,0.042739047619047614,0.05071428571428572,0.07260571428571425,0.04132761904761904,0.235807619047619,0.06869333333333334,0.035668571428571404,0.04162476190476192,0.04649523809523808,0.07030857142857143
46,0.0994011344149848,0.008687508244294944,0.05373961218836564,0.05291122543200107,0.02006595435958317,0.2288141406146946,0.04710987996306558,0.00795673394011344,0.03157894736842103,0.15149188761377128,0.036952908587257624
47,0.0693694885361552,0.005734126984126984,0.07991843033509699,0.0358994708994709,0.019215167548500875,0.2546582892416226,0.08752204585537916,0.01859347442680777,0.06202160493827158,0.05032627865961201,0.038646384479717806
48,0.07193506493506492,0.02478354978354978,0.12974314574314577,0.07933910533910533,0.024606060606060586,0.24918903318903318,0.2021197691197692,0.004209235209235214,0.02436507936507936,0.21974891774891775,0.0016233766233766224
49,0.04366750208855472,0.0076134781397939316,0.037988025619604564,0.05377471456418826,0.006684767474241154,0.1840866054023948,0.09833333333333327,0.012851573377889156,0.03734753550543026,0.12906015037593985,0.02892926761347813
50,0.11748870351060134,0.005618700034758426,0.1999930483142162,0.2713990267639904,0.01562043795620438,0.31519117135905467,0.047017726798748695,0.012012513034410836,0.04355404935696905,0.024271810914146676,0.007047271463329858
51,0.12691517698376406,0.03873901336178429,0.1412422612696962,0.3039678910735152,0.013398073754726701,0.2774584304076759,0.09298451891044486,0.041878052851989755,0.041290163375211394,0.049520616050108504,0.00461965002431395
52,0.07450599287333984,0.024848828420257003,0.1057087517546701,0.08642762660619799,0.020121342187668718,0.19731602958643776,0.030767465716445327,0.025024295432458696,0.06347856602958646,0.06851649389914699,0.07951017708670768
53,0.08332671957671962,0.02397817460317461,0.11415343915343917,0.0974834656084656,0.05004298941798943,0.15480820105820103,0.06626984126984127,0.01782407407407406,0.05531580687830689,0.07900793650793651,0.05209821428571429
54,0.04232804232804232,0.00035710641771247853,0.15885162349808812,0.031124132134233148,1.214647679294142e-05,0.2908571039884172,0.03587826315099043,0.01624226876752129,0.11306669387477465,0.22666297413772163,0.0800428527701255
55,0.04317884405670664,0.006279534714649221,0.05125954198473282,0.0527153762268266,0.0062340966921119595,0.0477626317702654,0.04727553616866595,0.000434387495456198,0.036648491457651776,0.04995274445656124,0.04012722646310432
56,0.03475519980092487,0.006639293836274529,0.05338393159557333,0.054714555295191085,0.011280924040395657,0.176744845129226,0.1800627639646365,0.008090883326766624,0.09886706896432547,0.07128341247952222,0.0578700343542846
57,0.03184291294642856,0.004127139136904761,0.035696847098214295,0.03929501488095238,0.006870814732142858,0.03894624255952381,0.03744070870535715,0.00399925595238095,0.03557477678571429,0.038957868303571425,0.03480747767857144
58,0.018807692307692307,0.022280219780219775,0.00716666666666667,0.04155311355311356,0.009840659340659337,0.3204249084249085,0.04230402930402929,0.03946886446886447,0.011516483516483515,0.1694322344322345,0.017736263736263736
59,0.06359575012800815,0.014196108550947257,0.012258064516129019,0.031906041986687124,0.008863287250384025,0.05257552483358934,0.03403993855606758,0.013329493087557605,0.05717869943676393,0.03794930875576039,0.04513696876600101
60,0.07280045351473922,0.0058299319727891175,0.041469387755102054,0.029560090702947846,0.0318027210884354,0.2732312925170068,0.014643990929705225,0.01700907029478458,0.0038934240362811807,0.049442176870748304,0.1347709750566893
61,0.06868914561222254,0.12505870198177887,0.011709088632165545,0.012930089853166776,0.07795623180238562,0.21592936977552354,0.21639898562975476,0.055383363075670745,0.06991014683322375,0.009267086190163107,0.07277480354403429
62,0.1619060416426715,0.04154669123763452,0.06504907794883608,0.05988533548329302,0.01713569061056296,0.0893513008535852,0.05783135613826288,0.0200406956655277,0.057466630834005175,0.0865806682791364,0.13408453948631321
63,0.16302162957929897,0.015960308023328235,0.019980465432308477,0.0594317988788857,0.010036238038616158,0.133542834494083,0.11152397938961554,0.01395022931883811,0.055390408244153776,0.06526385821867392,0.16234216635524604
64,0.018511904761904757,0.024122023809523805,0.008020833333333331,0.14028273809523809,0.0001785714285714286,0.3210416666666667,0.0016220238095238089,0.011755952380952377,0.05739583333333335,0.04389880952380952,0.11215773809523806
65,0.028118799603174593,0.008236193783068781,0.005549355158730159,0.08518311838624337,0.016617063492063495,0.26497395833333337,0.021050347222222224,0.003461888227513228,0.06764632936507936,0.07483878968253972,0.04397114748677248
66,0.028836711662196427,0.036318867343798085,0.005774670594615194,0.09347198405370148,0.006382916355215524,0.2788037344824048,0.0727403303580589,0.007115742572806283,0.1406659924665465,0.04314880769174397,0.021281273358835683
67,0.0018042813455657484,0.060452162516382725,0.03173656618610747,0.06239405854084752,0.03973350808213191,0.25567933595456527,0.017308868501529046,0.07208387942332897,0.003949322848405417,0.15466797728265616,0.01079292267365662
68,0.013427381660576188,0.012814792782074164,0.005860315571796833,0.055529588396929286,0.004748449052434771,0.29449944760771657,0.05628735729866008,0.019804679754114627,0.060401971615534976,0.16858233477805162,0.013689413897623301
69,0.17261389850057665,0.031579543582138714,0.01657501235788432,0.05930239742956004,0.02353147141209424,0.21175234799802276,0.07586711155050253,0.07280338606030648,0.07369418355577523,0.03569883835887294,0.022100016477179088
70,0.10705977710233032,0.010459979736575477,0.006816616008105368,0.037148936170212775,0.0036595744680851085,0.3548611955420467,0.03000405268490373,0.007193515704153998,0.026181357649442762,0.01758561296859169,0.04452684903748734
71,0.1027978835978836,0.1303238095238096,0.030742857142857148,0.07925502645502648,0.11398941798941796,0.10874497354497353,0.04887619047619047,0.027674074074074077,0.058704761904761885,0.10202751322751322,0.07877671957671956
72,0.081364168618267,0.03211163153786105,0.4108469945355192,0.017183840749414515,0.018017174082747858,0.054432084309133474,0.0312392661982826,0.019611631537861048,0.006930132708821233,0.01118071818891491,0.04931498829039812
73,0.07765466297322253,0.00202875610077826,0.015190608099195356,0.08040100250626565,0.006080991953568132,0.29450468275953035,0.16852130325814535,0.004516554544255377,0.01884711779448622,0.04942619707162644,0.06395989974937341
74,0.02212742504409171,0.017969576719576722,0.41568121693121673,0.022268518518518503,0.011785714285714281,0.012632275132275122,0.04932980599647263,0.009309964726631396,0.015200617283950614,0.021499118165784828,0.0489285714285714
75,0.046660075795023875,0.08466963255890587,0.03865216674905253,0.07819739660570103,0.015320481133629918,0.05849069039380455,0.15384083044982688,0.08037567968363807,0.10050749711649361,0.06875267754160481,0.0992354588894381
76,0.056463414634146315,0.005782036391792486,0.023137824235385195,0.08015873015873017,0.018474641889276035,0.13096593108788226,0.12824428958575299,0.019490902051877663,0.051593108788230764,0.062320944638017836,0.10771583430120014
