,la,nuc,exp,fix,entrophy,nd,sexp,ns,lt,ndev,age,ld
0,0.05930493175272817,0.0,0.0,0.0,0.13896778003441668,0.02964661561339876,0.0,0.0,0.025974408424213523,0.0,0.20560226160718603,0.0
1,0.07845766131273338,0.0,0.0,0.0,0.1412481148091334,0.0,0.0,0.0,0.0,0.0,0.21749823791881098,0.010546542481765274
2,0.013864736009043564,0.0,0.0,0.0,0.15484542725329786,0.0,0.0,0.03497076207080827,0.0,0.0,0.25682556809261453,0.0
3,0.03207139458197656,0.03275172506759993,0.005215579861456652,0.004267333381825245,0.13441965741071826,0.01940075784158568,0.009504250768436482,0.01151792524100162,0.02552133199186169,0.019126518793183313,0.2576046478392489,0.03429192502953268
4,0.0,0.0,0.0,0.0,0.1657106077284327,0.0,0.0,0.0,0.0,0.0,0.20640024047520267,0.0
5,0.0,0.0,0.0,0.0,0.3276232123799607,0.0,0.0,0.0,0.0,0.0,0.025554485740718537,0.0
6,0.0374617587548975,0.022531432075015095,0.02639214899488847,0.0,0.2522115573936791,0.0,0.0,0.0,0.00884657436129382,0.057526272846587054,0.039632072136425306,0.0
7,0.04544314600789458,0.029096000879031737,0.05884727271753942,0.020146379457854965,0.08208238766904628,0.022739041689151335,0.023850238500090857,0.047420194382066176,0.03206762490005412,0.024529814819335534,0.19830179412180612,0.0305636106680379
8,0.016629472781471713,0.04161021391179432,0.02902957198620102,0.027249550892129142,0.10132923898200037,0.03127102507223689,0.04205632630583447,0.002326233929829,0.0280775833912586,0.05711417445312068,0.21282591980730972,0.05273578399459782
9,0.12845415067148175,0.04944755024403597,0.04213095990472821,0.008444285044464601,0.07184445414742478,0.02126404048038166,0.032679015985673285,0.007836413866901235,0.04334863437672343,0.07448590101988649,0.04420800801920601,0.12757419222361188
10,0.012691218247329295,0.041165305683395007,0.025682840563933416,0.0,0.0319318255208132,0.008126836255191049,0.014129146309940402,0.00813154092829095,0.039452389707619585,0.02876210638543275,0.29522629855428784,0.056741963634680634
11,0.07815043843564479,0.03310225249138916,0.0598425145385237,0.007735937813834566,0.06383864691335983,0.010113539019766757,0.02232075930117543,0.00785691419552479,0.05919023237908653,0.05543069940580526,0.20949930611119866,0.03234216040593947
