,lt,exp,age,ndev,sexp,rexp,la,ns,ld,fix,nuc
0,0.0,0.0,0.0,0.0,0.0,0.0,0.3066688292379647,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.28262987881028157,0.0,0.0,0.0,0.0
2,0.0,0.15385141734052926,0.08573700707714307,0.0,0.0839214133688463,0.0,0.24066335364853778,0.0,0.0,0.0,0.0
3,0.08404364410432799,0.17490588581326533,0.01910245274680138,0.012382471279170568,0.0914353578903538,0.0,0.20600187002425654,0.0,0.05106274671278092,0.02966549794819844,0.02822560806648054
4,0.05464982235977362,0.08117733010668629,0.06286897346259494,0.0,0.2070121311088668,0.023984706697769077,0.16813042324310554,0.0,0.014554669764306324,0.0,0.06408829249105219
5,0.0,0.0,0.0,0.0,0.0,0.0,0.22566838809445797,0.0,0.0,0.0,0.0
6,0.13158119742530466,0.02460616985107622,0.05051614806825495,0.031796458011263656,0.034677791182566614,0.006270821550311263,0.23007184113402923,0.0,0.026459444709081428,0.005037462569501669,0.057616340890931546
7,0.0,0.0,0.0,0.0,0.0,0.0,0.28230424371068397,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.2613720945242806,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.2652599280741641,0.0,0.0,0.0,0.0
10,0.07655232755525063,0.038980516002192094,0.0,0.04147882456275089,0.10503730298174112,0.04562234944543618,0.21572410641032483,0.002435187872104886,0.013500139523265823,0.0,0.003254915887211423
11,0.020623341029019485,0.13267108165522115,0.0,0.025748016158049062,0.0,0.042090229132111245,0.22599181632477622,0.0,0.0,0.0,0.04461386190661617
12,0.0,0.0,0.0,0.0,0.0,0.0,0.2753604857070567,0.0,0.0,0.0,0.0
13,0.0,0.0602736641065061,0.0,0.0,0.08053806451639478,0.0,0.3120047936203067,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.2796520310251764,0.0,0.0,0.0,0.0
15,0.05285043206085116,0.03804315161408737,0.10736237129491177,0.033460035219260546,0.09306647875539309,0.0,0.2149726304963882,0.0,0.0,0.024171746018296726,0.09325919867689449
16,0.0,0.0,0.04268071640167808,0.0,0.0993159415145108,0.0,0.3081914650659193,0.0,0.0,0.0,0.0
17,0.0,0.18873366042980982,0.009317242516466597,0.0,0.0,0.0,0.20798174731473282,0.0,0.02308376323496419,0.0,0.10506128699887356
18,0.0,0.1654341677975219,0.0,0.0,0.0,0.0,0.2528058666947033,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.23994433263914308,0.0,0.0,0.0,0.0
20,0.09162196098586664,0.0,0.0,0.0,0.0,0.0,0.2116155790713981,0.0,0.0,0.0,0.08956268523982731
21,0.0,0.0,0.0,0.0,0.0,0.0,0.27183392147612445,0.0,0.0,0.0,0.07465329424446344
22,0.0,0.10012235803656308,0.0,0.0,0.07692698831980134,0.0,0.20821653579251773,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.2619321921016819,0.0,0.0,0.0,0.0
24,0.024585089785031006,0.03975734317448115,0.006953142387926304,0.0,0.18342169015406082,0.008732024269341325,0.21518510270333235,0.0,0.05421270550739214,0.0,0.04562311444820835
25,0.07312386782213685,0.09451539148804372,0.0342949571026551,0.10433981748300886,0.02658222406863592,0.0,0.18811056439174093,0.0,0.0,0.01289625428497547,0.1316353535376727
