,ndev,entrophy,nuc,lt,ld,fix,age,la,ns,exp
0,0.0,1.1668199188856798,1.01961194689723,0.6363785314896437,1.2265076662682708,0.24143561172649608,0.3443281177994328,1.1302616679848587,0.0,0.33139410586213836
1,8.075711559850584,0.06666748741664803,1.5801247179610738,1.1102498048554619,5.6427514189646315,0.23279473240703347,0.07227765342685974,3.0262348624155755,0.0,2.4928568259643917
2,0.34796685627446194,0.7217804146847949,9.865955318233457,3.1937697479745477,1.9185120124540678,10.76177142327624,0.1116174739888209,7.274467138452478,0.0,10.814622005477352
3,1.840290368298608,2.146087274245622,3.862272111436551,7.701458449864265,5.008168632237746,5.490759863934407,1.9614041883539106,4.2910747073978985,0.0,2.8079246501569473
4,0.014668549042655011,11.53257586823107,3.8815911226859865,0.6371892368409445,1.5586535482482557,10.214122276622756,0.12179839606263984,1.8212065836542235,0.0,16.33511375661614
5,0.8795268093070202,2.683551628796677,1.2247395060512605,1.1151358439069625,0.7250975296763416,3.9088203996505557,0.5121227813025704,0.9386414844532557,0.0,4.14883935339865
6,5.441194030752337,2.761539891383457,3.723590670669735,1.5714973979857267,6.349517938120715,3.2129060333510053,1.4003261118154604,2.5537778251575953,0.0,6.671833884586994
7,0.3825846687527413,3.1024312915575094,0.8264937226453968,4.29840367400548,4.523554215980964,0.5135272777397741,0.0006786384299497085,1.5756819238350654,0.0,2.2951401997896053
8,3.3233904791365236,0.4278521376918221,3.604362648913293,6.273914959701712,14.943428515016702,11.578759438898206,1.0791927068439855,5.332143960294971,0.0,4.845636582442447
9,3.4497731734748656,0.9538246229602427,4.554347709957934,6.599526022245742,5.347398858130535,3.6283792114989146,1.6614345181535257,8.383809440711447,0.0,3.48403230079641
10,0.6802170142790173,0.5711376505039224,1.3724478358682912,1.5951687562983086,0.6206566047514489,1.6905728537642835,0.6023646935845424,0.6634688100546138,0.21598163423077826,1.9747221762434168
11,5.60738577460479,7.9988001466349505,6.048632162553514,2.5976490910809393,6.8764879829683165,6.989895952838784,2.2308720462407705,2.13644343005968,0.0,4.803186035060239
12,1.6364291846565893,11.234754416925995,2.6797646193748896,2.579304047705933,5.624504993218971,0.6793799359800564,1.0060070631862716,15.660565045649836,0.0,5.406434073206197
