,fix,age,sexp,ns,ld,nuc,lt,ndev,la,entrophy,rexp
0,0.0,0.07289708925169082,0.037083312225017206,0.0019540824948486774,0.11463963510337885,0.004077351462729069,0.1266305685756901,0.00039448324765071254,0.1311297264065535,0.014322444721677492,0.04152297912173167
1,0.04047146848077103,0.08427771336924078,0.13587820117690283,0.38899404123044795,0.3500031293345305,1.3752439045813785,0.192867972677696,0.1978579128301502,0.6838449964784531,0.786626300835502,0.5566297719521341
2,0.08601885957235135,0.7309432837659336,0.06612317943838689,0.0,0.402280036545404,0.3531259873662699,0.12859977777765869,0.05156589993629257,1.1235094796035094,0.2965207397867978,1.594027770594508
3,0.14875771748831132,0.08548089143558375,0.024083711932859908,0.029592433639713363,0.5965257427615582,0.04938398754224605,0.1277484060974573,0.19203128758053037,0.43729207229519307,0.2622619522479966,0.05813689027252749
4,0.2136409021752475,0.0,0.044345195879221554,0.0,0.42185517740754697,0.21159253029942862,0.018140005096813558,0.037039992111250204,0.5823230689835056,0.0,0.006723188582024198
5,0.10204297460155379,0.0022887146664490343,0.0883818050607543,0.0,0.12311788438175551,0.2647020682994564,0.0006458431564126722,0.0,0.5035998997431506,0.05434224809196632,0.1632515277941303
6,0.0,0.05249021454820727,0.157185609344513,0.0,0.0,0.0,0.06190163336132462,0.16963819240312505,0.5712655291710853,0.0,0.0
7,0.04287325597262183,0.059123018887521334,0.25598700477405684,0.06524039972381523,0.07667266428124359,0.7614904771717265,0.9273958233620354,0.3294062621459132,1.0513882774342302,0.5171981033322489,0.06529836094278854
8,0.0,0.0,0.03469487734906754,0.0,0.0,0.0,0.0,0.0,0.13633439498806443,0.0,0.0
9,0.0,0.07416303519679512,0.06454804912657656,0.0,0.9270411947882217,0.06687819395066215,0.15121814203539394,0.11715476845731947,0.42863686329312295,0.0,0.10838470154359156
10,0.02327686528032572,0.10820626650651567,0.29917876526940107,0.1347636164989355,0.8486065181054978,0.2645023057141657,0.22421906450470794,0.08979948544883154,0.5019409553816249,0.02209767863847215,0.08751437993774341
11,0.25813104603385917,0.04013656040251528,0.5110881620809795,0.008138914113721621,0.4949398078190394,0.13485654775205452,0.2608688449949022,0.26135242778453355,0.6013807037009484,0.049496889028263505,0.08518954955481148
12,0.0320446087850507,0.06996860698167905,0.24396293623717966,0.11121325928494409,0.6712517579422674,0.4017771457373493,0.3257122495402803,0.17037315400371766,0.40562215609590174,0.25882194533015895,0.10218436328893427
13,0.06488810809408316,0.06157675757339369,0.0032610578365934754,0.08098206588022143,0.1268959385650296,0.046628608900063706,0.021238770386617818,0.10724115585999504,0.6748351785734491,0.04506750214939332,0.013636056671358475
14,0.013856472540400476,0.06742514954230913,0.16007509279047513,0.12559446739469557,0.016804443058962094,0.2410738865632651,0.006318802033320668,0.2555610581674741,0.852678327061904,0.2641652622479308,0.17082205933630207
15,0.04029147893921155,0.058844148703563005,0.10021492140474075,0.0,0.000694986367572161,0.5842557812875023,0.46678900383676597,0.20478227135922045,0.7688080028224674,0.03963690277382302,0.013541663627970633
16,0.0049520560880725204,0.0016009820419393907,0.057245583871498223,0.14651455455540818,0.1805982714888038,0.21890977013917998,0.20329980669396058,0.1091284397918171,0.5685958792666814,0.12643640615760263,0.1018996302938804
17,0.014987376229578584,0.011333434608135955,0.10476325715269644,0.04736031776962838,0.18821026420526332,0.40243772178029996,0.11338711305117212,0.07414507753371821,0.575715984231445,0.027223295828262786,0.19360014409150705
18,0.0014272367388494303,0.17875573268202788,0.2798284645943593,0.004563309260233891,0.10683908737817532,0.2193167784002875,0.29910928101751205,0.03605535389129933,0.3196847809161377,0.16570942569760894,0.11212878418885537
19,0.10185329396527845,0.2153405567437458,0.47321111578662217,0.01773037764153001,0.3229044938268419,0.045774599980072224,0.19861155675107733,0.3771379147016109,0.268677154068516,0.23146531059380573,0.039107149601165805
20,0.1550572318423144,0.053890416811298573,0.38744774216061134,0.0,0.48149253769698946,0.2898649761864796,0.12233134080745676,0.0,0.566363942151198,0.004662122726935699,0.05426201978498941
21,0.6192492944573671,0.11664290837421554,0.16237790327299598,0.0637832200260517,0.2954924592296743,0.3165422827927206,0.07258276590715954,0.20326032118407678,0.6106646288071699,0.12590073921376563,0.012364810548213966
22,0.602660088516845,0.33213161922179607,0.2956319956468403,0.0,0.12604909786413473,0.26259041123384935,0.02823087944098786,0.007046604788984432,0.8212442174401485,0.49484846913323494,0.04140068609760572
23,0.20145627360221294,0.193965386510502,0.1753944003471757,0.0,0.015623384894869433,0.027080870199378385,0.2809131623665208,0.005917180755893602,0.724637208478835,0.5582501466762311,0.07802550653305057
24,0.062304165707031074,0.0006297040690980041,0.11053759788435942,0.15904581219611308,0.1579379603380186,0.778795854794028,0.7248465851632543,0.11329548167475698,0.3748467373103843,1.1616523324726475,0.04406823523005645
25,0.027662432242333668,0.03851018715232329,0.16685663663272532,0.09853126980949452,0.05185784454152168,0.10859235519018728,0.2982003313497865,0.0770615531765463,0.24850663613985838,0.5259331581331782,0.025581302783280455
26,0.028387523243239097,0.08616730395017895,0.3596331535916791,0.04312560565109901,0.042891733903036466,0.3367974115660853,0.08159270171680057,0.1836379693591239,0.3423257861892424,0.006109093317983296,0.059562465980360586
27,0.1079270054351316,0.06942530563651025,0.15437398321449614,0.21850893446371977,0.2344464674324462,0.7421469030852361,0.04563479742487484,0.5136086786835167,0.14133663183926495,0.33780683081504226,0.14446186590413126
28,0.0016596898940170273,0.012126073099312476,0.5478845228119391,0.05546085995357505,0.014277257233195227,0.6335753370542931,0.22223317640847262,0.7693420578847207,0.5638356291413873,0.2526337907380966,0.15739805174302826
29,0.0,0.0,0.09174363284378283,0.0,0.13556108332929354,0.28339792965453475,0.05129174105080727,0.15714883167348803,0.14921001165433034,0.0,0.0
30,0.0062095049341886685,0.010418349859602887,0.04254079803713393,0.027285088561235293,0.29842424014729,0.31869312341428346,0.009965287390945267,0.05071929401998335,0.39374603059934765,0.24218045827272855,0.10303957698955428
31,0.04391920090864679,0.038401609017340306,0.11551895787511093,0.0,0.09088121309606993,0.5509420824683359,0.13836365691579677,0.19930150691119702,0.5766788045303078,0.06845001314522577,0.02837049406471985
32,0.010476828184975528,0.003520978520998309,0.08836819813085361,0.016544862106617125,0.03069516429157365,0.8478420306555574,0.2208022220238468,0.15954897656279587,0.6713175277239101,0.27437314829099374,0.06242765847285345
33,0.12331555102748512,0.05971958861440564,0.09047772193323401,0.0038482444573899005,0.0825777764686062,0.6120414814677969,0.051738045169340184,0.014324121274182432,0.8626553658693915,0.005125173045627128,0.010413651617364478
34,0.2749119924179446,0.281702887112014,0.19867630833632946,0.11106539957986314,0.31261762770138557,0.2760556715027284,0.9185185501509696,0.23606736821703134,0.7516782270203617,0.29381232639423654,0.101236442455069
35,0.10085170485627881,0.3154241825139968,0.3363864628832342,0.023790653769493145,0.22939658924322592,0.01141457809142057,0.5775381096737375,0.5527824998738124,0.4655428600014792,0.1416294816584613,0.13943240932410908
36,0.04434804918977665,0.036860750968973705,0.015514286411815247,0.0940381860843797,0.3083815691507162,0.03573193452204562,0.20054825668595608,0.3273662065376534,0.6025015153264921,0.05373070500775811,0.24124454979203125
37,0.21808135141894122,0.013096559232883396,0.004284241580244188,0.02069498145736169,0.30574775940057475,0.2274747647299353,0.05811412020924222,0.2864198364518693,0.4917228676373503,0.0412836504711593,0.05138531988410998
38,0.45809298575372787,0.02122185958334327,0.12804035305244668,0.14024532422721073,0.3316447441227953,0.39001271737219634,0.1531294041186559,0.20625651615924898,0.469498655981748,0.1671517318444164,0.09604122213790933
39,0.0657264094020442,0.11581217471264381,0.1460556607505749,0.13393282272414364,0.2698893959889731,0.11774474214151905,0.09231274237485124,0.20883748769606694,0.9532456674773085,0.09452717452971438,0.07863019211777499
40,0.024682116092912952,0.12906854044274474,0.05891989909078454,0.14840413518892773,0.20300415932805438,0.2016706060116775,0.4008821860590636,0.03492088287283285,1.0275920928232656,0.10094049369954454,0.11781683799412349
41,0.028936444390656298,0.023692286090226344,0.13250868076926559,0.03816788472849846,0.4956150935660434,0.004787074275860003,0.1525151043706287,0.10932351290639684,0.3420239994654344,0.1916846533879258,0.03404600513435601
42,0.03707444374964172,0.02467797181740979,0.15150542296613884,0.02534797854955485,0.322152054190221,0.5180469666108128,0.17025386606099072,0.17279967333421056,0.48108498622968676,0.041368302876766606,0.07664449839811865
43,0.0,0.0,0.05148706334837616,0.0,0.12137593605367507,0.0,0.04211720621403739,0.0,0.12760327593255757,0.0,0.0
44,0.31180340715042953,0.00024505993579863905,0.20172934037390886,0.025454541846327033,0.30587300599449047,0.21131275120271023,0.03791573846579652,0.3296158445313928,0.26831452453305416,0.06071725902926234,0.12764229066778737
45,0.05227661828779194,0.23980872834330466,0.056264613936429814,0.08491290101506628,0.5671814218361796,0.15187821338729413,0.050755107917198575,0.06354925141774101,0.2068458865681171,0.09225693646701036,0.0886796034005333
46,0.002492082036285193,0.004250916428109457,0.44363412556413706,0.053098070063181374,0.34859596604142634,0.3146978959929508,0.4139382126711785,0.08601440112107561,0.22927792475033257,0.4665457900242571,0.016577323953739325
47,0.017580528869033413,0.0429468417585367,0.09089316730790314,0.0,0.056877210173216286,0.16934874722023516,0.17245559867132493,0.01769668431424422,0.261949003629495,0.04862281864913301,0.07490940548843085
48,0.12300606759702162,0.09869975921247905,0.258117891261776,0.0731249170061337,0.001981740792514987,0.07772441823543845,0.36123148486118284,0.5170949450970364,0.6544277239018085,0.17572006709166127,0.1434731858313743
49,0.000996241567762947,0.03824083213773849,0.1848760655595754,0.16961723440595006,0.18592324135645874,0.6264227184789181,0.2359249367183037,0.12443371300993855,0.7568178159182449,0.3353772231260012,0.25554393210012555
50,0.013506896615032637,0.012193424645439543,0.23129422603981212,0.0,0.10696461752068036,0.2573517045735433,0.12751071879830875,0.11255613665527536,0.576385475959013,0.2638824839429797,0.35497874575970734
51,0.04321021232081598,0.10948559933564146,0.1086553512444167,0.020397658613865118,0.24037473017751582,0.11357399730584104,0.13842535993220492,0.08657646377884583,0.5542910583488616,0.06538306099934658,0.12398838910532653
52,0.1088054052907324,0.05452789603037308,0.14612693327816598,0.0,0.1204791945886555,0.13952496664884556,0.05817071264937988,0.30095799042423027,0.6724705286889695,0.008131487384170558,0.08746469808014307
53,0.011026109678056886,0.08301012290807261,0.08116160805561744,0.002683826287280411,0.14285801285226196,0.07582793381202738,0.021976793067931343,0.19401873783456572,0.5356870331124609,0.03447388907002437,0.15031222248377846
54,0.19322824156870017,0.1392927506780667,0.3513912444341142,0.17762752383044625,0.1844782419717867,0.318084991454393,0.31959242207840943,0.04810700685411616,0.7543283904240232,0.6971743272808095,0.026881219459491755
55,0.0,0.0,0.14342205157774213,0.0,0.0,0.0,0.003940913398174851,0.0,0.3862604899836279,0.0,0.0
56,0.0,0.12758099340867038,0.1602920018077631,0.0,0.024707753805538378,0.0,0.0,0.05716014879985334,0.5822556683335269,0.0655445614375136,0.06630097966520866
57,0.0,0.0,0.13156418381633952,0.0,0.0,0.0,0.0,0.0,0.3415054529199167,0.0,0.06388241422596497
58,0.01140033730706049,0.044790903849455735,0.06237394423008646,0.07312914907747381,0.07813802131753664,0.09915302264955542,0.29516343903921344,0.7366164176459187,0.5341860762670673,0.07559242609316419,0.3053471502524747
59,0.10922798611266411,0.044695132603717054,0.01724630824320502,0.0561986330800502,0.05523324263801133,0.18200424993832132,0.36352422660313194,0.5516949783941613,0.699373654736018,0.09290769977326818,0.18148133171541792
60,0.0,0.04680301365238794,0.3944558350277396,0.05642274253750093,0.0,0.10121861026943219,0.6202889214812035,0.43396564581846503,1.1754070085199926,0.06651297249983293,0.5276910669864117
61,0.0,0.08704097585558697,0.427257532396397,0.17296270751197274,0.0,0.4115303950332377,0.835889539765554,0.2308817588867452,0.8442078847214861,0.0,0.396313198481728
62,0.09922505185143377,0.18416908123702488,0.11666617636277125,0.1250369803388885,0.10200946403915216,0.2631089443801883,0.017892577798962393,0.24057190362889463,0.27716756862542996,0.36212308828769135,0.4080793600907061
63,0.0,0.002038839955923798,0.19324751417581806,0.0,0.17913448882491032,0.24847725491337003,0.15935680094312035,0.32518038203415023,0.08009288888600803,0.2675501477020933,0.19182733063135934
64,0.0042632940853280805,0.02345225947934883,0.09390906221959601,0.033463691167872796,0.20920974884254107,0.015037779744379224,0.11168640629353555,0.13871225646662202,0.20947921101071781,0.13000818385467777,0.12038582797494654
65,0.06022498263430354,0.06571629725894332,0.05039218580501762,0.05772048548068532,0.13883426610025568,0.32577040991456924,0.0507764132907593,0.2466565617118642,0.4084784849480804,0.08701837850681418,0.018720269333288596
