,entrophy,rexp,fix,ld,ndev,sexp,age
0,0.012156310916179311,0.13620723684210442,0.0,0.18445309454190892,0.12370309454190892,0.10608114035087808,0.020346003898635338
1,0.021253303964757754,0.08488634361233417,0.0,0.21849192364170472,0.17505947136563935,0.09290543318649003,0.04808458149779728
2,0.04197936177592789,0.10242819979188333,0.0,0.35302480055497615,0.048000346860908545,0.04827592785293098,0.03707630939993052
3,0.0282021322889468,0.04159725848563955,0.0,0.3727310704960846,0.018646214099216726,0.059793516100957476,0.021522410791992967
4,0.039778071334214196,0.05366930867459264,0.0,0.2715744165565821,0.07145178335534985,0.0946732716864819,0.04277873183619568
5,0.06970203421174312,0.052555247341654884,0.0,0.2241225150254275,0.04685991678224704,0.1348576051779928,0.04463730929264928
6,0.040827764976958364,0.04113652073732733,0.0,0.2407110215053757,0.046505376344086045,0.17913556067588338,0.0344552611367128
7,0.04406534440344372,0.06274876998769975,0.0,0.18562038745387494,0.053044895448954674,0.1280533517835184,0.09813299507995038
8,0.023921436004162383,0.06818244883801565,0.0,0.18319458896982305,0.0894623655913978,0.16113805064169295,0.0635065903572669
9,0.03386828222881627,0.0615908341576,0.0,0.24339432904714692,0.0343354764259807,0.13998285525881948,0.057891196834816784
10,0.03952333333333324,0.052548333333333606,0.0,0.27251650000000055,0.09583233333333395,0.0786291666666666,0.05462566666666678
11,0.01905709165386569,0.06412736815156157,0.0,0.2332393753200213,0.09297836661546291,0.14332539682539633,0.048893497183819905
12,0.020797938788257263,0.09585831771809304,0.0,0.18580668332292452,0.17851051426192044,0.12484811576098329,0.05620299812617143
13,0.039713250517598546,0.04019967793880861,0.0,0.20710858063031942,0.04107441913963695,0.1984269611226135,0.05068322981366482
14,0.04833210281651638,0.03293697019414848,0.0,0.23819004648618936,0.06554361498496016,0.21086587366693815,0.04841823899371048
15,0.05079415670650725,0.03887981407702525,0.0,0.2675609229747671,0.06076626826029203,0.12791035856573657,0.0629085325365207
16,0.059821477241755315,0.05080185336603997,0.0,0.21784314527119014,0.05514404469882803,0.14473848460070762,0.06936508585445642
17,0.01972789115646272,0.058447035957239636,0.0,0.211014577259477,0.054287172011662034,0.24106644800777569,0.0543691690962098
18,0.025172970247100482,0.03434392334846212,0.0,0.2745419818456908,0.047776853252647224,0.13888489662128164,0.047965960665657774
19,0.015999216300940484,0.04926815569488013,0.0,0.24309730929989537,0.058596264367815946,0.20545715778474552,0.05532432079414857
20,0.025100936329588052,0.06592378277153542,0.0,0.23036404494382143,0.05870337078651719,0.17306853932584282,0.05882359550561794
21,0.024177359882005863,0.05157761799410058,0.0,0.2307533185840696,0.08457319321533929,0.21655807522123918,0.05405955014749241
22,0.015905303030303096,0.06600708168642916,0.0,0.22625164690382146,0.0929871541501983,0.11306126482213467,0.06289525691699574
23,0.025668321747765774,0.0588591525984769,0.0,0.16767974180734888,0.1062931148626289,0.14995895398874504,0.07339275074478625
24,0.015395014381591634,0.044912272291466826,0.0,0.18120773410035065,0.08861521252796434,0.19396037072547245,0.06540508149568534
25,0.029071401515151467,0.058274431818181774,0.0,0.18815568181818235,0.06026136363636375,0.21376382575757533,0.08671761363636349
26,0.026032091097308543,0.06462691511387134,0.0,0.23187908902691529,0.1636082815734983,0.09168322981366439,0.05338530020703952
27,0.021696784696784727,0.042006919006919205,0.0,0.24548494098494056,0.05564041514041514,0.18740761090761063,0.050290394790394884
28,0.026063793103448363,0.04687662835249024,0.0,0.1515743295019159,0.09536091954022971,0.24776954022988576,0.06456973180076618
29,0.05516118721461171,0.12406118721461216,0.0,0.1584593607305947,0.15987975646879732,0.19061339421613305,0.06326773211567743
30,0.018716901408450826,0.05365023474178391,0.0,0.1745325508607211,0.05689624413145501,0.2778092331768386,0.049269014084506624
31,0.01625187566988208,0.04477116827438387,0.0,0.20495284030010655,0.1861152197213296,0.09804474812432998,0.08032288317256157
32,0.018442640692640712,0.041785714285714294,0.0,0.24164574314574397,0.07364105339105351,0.1076536796536793,0.08826046176046175
33,0.05938586437440308,0.10473447946513847,0.0,0.19189446036294192,0.10689493791786045,0.19670200573065894,0.0823385864374404
34,0.022264652014651994,0.04020970695970693,0.0,0.17260256410256428,0.05115567765567767,0.18184981684981702,0.1073003663003663
35,0.019118090452261323,0.04274623115577885,0.0,0.22424288107202686,0.05026046901172535,0.20821859296482412,0.0511691792294807
36,0.03453743315508019,0.04572459893048133,0.0,0.11772905525846718,0.16713502673796796,0.1370944741532978,0.1238373440285205
37,0.024505838641188944,0.06904033970276019,0.0,0.11477282377919297,0.19925212314225094,0.10111146496815254,0.07300318471337575
38,0.006369488536155207,0.0356940035273369,0.0,0.1743209876543209,0.03357054673721344,0.1712680776014109,0.11687037037037035
39,0.02764614614614613,0.032191691691691685,0.0,0.07886236236236242,0.05645095095095088,0.25186936936936943,0.10162112112112126
40,0.03738248587570621,0.04941751412429381,0.0,0.1375423728813559,0.08198757062146896,0.17829604519773995,0.10864971751412421
41,0.01959722222222221,0.03819658119658119,0.0,0.18661431623931607,0.1701047008547009,0.16596901709401715,0.09637072649572656
42,0.012354961832061044,0.0264376590330789,0.0,0.18023918575063594,0.04218829516539438,0.09042366412213737,0.13177099236641224
43,0.020162621261522358,0.014414523205731994,0.0,0.2161051402809645,0.04622630117135612,0.10978142736384498,0.08977579197359405
44,0.03253465346534653,0.039443894389438953,0.0,0.3140346534653467,0.08521782178217822,0.061128712871287176,0.05546534653465346
45,0.09083690476190469,0.04269285714285716,0.0,0.18937976190476194,0.08047380952380952,0.09862738095238088,0.14507261904761914
46,0.02459504132231406,0.026059228650137753,0.0,0.08757300275482101,0.14396005509641885,0.15341184573002764,0.12619972451790634
47,0.004212962962962985,0.01339814814814814,0.0,0.06281481481481484,0.30023148148148154,0.08462037037037033,0.05586111111111117
48,0.0036064584276444865,0.02953070771087972,0.0,0.08213369548815448,0.28586087218952766,0.052195563603440506,0.24821186057039382
49,0.013733995584988962,0.0264282560706402,0.0,0.08174503311258274,0.1232582781456953,0.21221192052980145,0.2686865342163356
50,0.009753229974160213,0.05022739018087851,0.0,0.15925581395348848,0.08502842377260987,0.23003229974160216,0.13366408268733837
51,0.019666666666666693,0.03247916666666662,0.0,0.22914333333333317,0.05324750000000005,0.16830583333333338,0.09169750000000011
52,0.006856341026757659,0.037063918323898,0.0,0.2486524410896598,0.09046789567910192,0.1264721536749407,0.11128852760439345
53,0.019427623990772816,0.016854094579008057,0.0,0.23864619377162632,0.10194636678200693,0.1423226643598615,0.12024221453287191
54,0.002379664683612765,0.14429421308815576,0.0,0.24182440959076984,0.047863710113574896,0.05860825671534162,0.10283035875247878
55,0.0035156249999999897,0.09402488425925927,0.0,0.22826967592592604,0.05464409722222224,0.095167824074074,0.0462673611111111
56,0.0007777777777777867,0.03497101449275366,0.0,0.11691062801932367,0.0901775362318841,0.229759661835749,0.02145893719806765
57,0.020127314814814785,0.07824652777777767,0.0,0.12884780092592585,0.15477430555555546,0.155900462962963,0.12247280092592591
58,0.010665631469979278,0.05336853002070393,0.0,0.05193478260869564,0.19034265010351975,0.19902898550724638,0.07809627329192544
59,0.02818722943722943,0.02063528138528137,0.0,0.06553354978354976,0.2336536796536796,0.15520238095238093,0.06256493506493509
60,0.03573419540229884,0.022627873563218392,0.0,0.08402442528735635,0.26897413793103453,0.09858189655172407,0.09267241379310344
