,entrophy,rexp,fix,age,ld,lt
0,0.21759193174744312,0.04453444738584851,0.09132114734861803,0.06419686693697972,0.5723290137169738,0.5309062912463591
1,0.3310380691247661,0.15873750636866177,0.009352440235706286,0.12781750424134,0.45177192906582403,0.7293661564971761
2,0.12884569941138327,0.007990738382296738,0.039912311138935376,0.02018732226227063,0.5934096346588431,0.06828401402540958
3,0.12613955370739474,0.06207232369152495,0.11416478738285656,0.06925124891463515,0.29336670881043214,0.33846773286802706
4,0.22532557644758677,0.03138755596208968,0.089992379499137,0.025855102562746778,0.38617740116069443,0.35916544828368024
5,0.3433222544385802,0.12419933891069167,0.11271547151420243,0.0034934187070748274,0.43515035248571454,0.4025646922284444
6,0.5848145734637663,0.1285693311061032,0.06488183582182964,0.0,0.20970169829681365,0.5421507594601944
7,0.7407903691924099,0.09248915445987066,0.04694987026398222,0.04269825120945212,0.28959641875725034,0.5454150780290806
8,0.6180002897392806,0.08575741136482196,0.10272106420434447,0.006847082425294169,0.4106970491129287,0.5307526080336822
9,0.5639484651072764,0.07045337341882212,0.09415802561447631,0.044197255447861294,0.2968483886154124,0.6373168807903071
10,0.4140251333927204,0.05597902325809022,0.012466480584628228,0.015800001572992488,0.22165877244433058,0.4922364506351494
11,0.29838101002193396,0.0427852169820255,0.051446312446920064,0.15059695807196025,0.3838047224845111,0.984719762279815
12,0.21906540979603326,0.0,0.0,0.0,0.15879433154263392,1.1641425598953168
13,0.13210714989424321,0.05073159560334268,0.04372535206377511,0.15003688165138876,0.18339214353944502,0.7960908939372884
14,0.16375931985617534,0.07363472873426978,0.02716405737946198,0.07821436288648394,0.05775076117227517,0.8935386130267545
15,0.30127771380069096,0.006867780673627242,0.07805177472767104,0.0034297181130566435,0.05470142754059205,0.8083311645668171
16,0.053235372559394825,0.0,0.0,0.0,0.17030265364811945,1.0997055393304636
17,0.3707075465160898,0.012085115510879162,0.08815575871151017,0.013417364804929702,0.19341236255942043,1.105165045594303
18,0.0007161325428156562,0.0006017810230709253,0.00047722737934722235,0.0040217711918601245,0.005777296618687374,0.03843357007112861
19,0.12303537397773387,0.0,0.0,0.0,0.0,1.2233351221269015
20,0.09786120111092189,0.01507377967688287,0.07016029474679424,0.06231553732617153,0.06276418953996768,1.4706297822760361
21,0.924930488796742,0.11236129577263194,0.13806849153039621,0.10458202737031665,0.343296352597812,1.2372258146614972
22,0.9601070619144769,0.07025189702885387,0.03163387971048308,0.0,0.30976665111053026,1.134385573472873
23,1.026837040645825,0.004209305055265089,0.0,0.03099310170618844,0.028048848609545828,0.9119815699961363
24,0.4547939595300634,0.0,0.0,0.0,0.045656918624961226,0.7771042129413569
25,0.38382302874681057,0.013101386365992562,0.07320639101747746,0.022259736624165458,0.03972070350328923,0.9162775305567398
26,0.6923445762360174,0.03632151711710167,0.2828893718251083,0.01865336474275385,0.11739709538986819,1.2835101180176998
27,0.42866823203051274,0.06844096281940416,0.15822946320054357,0.029189453740735723,0.08645196935020959,0.985268804470039
28,0.5650645489529782,0.1521720395607805,0.13224776775748248,0.11919332023975152,0.10223092149419823,0.6173030268892269
29,0.7233090840063512,0.20549961129083744,0.1492761979854191,0.17267574291431487,0.09147575142392883,0.9168635663057323
30,0.10965264525476236,0.0,0.0,0.0,0.11700552112414263,1.2411937986779547
